number,value,datetime_start,datetime_complete,duration,params_constant_value,params_kernel_type,params_length_scale,params_noise_level,params_nu,system_attrs_auto:sampler,state
78,0.16334780846188984,2025-04-24 21:02:24.294189,2025-04-24 21:02:30.866759,0 days 00:00:06.572570,5198.141933970876,RBF,15439.678135273554,0.4533701768756483,0.5,TPESampler,COMPLETE
79,0.16334769720904146,2025-04-24 21:02:25.790386,2025-04-24 21:02:35.456463,0 days 00:00:09.666077,85529.38814818552,RBF,1720.810544354326,0.38484053484875735,0.5,TPESampler,COMPLETE
80,0.16334782780130483,2025-04-24 21:02:28.055528,2025-04-24 21:02:33.450772,0 days 00:00:05.395244,74.26083040141275,RBF,1040.6652637495647,0.3349215668879735,0.5,TPESampler,COMPLETE
81,0.9012365621209459,2025-04-24 21:02:31.159829,2025-04-24 21:02:42.412105,0 days 00:00:11.252276,63.01462072799063,RBF,76919.96473221834,0.04285903062742011,0.5,TPESampler,COMPLETE
82,0.16334779628976556,2025-04-24 21:02:33.705325,2025-04-24 21:02:40.866932,0 days 00:00:07.161607,15356.822042676815,RBF,84963.32848828337,0.08638352301268112,0.5,TPESampler,COMPLETE
83,0.16334780738972915,2025-04-24 21:02:35.756399,2025-04-24 21:02:43.110646,0 days 00:00:07.354247,66454.72449360142,RBF,431.4124673227822,0.19967793771692346,0.5,TPESampler,COMPLETE
84,0.16355850645513909,2025-04-24 21:02:41.163811,2025-04-24 21:02:49.119582,0 days 00:00:07.955771,92539.2294335177,Matern,246.64279499668308,0.08709343588323881,1.5,TPESampler,COMPLETE
85,0.16334779829696483,2025-04-24 21:02:42.702875,2025-04-24 21:03:07.399827,0 days 00:00:24.696952,212.15486401300333,RBF,55688.605219420395,0.898141096361105,0.5,TPESampler,COMPLETE
86,0.870340134019871,2025-04-24 21:02:43.314022,2025-04-24 21:03:00.623947,0 days 00:00:17.309925,0.0008171187988391951,Matern,0.011884578049658772,5.734990562358919e-09,0.5,TPESampler,COMPLETE
87,0.9015771955351941,2025-04-24 21:02:49.774580,2025-04-24 21:03:01.532156,0 days 00:00:11.757576,2.8339165595062843,Matern,0.03033017053469311,2.1036478253777355e-10,1.5,TPESampler,COMPLETE
88,0.16334780973276175,2025-04-24 21:03:00.846787,2025-04-24 21:03:06.325240,0 days 00:00:05.478453,27483.791612505374,RBF,23.182631412177095,0.09314750810290763,2.5,TPESampler,COMPLETE
89,0.9015764228191323,2025-04-24 21:03:01.765916,2025-04-24 21:03:04.497402,0 days 00:00:02.731486,1.9882715590333442e-05,RBF,4.0698524279445645e-05,0.42948588577336144,1.5,TPESampler,COMPLETE
90,0.8703401340204067,2025-04-24 21:03:04.803093,2025-04-24 21:03:14.852825,0 days 00:00:10.049732,292.18884460283465,RBF,87698.67159945119,9.982031029885073e-05,0.5,TPESampler,COMPLETE
91,0.9015771955331853,2025-04-24 21:03:06.631781,2025-04-24 21:03:10.818325,0 days 00:00:04.186544,94814.38716207628,Matern,0.0010875774238912823,1.3302631212017456e-06,0.5,TPESampler,COMPLETE
92,0.1633478416633373,2025-04-24 21:03:07.653351,2025-04-24 21:03:12.944104,0 days 00:00:05.290753,486.04418858401766,RBF,984.5346389579696,0.060292696770665906,0.5,TPESampler,COMPLETE
93,0.8703401340199762,2025-04-24 21:03:11.113143,2025-04-24 21:03:22.060776,0 days 00:00:10.947633,0.0019260201813964734,Matern,2783.795521497092,2.0112648823047717e-08,2.5,TPESampler,COMPLETE
94,0.16334781991475275,2025-04-24 21:03:13.350520,2025-04-24 21:03:20.586693,0 days 00:00:07.236173,479.55659518404576,RBF,37936.923447660534,0.07491780473411173,0.5,TPESampler,COMPLETE
95,0.9015779721468902,2025-04-24 21:03:15.115401,2025-04-24 21:03:19.464273,0 days 00:00:04.348872,13138.921506015511,Matern,0.5580307734767587,4.547075903842679e-09,2.5,TPESampler,COMPLETE
96,0.16334779517838935,2025-04-24 21:03:19.708440,2025-04-24 21:03:24.163709,0 days 00:00:04.455269,20189.72690380464,RBF,0.9490178858252892,0.15279731682268277,1.5,TPESampler,COMPLETE
97,0.9015779710814339,2025-04-24 21:03:20.828435,2025-04-24 21:03:23.750932,0 days 00:00:02.922497,1.0162619736301292e-07,Matern,3409.4990410764904,0.3689061059519723,2.5,TPESampler,COMPLETE
98,0.8703401340311294,2025-04-24 21:03:22.305490,2025-04-24 21:03:26.440134,0 days 00:00:04.134644,7182.376016728329,RBF,2.713995554948852e-05,0.025968144610884685,0.5,TPESampler,COMPLETE
99,0.16334776009954324,2025-04-24 21:03:24.000630,2025-04-24 21:03:29.210647,0 days 00:00:05.210017,82037.65022616411,RBF,2.4866395940211925,0.37855113449636874,1.5,TPESampler,COMPLETE
