number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_auto:sampler,state
506,0.36842915010517735,2025-04-24 22:18:13.246066,2025-04-24 22:18:39.880649,0 days 00:00:26.634583,True,absolute_error,50,,1,2,272,TPESampler,COMPLETE
507,0.3698519544466533,2025-04-24 22:18:18.027715,2025-04-24 22:18:39.652763,0 days 00:00:21.625048,True,absolute_error,50,,1,3,226,TPESampler,COMPLETE
508,0.4205947797060894,2025-04-24 22:18:28.744071,2025-04-24 22:18:40.014978,0 days 00:00:11.270907,False,absolute_error,48,sqrt,1,11,327,TPESampler,COMPLETE
509,0.36821529053790913,2025-04-24 22:18:39.837638,2025-04-24 22:18:58.312326,0 days 00:00:18.474688,True,absolute_error,50,,1,2,199,TPESampler,COMPLETE
510,0.37109463530721487,2025-04-24 22:18:40.112965,2025-04-24 22:19:05.114462,0 days 00:00:25.001497,True,absolute_error,43,,1,2,269,TPESampler,COMPLETE
511,0.37656893367287353,2025-04-24 22:18:40.282773,2025-04-24 22:18:50.734484,0 days 00:00:10.451711,True,absolute_error,45,,1,4,107,TPESampler,COMPLETE
512,0.436256869849846,2025-04-24 22:18:50.912915,2025-04-24 22:19:30.314702,0 days 00:00:39.401787,False,absolute_error,49,,1,2,253,TPESampler,COMPLETE
513,0.8432000514327702,2025-04-24 22:18:58.499695,2025-04-24 22:18:59.289726,0 days 00:00:00.790031,True,squared_error,48,log2,2,2,135,TPESampler,COMPLETE
514,0.37334505175033345,2025-04-24 22:18:59.462475,2025-04-24 22:19:23.948157,0 days 00:00:24.485682,True,absolute_error,42,,1,4,270,TPESampler,COMPLETE
515,0.8972020558521456,2025-04-24 22:19:05.282891,2025-04-24 22:19:06.333773,0 days 00:00:01.050882,True,squared_error,7,log2,2,2,368,TPESampler,COMPLETE
516,0.36715840508816305,2025-04-24 22:19:06.503925,2025-04-24 22:19:20.519536,0 days 00:00:14.015611,True,absolute_error,50,,1,2,151,TPESampler,COMPLETE
517,0.9613112573026873,2025-04-24 22:19:20.691832,2025-04-24 22:19:22.025989,0 days 00:00:01.334157,False,squared_error,29,log2,11,13,915,TPESampler,COMPLETE
518,0.6442173598868582,2025-04-24 22:19:22.196664,2025-04-24 22:19:23.118432,0 days 00:00:00.921768,False,squared_error,22,log2,1,3,252,TPESampler,COMPLETE
519,0.370960696461535,2025-04-24 22:19:23.291235,2025-04-24 22:19:33.607005,0 days 00:00:10.315770,True,absolute_error,50,,1,2,108,TPESampler,COMPLETE
520,0.5735429923843388,2025-04-24 22:19:24.126165,2025-04-24 22:19:38.171390,0 days 00:00:14.045225,False,absolute_error,42,log2,1,35,642,TPESampler,COMPLETE
521,0.37125867418526587,2025-04-24 22:19:30.488512,2025-04-24 22:19:41.946551,0 days 00:00:11.458039,True,absolute_error,50,,1,2,106,TPESampler,COMPLETE
522,0.3682859138915439,2025-04-24 22:19:33.781824,2025-04-24 22:20:00.736463,0 days 00:00:26.954639,True,absolute_error,50,,1,2,257,TPESampler,COMPLETE
523,0.3999595391065942,2025-04-24 22:19:38.352121,2025-04-24 22:19:44.834121,0 days 00:00:06.482000,True,absolute_error,45,sqrt,1,2,308,TPESampler,COMPLETE
524,0.47390320642658473,2025-04-24 22:19:42.108329,2025-04-24 22:19:43.515025,0 days 00:00:01.406696,False,squared_error,36,sqrt,1,18,536,TPESampler,COMPLETE
525,0.4164406313200127,2025-04-24 22:19:43.685877,2025-04-24 22:19:59.393103,0 days 00:00:15.707226,True,absolute_error,50,,2,4,268,TPESampler,COMPLETE
526,0.833775669861369,2025-04-24 22:19:45.000585,2025-04-24 22:19:50.487048,0 days 00:00:05.486463,True,absolute_error,29,log2,2,2,982,TPESampler,COMPLETE
527,0.3770033103303229,2025-04-24 22:19:50.672269,2025-04-24 22:20:01.187448,0 days 00:00:10.515179,True,absolute_error,50,,1,4,111,TPESampler,COMPLETE
528,0.8488511740863068,2025-04-24 22:19:59.569650,2025-04-24 22:20:04.328845,0 days 00:00:04.759195,True,absolute_error,16,log2,2,32,909,TPESampler,COMPLETE
529,0.41438501724976057,2025-04-24 22:20:00.920429,2025-04-24 22:20:20.849689,0 days 00:00:19.929260,True,absolute_error,49,,2,2,382,TPESampler,COMPLETE
530,0.7195788868637331,2025-04-24 22:20:01.358892,2025-04-24 22:20:02.431208,0 days 00:00:01.072316,False,squared_error,47,sqrt,5,27,405,TPESampler,COMPLETE
531,0.415541901991553,2025-04-24 22:20:02.602477,2025-04-24 22:20:14.323155,0 days 00:00:11.720678,True,absolute_error,50,,2,2,219,TPESampler,COMPLETE
532,0.3684066957362781,2025-04-24 22:20:04.501616,2025-04-24 22:20:26.429175,0 days 00:00:21.927559,True,absolute_error,50,,1,2,237,TPESampler,COMPLETE
533,0.36743302524744326,2025-04-24 22:20:14.503708,2025-04-24 22:20:27.950275,0 days 00:00:13.446567,True,absolute_error,50,,1,2,143,TPESampler,COMPLETE
534,0.41758690746543664,2025-04-24 22:20:21.020782,2025-04-24 22:20:27.338899,0 days 00:00:06.318117,True,absolute_error,45,,2,2,114,TPESampler,COMPLETE
535,0.4440934416461079,2025-04-24 22:20:26.604679,2025-04-24 22:20:30.725196,0 days 00:00:04.120517,True,absolute_error,50,log2,1,2,253,TPESampler,COMPLETE
536,0.6648161259670193,2025-04-24 22:20:27.511228,2025-04-24 22:20:28.790096,0 days 00:00:01.278868,True,absolute_error,49,sqrt,3,3,102,TPESampler,COMPLETE
537,0.36962113554824827,2025-04-24 22:20:28.185721,2025-04-24 22:20:40.547890,0 days 00:00:12.362169,True,absolute_error,50,,1,2,129,TPESampler,COMPLETE
538,0.3684781282106818,2025-04-24 22:20:28.957335,2025-04-24 22:20:41.529712,0 days 00:00:12.572377,True,absolute_error,50,,1,2,132,TPESampler,COMPLETE
539,0.37101000410328777,2025-04-24 22:20:30.901587,2025-04-24 22:20:41.903218,0 days 00:00:11.001631,True,absolute_error,45,,1,2,115,TPESampler,COMPLETE
540,0.3748387488670726,2025-04-24 22:20:40.720462,2025-04-24 22:21:03.573377,0 days 00:00:22.852915,True,absolute_error,50,,1,4,237,TPESampler,COMPLETE
541,0.3830139577485754,2025-04-24 22:20:41.700394,2025-04-24 22:20:43.763891,0 days 00:00:02.063497,True,squared_error,50,,1,2,217,TPESampler,COMPLETE
542,0.3682489249740574,2025-04-24 22:20:42.130571,2025-04-24 22:20:54.885103,0 days 00:00:12.754532,True,absolute_error,50,,1,2,133,TPESampler,COMPLETE
543,0.37455766506323207,2025-04-24 22:20:43.947993,2025-04-24 22:20:55.717725,0 days 00:00:11.769732,True,absolute_error,43,,1,2,124,TPESampler,COMPLETE
544,0.3695071968416499,2025-04-24 22:20:55.083547,2025-04-24 22:21:13.984990,0 days 00:00:18.901443,True,absolute_error,50,,1,3,189,TPESampler,COMPLETE
545,0.3684499985746386,2025-04-24 22:20:55.895158,2025-04-24 22:21:19.565113,0 days 00:00:23.669955,True,absolute_error,50,,1,2,234,TPESampler,COMPLETE
546,0.41634390397810445,2025-04-24 22:21:03.761318,2025-04-24 22:21:05.127670,0 days 00:00:01.366352,True,squared_error,41,,2,2,181,TPESampler,COMPLETE
547,0.5165202394449798,2025-04-24 22:21:05.340385,2025-04-24 22:21:15.335124,0 days 00:00:09.994739,False,absolute_error,40,,7,18,271,TPESampler,COMPLETE
548,0.36756246439513407,2025-04-24 22:21:14.154042,2025-04-24 22:21:42.528020,0 days 00:00:28.373978,True,absolute_error,50,,1,2,250,TPESampler,COMPLETE
549,0.9310147498891519,2025-04-24 22:21:15.516145,2025-04-24 22:21:16.536501,0 days 00:00:01.020356,False,absolute_error,50,log2,8,14,121,TPESampler,COMPLETE
550,0.41796055724859865,2025-04-24 22:21:16.734667,2025-04-24 22:21:26.107202,0 days 00:00:09.372535,True,absolute_error,46,,2,2,128,TPESampler,COMPLETE
551,0.7708827201684946,2025-04-24 22:21:19.735151,2025-04-24 22:21:29.546568,0 days 00:00:09.811417,False,absolute_error,36,log2,2,2,870,TPESampler,COMPLETE
552,0.36669946248498847,2025-04-24 22:21:26.282064,2025-04-24 22:21:43.417978,0 days 00:00:17.135914,True,absolute_error,50,,1,2,159,TPESampler,COMPLETE
553,0.4220746740026882,2025-04-24 22:21:29.762788,2025-04-24 22:21:39.289342,0 days 00:00:09.526554,False,absolute_error,50,log2,1,3,309,TPESampler,COMPLETE
554,0.940113772165985,2025-04-24 22:21:39.460305,2025-04-24 22:21:40.681711,0 days 00:00:01.221406,True,absolute_error,9,log2,9,2,421,TPESampler,COMPLETE
555,0.5964324141320484,2025-04-24 22:21:40.855094,2025-04-24 22:21:47.742254,0 days 00:00:06.887160,True,absolute_error,35,,12,2,597,TPESampler,COMPLETE
556,0.36857208795829477,2025-04-24 22:21:42.717840,2025-04-24 22:22:04.671041,0 days 00:00:21.953201,True,absolute_error,50,,1,2,222,TPESampler,COMPLETE
557,0.376459259118558,2025-04-24 22:21:43.590425,2025-04-24 22:21:54.700872,0 days 00:00:11.110447,True,absolute_error,42,,1,4,113,TPESampler,COMPLETE
558,0.37219660870918025,2025-04-24 22:21:47.910577,2025-04-24 22:22:01.884375,0 days 00:00:13.973798,True,absolute_error,42,,1,2,136,TPESampler,COMPLETE
559,0.36962113554824827,2025-04-24 22:21:54.884525,2025-04-24 22:22:08.270049,0 days 00:00:13.385524,True,absolute_error,50,,1,2,129,TPESampler,COMPLETE
560,0.8252742845507947,2025-04-24 22:22:02.082691,2025-04-24 22:22:03.110622,0 days 00:00:01.027931,True,absolute_error,47,log2,2,2,108,TPESampler,COMPLETE
561,0.41640939332372284,2025-04-24 22:22:03.309691,2025-04-24 22:22:10.095160,0 days 00:00:06.785469,True,absolute_error,48,,2,3,122,TPESampler,COMPLETE
562,0.37471398590330535,2025-04-24 22:22:04.838239,2025-04-24 22:22:23.824119,0 days 00:00:18.985880,True,absolute_error,50,,1,4,151,TPESampler,COMPLETE
563,0.37027388699379005,2025-04-24 22:22:08.440094,2025-04-24 22:22:44.603706,0 days 00:00:36.163612,True,absolute_error,50,,1,2,325,TPESampler,COMPLETE
564,0.4152129161196761,2025-04-24 22:22:10.272418,2025-04-24 22:22:26.692003,0 days 00:00:16.419585,True,absolute_error,50,,2,2,220,TPESampler,COMPLETE
565,0.36930549488475295,2025-04-24 22:22:24.015106,2025-04-24 22:22:51.158963,0 days 00:00:27.143857,True,absolute_error,42,,1,2,280,TPESampler,COMPLETE
566,0.36926975681753615,2025-04-24 22:22:26.864463,2025-04-24 22:22:39.011375,0 days 00:00:12.146912,True,absolute_error,50,,1,2,113,TPESampler,COMPLETE
567,0.43512727490270076,2025-04-24 22:22:39.203051,2025-04-24 22:22:57.935792,0 days 00:00:18.732741,False,absolute_error,48,,1,2,119,TPESampler,COMPLETE
568,0.370960696461535,2025-04-24 22:22:44.892509,2025-04-24 22:22:56.115146,0 days 00:00:11.222637,True,absolute_error,50,,1,2,108,TPESampler,COMPLETE
569,0.4082229923441521,2025-04-24 22:22:51.564661,2025-04-24 22:22:55.914537,0 days 00:00:04.349876,True,squared_error,28,,1,11,764,TPESampler,COMPLETE
570,0.3839149244048182,2025-04-24 22:22:56.201223,2025-04-24 22:22:57.937063,0 days 00:00:01.735840,True,squared_error,49,,1,4,101,TPESampler,COMPLETE
571,0.36828334016276953,2025-04-24 22:22:56.444555,2025-04-24 22:23:25.997701,0 days 00:00:29.553146,True,absolute_error,50,,1,2,271,TPESampler,COMPLETE
572,0.750599120096428,2025-04-24 22:22:58.076853,2025-04-24 22:23:07.600361,0 days 00:00:09.523508,False,absolute_error,7,sqrt,1,5,702,TPESampler,COMPLETE
573,0.3715912079111693,2025-04-24 22:22:58.129142,2025-04-24 22:23:41.025787,0 days 00:00:42.896645,True,absolute_error,48,,1,4,417,TPESampler,COMPLETE
574,0.3719219221487873,2025-04-24 22:23:07.784962,2025-04-24 22:23:36.936594,0 days 00:00:29.151632,True,absolute_error,50,,1,4,297,TPESampler,COMPLETE
575,0.37038265719301816,2025-04-24 22:23:26.174761,2025-04-24 22:23:45.069626,0 days 00:00:18.894865,True,absolute_error,42,,1,2,181,TPESampler,COMPLETE
576,0.5588809569900016,2025-04-24 22:23:37.129981,2025-04-24 22:23:51.311833,0 days 00:00:14.181852,True,absolute_error,19,sqrt,1,5,867,TPESampler,COMPLETE
577,0.36989848635771927,2025-04-24 22:23:41.222272,2025-04-24 22:24:08.435375,0 days 00:00:27.213103,True,absolute_error,50,,1,3,272,TPESampler,COMPLETE
578,0.6774759832709997,2025-04-24 22:23:45.278075,2025-04-24 22:23:46.296867,0 days 00:00:01.018792,True,squared_error,25,log2,1,48,228,TPESampler,COMPLETE
579,0.41631345781506035,2025-04-24 22:23:46.513685,2025-04-24 22:24:00.618821,0 days 00:00:14.105136,True,absolute_error,50,,2,2,244,TPESampler,COMPLETE
580,0.515823412299006,2025-04-24 22:23:51.481649,2025-04-24 22:23:55.584989,0 days 00:00:04.103340,False,absolute_error,47,log2,1,15,164,TPESampler,COMPLETE
581,0.6195707854595254,2025-04-24 22:23:55.768344,2025-04-24 22:24:02.730777,0 days 00:00:06.962433,True,absolute_error,29,log2,1,10,529,TPESampler,COMPLETE
582,0.9253470954891609,2025-04-24 22:24:00.806434,2025-04-24 22:24:02.475545,0 days 00:00:01.669111,True,absolute_error,30,log2,5,4,568,TPESampler,COMPLETE
583,0.5734268636217256,2025-04-24 22:24:02.643573,2025-04-24 22:24:22.678746,0 days 00:00:20.035173,False,absolute_error,50,,10,33,667,TPESampler,COMPLETE
584,0.42567294939056666,2025-04-24 22:24:02.930060,2025-04-24 22:24:09.344151,0 days 00:00:06.414091,False,squared_error,45,,1,12,978,TPESampler,COMPLETE
585,0.40100209108239604,2025-04-24 22:24:08.616076,2025-04-24 22:24:15.741159,0 days 00:00:07.125083,True,absolute_error,47,sqrt,1,2,248,TPESampler,COMPLETE
586,0.5812616913628943,2025-04-24 22:24:09.511983,2025-04-24 22:24:22.224078,0 days 00:00:12.712095,False,absolute_error,20,sqrt,2,12,632,TPESampler,COMPLETE
587,0.36838585934384965,2025-04-24 22:24:15.926155,2025-04-24 22:24:41.566267,0 days 00:00:25.640112,True,absolute_error,50,,1,2,270,TPESampler,COMPLETE
588,0.37089415161601713,2025-04-24 22:24:22.411988,2025-04-24 22:24:50.221826,0 days 00:00:27.809838,True,absolute_error,40,,1,2,297,TPESampler,COMPLETE
589,0.6053626883778128,2025-04-24 22:24:22.856313,2025-04-24 22:24:30.324287,0 days 00:00:07.467974,False,absolute_error,13,sqrt,1,2,358,TPESampler,COMPLETE
590,0.41796055724859865,2025-04-24 22:24:30.729464,2025-04-24 22:24:37.897638,0 days 00:00:07.168174,True,absolute_error,50,,2,3,128,TPESampler,COMPLETE
591,0.370143755987125,2025-04-24 22:24:38.085141,2025-04-24 22:25:11.985840,0 days 00:00:33.900699,True,absolute_error,50,,1,2,336,TPESampler,COMPLETE
592,0.3695929836503364,2025-04-24 22:24:41.745867,2025-04-24 22:25:03.586065,0 days 00:00:21.840198,True,absolute_error,42,,1,2,237,TPESampler,COMPLETE
593,0.3715705984187656,2025-04-24 22:24:50.415749,2025-04-24 22:25:03.055862,0 days 00:00:12.640113,True,absolute_error,49,,1,2,101,TPESampler,COMPLETE
594,0.370960696461535,2025-04-24 22:25:03.233617,2025-04-24 22:25:13.723784,0 days 00:00:10.490167,True,absolute_error,50,,1,2,108,TPESampler,COMPLETE
595,0.4472333244342109,2025-04-24 22:25:03.817611,2025-04-24 22:25:07.962666,0 days 00:00:04.145055,False,squared_error,46,,2,5,598,TPESampler,COMPLETE
596,0.36842915010517735,2025-04-24 22:25:08.139814,2025-04-24 22:25:34.256138,0 days 00:00:26.116324,True,absolute_error,50,,1,2,272,TPESampler,COMPLETE
597,0.8612109603918302,2025-04-24 22:25:12.160153,2025-04-24 22:25:13.097209,0 days 00:00:00.937056,False,absolute_error,15,sqrt,13,2,122,TPESampler,COMPLETE
598,0.37347276063141577,2025-04-24 22:25:13.285316,2025-04-24 22:25:36.002179,0 days 00:00:22.716863,True,absolute_error,43,,1,4,239,TPESampler,COMPLETE
599,0.6720346578560931,2025-04-24 22:25:13.923766,2025-04-24 22:25:15.229552,0 days 00:00:01.305786,False,squared_error,20,sqrt,4,50,521,TPESampler,COMPLETE
600,0.5257251789904928,2025-04-24 22:25:15.406936,2025-04-24 22:25:20.161977,0 days 00:00:04.755041,False,absolute_error,33,sqrt,2,8,198,TPESampler,COMPLETE
601,0.584206381379438,2025-04-24 22:25:20.351400,2025-04-24 22:25:25.317388,0 days 00:00:04.965988,False,absolute_error,42,sqrt,3,36,312,TPESampler,COMPLETE
602,0.4783069754163283,2025-04-24 22:25:25.500800,2025-04-24 22:25:28.660079,0 days 00:00:03.159279,False,squared_error,18,,1,9,491,TPESampler,COMPLETE
603,0.44301463257613505,2025-04-24 22:25:28.856994,2025-04-24 22:26:22.209654,0 days 00:00:53.352660,False,absolute_error,49,,1,4,349,TPESampler,COMPLETE
604,0.41517939355565614,2025-04-24 22:25:34.452195,2025-04-24 22:25:54.179184,0 days 00:00:19.726989,True,absolute_error,42,,2,2,373,TPESampler,COMPLETE
605,0.4809626415396425,2025-04-24 22:25:36.190208,2025-04-24 22:25:38.828133,0 days 00:00:02.637925,True,squared_error,13,,2,8,507,TPESampler,COMPLETE
606,0.37587653602032844,2025-04-24 22:25:39.005150,2025-04-24 22:25:49.541622,0 days 00:00:10.536472,True,absolute_error,49,,1,4,112,TPESampler,COMPLETE
607,0.7041311234984994,2025-04-24 22:25:49.730302,2025-04-24 22:25:50.716715,0 days 00:00:00.986413,False,squared_error,9,sqrt,1,4,369,TPESampler,COMPLETE
608,0.3725341380886624,2025-04-24 22:25:50.892496,2025-04-24 22:26:01.709836,0 days 00:00:10.817340,True,absolute_error,41,,1,2,110,TPESampler,COMPLETE
609,0.4150226902618737,2025-04-24 22:25:54.362505,2025-04-24 22:26:06.617479,0 days 00:00:12.254974,True,absolute_error,50,,2,2,231,TPESampler,COMPLETE
610,0.6309995038867441,2025-04-24 22:26:01.901683,2025-04-24 22:26:08.332422,0 days 00:00:06.430739,False,absolute_error,28,,15,7,306,TPESampler,COMPLETE
611,0.3682937296813074,2025-04-24 22:26:06.850150,2025-04-24 22:26:33.839464,0 days 00:00:26.989314,True,absolute_error,50,,1,2,281,TPESampler,COMPLETE
612,0.36884422439504194,2025-04-24 22:26:08.515349,2025-04-24 22:26:29.620513,0 days 00:00:21.105164,True,absolute_error,50,,1,2,224,TPESampler,COMPLETE
613,0.45038010452699373,2025-04-24 22:26:22.382406,2025-04-24 22:26:29.095650,0 days 00:00:06.713244,True,absolute_error,50,log2,1,2,444,TPESampler,COMPLETE
614,0.368672381878569,2025-04-24 22:26:29.283185,2025-04-24 22:26:54.359886,0 days 00:00:25.076701,True,absolute_error,50,,1,2,262,TPESampler,COMPLETE
615,0.6346393863601895,2025-04-24 22:26:29.799832,2025-04-24 22:26:33.271891,0 days 00:00:03.472059,False,squared_error,49,,10,4,715,TPESampler,COMPLETE
616,0.6193482854291096,2025-04-24 22:26:33.456230,2025-04-24 22:26:34.369108,0 days 00:00:00.912878,False,squared_error,31,log2,1,18,187,TPESampler,COMPLETE
617,0.3739626873717241,2025-04-24 22:26:34.085943,2025-04-24 22:26:59.254743,0 days 00:00:25.168800,True,absolute_error,50,,1,4,269,TPESampler,COMPLETE
618,0.5266828304102644,2025-04-24 22:26:34.568102,2025-04-24 22:26:37.794348,0 days 00:00:03.226246,True,absolute_error,41,log2,1,5,226,TPESampler,COMPLETE
619,0.36939437460011365,2025-04-24 22:26:37.977390,2025-04-24 22:27:02.398332,0 days 00:00:24.420942,True,absolute_error,42,,1,2,264,TPESampler,COMPLETE
620,0.3849577274229671,2025-04-24 22:26:54.534276,2025-04-24 22:26:55.791797,0 days 00:00:01.257521,True,squared_error,40,,1,2,108,TPESampler,COMPLETE
621,0.4196430122544893,2025-04-24 22:26:55.967045,2025-04-24 22:26:58.448091,0 days 00:00:02.481046,True,absolute_error,47,sqrt,1,3,107,TPESampler,COMPLETE
622,0.37358649666314797,2025-04-24 22:26:58.631633,2025-04-24 22:27:10.056725,0 days 00:00:11.425092,True,absolute_error,44,,1,2,112,TPESampler,COMPLETE
623,0.4146188263198409,2025-04-24 22:26:59.445652,2025-04-24 22:27:15.658327,0 days 00:00:16.212675,True,absolute_error,40,,2,3,302,TPESampler,COMPLETE
624,0.3675100141082649,2025-04-24 22:27:02.574928,2025-04-24 22:27:20.268564,0 days 00:00:17.693636,True,absolute_error,50,,1,2,186,TPESampler,COMPLETE
625,0.41698181731024575,2025-04-24 22:27:10.232320,2025-04-24 22:27:24.177330,0 days 00:00:13.945010,True,absolute_error,50,,2,2,259,TPESampler,COMPLETE
626,0.4179196749129006,2025-04-24 22:27:15.835212,2025-04-24 22:27:23.073164,0 days 00:00:07.237952,True,absolute_error,50,,2,2,127,TPESampler,COMPLETE
627,0.3775206361953243,2025-04-24 22:27:20.442967,2025-04-24 22:27:32.770118,0 days 00:00:12.327151,True,absolute_error,50,,1,4,129,TPESampler,COMPLETE
628,0.6661399541341765,2025-04-24 22:27:23.263673,2025-04-24 22:27:25.308155,0 days 00:00:02.044482,True,squared_error,37,sqrt,3,2,929,TPESampler,COMPLETE
629,0.36988362430216254,2025-04-24 22:27:24.364498,2025-04-24 22:27:46.921999,0 days 00:00:22.557501,True,absolute_error,42,,1,2,241,TPESampler,COMPLETE
630,0.36857208795829477,2025-04-24 22:27:25.481757,2025-04-24 22:27:46.117060,0 days 00:00:20.635303,True,absolute_error,50,,1,2,222,TPESampler,COMPLETE
631,0.4146164037994765,2025-04-24 22:27:32.952140,2025-04-24 22:27:51.070736,0 days 00:00:18.118596,True,absolute_error,50,,2,4,344,TPESampler,COMPLETE
632,0.3707924962362185,2025-04-24 22:27:46.623731,2025-04-24 22:28:33.728399,0 days 00:00:47.104668,True,absolute_error,49,,1,2,494,TPESampler,COMPLETE
633,0.4420291026568783,2025-04-24 22:27:47.390039,2025-04-24 22:27:51.200977,0 days 00:00:03.810938,True,absolute_error,50,log2,1,2,196,TPESampler,COMPLETE
634,0.36916139191789915,2025-04-24 22:27:51.298564,2025-04-24 22:28:18.599186,0 days 00:00:27.300622,True,absolute_error,50,,1,3,285,TPESampler,COMPLETE
635,0.9060054451440915,2025-04-24 22:27:51.389333,2025-04-24 22:27:53.906514,0 days 00:00:02.517181,True,absolute_error,48,sqrt,12,7,818,TPESampler,COMPLETE
636,0.3682408964546516,2025-04-24 22:27:54.148985,2025-04-24 22:28:17.299663,0 days 00:00:23.150678,True,absolute_error,50,,1,2,239,TPESampler,COMPLETE
637,0.37284475976817993,2025-04-24 22:28:17.487751,2025-04-24 22:28:27.010028,0 days 00:00:09.522277,True,absolute_error,50,,1,3,101,TPESampler,COMPLETE
638,0.36901461280871867,2025-04-24 22:28:18.778754,2025-04-24 22:28:41.052729,0 days 00:00:22.273975,True,absolute_error,50,,1,2,223,TPESampler,COMPLETE
639,0.3709812381514683,2025-04-24 22:28:27.190640,2025-04-24 22:28:43.766932,0 days 00:00:16.576292,True,absolute_error,41,,1,2,170,TPESampler,COMPLETE
640,0.38174693326283626,2025-04-24 22:28:33.894786,2025-04-24 22:28:35.947289,0 days 00:00:02.052503,True,squared_error,50,,1,2,231,TPESampler,COMPLETE
641,0.36774425093151825,2025-04-24 22:28:36.147706,2025-04-24 22:28:55.416527,0 days 00:00:19.268821,True,absolute_error,50,,1,2,209,TPESampler,COMPLETE
642,0.3716623140503155,2025-04-24 22:28:41.266695,2025-04-24 22:28:51.972401,0 days 00:00:10.705706,True,absolute_error,42,,1,2,113,TPESampler,COMPLETE
643,0.36958400917276896,2025-04-24 22:28:43.951768,2025-04-24 22:29:22.068118,0 days 00:00:38.116350,True,absolute_error,42,,1,2,413,TPESampler,COMPLETE
644,0.36795752096153067,2025-04-24 22:28:52.154245,2025-04-24 22:29:12.310942,0 days 00:00:20.156697,True,absolute_error,50,,1,2,214,TPESampler,COMPLETE
645,0.3740186994578105,2025-04-24 22:28:55.597822,2025-04-24 22:29:21.642046,0 days 00:00:26.044224,True,absolute_error,43,,1,4,266,TPESampler,COMPLETE
646,0.4021188606756917,2025-04-24 22:29:12.483180,2025-04-24 22:29:15.548055,0 days 00:00:03.064875,True,absolute_error,49,sqrt,1,2,136,TPESampler,COMPLETE
647,0.37328988316519374,2025-04-24 22:29:15.733246,2025-04-24 22:29:51.385986,0 days 00:00:35.652740,True,absolute_error,43,,1,2,364,TPESampler,COMPLETE
648,0.532881756732059,2025-04-24 22:29:21.870687,2025-04-24 22:29:29.665480,0 days 00:00:07.794793,True,absolute_error,34,,7,16,418,TPESampler,COMPLETE
649,0.36974133630679273,2025-04-24 22:29:22.255015,2025-04-24 22:29:50.522084,0 days 00:00:28.267069,True,absolute_error,43,,1,2,299,TPESampler,COMPLETE
650,0.37172331866255126,2025-04-24 22:29:29.844683,2025-04-24 22:30:02.886780,0 days 00:00:33.042097,True,absolute_error,48,,1,2,348,TPESampler,COMPLETE
651,0.3701524251443083,2025-04-24 22:29:50.705202,2025-04-24 22:30:22.703621,0 days 00:00:31.998419,True,absolute_error,50,,1,2,326,TPESampler,COMPLETE
652,0.7583384876159868,2025-04-24 22:29:51.574121,2025-04-24 22:29:52.935481,0 days 00:00:01.361360,True,squared_error,8,sqrt,1,38,677,TPESampler,COMPLETE
653,0.36877531851715467,2025-04-24 22:29:53.099609,2025-04-24 22:30:18.588844,0 days 00:00:25.489235,True,absolute_error,50,,1,2,259,TPESampler,COMPLETE
654,0.4147931433044389,2025-04-24 22:30:03.064190,2025-04-24 22:30:11.616143,0 days 00:00:08.551953,True,absolute_error,49,,2,2,138,TPESampler,COMPLETE
655,0.3682489249740574,2025-04-24 22:30:11.867722,2025-04-24 22:30:25.213899,0 days 00:00:13.346177,True,absolute_error,50,,1,2,133,TPESampler,COMPLETE
656,0.37025644756084447,2025-04-24 22:30:18.763090,2025-04-24 22:30:59.480831,0 days 00:00:40.717741,True,absolute_error,50,,1,3,312,TPESampler,COMPLETE
657,0.413459888581136,2025-04-24 22:30:22.887485,2025-04-24 22:30:55.087949,0 days 00:00:32.200464,True,absolute_error,50,,2,2,397,TPESampler,COMPLETE
658,0.36774425093151825,2025-04-24 22:30:25.386314,2025-04-24 22:30:56.647497,0 days 00:00:31.261183,True,absolute_error,50,,1,2,209,TPESampler,COMPLETE
659,0.41433384005486723,2025-04-24 22:30:55.263284,2025-04-24 22:31:06.041471,0 days 00:00:10.778187,True,absolute_error,38,,2,4,198,TPESampler,COMPLETE
660,0.3704717251122091,2025-04-24 22:30:56.828222,2025-04-24 22:31:09.090149,0 days 00:00:12.261927,True,absolute_error,49,,1,2,127,TPESampler,COMPLETE
661,0.3681072761220499,2025-04-24 22:30:59.667143,2025-04-24 22:31:33.855596,0 days 00:00:34.188453,True,absolute_error,42,,1,2,285,TPESampler,COMPLETE
662,0.5129764035201684,2025-04-24 22:31:06.220525,2025-04-24 22:31:07.550633,0 days 00:00:01.330108,True,squared_error,13,,3,24,229,TPESampler,COMPLETE
663,0.4127408747235475,2025-04-24 22:31:07.743463,2025-04-24 22:31:19.742942,0 days 00:00:11.999479,True,absolute_error,41,,2,2,165,TPESampler,COMPLETE
664,0.4366913646308263,2025-04-24 22:31:09.265760,2025-04-24 22:32:02.263136,0 days 00:00:52.997376,False,absolute_error,48,,1,2,319,TPESampler,COMPLETE
665,0.6142802365612714,2025-04-24 22:31:19.934463,2025-04-24 22:31:36.306809,0 days 00:00:16.372346,False,absolute_error,16,sqrt,1,44,586,TPESampler,COMPLETE
