number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_auto:sampler,state
1288,0.3745541082459627,2025-04-24 23:27:53.187033,2025-04-24 23:28:02.930438,0 days 00:00:09.743405,True,absolute_error,42,,1,2,103,TPESampler,COMPLETE
1289,0.3706209857812267,2025-04-24 23:28:03.106441,2025-04-24 23:28:13.919029,0 days 00:00:10.812588,True,absolute_error,50,,1,3,113,TPESampler,COMPLETE
1290,0.3825004602815001,2025-04-24 23:28:03.795282,2025-04-24 23:28:05.963644,0 days 00:00:02.168362,True,squared_error,49,,1,2,219,TPESampler,COMPLETE
1291,0.36751064816750034,2025-04-24 23:28:03.839959,2025-04-24 23:28:28.556239,0 days 00:00:24.716280,True,absolute_error,50,,1,2,255,TPESampler,COMPLETE
1292,0.5929055635691821,2025-04-24 23:28:06.136600,2025-04-24 23:28:07.388896,0 days 00:00:01.252296,False,squared_error,31,log2,1,12,550,TPESampler,COMPLETE
1293,0.3709715901748461,2025-04-24 23:28:07.560803,2025-04-24 23:28:45.005277,0 days 00:00:37.444474,True,absolute_error,40,,1,3,419,TPESampler,COMPLETE
1294,0.3710329515689946,2025-04-24 23:28:14.093598,2025-04-24 23:28:49.430991,0 days 00:00:35.337393,True,absolute_error,50,,1,2,374,TPESampler,COMPLETE
1295,0.4163502674655036,2025-04-24 23:28:28.735042,2025-04-24 23:28:42.021921,0 days 00:00:13.286879,True,absolute_error,50,,2,2,257,TPESampler,COMPLETE
1296,0.37041722603601385,2025-04-24 23:28:42.190738,2025-04-24 23:29:23.450066,0 days 00:00:41.259328,True,absolute_error,50,,1,3,456,TPESampler,COMPLETE
1297,0.5876169790537267,2025-04-24 23:28:45.178566,2025-04-24 23:28:46.456602,0 days 00:00:01.278036,True,squared_error,41,sqrt,2,41,516,TPESampler,COMPLETE
1298,0.36901461280871867,2025-04-24 23:28:46.627288,2025-04-24 23:29:07.036728,0 days 00:00:20.409440,True,absolute_error,50,,1,2,223,TPESampler,COMPLETE
1299,0.515291517308441,2025-04-24 23:28:49.607504,2025-04-24 23:29:12.432160,0 days 00:00:22.824656,False,absolute_error,49,,3,5,317,TPESampler,COMPLETE
1300,0.5668633305956855,2025-04-24 23:29:07.211269,2025-04-24 23:29:07.931478,0 days 00:00:00.720209,True,squared_error,39,log2,1,14,105,TPESampler,COMPLETE
1301,0.8416766669703284,2025-04-24 23:29:08.126816,2025-04-24 23:29:09.757613,0 days 00:00:01.630797,True,absolute_error,49,log2,2,39,267,TPESampler,COMPLETE
1302,0.36822727016888757,2025-04-24 23:29:09.930972,2025-04-24 23:29:37.964267,0 days 00:00:28.033295,True,absolute_error,50,,1,2,298,TPESampler,COMPLETE
1303,0.4147276030373232,2025-04-24 23:29:12.616889,2025-04-24 23:29:27.928366,0 days 00:00:15.311477,True,absolute_error,41,,2,2,295,TPESampler,COMPLETE
1304,0.3666095795955151,2025-04-24 23:29:23.633345,2025-04-24 23:29:38.098433,0 days 00:00:14.465088,True,absolute_error,50,,1,2,154,TPESampler,COMPLETE
1305,0.5355230092209038,2025-04-24 23:29:28.106055,2025-04-24 23:29:29.254283,0 days 00:00:01.148228,True,squared_error,21,,6,13,188,TPESampler,COMPLETE
1306,0.41150664997768616,2025-04-24 23:29:29.441585,2025-04-24 23:29:58.603552,0 days 00:00:29.161967,True,absolute_error,48,,2,2,540,TPESampler,COMPLETE
1307,0.3762462078720232,2025-04-24 23:29:38.145230,2025-04-24 23:29:51.101364,0 days 00:00:12.956134,True,absolute_error,50,,1,4,132,TPESampler,COMPLETE
1308,0.5591212562663295,2025-04-24 23:29:38.297773,2025-04-24 23:29:41.149400,0 days 00:00:02.851627,False,squared_error,12,,6,9,549,TPESampler,COMPLETE
1309,0.3729962802585047,2025-04-24 23:29:41.329004,2025-04-24 23:29:54.248746,0 days 00:00:12.919742,True,absolute_error,41,,1,3,135,TPESampler,COMPLETE
1310,0.3694222957439175,2025-04-24 23:29:51.284030,2025-04-24 23:30:01.883451,0 days 00:00:10.599421,True,absolute_error,50,,1,2,112,TPESampler,COMPLETE
1311,0.37365812295838635,2025-04-24 23:29:54.423915,2025-04-24 23:30:04.174654,0 days 00:00:09.750739,True,absolute_error,50,,1,3,102,TPESampler,COMPLETE
1312,0.41720321865411664,2025-04-24 23:29:58.779985,2025-04-24 23:30:05.595819,0 days 00:00:06.815834,True,absolute_error,41,,2,3,123,TPESampler,COMPLETE
1313,0.8934777503209016,2025-04-24 23:30:02.060284,2025-04-24 23:30:03.021678,0 days 00:00:00.961394,True,absolute_error,15,sqrt,10,29,218,TPESampler,COMPLETE
1314,0.3686379195619211,2025-04-24 23:30:03.197277,2025-04-24 23:30:21.992137,0 days 00:00:18.794860,True,absolute_error,42,,1,2,205,TPESampler,COMPLETE
1315,0.41641458004025766,2025-04-24 23:30:04.351652,2025-04-24 23:30:10.742241,0 days 00:00:06.390589,True,absolute_error,50,,2,3,116,TPESampler,COMPLETE
1316,0.3672300057715447,2025-04-24 23:30:05.765334,2025-04-24 23:30:21.244617,0 days 00:00:15.479283,True,absolute_error,50,,1,2,167,TPESampler,COMPLETE
1317,0.3692031859785476,2025-04-24 23:30:10.918380,2025-04-24 23:30:22.418796,0 days 00:00:11.500416,True,absolute_error,50,,1,2,122,TPESampler,COMPLETE
1318,0.416213328813931,2025-04-24 23:30:21.417988,2025-04-24 23:30:29.805222,0 days 00:00:08.387234,True,absolute_error,49,,2,2,134,TPESampler,COMPLETE
1319,0.6854913324653165,2025-04-24 23:30:22.377731,2025-04-24 23:30:34.853117,0 days 00:00:12.475386,False,absolute_error,11,sqrt,2,15,944,TPESampler,COMPLETE
1320,0.37098493123518234,2025-04-24 23:30:22.657103,2025-04-24 23:30:33.126109,0 days 00:00:10.469006,True,absolute_error,49,,1,2,100,TPESampler,COMPLETE
1321,0.3714933111990124,2025-04-24 23:30:30.103639,2025-04-24 23:30:40.435478,0 days 00:00:10.331839,True,absolute_error,49,,1,2,107,TPESampler,COMPLETE
1322,0.36969947295524247,2025-04-24 23:30:33.301415,2025-04-24 23:30:44.398173,0 days 00:00:11.096758,True,absolute_error,50,,1,3,116,TPESampler,COMPLETE
1323,0.4049571121739226,2025-04-24 23:30:35.025933,2025-04-24 23:30:43.601165,0 days 00:00:08.575232,False,absolute_error,36,sqrt,1,3,274,TPESampler,COMPLETE
1324,0.37498577150530604,2025-04-24 23:30:40.604633,2025-04-24 23:30:58.152002,0 days 00:00:17.547369,True,absolute_error,42,,1,4,191,TPESampler,COMPLETE
1325,0.439412651994725,2025-04-24 23:30:43.778706,2025-04-24 23:30:46.903739,0 days 00:00:03.125033,True,absolute_error,50,log2,1,2,160,TPESampler,COMPLETE
1326,0.8871117691767781,2025-04-24 23:30:44.576286,2025-04-24 23:30:45.818641,0 days 00:00:01.242355,False,squared_error,21,sqrt,14,3,872,TPESampler,COMPLETE
1327,0.3705771130254511,2025-04-24 23:30:45.995859,2025-04-24 23:30:58.257274,0 days 00:00:12.261415,True,absolute_error,50,,1,2,109,TPESampler,COMPLETE
1328,0.38085705052488217,2025-04-24 23:30:47.079838,2025-04-24 23:30:58.347295,0 days 00:00:11.267457,True,absolute_error,40,,1,4,102,TPESampler,COMPLETE
1329,0.3694041470910813,2025-04-24 23:30:58.318962,2025-04-24 23:31:16.431366,0 days 00:00:18.112404,True,absolute_error,42,,1,2,189,TPESampler,COMPLETE
1330,0.3716893921792891,2025-04-24 23:30:58.447034,2025-04-24 23:31:16.332942,0 days 00:00:17.885908,True,absolute_error,43,,1,2,190,TPESampler,COMPLETE
1331,0.37102932510688785,2025-04-24 23:30:58.710605,2025-04-24 23:31:23.239288,0 days 00:00:24.528683,True,absolute_error,43,,1,2,265,TPESampler,COMPLETE
1332,0.379120042348269,2025-04-24 23:31:16.480086,2025-04-24 23:31:26.529508,0 days 00:00:10.049422,True,absolute_error,50,,1,4,103,TPESampler,COMPLETE
1333,0.368672381878569,2025-04-24 23:31:16.624687,2025-04-24 23:31:41.019769,0 days 00:00:24.395082,True,absolute_error,50,,1,2,262,TPESampler,COMPLETE
1334,0.38324667726079276,2025-04-24 23:31:23.412807,2025-04-24 23:31:25.675933,0 days 00:00:02.263126,True,squared_error,50,,1,3,295,TPESampler,COMPLETE
1335,0.9572876305129376,2025-04-24 23:31:25.850222,2025-04-24 23:31:26.572706,0 days 00:00:00.722484,False,squared_error,39,log2,9,3,262,TPESampler,COMPLETE
1336,0.3739745156025323,2025-04-24 23:31:26.666476,2025-04-24 23:31:36.692249,0 days 00:00:10.025773,True,absolute_error,39,,1,2,105,TPESampler,COMPLETE
1337,0.3745541082459627,2025-04-24 23:31:26.771078,2025-04-24 23:31:36.683646,0 days 00:00:09.912568,True,absolute_error,42,,1,2,103,TPESampler,COMPLETE
1338,0.4154599821847978,2025-04-24 23:31:36.812218,2025-04-24 23:31:58.508935,0 days 00:00:21.696717,True,absolute_error,50,,2,2,317,TPESampler,COMPLETE
1339,0.3684101595934685,2025-04-24 23:31:36.857867,2025-04-24 23:32:10.696757,0 days 00:00:33.838890,True,absolute_error,50,,1,2,307,TPESampler,COMPLETE
1340,0.37365041576061586,2025-04-24 23:31:41.196897,2025-04-24 23:32:09.986238,0 days 00:00:28.789341,True,absolute_error,43,,1,4,262,TPESampler,COMPLETE
1341,0.416421852132641,2025-04-24 23:31:58.686534,2025-04-24 23:32:13.014014,0 days 00:00:14.327480,True,absolute_error,42,,2,2,271,TPESampler,COMPLETE
1342,0.3677137279188673,2025-04-24 23:32:10.326143,2025-04-24 23:32:29.852906,0 days 00:00:19.526763,True,absolute_error,50,,1,2,207,TPESampler,COMPLETE
1343,0.9320416352548345,2025-04-24 23:32:11.082001,2025-04-24 23:32:13.037874,0 days 00:00:01.955873,True,absolute_error,50,log2,6,7,755,TPESampler,COMPLETE
1344,0.36864494334305536,2025-04-24 23:32:13.154486,2025-04-24 23:32:38.520389,0 days 00:00:25.365903,True,absolute_error,50,,1,2,260,TPESampler,COMPLETE
1345,0.3685148658866311,2025-04-24 23:32:13.195426,2025-04-24 23:32:35.549260,0 days 00:00:22.353834,True,absolute_error,50,,1,2,243,TPESampler,COMPLETE
1346,0.41460307132865576,2025-04-24 23:32:30.026712,2025-04-24 23:32:42.517472,0 days 00:00:12.490760,True,absolute_error,50,,2,2,201,TPESampler,COMPLETE
1347,0.37425736769512796,2025-04-24 23:32:35.724449,2025-04-24 23:33:09.927738,0 days 00:00:34.203289,True,absolute_error,50,,1,4,338,TPESampler,COMPLETE
1348,0.4648542076214636,2025-04-24 23:32:38.695981,2025-04-24 23:32:57.132801,0 days 00:00:18.436820,True,absolute_error,35,sqrt,1,9,894,TPESampler,COMPLETE
1349,0.3991486043327639,2025-04-24 23:32:42.814144,2025-04-24 23:32:49.266682,0 days 00:00:06.452538,True,absolute_error,50,sqrt,1,2,204,TPESampler,COMPLETE
1350,0.3768580700590658,2025-04-24 23:32:49.709573,2025-04-24 23:33:00.348780,0 days 00:00:10.639207,True,absolute_error,43,,1,2,102,TPESampler,COMPLETE
1351,0.4208312315228345,2025-04-24 23:32:57.314677,2025-04-24 23:33:03.482160,0 days 00:00:06.167483,True,absolute_error,49,,2,3,101,TPESampler,COMPLETE
1352,0.3694267596311699,2025-04-24 23:33:00.525315,2025-04-24 23:34:23.878560,0 days 00:01:23.353245,True,absolute_error,42,,1,2,438,TPESampler,COMPLETE
1353,0.42069606508063623,2025-04-24 23:33:03.652827,2025-04-24 23:33:09.474975,0 days 00:00:05.822148,True,absolute_error,50,,2,2,104,TPESampler,COMPLETE
1354,0.7497141867642912,2025-04-24 23:33:09.643255,2025-04-24 23:33:10.481365,0 days 00:00:00.838110,False,squared_error,18,log2,1,38,151,TPESampler,COMPLETE
1355,0.3739250195962529,2025-04-24 23:33:10.142398,2025-04-24 23:34:15.781842,0 days 00:01:05.639444,True,absolute_error,50,,1,4,314,TPESampler,COMPLETE
1356,0.42091778125291684,2025-04-24 23:33:10.650425,2025-04-24 23:33:12.552102,0 days 00:00:01.901677,False,squared_error,48,sqrt,1,10,664,TPESampler,COMPLETE
1357,0.36861000388284376,2025-04-24 23:33:12.726862,2025-04-24 23:34:12.196091,0 days 00:00:59.469229,True,absolute_error,50,,1,2,242,TPESampler,COMPLETE
1358,0.7324019397000782,2025-04-24 23:34:12.372770,2025-04-24 23:34:13.542193,0 days 00:00:01.169423,True,squared_error,18,log2,1,22,465,TPESampler,COMPLETE
1359,0.3750222684781188,2025-04-24 23:34:13.721435,2025-04-24 23:34:23.955413,0 days 00:00:10.233978,True,absolute_error,43,,1,2,109,TPESampler,COMPLETE
1360,0.3666095795955151,2025-04-24 23:34:15.960183,2025-04-24 23:34:30.384720,0 days 00:00:14.424537,True,absolute_error,50,,1,2,154,TPESampler,COMPLETE
1361,0.3770922367351997,2025-04-24 23:34:24.024886,2025-04-24 23:34:36.348253,0 days 00:00:12.323367,True,absolute_error,50,,1,4,130,TPESampler,COMPLETE
1362,0.5710906639185865,2025-04-24 23:34:24.130619,2025-04-24 23:34:27.419261,0 days 00:00:03.288642,True,absolute_error,39,sqrt,2,4,267,TPESampler,COMPLETE
1363,0.419989126575698,2025-04-24 23:34:27.618827,2025-04-24 23:34:33.156842,0 days 00:00:05.538015,True,absolute_error,42,,2,2,100,TPESampler,COMPLETE
1364,0.3714933111990124,2025-04-24 23:34:30.550724,2025-04-24 23:34:41.047310,0 days 00:00:10.496586,True,absolute_error,49,,1,2,107,TPESampler,COMPLETE
1365,0.41670047518468395,2025-04-24 23:34:33.336466,2025-04-24 23:34:40.755486,0 days 00:00:07.419020,True,absolute_error,49,,2,2,132,TPESampler,COMPLETE
1366,0.37105852805818235,2025-04-24 23:34:36.518456,2025-04-24 23:34:50.608006,0 days 00:00:14.089550,True,absolute_error,43,,1,2,148,TPESampler,COMPLETE
1367,0.38182825054074626,2025-04-24 23:34:40.933132,2025-04-24 23:34:42.333523,0 days 00:00:01.400391,True,squared_error,45,,1,2,108,TPESampler,COMPLETE
1368,0.3985103954068519,2025-04-24 23:34:41.246817,2025-04-24 23:34:44.871226,0 days 00:00:03.624409,False,squared_error,45,,1,2,332,TPESampler,COMPLETE
1369,0.36909585391674177,2025-04-24 23:34:42.535037,2025-04-24 23:34:55.256779,0 days 00:00:12.721742,True,absolute_error,49,,1,2,135,TPESampler,COMPLETE
1370,0.37455766506323207,2025-04-24 23:34:45.063210,2025-04-24 23:34:56.733366,0 days 00:00:11.670156,True,absolute_error,43,,1,2,124,TPESampler,COMPLETE
1371,0.43634931434249735,2025-04-24 23:34:50.779435,2025-04-24 23:35:26.514869,0 days 00:00:35.735434,False,absolute_error,49,,1,2,231,TPESampler,COMPLETE
1372,0.41641458004025766,2025-04-24 23:34:55.436390,2025-04-24 23:35:01.876655,0 days 00:00:06.440265,True,absolute_error,50,,2,2,116,TPESampler,COMPLETE
1373,0.3690298914359634,2025-04-24 23:34:56.906778,2025-04-24 23:35:07.768839,0 days 00:00:10.862061,True,absolute_error,50,,1,2,114,TPESampler,COMPLETE
1374,0.3718222711203207,2025-04-24 23:35:02.053472,2025-04-24 23:35:12.144529,0 days 00:00:10.091057,True,absolute_error,49,,1,2,106,TPESampler,COMPLETE
1375,0.3786205008495176,2025-04-24 23:35:07.944366,2025-04-24 23:35:19.576134,0 days 00:00:11.631768,True,absolute_error,44,,1,4,124,TPESampler,COMPLETE
1376,0.8260126056834929,2025-04-24 23:35:12.321801,2025-04-24 23:35:13.402620,0 days 00:00:01.080819,True,absolute_error,45,log2,2,2,138,TPESampler,COMPLETE
1377,0.3707520662559462,2025-04-24 23:35:13.590919,2025-04-24 23:35:41.481690,0 days 00:00:27.890771,True,absolute_error,42,,1,3,273,TPESampler,COMPLETE
1378,0.368672381878569,2025-04-24 23:35:19.756723,2025-04-24 23:35:44.525840,0 days 00:00:24.769117,True,absolute_error,50,,1,2,262,TPESampler,COMPLETE
1379,0.9217027887076962,2025-04-24 23:35:26.694531,2025-04-24 23:35:29.001325,0 days 00:00:02.306794,True,absolute_error,5,log2,4,15,965,TPESampler,COMPLETE
1380,0.3681773719956012,2025-04-24 23:35:29.177412,2025-04-24 23:35:54.308482,0 days 00:00:25.131070,True,absolute_error,50,,1,2,228,TPESampler,COMPLETE
1381,0.3685604203382122,2025-04-24 23:35:41.657253,2025-04-24 23:36:06.744428,0 days 00:00:25.087175,True,absolute_error,42,,1,2,250,TPESampler,COMPLETE
1382,0.37125867418526587,2025-04-24 23:35:44.703077,2025-04-24 23:35:56.230784,0 days 00:00:11.527707,True,absolute_error,50,,1,2,106,TPESampler,COMPLETE
1383,0.4933864148611823,2025-04-24 23:35:54.478964,2025-04-24 23:35:58.338271,0 days 00:00:03.859307,True,absolute_error,45,log2,1,4,260,TPESampler,COMPLETE
1384,0.37088503333356654,2025-04-24 23:35:56.404048,2025-04-24 23:36:06.836722,0 days 00:00:10.432674,True,absolute_error,50,,1,3,111,TPESampler,COMPLETE
1385,0.37902913209108746,2025-04-24 23:35:58.516624,2025-04-24 23:36:08.135561,0 days 00:00:09.618937,True,absolute_error,50,,1,4,102,TPESampler,COMPLETE
1386,0.37128416095067224,2025-04-24 23:36:06.903256,2025-04-24 23:36:36.854386,0 days 00:00:29.951130,True,absolute_error,43,,1,3,256,TPESampler,COMPLETE
1387,0.3679782471480686,2025-04-24 23:36:07.016244,2025-04-24 23:36:40.028992,0 days 00:00:33.012748,True,absolute_error,50,,1,2,274,TPESampler,COMPLETE
1388,0.4796371682382316,2025-04-24 23:36:08.316173,2025-04-24 23:36:34.447261,0 days 00:00:26.131088,False,absolute_error,49,,2,2,187,TPESampler,COMPLETE
1389,0.4145895873835607,2025-04-24 23:36:34.624082,2025-04-24 23:36:49.910128,0 days 00:00:15.286046,True,absolute_error,45,,2,4,294,TPESampler,COMPLETE
1390,0.3687199011522458,2025-04-24 23:36:37.029172,2025-04-24 23:37:04.027883,0 days 00:00:26.998711,True,absolute_error,42,,1,2,274,TPESampler,COMPLETE
1391,0.41506576936962386,2025-04-24 23:36:40.202853,2025-04-24 23:36:49.951476,0 days 00:00:09.748623,True,absolute_error,50,,2,2,184,TPESampler,COMPLETE
1392,0.8847228812148226,2025-04-24 23:36:50.047076,2025-04-24 23:36:51.850975,0 days 00:00:01.803899,True,squared_error,50,sqrt,8,13,656,TPESampler,COMPLETE
1393,0.6100840215401813,2025-04-24 23:36:50.096739,2025-04-24 23:36:59.647920,0 days 00:00:09.551181,True,absolute_error,12,,14,31,854,TPESampler,COMPLETE
1394,0.5152095188923661,2025-04-24 23:36:52.029892,2025-04-24 23:38:01.225643,0 days 00:01:09.195751,False,absolute_error,32,,3,4,967,TPESampler,COMPLETE
1395,0.7988450061943556,2025-04-24 23:36:59.823480,2025-04-24 23:37:01.344144,0 days 00:00:01.520664,True,squared_error,48,sqrt,5,35,840,TPESampler,COMPLETE
1396,0.8544295759283775,2025-04-24 23:37:01.516471,2025-04-24 23:37:07.340714,0 days 00:00:05.824243,True,absolute_error,7,log2,1,5,999,TPESampler,COMPLETE
1397,0.7699224117808876,2025-04-24 23:37:04.211511,2025-04-24 23:37:09.447809,0 days 00:00:05.236298,True,absolute_error,7,sqrt,1,7,583,TPESampler,COMPLETE
1398,0.41531230727200097,2025-04-24 23:37:07.520506,2025-04-24 23:37:20.621541,0 days 00:00:13.101035,True,absolute_error,40,,2,2,249,TPESampler,COMPLETE
1399,0.8004993829370249,2025-04-24 23:37:09.782836,2025-04-24 23:37:11.627148,0 days 00:00:01.844312,True,absolute_error,17,sqrt,5,7,194,TPESampler,COMPLETE
1400,0.37395489722374514,2025-04-24 23:37:11.818379,2025-04-24 23:37:27.324304,0 days 00:00:15.505925,True,absolute_error,50,,1,4,158,TPESampler,COMPLETE
1401,0.4146867525028792,2025-04-24 23:37:20.800883,2025-04-24 23:37:38.925297,0 days 00:00:18.124414,True,absolute_error,50,,2,2,333,TPESampler,COMPLETE
1402,0.3690767742061877,2025-04-24 23:37:27.492842,2025-04-24 23:37:38.535509,0 days 00:00:11.042667,True,absolute_error,50,,1,3,118,TPESampler,COMPLETE
1403,0.3719452253187634,2025-04-24 23:37:38.713495,2025-04-24 23:37:52.014412,0 days 00:00:13.300917,True,absolute_error,43,,1,2,141,TPESampler,COMPLETE
1404,0.3679452150035757,2025-04-24 23:37:39.136043,2025-04-24 23:38:02.564306,0 days 00:00:23.428263,True,absolute_error,50,,1,2,253,TPESampler,COMPLETE
1405,0.37135576860415637,2025-04-24 23:37:52.281799,2025-04-24 23:38:02.043458,0 days 00:00:09.761659,True,absolute_error,50,,1,2,101,TPESampler,COMPLETE
1406,0.37020515394209713,2025-04-24 23:38:01.396537,2025-04-24 23:38:29.322569,0 days 00:00:27.926032,True,absolute_error,42,,1,3,305,TPESampler,COMPLETE
1407,0.4450452890593459,2025-04-24 23:38:02.220034,2025-04-24 23:38:05.102469,0 days 00:00:02.882435,True,squared_error,30,,2,19,592,TPESampler,COMPLETE
1408,0.37182850388492694,2025-04-24 23:38:02.742495,2025-04-24 23:38:32.731290,0 days 00:00:29.988795,True,absolute_error,50,,1,3,324,TPESampler,COMPLETE
1409,0.36821529053790913,2025-04-24 23:38:05.283439,2025-04-24 23:38:23.539965,0 days 00:00:18.256526,True,absolute_error,50,,1,2,199,TPESampler,COMPLETE
1410,0.374472235011047,2025-04-24 23:38:23.719765,2025-04-24 23:38:42.725407,0 days 00:00:19.005642,True,absolute_error,50,,1,4,207,TPESampler,COMPLETE
1411,0.3689717362158251,2025-04-24 23:38:29.659196,2025-04-24 23:38:54.221009,0 days 00:00:24.561813,True,absolute_error,50,,1,2,261,TPESampler,COMPLETE
1412,0.8444249989636776,2025-04-24 23:38:32.905901,2025-04-24 23:38:33.767225,0 days 00:00:00.861324,True,squared_error,35,log2,2,2,269,TPESampler,COMPLETE
1413,0.41530670935444364,2025-04-24 23:38:33.939408,2025-04-24 23:38:45.682395,0 days 00:00:11.742987,True,absolute_error,42,,2,4,223,TPESampler,COMPLETE
1414,0.3711471596726601,2025-04-24 23:38:42.898013,2025-04-24 23:38:52.916020,0 days 00:00:10.018007,True,absolute_error,50,,1,2,104,TPESampler,COMPLETE
1415,0.6869091718179499,2025-04-24 23:38:45.859433,2025-04-24 23:38:47.403103,0 days 00:00:01.543670,True,squared_error,16,sqrt,3,2,743,TPESampler,COMPLETE
1416,0.41455576927973103,2025-04-24 23:38:47.576126,2025-04-24 23:39:02.995413,0 days 00:00:15.419287,True,absolute_error,50,,2,3,298,TPESampler,COMPLETE
1417,0.43649182052467955,2025-04-24 23:38:53.095420,2025-04-24 23:39:10.409492,0 days 00:00:17.314072,False,absolute_error,44,,1,3,111,TPESampler,COMPLETE
1418,0.37394932933088604,2025-04-24 23:38:54.397564,2025-04-24 23:39:04.929172,0 days 00:00:10.531608,True,absolute_error,43,,1,2,112,TPESampler,COMPLETE
1419,0.3677137279188673,2025-04-24 23:39:03.176760,2025-04-24 23:39:22.878031,0 days 00:00:19.701271,True,absolute_error,50,,1,2,207,TPESampler,COMPLETE
1420,0.3667211564672407,2025-04-24 23:39:05.112022,2025-04-24 23:39:20.106860,0 days 00:00:14.994838,True,absolute_error,50,,1,2,157,TPESampler,COMPLETE
1421,0.3687712407510537,2025-04-24 23:39:10.585047,2025-04-24 23:39:35.868747,0 days 00:00:25.283700,True,absolute_error,50,,1,2,268,TPESampler,COMPLETE
1422,0.47296260120706946,2025-04-24 23:39:20.298394,2025-04-24 23:39:22.173005,0 days 00:00:01.874611,True,absolute_error,44,log2,1,2,100,TPESampler,COMPLETE
1423,0.5152869862492772,2025-04-24 23:39:22.344452,2025-04-24 23:39:32.994583,0 days 00:00:10.650131,False,absolute_error,29,,3,2,139,TPESampler,COMPLETE
1424,0.8663287294404215,2025-04-24 23:39:23.142512,2025-04-24 23:39:24.162865,0 days 00:00:01.020353,False,squared_error,18,log2,3,2,591,TPESampler,COMPLETE
1425,0.7863198637872942,2025-04-24 23:39:24.348634,2025-04-24 23:39:25.001294,0 days 00:00:00.652660,False,squared_error,46,log2,2,2,100,TPESampler,COMPLETE
1426,0.4201018890298708,2025-04-24 23:39:25.177403,2025-04-24 23:39:30.975024,0 days 00:00:05.797621,True,absolute_error,45,,2,3,106,TPESampler,COMPLETE
1427,0.5708910627928748,2025-04-24 23:39:31.162892,2025-04-24 23:39:33.727490,0 days 00:00:02.564598,True,absolute_error,50,sqrt,2,2,199,TPESampler,COMPLETE
1428,0.4207277885274291,2025-04-24 23:39:33.168214,2025-04-24 23:39:39.231812,0 days 00:00:06.063598,True,absolute_error,46,,2,2,102,TPESampler,COMPLETE
1429,0.8982684632836296,2025-04-24 23:39:34.035036,2025-04-24 23:39:35.127754,0 days 00:00:01.092718,False,squared_error,45,sqrt,15,4,732,TPESampler,COMPLETE
1430,0.5979033041807288,2025-04-24 23:39:35.309725,2025-04-24 23:39:44.654496,0 days 00:00:09.344771,True,absolute_error,17,,12,2,833,TPESampler,COMPLETE
1431,0.37446564821296496,2025-04-24 23:39:36.400085,2025-04-24 23:39:45.971005,0 days 00:00:09.570920,True,absolute_error,47,,1,2,100,TPESampler,COMPLETE
1432,0.37230771816998676,2025-04-24 23:39:39.414809,2025-04-24 23:39:48.972579,0 days 00:00:09.557770,True,absolute_error,50,,1,3,100,TPESampler,COMPLETE
1433,0.6052349515825239,2025-04-24 23:39:44.841695,2025-04-24 23:39:46.815914,0 days 00:00:01.974219,False,squared_error,45,,7,42,350,TPESampler,COMPLETE
1434,0.36964225871448725,2025-04-24 23:39:46.155524,2025-04-24 23:40:10.276461,0 days 00:00:24.120937,True,absolute_error,42,,1,2,263,TPESampler,COMPLETE
1435,0.38078370456647875,2025-04-24 23:39:47.019593,2025-04-24 23:39:48.427637,0 days 00:00:01.408044,True,squared_error,50,,1,2,126,TPESampler,COMPLETE
1436,0.3747294452356988,2025-04-24 23:39:48.606622,2025-04-24 23:39:58.551430,0 days 00:00:09.944808,True,absolute_error,45,,1,2,103,TPESampler,COMPLETE
1437,0.3706311402737553,2025-04-24 23:39:49.183657,2025-04-24 23:40:13.158448,0 days 00:00:23.974791,True,absolute_error,43,,1,2,233,TPESampler,COMPLETE
1438,0.5427689430093845,2025-04-24 23:39:58.723674,2025-04-24 23:39:59.783323,0 days 00:00:01.059649,True,squared_error,8,,1,16,171,TPESampler,COMPLETE
1439,0.9764673118346089,2025-04-24 23:39:59.954003,2025-04-24 23:40:00.914992,0 days 00:00:00.960989,True,squared_error,43,log2,14,6,400,TPESampler,COMPLETE
1440,0.3692031859785476,2025-04-24 23:40:01.087370,2025-04-24 23:40:15.204709,0 days 00:00:14.117339,True,absolute_error,50,,1,2,122,TPESampler,COMPLETE
1441,0.4107899536610672,2025-04-24 23:40:10.456381,2025-04-24 23:40:16.549610,0 days 00:00:06.093229,True,absolute_error,41,sqrt,1,2,296,TPESampler,COMPLETE
1442,0.3664674719825823,2025-04-24 23:40:13.339716,2025-04-24 23:40:28.821834,0 days 00:00:15.482118,True,absolute_error,50,,1,2,163,TPESampler,COMPLETE
1443,0.6178251696636667,2025-04-24 23:40:15.380613,2025-04-24 23:40:17.540615,0 days 00:00:02.160002,True,squared_error,46,,15,46,566,TPESampler,COMPLETE
1444,0.37542705231684165,2025-04-24 23:40:16.730544,2025-04-24 23:40:26.758470,0 days 00:00:10.027926,True,absolute_error,43,,1,2,105,TPESampler,COMPLETE
1445,0.5184819757546856,2025-04-24 23:40:17.711148,2025-04-24 23:40:19.229219,0 days 00:00:01.518071,False,squared_error,20,sqrt,1,6,620,TPESampler,COMPLETE
1446,0.36802957684872123,2025-04-24 23:40:19.440738,2025-04-24 23:40:39.191242,0 days 00:00:19.750504,True,absolute_error,50,,1,2,211,TPESampler,COMPLETE
