number,value,datetime_start,datetime_complete,duration,params_L1_dropout,params_L1_hidden_dim,params_L1_layers_atom,params_L1_layers_mol,params_L1_out_dim,params_L2_dropout,params_L2_hidden_dim,params_L2_layers_atom,params_L2_layers_mol,params_L2_out_dim,params_L3_dropout,params_L3_hidden_dim,params_L3_layers_atom,params_L3_layers_mol,params_L3_out_dim,params_final_dropout,params_mlp_dim_0,params_mlp_dim_1,params_mlp_dim_2,params_n_mlp_layers,params_num_heads,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
386,0.05213369429111481,2025-04-25 16:35:22.507594,2025-04-25 16:36:34.686782,0 days 00:01:12.179188,0.04250884636487388,192,2,2,32,0.12940976960796716,192,4,3,112,0.2933473062637342,64,2,2,128,0.2767110624262736,440,136.0,88.0,3,2,0.0005146044928307941,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_386_best_state.pt,"{'learning_rate': 0.0005146044928307941, 'lr_reduce': 0.6}",TPESampler,COMPLETE
387,0.057088304311037064,2025-04-25 16:35:58.813473,2025-04-25 16:37:27.962430,0 days 00:01:29.148957,0.014709931198160373,208,4,1,32,0.15349446764137864,224,4,2,64,0.2941571703016982,32,2,1,128,0.14786861592587786,392,296.0,80.0,3,2,0.00022032511105690255,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_387_best_state.pt,"{'learning_rate': 0.00022032511105690255, 'lr_reduce': 0.6}",TPESampler,COMPLETE
388,0.05972602590918541,2025-04-25 16:36:01.956342,2025-04-25 16:37:32.048310,0 days 00:01:30.091968,0.012933775204515451,224,1,2,32,0.12251251301895286,96,4,2,80,0.21761491834130425,32,3,3,128,0.18766102248183145,496,440.0,152.0,3,2,0.00025031848451162464,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_388_best_state.pt,"{'learning_rate': 0.00025031848451162464, 'lr_reduce': 0.6}",TPESampler,COMPLETE
389,0.060018837451934814,2025-04-25 16:36:34.835062,2025-04-25 16:38:50.162054,0 days 00:02:15.326992,0.027511317950390433,208,4,1,32,0.10965536616525004,160,1,1,96,0.23678397807046864,48,1,2,128,0.1381548890449404,456,64.0,80.0,3,2,0.00021709542180613076,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_389_best_state.pt,"{'learning_rate': 0.00021709542180613076, 'lr_reduce': 0.6}",TPESampler,COMPLETE
390,0.061617765575647354,2025-04-25 16:37:28.160274,2025-04-25 16:38:53.336450,0 days 00:01:25.176176,0.04645340275902082,192,2,3,32,0.15363375994637796,160,3,2,128,0.2633485111377591,112,3,1,128,0.2554834422012778,504,144.0,,2,2,0.00022238548460842565,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_390_best_state.pt,"{'learning_rate': 0.00022238548460842565, 'lr_reduce': 0.6}",TPESampler,COMPLETE
391,0.05628560855984688,2025-04-25 16:37:32.380691,2025-04-25 16:38:34.040631,0 days 00:01:01.659940,0.12525238069574748,224,1,1,32,0.12814697987542287,208,2,1,128,0.28950083396823634,32,2,3,128,0.26348939973076574,488,128.0,,2,2,0.000881879142925617,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_391_best_state.pt,"{'learning_rate': 0.000881879142925617, 'lr_reduce': 0.6}",TPESampler,COMPLETE
392,0.06158885732293129,2025-04-25 16:38:34.220025,2025-04-25 16:39:37.146928,0 days 00:01:02.926903,0.10115363610009229,176,1,3,96,0.1937932757142513,176,1,2,96,0.06708719137241435,48,2,2,96,0.15426575739348286,512,112.0,80.0,3,2,0.0008150766402379594,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_392_best_state.pt,"{'learning_rate': 0.0008150766402379594, 'lr_reduce': 0.6}",TPESampler,COMPLETE
393,0.05906036123633385,2025-04-25 16:38:50.323711,2025-04-25 16:39:47.141797,0 days 00:00:56.818086,0.11763123495053039,160,1,1,32,0.03398681635610461,160,1,1,112,0.28269614391635156,48,1,4,112,0.2618546089616198,488,136.0,,2,2,0.0027520226066078232,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_393_best_state.pt,"{'learning_rate': 0.0027520226066078232, 'lr_reduce': 0.6}",TPESampler,COMPLETE
394,0.06451939046382904,2025-04-25 16:38:53.520461,2025-04-25 16:40:18.873136,0 days 00:01:25.352675,0.0727901500382323,240,2,3,64,0.12643127431722037,160,4,3,128,0.25745761824512836,96,3,1,96,0.2978793201961605,400,144.0,120.0,3,2,0.004157613198988201,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_394_best_state.pt,"{'learning_rate': 0.004157613198988201, 'lr_reduce': 0.6}",TPESampler,COMPLETE
395,0.05932231619954109,2025-04-25 16:39:37.316025,2025-04-25 16:41:27.853501,0 days 00:01:50.537476,0.014311307047130926,224,3,3,64,0.13760244102861152,160,4,4,128,0.2897625539096433,64,3,3,96,0.27176890178707286,368,112.0,80.0,3,2,0.00027098701626739134,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_395_best_state.pt,"{'learning_rate': 0.00027098701626739134, 'lr_reduce': 0.6}",TPESampler,COMPLETE
396,0.05694611370563507,2025-04-25 16:39:47.378220,2025-04-25 16:41:10.660211,0 days 00:01:23.281991,0.031963697037948734,208,1,2,32,0.19637233301295404,160,4,3,96,0.29667229379743626,48,2,2,128,0.22711932979722554,376,384.0,128.0,3,2,0.00046665745777482747,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_396_best_state.pt,"{'learning_rate': 0.00046665745777482747, 'lr_reduce': 0.6}",TPESampler,COMPLETE
397,0.05628196522593498,2025-04-25 16:40:19.157105,2025-04-25 16:41:29.033562,0 days 00:01:09.876457,0.022837221118482538,112,1,2,48,0.08437861111783612,240,2,2,112,0.08443099967954076,32,4,3,112,0.14522340367353806,512,168.0,32.0,3,2,0.000657809550306959,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_397_best_state.pt,"{'learning_rate': 0.000657809550306959, 'lr_reduce': 0.6}",TPESampler,COMPLETE
398,0.06667493283748627,2025-04-25 16:41:10.811559,2025-04-25 16:42:22.748198,0 days 00:01:11.936639,0.054318346988938636,160,1,1,112,0.10748679194586203,144,1,1,112,0.18289278144060733,80,1,3,80,0.24485202861119706,464,328.0,,2,2,0.00019013731908159676,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_398_best_state.pt,"{'learning_rate': 0.00019013731908159676, 'lr_reduce': 0.6}",TPESampler,COMPLETE
399,0.05996989086270332,2025-04-25 16:41:28.047184,2025-04-25 16:42:51.532251,0 days 00:01:23.485067,0.003158559627451679,80,2,3,48,0.11623499570560102,192,1,1,112,0.1355440677222568,64,2,3,112,0.2249630957335287,488,88.0,88.0,3,2,0.00020869149372086708,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_399_best_state.pt,"{'learning_rate': 0.00020869149372086708, 'lr_reduce': 0.6}",TPESampler,COMPLETE
400,0.07862795144319534,2025-04-25 16:41:29.244948,2025-04-25 16:42:35.028490,0 days 00:01:05.783542,0.015968143096965932,240,2,2,32,0.12411138074052605,208,3,3,112,0.2830977703245099,64,3,2,128,0.2817172947767741,392,448.0,,2,2,0.0026088789642654026,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_400_best_state.pt,"{'learning_rate': 0.0026088789642654026, 'lr_reduce': 0.6}",TPESampler,COMPLETE
401,0.052928633987903595,2025-04-25 16:42:22.893009,2025-04-25 16:43:46.466681,0 days 00:01:23.573672,0.050771959516706267,208,1,1,32,0.00644603942727897,96,3,1,128,0.06808164738738967,32,4,2,96,0.01915219930151272,480,,,1,2,0.0005631370364330748,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_401_best_state.pt,"{'learning_rate': 0.0005631370364330748, 'lr_reduce': 0.6}",TPESampler,COMPLETE
402,0.06780244410037994,2025-04-25 16:42:35.292495,2025-04-25 16:43:48.874442,0 days 00:01:13.581947,0.08651870624406076,176,1,1,112,0.1313752909466297,64,4,1,112,0.2374005442196003,80,2,1,64,0.06128092842313339,424,320.0,,2,2,0.0018228671523501635,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_402_best_state.pt,"{'learning_rate': 0.0018228671523501635, 'lr_reduce': 0.6}",TPESampler,COMPLETE
403,0.06049468740820885,2025-04-25 16:42:51.800889,2025-04-25 16:44:36.951681,0 days 00:01:45.150792,0.02430229039327068,208,2,1,128,0.12318728389800665,128,3,2,64,0.12415482013914303,80,2,4,96,0.19038617132735725,448,152.0,,2,2,0.00017357479664689061,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_403_best_state.pt,"{'learning_rate': 0.00017357479664689061, 'lr_reduce': 0.6}",TPESampler,COMPLETE
404,0.05734366923570633,2025-04-25 16:43:46.616269,2025-04-25 16:45:44.452495,0 days 00:01:57.836226,0.12503292103623573,176,1,1,32,0.14372117500903903,128,4,1,96,0.22371963468624487,32,4,2,128,0.18544206401493069,368,272.0,448.0,3,2,0.0008700375896347025,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_404_best_state.pt,"{'learning_rate': 0.0008700375896347025, 'lr_reduce': 0.6}",TPESampler,COMPLETE
405,0.06353036314249039,2025-04-25 16:43:49.312380,2025-04-25 16:45:54.126730,0 days 00:02:04.814350,0.06160172337868835,176,2,2,80,0.0847132702435356,192,4,4,96,0.2768983285128691,112,1,2,112,0.2200289316030003,352,384.0,32.0,3,2,0.00027752691943165413,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_405_best_state.pt,"{'learning_rate': 0.00027752691943165413, 'lr_reduce': 0.6}",TPESampler,COMPLETE
406,0.07716981321573257,2025-04-25 16:44:37.508654,2025-04-25 16:46:14.272374,0 days 00:01:36.763720,0.046407989683142005,176,4,1,64,0.12394099180321624,240,4,3,32,0.24402478917663945,32,2,3,128,0.2209710926067281,464,288.0,384.0,3,2,0.0002041867975605974,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_406_best_state.pt,"{'learning_rate': 0.0002041867975605974, 'lr_reduce': 0.6}",TPESampler,COMPLETE
407,0.05469132587313652,2025-04-25 16:45:44.606202,2025-04-25 16:47:16.175577,0 days 00:01:31.569375,0.05374207108511313,208,1,1,48,0.10056789473533778,160,2,1,128,0.01796078461363735,32,4,1,96,0.06415286754948585,392,,,1,2,0.0005660451996205199,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_407_best_state.pt,"{'learning_rate': 0.0005660451996205199, 'lr_reduce': 0.6}",TPESampler,COMPLETE
408,0.058999672532081604,2025-04-25 16:45:54.298132,2025-04-25 16:47:12.823874,0 days 00:01:18.525742,0.05551334049723714,256,1,2,64,0.04362716897903619,144,4,3,80,0.0686764549300128,80,4,2,96,0.06864085424532451,408,232.0,,2,2,0.0010498996832928088,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_408_best_state.pt,"{'learning_rate': 0.0010498996832928088, 'lr_reduce': 0.6}",TPESampler,COMPLETE
409,0.0565640851855278,2025-04-25 16:46:14.444257,2025-04-25 16:47:50.478129,0 days 00:01:36.033872,0.04193158520563602,256,1,1,80,0.09493510064728015,176,4,2,64,0.04224837011927588,64,4,2,80,0.10107370599335294,432,,,1,2,0.00016017239525102962,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_409_best_state.pt,"{'learning_rate': 0.00016017239525102962, 'lr_reduce': 0.6}",TPESampler,COMPLETE
410,0.0718444436788559,2025-04-25 16:47:13.119971,2025-04-25 16:48:49.982752,0 days 00:01:36.862781,0.049148186429439425,80,3,3,48,0.1692657309673101,64,1,2,128,0.18716869033270148,32,2,2,128,0.1965500113261591,504,320.0,80.0,3,2,0.00046370873916344515,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_410_best_state.pt,"{'learning_rate': 0.00046370873916344515, 'lr_reduce': 0.6}",TPESampler,COMPLETE
411,0.06011010706424713,2025-04-25 16:47:16.332472,2025-04-25 16:48:33.295689,0 days 00:01:16.963217,0.06618206886275538,208,2,2,64,0.09209549268504275,192,3,1,48,0.2761291611196761,48,2,3,128,0.2894476676351089,392,464.0,,2,2,0.00021365076829599054,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_411_best_state.pt,"{'learning_rate': 0.00021365076829599054, 'lr_reduce': 0.6}",TPESampler,COMPLETE
412,0.05534221604466438,2025-04-25 16:47:50.686773,2025-04-25 16:49:07.880512,0 days 00:01:17.193739,0.02108087406120428,192,1,1,64,0.1923404826239685,96,4,1,112,0.127321511872451,96,2,2,48,0.05832743558099167,448,,,1,2,0.00034496332947692106,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_412_best_state.pt,"{'learning_rate': 0.00034496332947692106, 'lr_reduce': 0.6}",TPESampler,COMPLETE
413,0.05593672767281532,2025-04-25 16:48:33.449102,2025-04-25 16:49:55.571466,0 days 00:01:22.122364,0.0374160211738249,192,1,1,32,0.009382858740575378,96,1,2,112,0.08015423455930709,48,3,3,112,0.026592058831779262,480,,,1,2,0.0015378059552779147,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_413_best_state.pt,"{'learning_rate': 0.0015378059552779147, 'lr_reduce': 0.6}",TPESampler,COMPLETE
414,0.057189907878637314,2025-04-25 16:48:50.229999,2025-04-25 16:50:03.203764,0 days 00:01:12.973765,0.06038232328210707,192,2,1,112,0.018906524164155045,176,3,1,48,0.20756158905900798,48,1,4,64,0.21507939827224531,496,200.0,,2,2,0.0003953330478274782,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_414_best_state.pt,"{'learning_rate': 0.0003953330478274782, 'lr_reduce': 0.6}",TPESampler,COMPLETE
415,0.05521145835518837,2025-04-25 16:49:08.054692,2025-04-25 16:50:35.108024,0 days 00:01:27.053332,0.01941335779782201,176,1,2,64,0.1000436452971099,208,1,2,80,0.17577415774033317,48,3,2,96,0.14637929724107027,480,256.0,312.0,3,2,0.00018638004470500723,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_415_best_state.pt,"{'learning_rate': 0.00018638004470500723, 'lr_reduce': 0.6}",TPESampler,COMPLETE
416,0.05684340000152588,2025-04-25 16:49:55.732672,2025-04-25 16:51:12.024036,0 days 00:01:16.291364,0.02616112746587498,240,1,1,32,0.06885589471395374,144,3,1,128,0.18918214416574072,96,3,4,96,0.26731761648142505,416,376.0,,2,2,0.00026953988906043346,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_416_best_state.pt,"{'learning_rate': 0.00026953988906043346, 'lr_reduce': 0.6}",TPESampler,COMPLETE
417,0.056138090789318085,2025-04-25 16:50:03.432248,2025-04-25 16:51:23.567246,0 days 00:01:20.134998,0.007141221667087418,240,2,1,64,0.12555062947980597,144,3,1,64,0.25380060488118855,32,2,4,128,0.27277677576457715,472,296.0,72.0,3,2,0.00020694992528737127,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_417_best_state.pt,"{'learning_rate': 0.00020694992528737127, 'lr_reduce': 0.6}",TPESampler,COMPLETE
418,0.06177959218621254,2025-04-25 16:50:35.281518,2025-04-25 16:52:02.959497,0 days 00:01:27.677979,0.033922943887762826,192,3,2,48,0.07979761711689672,144,4,4,64,0.2879706745215386,48,3,2,80,0.2996677237915936,464,200.0,,2,2,0.0004468220896308398,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_418_best_state.pt,"{'learning_rate': 0.0004468220896308398, 'lr_reduce': 0.6}",TPESampler,COMPLETE
419,0.05952783301472664,2025-04-25 16:51:12.220905,2025-04-25 16:52:39.996894,0 days 00:01:27.775989,0.06796720683363291,176,1,1,32,0.040219414878783534,64,2,1,112,0.12591877448027636,64,4,2,64,0.10746908995590253,384,,,1,2,0.00028774482231907046,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_419_best_state.pt,"{'learning_rate': 0.00028774482231907046, 'lr_reduce': 0.6}",TPESampler,COMPLETE
420,0.05533444881439209,2025-04-25 16:51:23.769583,2025-04-25 16:52:18.297874,0 days 00:00:54.528291,0.017287814774535747,240,1,1,48,0.17596560398334715,160,3,1,112,0.24614908746319147,96,1,4,128,0.23558626514911737,440,256.0,,2,2,0.0006867603043086095,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_420_best_state.pt,"{'learning_rate': 0.0006867603043086095, 'lr_reduce': 0.6}",TPESampler,COMPLETE
421,0.06864795088768005,2025-04-25 16:52:03.135127,2025-04-25 16:52:47.076082,0 days 00:00:43.940955,0.027528442739105652,256,1,1,48,0.004967800807182787,160,4,1,128,0.27693870529504666,32,4,2,112,0.1393526770382502,448,440.0,32.0,3,2,0.0031714382864910027,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_421_best_state.pt,"{'learning_rate': 0.0031714382864910027, 'lr_reduce': 0.6}",TPESampler,COMPLETE
422,0.06602470576763153,2025-04-25 16:52:18.459548,2025-04-25 16:53:44.065825,0 days 00:01:25.606277,0.04275619571793887,96,3,2,32,0.1278369797530656,208,3,2,128,0.18707827248568829,32,2,3,128,0.19312018948176043,200,368.0,96.0,3,2,0.0004059309913568807,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_422_best_state.pt,"{'learning_rate': 0.0004059309913568807, 'lr_reduce': 0.6}",TPESampler,COMPLETE
423,0.05473574995994568,2025-04-25 16:52:40.152736,2025-04-25 16:53:47.069336,0 days 00:01:06.916600,0.013214314026577204,208,1,2,64,0.017274874752869176,112,4,1,112,0.07436059331401539,32,3,3,96,0.03755797661775101,464,,,1,2,0.0009696739973008203,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_423_best_state.pt,"{'learning_rate': 0.0009696739973008203, 'lr_reduce': 0.6}",TPESampler,COMPLETE
424,0.06296337395906448,2025-04-25 16:52:47.293744,2025-04-25 16:54:13.508118,0 days 00:01:26.214374,0.09824928673503038,224,2,1,32,0.046023622039428246,96,4,1,96,0.1271669601069548,32,4,2,96,0.008972178858287942,424,,,1,2,0.00041347919351300777,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_424_best_state.pt,"{'learning_rate': 0.00041347919351300777, 'lr_reduce': 0.6}",TPESampler,COMPLETE
425,0.0747796818614006,2025-04-25 16:53:44.312103,2025-04-25 16:55:24.912572,0 days 00:01:40.600469,0.05187198705124175,176,3,1,32,0.19891933560306632,240,4,3,96,0.2957541824864929,64,1,2,128,0.2710945750231027,304,328.0,376.0,3,2,0.00037033070859234614,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_425_best_state.pt,"{'learning_rate': 0.00037033070859234614, 'lr_reduce': 0.6}",TPESampler,COMPLETE
426,0.06426898390054703,2025-04-25 16:53:47.222714,2025-04-25 16:54:40.961996,0 days 00:00:53.739282,0.013575861909794979,96,1,1,64,0.1476535587908231,112,1,1,80,0.0872519695120153,64,2,2,96,0.16325524409478345,344,264.0,456.0,3,2,0.0008694534189907742,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_426_best_state.pt,"{'learning_rate': 0.0008694534189907742, 'lr_reduce': 0.6}",TPESampler,COMPLETE
427,0.08898146450519562,2025-04-25 16:54:13.792721,2025-04-25 16:56:07.277505,0 days 00:01:53.484784,0.09387676206637542,80,4,2,32,0.12032218478312465,80,2,2,128,0.21613611376690872,32,2,4,80,0.2703228920712554,200,208.0,96.0,3,2,0.0003576500470044929,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_427_best_state.pt,"{'learning_rate': 0.0003576500470044929, 'lr_reduce': 0.6}",TPESampler,COMPLETE
428,0.06337156891822815,2025-04-25 16:54:41.144679,2025-04-25 16:56:05.394534,0 days 00:01:24.249855,0.03997656239058106,256,1,1,32,0.00026542949978513447,112,4,2,64,0.07344459026423052,80,4,2,48,0.03709244685243722,432,,,1,2,0.0007019936559779929,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_428_best_state.pt,"{'learning_rate': 0.0007019936559779929, 'lr_reduce': 0.6}",TPESampler,COMPLETE
429,0.0953303724527359,2025-04-25 16:55:25.163751,2025-04-25 16:57:10.555960,0 days 00:01:45.392209,0.04415500144504336,112,3,1,32,0.17161256829986415,128,1,2,96,0.11838273575190034,32,1,3,96,0.18341676547951508,416,296.0,32.0,3,2,0.00011160572398802818,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_429_best_state.pt,"{'learning_rate': 0.00011160572398802818, 'lr_reduce': 0.6}",TPESampler,COMPLETE
430,0.05369509756565094,2025-04-25 16:56:05.578651,2025-04-25 16:57:22.498876,0 days 00:01:16.920225,0.011505035087515573,208,2,1,32,0.10234390995305895,144,4,2,80,0.2607692537198843,32,1,2,128,0.28088796826492474,440,176.0,120.0,3,2,0.0005894799705264737,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_430_best_state.pt,"{'learning_rate': 0.0005894799705264737, 'lr_reduce': 0.6}",TPESampler,COMPLETE
431,0.06008708477020264,2025-04-25 16:56:07.584981,2025-04-25 16:57:13.259527,0 days 00:01:05.674546,0.015480532532035018,64,3,3,64,0.13145673089200205,224,1,2,96,0.2989962414685758,32,1,4,96,0.21355222989162453,208,424.0,96.0,3,2,0.00027123137202580635,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_431_best_state.pt,"{'learning_rate': 0.00027123137202580635, 'lr_reduce': 0.6}",TPESampler,COMPLETE
432,0.05697348341345787,2025-04-25 16:57:10.728926,2025-04-25 16:58:28.455839,0 days 00:01:17.726913,0.059994255331791646,144,1,1,48,0.04497294100350333,112,3,1,128,0.05215964723853382,32,4,2,80,0.0630642254131615,496,,,1,2,0.0003270006401175071,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_432_best_state.pt,"{'learning_rate': 0.0003270006401175071, 'lr_reduce': 0.6}",TPESampler,COMPLETE
433,0.10240234434604645,2025-04-25 16:57:13.724378,2025-04-25 16:58:55.376631,0 days 00:01:41.652253,0.1603142643148046,256,3,3,48,0.13924569801796857,192,4,4,64,0.2996425851063442,32,3,2,80,0.24858178646577206,424,240.0,320.0,3,2,0.00019564329657799495,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_433_best_state.pt,"{'learning_rate': 0.00019564329657799495, 'lr_reduce': 0.6}",TPESampler,COMPLETE
434,0.05775321274995804,2025-04-25 16:57:22.697988,2025-04-25 16:58:44.245270,0 days 00:01:21.547282,0.004768405684581457,240,1,1,64,0.002522705930502696,144,4,3,48,0.23800372034561362,32,3,3,112,0.2237905997184108,456,512.0,80.0,3,2,0.0012013514758517712,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_434_best_state.pt,"{'learning_rate': 0.0012013514758517712, 'lr_reduce': 0.6}",TPESampler,COMPLETE
435,0.06382766366004944,2025-04-25 16:58:28.615751,2025-04-25 16:59:16.216186,0 days 00:00:47.600435,0.11079512046191704,144,4,2,48,0.17054072659059993,208,2,1,128,0.28706562924476275,32,2,2,128,0.2993231940171912,176,336.0,,2,1,0.0007709624191955054,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_435_best_state.pt,"{'learning_rate': 0.0007709624191955054, 'lr_reduce': 0.6}",TPESampler,COMPLETE
436,0.05467178300023079,2025-04-25 16:58:44.427714,2025-04-25 17:00:12.340727,0 days 00:01:27.913013,0.05729330258740077,160,2,1,128,0.11701046174612559,224,2,1,80,0.18101193698931609,64,1,4,64,0.27301347444670326,424,192.0,,2,2,0.00016281545277533086,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_436_best_state.pt,"{'learning_rate': 0.00016281545277533086, 'lr_reduce': 0.6}",TPESampler,COMPLETE
437,0.065372534096241,2025-04-25 16:58:55.606668,2025-04-25 17:00:17.250558,0 days 00:01:21.643890,0.11301121289181609,80,3,2,64,0.06044597201892901,112,1,1,112,0.2210693657848069,32,1,3,112,0.2530323595385175,176,280.0,104.0,3,2,0.0003589555154816691,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_437_best_state.pt,"{'learning_rate': 0.0003589555154816691, 'lr_reduce': 0.6}",TPESampler,COMPLETE
438,0.0513048991560936,2025-04-25 16:59:16.377559,2025-04-25 17:00:34.282845,0 days 00:01:17.905286,0.01366056254314809,208,1,1,48,0.014896110229592795,112,3,2,112,0.11004068205597234,32,4,3,96,0.027416606868948507,464,,,1,2,0.0006296596597229337,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_438_best_state.pt,"{'learning_rate': 0.0006296596597229337, 'lr_reduce': 0.6}",TPESampler,COMPLETE
439,0.05495518445968628,2025-04-25 17:00:12.483346,2025-04-25 17:01:34.469209,0 days 00:01:21.985863,0.0035811315216205605,144,2,2,32,0.11119011445239439,192,3,1,112,0.27615632738261153,64,4,4,128,0.28283280160237306,496,176.0,,2,2,0.00043832057857338724,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_439_best_state.pt,"{'learning_rate': 0.00043832057857338724, 'lr_reduce': 0.6}",TPESampler,COMPLETE
440,0.062187712639570236,2025-04-25 17:00:17.487803,2025-04-25 17:01:27.171981,0 days 00:01:09.684178,0.10393183095719621,192,4,1,80,0.11018363505401482,176,1,1,128,0.2337518812969195,80,2,3,128,0.2745749215317693,192,360.0,32.0,3,2,0.00028003645396187493,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_440_best_state.pt,"{'learning_rate': 0.00028003645396187493, 'lr_reduce': 0.6}",TPESampler,COMPLETE
441,0.06340072304010391,2025-04-25 17:00:34.509916,2025-04-25 17:01:30.769814,0 days 00:00:56.259898,0.05934138655247333,192,4,3,32,0.13109902495488057,160,1,1,128,0.2842355889177171,32,1,2,96,0.29833215647110256,416,432.0,424.0,3,2,0.0011606565626772478,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_441_best_state.pt,"{'learning_rate': 0.0011606565626772478, 'lr_reduce': 0.6}",TPESampler,COMPLETE
442,0.05766959860920906,2025-04-25 17:01:27.351530,2025-04-25 17:02:49.382685,0 days 00:01:22.031155,0.021015214054764336,208,1,1,48,0.1567794147048959,112,4,2,128,0.29894098567865574,32,4,3,128,0.2109132520474283,400,384.0,144.0,3,2,0.0006680487587389994,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_442_best_state.pt,"{'learning_rate': 0.0006680487587389994, 'lr_reduce': 0.6}",TPESampler,COMPLETE
443,0.06203501671552658,2025-04-25 17:01:31.004035,2025-04-25 17:02:51.619703,0 days 00:01:20.615668,0.001175745438418559,208,2,1,64,0.028266290999454855,112,3,2,112,0.11186861180578425,48,4,4,112,0.1038480055060547,408,,,1,2,0.0006186819799094551,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_443_best_state.pt,"{'learning_rate': 0.0006186819799094551, 'lr_reduce': 0.6}",TPESampler,COMPLETE
444,0.06206663325428963,2025-04-25 17:01:34.614536,2025-04-25 17:02:58.896404,0 days 00:01:24.281868,0.12473349567124231,208,2,2,32,0.010239066227544863,192,4,3,112,0.2608521123185671,80,3,2,112,0.2516447818285605,360,144.0,88.0,3,2,0.0004864243009885109,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_444_best_state.pt,"{'learning_rate': 0.0004864243009885109, 'lr_reduce': 0.6}",TPESampler,COMPLETE
445,0.056814271956682205,2025-04-25 17:02:49.692896,2025-04-25 17:03:53.473122,0 days 00:01:03.780226,0.04054880062718295,192,3,2,96,0.12801785772784574,128,1,1,112,0.27464653757631136,48,1,2,112,0.17503370431800297,288,464.0,,2,2,0.000431506636164664,0.6,/work3/arnaou/checkpoints/groupgat_Omega_trial_445_best_state.pt,"{'learning_rate': 0.000431506636164664, 'lr_reduce': 0.6}",TPESampler,COMPLETE
