number,value,datetime_start,datetime_complete,duration,params_L1_dropout,params_L1_hidden_dim,params_L1_layers_atom,params_L1_layers_mol,params_L1_out_dim,params_L2_dropout,params_L2_hidden_dim,params_L2_layers_atom,params_L2_layers_mol,params_L2_out_dim,params_L3_dropout,params_L3_hidden_dim,params_L3_layers_atom,params_L3_layers_mol,params_L3_out_dim,params_final_dropout,params_mlp_dim_0,params_mlp_dim_1,params_mlp_dim_2,params_n_mlp_layers,params_num_heads,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
181,0.02244386076927185,2025-04-24 22:35:52.362293,2025-04-24 22:42:10.022210,0 days 00:06:17.659917,0.042998919125906726,176,4,2,64,0.24506175161011795,112,3,1,80,0.14299795340321253,48,1,2,64,0.27247442423758295,72,40.0,,2,2,0.00015634248569121862,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_181_best_state.pt,"{'learning_rate': 0.00015634248569121862, 'lr_reduce': 0.6}",TPESampler,COMPLETE
182,0.010132202878594398,2025-04-24 22:36:07.962329,2025-04-24 22:39:44.268638,0 days 00:03:36.306309,0.03412864145801514,192,3,2,32,0.17924771447841908,96,4,1,64,0.20360205376782964,32,1,2,48,0.24854795123106507,40,,,1,2,0.0038205413940660326,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_182_best_state.pt,"{'learning_rate': 0.0038205413940660326, 'lr_reduce': 0.6}",TPESampler,COMPLETE
183,0.013302912935614586,2025-04-24 22:39:44.466281,2025-04-24 22:42:04.454967,0 days 00:02:19.988686,0.052432917981732455,240,1,3,48,0.007721649142342416,96,3,2,80,0.19630162970259007,96,3,4,96,0.29916776513689547,280,392.0,,2,2,0.007503400301538242,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_183_best_state.pt,"{'learning_rate': 0.007503400301538242, 'lr_reduce': 0.6}",TPESampler,COMPLETE
184,0.01429630909115076,2025-04-24 22:40:45.337750,2025-04-24 22:41:38.416643,0 days 00:00:53.078893,0.044466217451023915,208,2,3,96,0.14435239990094823,176,3,1,64,0.10745808633603549,32,1,3,96,0.19800444083185706,32,32.0,,2,2,0.0034086798160944177,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_184_best_state.pt,"{'learning_rate': 0.0034086798160944177, 'lr_reduce': 0.6}",TPESampler,COMPLETE
185,0.015167453326284885,2025-04-24 22:41:38.723239,2025-04-24 22:42:49.390655,0 days 00:01:10.667416,0.06353673330925565,176,2,2,32,0.19678264347731808,112,3,1,48,0.10803979132223346,48,1,3,32,0.19853336479371747,40,,,1,2,0.004712432314303841,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_185_best_state.pt,"{'learning_rate': 0.004712432314303841, 'lr_reduce': 0.6}",TPESampler,COMPLETE
186,0.016970880329608917,2025-04-24 22:42:04.747475,2025-04-24 22:43:44.456453,0 days 00:01:39.708978,0.03369869724078694,240,2,2,80,0.242499515474709,160,4,1,32,0.10643329621156186,32,1,2,64,0.2552553708632311,104,,,1,2,0.0008922576802423118,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_186_best_state.pt,"{'learning_rate': 0.0008922576802423118, 'lr_reduce': 0.6}",TPESampler,COMPLETE
187,0.014537821523845196,2025-04-24 22:42:10.243517,2025-04-24 22:44:14.872071,0 days 00:02:04.628554,0.12408960825405951,208,3,3,48,0.016987685461367835,160,3,3,96,0.27661450759039735,112,4,3,80,0.21320873824419867,112,96.0,144.0,3,2,0.0013044906220614765,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_187_best_state.pt,"{'learning_rate': 0.0013044906220614765, 'lr_reduce': 0.6}",TPESampler,COMPLETE
188,0.013917367905378342,2025-04-24 22:42:49.599502,2025-04-24 22:44:01.977508,0 days 00:01:12.378006,0.01693027173789718,128,2,4,48,0.07217490263660845,208,3,4,96,0.23075053752817162,96,4,4,128,0.26207673753049526,464,112.0,56.0,3,2,0.0018815023082769265,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_188_best_state.pt,"{'learning_rate': 0.0018815023082769265, 'lr_reduce': 0.6}",TPESampler,COMPLETE
189,0.01817578263580799,2025-04-24 22:43:44.615196,2025-04-24 22:44:32.551470,0 days 00:00:47.936274,0.0865614746223578,224,3,2,64,0.16196002151442127,64,4,2,64,0.15928368371061125,48,2,3,96,0.2921814202868216,32,,,1,2,0.0021297965012301687,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_189_best_state.pt,"{'learning_rate': 0.0021297965012301687, 'lr_reduce': 0.6}",TPESampler,COMPLETE
190,0.015619125217199326,2025-04-24 22:44:02.195828,2025-04-24 22:45:28.485725,0 days 00:01:26.289897,0.041659336961367185,176,4,2,48,0.20152427813588603,176,4,1,64,0.2630434004651777,48,1,1,64,0.28195879165746746,32,,,1,2,0.004636726669231899,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_190_best_state.pt,"{'learning_rate': 0.004636726669231899, 'lr_reduce': 0.6}",TPESampler,COMPLETE
191,0.014388032257556915,2025-04-24 22:44:15.168432,2025-04-24 22:46:36.300622,0 days 00:02:21.132190,0.07364579224691675,192,3,4,48,0.06464792806029328,160,4,4,96,0.21093892545349277,80,3,4,96,0.26055988347993564,312,104.0,,2,2,0.005438148392905617,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_191_best_state.pt,"{'learning_rate': 0.005438148392905617, 'lr_reduce': 0.6}",TPESampler,COMPLETE
192,0.013407408259809017,2025-04-24 22:44:32.766860,2025-04-24 22:46:18.411358,0 days 00:01:45.644498,0.05541272921273921,240,3,2,64,0.1421132079344565,64,3,1,64,0.26819336657916115,48,2,1,48,0.20512050664417156,72,,,1,2,0.006964019427499269,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_192_best_state.pt,"{'learning_rate': 0.006964019427499269, 'lr_reduce': 0.6}",TPESampler,COMPLETE
193,0.01818878762423992,2025-04-24 22:45:28.739478,2025-04-24 22:47:36.250623,0 days 00:02:07.511145,0.12766474546323903,144,3,3,80,0.2866500679565478,96,3,3,64,0.156601031251847,48,3,1,48,0.27511450868335996,264,,,1,2,0.006759020737589674,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_193_best_state.pt,"{'learning_rate': 0.006759020737589674, 'lr_reduce': 0.6}",TPESampler,COMPLETE
194,0.011665240861475468,2025-04-24 22:46:18.588353,2025-04-24 22:47:33.143709,0 days 00:01:14.555356,0.04975640642803874,192,4,1,64,0.27080141257399626,112,4,1,48,0.19725617657121747,32,1,3,48,0.27084879087628183,88,32.0,,2,2,0.0020892909502042414,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_194_best_state.pt,"{'learning_rate': 0.0020892909502042414, 'lr_reduce': 0.6}",TPESampler,COMPLETE
195,0.011872213333845139,2025-04-24 22:46:36.535709,2025-04-24 22:48:18.738830,0 days 00:01:42.203121,0.12998948407854763,256,3,1,64,0.09772598201080125,96,4,1,32,0.14137177862961778,48,2,3,96,0.20263031288811673,152,464.0,352.0,3,2,0.005716728534991305,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_195_best_state.pt,"{'learning_rate': 0.005716728534991305, 'lr_reduce': 0.6}",TPESampler,COMPLETE
196,0.016272105276584625,2025-04-24 22:47:33.368363,2025-04-24 22:49:56.257299,0 days 00:02:22.888936,0.17329537077129759,240,1,3,48,0.025583065899924103,144,1,3,80,0.1648893863300111,80,3,4,128,0.12217598342621257,328,464.0,,2,1,0.005045492233700032,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_196_best_state.pt,"{'learning_rate': 0.005045492233700032, 'lr_reduce': 0.6}",TPESampler,COMPLETE
197,0.01546414289623499,2025-04-24 22:47:36.500283,2025-04-24 22:50:15.107397,0 days 00:02:38.607114,0.06878264909825195,160,1,4,80,0.015954946110042063,192,2,3,112,0.17326344906180408,112,3,4,112,0.2720520760872199,304,464.0,,2,2,0.0037593207403674267,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_197_best_state.pt,"{'learning_rate': 0.0037593207403674267, 'lr_reduce': 0.6}",TPESampler,COMPLETE
198,0.017237870022654533,2025-04-24 22:48:18.953860,2025-04-24 22:50:40.666021,0 days 00:02:21.712161,0.1436719130090137,256,4,2,64,0.08049850988341078,208,1,2,48,0.21098733201531483,112,2,3,128,0.27003111561032744,264,512.0,,2,2,0.0008770131790106739,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_198_best_state.pt,"{'learning_rate': 0.0008770131790106739, 'lr_reduce': 0.6}",TPESampler,COMPLETE
199,0.010050002485513687,2025-04-24 22:49:56.476765,2025-04-24 22:50:52.985910,0 days 00:00:56.509145,0.03958590433380532,256,2,2,64,0.18119272679529808,96,3,1,32,0.1759933008247879,32,1,4,112,0.1232582423992967,112,400.0,,2,2,0.0023174262607495175,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_199_best_state.pt,"{'learning_rate': 0.0023174262607495175, 'lr_reduce': 0.6}",TPESampler,COMPLETE
200,0.011900585144758224,2025-04-24 22:50:15.296586,2025-04-24 22:51:54.941719,0 days 00:01:39.645133,0.054626511308959,224,4,3,32,0.16256890469793073,128,4,2,32,0.17823495176309057,32,1,2,48,0.25541010776395545,48,,,1,2,0.0019814103571630074,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_200_best_state.pt,"{'learning_rate': 0.0019814103571630074, 'lr_reduce': 0.6}",TPESampler,COMPLETE
201,0.016116896644234657,2025-04-24 22:50:40.802350,2025-04-24 22:52:21.663509,0 days 00:01:40.861159,0.07169120938543015,208,3,2,48,0.21970104799949217,112,4,1,32,0.17966840579213805,96,1,4,48,0.0809412893157668,56,512.0,,2,2,0.0029999148692290306,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_201_best_state.pt,"{'learning_rate': 0.0029999148692290306, 'lr_reduce': 0.6}",TPESampler,COMPLETE
202,0.01703517884016037,2025-04-24 22:50:53.176282,2025-04-24 22:54:38.330386,0 days 00:03:45.154104,0.1162856312097512,256,1,4,64,0.22882131599878452,64,3,1,64,0.1592955469440175,48,2,4,128,0.16518827427044216,160,336.0,,2,2,0.000630850994111192,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_202_best_state.pt,"{'learning_rate': 0.000630850994111192, 'lr_reduce': 0.6}",TPESampler,COMPLETE
203,0.012789113447070122,2025-04-24 22:51:55.139454,2025-04-24 22:53:33.428158,0 days 00:01:38.288704,0.11369373994336501,224,2,3,48,0.19250296048870244,96,2,1,32,0.1953508025598725,32,1,4,128,0.13449311190751798,56,,,1,2,0.0027659042425187863,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_203_best_state.pt,"{'learning_rate': 0.0027659042425187863, 'lr_reduce': 0.6}",TPESampler,COMPLETE
204,0.013348826207220554,2025-04-24 22:52:21.800022,2025-04-24 22:54:26.877099,0 days 00:02:05.077077,0.07102290074078228,240,1,3,96,0.23188685676166787,112,4,2,32,0.20630700193198892,32,1,4,96,0.09221085342510717,64,392.0,,2,2,0.0012219013968340125,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_204_best_state.pt,"{'learning_rate': 0.0012219013968340125, 'lr_reduce': 0.6}",TPESampler,COMPLETE
205,0.02645626850426197,2025-04-24 22:53:33.807456,2025-04-24 22:55:05.264631,0 days 00:01:31.457175,0.01774373017754491,64,1,4,64,0.004851263932733354,208,3,2,64,0.14442879751932058,80,4,3,112,0.2910898965342517,400,392.0,,2,2,0.00822629413387293,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_205_best_state.pt,"{'learning_rate': 0.00822629413387293, 'lr_reduce': 0.6}",TPESampler,COMPLETE
206,0.013457664288580418,2025-04-24 22:54:27.020135,2025-04-24 22:56:15.365438,0 days 00:01:48.345303,0.0245850425882466,176,3,2,48,0.09129424153310652,112,4,2,48,0.17240860575554728,48,1,3,96,0.2871855805499984,56,416.0,,2,1,0.0005376149151128473,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_206_best_state.pt,"{'learning_rate': 0.0005376149151128473, 'lr_reduce': 0.6}",TPESampler,COMPLETE
207,0.013970517553389072,2025-04-24 22:54:38.479001,2025-04-24 22:56:16.627211,0 days 00:01:38.148210,0.06689618969197404,224,4,2,64,0.07716893670366134,176,3,3,32,0.14370133036738192,112,4,3,64,0.1629225270129214,48,440.0,,2,2,0.003013239521338584,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_207_best_state.pt,"{'learning_rate': 0.003013239521338584, 'lr_reduce': 0.6}",TPESampler,COMPLETE
208,0.00838102214038372,2025-04-24 22:55:05.457311,2025-04-24 22:56:20.263153,0 days 00:01:14.805842,0.01587525023617954,208,4,3,64,0.14969608425127018,128,4,1,32,0.22264142573037746,32,1,2,80,0.22413076646523739,216,448.0,264.0,3,2,0.003189396091862731,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_208_best_state.pt,"{'learning_rate': 0.003189396091862731, 'lr_reduce': 0.6}",TPESampler,COMPLETE
209,0.11103113740682602,2025-04-24 22:56:15.532888,2025-04-24 22:58:24.441347,0 days 00:02:08.908459,0.17804414970101307,128,4,4,48,0.16976514911468826,64,3,1,128,0.18734789022750634,128,2,4,32,0.26613661498897156,104,392.0,456.0,3,1,0.0004128324932709861,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_209_best_state.pt,"{'learning_rate': 0.0004128324932709861, 'lr_reduce': 0.6}",TPESampler,COMPLETE
210,0.015579917468130589,2025-04-24 22:56:16.820971,2025-04-24 22:58:23.961728,0 days 00:02:07.140757,0.17243854692419155,176,1,3,32,0.0014470782620211351,176,2,3,64,0.2536088918481359,96,4,4,96,0.17680645885394478,168,512.0,176.0,3,2,0.009608841014051982,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_210_best_state.pt,"{'learning_rate': 0.009608841014051982, 'lr_reduce': 0.6}",TPESampler,COMPLETE
211,0.013978655450046062,2025-04-24 22:56:20.557837,2025-04-24 22:58:54.750750,0 days 00:02:34.192913,0.07531610473335998,240,4,3,64,0.1245354918250317,160,4,2,48,0.1929047464258994,48,1,2,96,0.28378626110650873,272,424.0,280.0,3,2,0.0006879676446034885,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_211_best_state.pt,"{'learning_rate': 0.0006879676446034885, 'lr_reduce': 0.6}",TPESampler,COMPLETE
212,0.009583977051079273,2025-04-24 22:58:24.241563,2025-04-24 23:00:14.660529,0 days 00:01:50.418966,0.04263551776689396,208,4,4,48,0.15875709228121954,144,3,1,32,0.18023411118139943,48,1,2,64,0.18399016176907326,320,448.0,288.0,3,2,0.00480241177697385,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_212_best_state.pt,"{'learning_rate': 0.00480241177697385, 'lr_reduce': 0.6}",TPESampler,COMPLETE
213,0.018039513379335403,2025-04-24 22:58:24.617117,2025-04-24 22:59:29.733000,0 days 00:01:05.115883,0.012864928692896545,176,4,3,64,0.07466030615261283,80,3,1,64,0.24601277053637133,32,1,1,80,0.2557180079297934,112,456.0,280.0,3,2,0.0025788966476895164,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_213_best_state.pt,"{'learning_rate': 0.0025788966476895164, 'lr_reduce': 0.6}",TPESampler,COMPLETE
214,0.009610721841454506,2025-04-24 22:58:54.992849,2025-04-24 23:00:55.948711,0 days 00:02:00.955862,0.004669878936938189,256,2,1,48,0.18415170532365963,128,3,1,48,0.13419252253466651,32,1,3,128,0.04058491866790298,88,456.0,,2,2,0.003026424033215107,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_214_best_state.pt,"{'learning_rate': 0.003026424033215107, 'lr_reduce': 0.6}",TPESampler,COMPLETE
215,0.014947725459933281,2025-04-24 22:59:29.953718,2025-04-24 23:01:45.612135,0 days 00:02:15.658417,0.04936158394353722,128,2,4,32,0.022345501095536624,144,2,3,96,0.15130484632597885,80,4,4,96,0.2697952421988363,288,456.0,,2,1,0.007742541772425153,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_215_best_state.pt,"{'learning_rate': 0.007742541772425153, 'lr_reduce': 0.6}",TPESampler,COMPLETE
216,0.010984794236719608,2025-04-24 23:00:14.847334,2025-04-24 23:01:44.231409,0 days 00:01:29.384075,0.05966704399563988,144,4,4,32,0.16533766029308808,128,3,2,32,0.21143021310356686,64,1,2,80,0.1537424426175287,168,400.0,304.0,3,2,0.0010673633731088233,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_216_best_state.pt,"{'learning_rate': 0.0010673633731088233, 'lr_reduce': 0.6}",TPESampler,COMPLETE
217,0.010747428983449936,2025-04-24 23:00:56.256551,2025-04-24 23:01:56.194408,0 days 00:00:59.937857,0.02611785959764689,192,2,1,48,0.13802643553622274,80,3,1,48,0.0807439528350608,32,1,3,128,0.0042498533650952575,160,416.0,,2,2,0.0032143068122140487,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_217_best_state.pt,"{'learning_rate': 0.0032143068122140487, 'lr_reduce': 0.6}",TPESampler,COMPLETE
218,0.013467145152390003,2025-04-24 23:01:44.420871,2025-04-24 23:03:25.475550,0 days 00:01:41.054679,0.08668556336933565,256,4,4,32,0.11078628165034649,96,3,1,48,0.09397658500563656,32,2,1,96,0.19549106143335093,328,416.0,296.0,3,2,0.006253382622158788,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_218_best_state.pt,"{'learning_rate': 0.006253382622158788, 'lr_reduce': 0.6}",TPESampler,COMPLETE
219,0.014998739585280418,2025-04-24 23:01:45.832426,2025-04-24 23:03:23.603803,0 days 00:01:37.771377,0.049155812647591855,256,4,3,96,0.25506694101093486,80,4,1,48,0.1995684037595365,48,1,2,80,0.2491406673245194,360,424.0,256.0,3,2,0.0057825188112871516,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_219_best_state.pt,"{'learning_rate': 0.0057825188112871516, 'lr_reduce': 0.6}",TPESampler,COMPLETE
220,0.022435694932937622,2025-04-24 23:01:56.752904,2025-04-24 23:03:06.690297,0 days 00:01:09.937393,0.06751482018994276,224,2,1,32,0.1986981748677369,144,4,2,32,0.1316969554407817,48,1,3,128,0.07878558411334868,200,384.0,,2,2,0.0015729986455096877,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_220_best_state.pt,"{'learning_rate': 0.0015729986455096877, 'lr_reduce': 0.6}",TPESampler,COMPLETE
221,0.010008402168750763,2025-04-24 23:03:06.830697,2025-04-24 23:04:19.844856,0 days 00:01:13.014159,0.01971913836808824,240,2,2,48,0.09935652678200398,128,2,1,80,0.11063252046351879,32,2,2,96,0.036597105528610514,144,408.0,,2,2,0.0025187491720216086,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_221_best_state.pt,"{'learning_rate': 0.0025187491720216086, 'lr_reduce': 0.6}",TPESampler,COMPLETE
222,0.019479582086205482,2025-04-24 23:03:23.753822,2025-04-24 23:05:27.858255,0 days 00:02:04.104433,0.0439747155354166,144,3,4,96,0.18524456329501268,112,3,2,112,0.2417166028687655,128,4,2,48,0.2240970915187715,408,432.0,336.0,3,1,0.007111981787651249,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_222_best_state.pt,"{'learning_rate': 0.007111981787651249, 'lr_reduce': 0.6}",TPESampler,COMPLETE
223,0.010563833639025688,2025-04-24 23:03:25.722781,2025-04-24 23:05:29.457308,0 days 00:02:03.734527,0.05488623833742601,224,4,3,80,0.09024258828567705,160,4,1,48,0.295954240467429,48,2,1,112,0.1265912993519519,192,432.0,224.0,3,2,0.006742106868631941,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_223_best_state.pt,"{'learning_rate': 0.006742106868631941, 'lr_reduce': 0.6}",TPESampler,COMPLETE
224,0.016079893335700035,2025-04-24 23:04:37.713879,2025-04-24 23:05:34.035195,0 days 00:00:56.321316,0.056028819997251025,144,3,2,48,0.03204208292043047,144,2,1,48,0.15649902563679388,48,2,3,128,0.04580460388349388,112,344.0,,2,2,0.002707063376137701,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_224_best_state.pt,"{'learning_rate': 0.002707063376137701, 'lr_reduce': 0.6}",TPESampler,COMPLETE
225,0.009806412272155285,2025-04-24 23:05:28.007521,2025-04-24 23:07:30.707427,0 days 00:02:02.699906,0.006380680850140424,256,1,1,32,0.14859470609306946,128,3,1,64,0.13149688769859022,48,1,2,112,0.03542608053516891,48,408.0,,2,2,0.005231936562355336,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_225_best_state.pt,"{'learning_rate': 0.005231936562355336, 'lr_reduce': 0.6}",TPESampler,COMPLETE
226,0.014908078126609325,2025-04-24 23:05:29.619924,2025-04-24 23:07:30.556206,0 days 00:02:00.936282,0.11313664158604551,240,4,4,32,0.15572342176779155,176,3,1,48,0.16786724653467028,48,1,3,80,0.13183211791742694,264,392.0,216.0,3,2,0.004826619889790921,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_226_best_state.pt,"{'learning_rate': 0.004826619889790921, 'lr_reduce': 0.6}",TPESampler,COMPLETE
227,0.011886019259691238,2025-04-24 23:05:34.216690,2025-04-24 23:07:22.861731,0 days 00:01:48.645041,0.04022904817317686,192,1,1,80,0.1220628766572573,80,4,1,32,0.0269312975232021,32,2,3,112,0.020478829271071117,200,408.0,216.0,3,2,0.003705327680093199,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_227_best_state.pt,"{'learning_rate': 0.003705327680093199, 'lr_reduce': 0.6}",TPESampler,COMPLETE
228,0.010639166459441185,2025-04-24 23:07:23.118262,2025-04-24 23:09:14.216834,0 days 00:01:51.098572,0.07000207905320699,224,3,2,64,0.1478575270380289,144,3,1,64,0.13803410215102485,48,1,3,128,0.03698131275630593,120,424.0,,2,2,0.0047556183296411855,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_228_best_state.pt,"{'learning_rate': 0.0047556183296411855, 'lr_reduce': 0.6}",TPESampler,COMPLETE
229,0.011008366011083126,2025-04-24 23:07:30.789558,2025-04-24 23:09:04.500693,0 days 00:01:33.711135,0.039832471923439354,176,4,4,64,0.2281050965752669,192,3,1,32,0.14525359951778258,48,2,2,48,0.20443767361601692,400,376.0,232.0,3,2,0.003402443057650847,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_229_best_state.pt,"{'learning_rate': 0.003402443057650847, 'lr_reduce': 0.6}",TPESampler,COMPLETE
230,0.010252473875880241,2025-04-24 23:07:30.877450,2025-04-24 23:09:10.342822,0 days 00:01:39.465372,0.06667461626962291,160,3,3,96,0.12813269247895978,128,4,1,48,0.2950826415714693,80,2,1,112,0.13144041108370844,192,440.0,240.0,3,2,0.00395767948518829,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_230_best_state.pt,"{'learning_rate': 0.00395767948518829, 'lr_reduce': 0.6}",TPESampler,COMPLETE
231,0.014909714460372925,2025-04-24 23:09:04.747851,2025-04-24 23:10:25.612594,0 days 00:01:20.864743,0.12100975535510584,224,2,2,32,0.16179397136628632,144,2,1,80,0.058628108187031444,48,2,2,96,0.006390861376208583,144,440.0,,2,2,0.0008474053883600432,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_231_best_state.pt,"{'learning_rate': 0.0008474053883600432, 'lr_reduce': 0.6}",TPESampler,COMPLETE
232,0.014818917959928513,2025-04-24 23:09:10.549327,2025-04-24 23:10:00.490841,0 days 00:00:49.941514,0.02827104255782631,160,2,3,80,0.0954954907373923,160,4,1,32,0.2554905453570733,112,3,1,112,0.13976452093065994,56,352.0,,2,1,0.0019340874827107647,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_232_best_state.pt,"{'learning_rate': 0.0019340874827107647, 'lr_reduce': 0.6}",TPESampler,COMPLETE
233,0.011758904904127121,2025-04-24 23:09:14.407349,2025-04-24 23:11:35.875668,0 days 00:02:21.468319,0.04027169201048354,224,3,1,48,0.08730221651018015,160,3,2,64,0.09007930594250345,80,1,3,128,0.010464708677960847,72,416.0,,2,2,0.008726719153108738,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_233_best_state.pt,"{'learning_rate': 0.008726719153108738, 'lr_reduce': 0.6}",TPESampler,COMPLETE
234,0.010950560681521893,2025-04-24 23:10:00.707284,2025-04-24 23:11:35.629718,0 days 00:01:34.922434,0.03418527794200238,224,4,3,80,0.12743976148376587,144,4,1,48,0.29722071523382637,48,3,1,96,0.09772789607305848,208,416.0,,2,2,0.006524347252511314,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_234_best_state.pt,"{'learning_rate': 0.006524347252511314, 'lr_reduce': 0.6}",TPESampler,COMPLETE
235,0.0735573098063469,2025-04-24 23:10:25.763454,2025-04-24 23:14:10.276787,0 days 00:03:44.513333,0.07685212529067859,240,1,1,64,0.15870137225022896,112,3,1,64,0.24445900168239723,32,1,4,112,0.11876150076203734,32,432.0,248.0,3,1,0.007230927546500245,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_235_best_state.pt,"{'learning_rate': 0.007230927546500245, 'lr_reduce': 0.6}",TPESampler,COMPLETE
236,0.012317470274865627,2025-04-24 23:11:35.838916,2025-04-24 23:13:30.056490,0 days 00:01:54.217574,0.0012981645395354893,256,1,1,48,0.16973517219035514,176,2,1,64,0.16911727537551652,96,1,2,112,0.10859142957151846,64,440.0,,2,1,0.003143151451371243,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_236_best_state.pt,"{'learning_rate': 0.003143151451371243, 'lr_reduce': 0.6}",TPESampler,COMPLETE
237,0.013866464607417583,2025-04-24 23:11:36.006072,2025-04-24 23:13:47.382330,0 days 00:02:11.376258,0.032140765997074765,256,3,1,64,0.2428280790578775,144,3,2,64,0.09015149956024038,32,1,1,112,0.03705432916679389,120,376.0,,2,2,0.009677074132168463,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_237_best_state.pt,"{'learning_rate': 0.009677074132168463, 'lr_reduce': 0.6}",TPESampler,COMPLETE
238,0.009905428625643253,2025-04-24 23:13:30.265872,2025-04-24 23:14:41.620896,0 days 00:01:11.355024,0.03442814004473731,208,1,2,48,0.05826692223462079,112,3,1,80,0.16338457844856535,64,1,1,80,0.1194015503730842,144,448.0,,2,2,0.0030592879775438665,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_238_best_state.pt,"{'learning_rate': 0.0030592879775438665, 'lr_reduce': 0.6}",TPESampler,COMPLETE
239,0.15552489459514618,2025-04-24 23:13:47.566221,2025-04-24 23:14:27.691911,0 days 00:00:40.125690,0.09151342651138963,192,2,3,96,0.047674152829773817,112,4,1,48,0.2870755551357519,80,1,1,128,0.2436708752377469,168,456.0,192.0,3,2,0.0007750034644460426,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_239_best_state.pt,"{'learning_rate': 0.0007750034644460426, 'lr_reduce': 0.6}",TPESampler,COMPLETE
240,0.016869589686393738,2025-04-24 23:14:10.501867,2025-04-24 23:15:46.978352,0 days 00:01:36.476485,0.16120108149992618,240,3,1,80,0.008720301359580102,144,2,3,64,0.2188560592207445,128,1,4,96,0.2948444267628209,360,392.0,280.0,3,2,0.0011062555569199117,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_240_best_state.pt,"{'learning_rate': 0.0011062555569199117, 'lr_reduce': 0.6}",TPESampler,COMPLETE
241,0.014067010954022408,2025-04-24 23:14:27.890405,2025-04-24 23:15:36.306084,0 days 00:01:08.415679,0.01765738449853856,240,1,1,48,0.29022723422532404,128,2,1,64,0.1750939392445386,48,2,2,112,0.07915447940127349,168,448.0,,2,2,0.0008246423517505959,0.6,/work3/arnaou/checkpoints/groupgat_Vc_trial_241_best_state.pt,"{'learning_rate': 0.0008246423517505959, 'lr_reduce': 0.6}",TPESampler,COMPLETE
