number,value,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_splitter,system_attrs_auto:sampler,state
413,0.5082141134805584,2025-04-24 21:03:16.318492,2025-04-24 21:03:17.233983,0 days 00:00:00.915491,squared_error,34,log2,1,11,best,TPESampler,COMPLETE
414,0.4948844885027081,2025-04-24 21:03:16.518719,2025-04-24 21:03:17.526056,0 days 00:00:01.007337,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
415,0.5128537554029937,2025-04-24 21:03:16.803681,2025-04-24 21:03:17.666525,0 days 00:00:00.862844,squared_error,35,log2,1,11,best,TPESampler,COMPLETE
416,0.7975493713728398,2025-04-24 21:03:17.524414,2025-04-24 21:03:18.608134,0 days 00:00:01.083720,squared_error,35,log2,3,12,best,TPESampler,COMPLETE
417,0.48732093497631573,2025-04-24 21:03:17.736003,2025-04-24 21:03:18.574544,0 days 00:00:00.838541,friedman_mse,34,log2,1,10,best,TPESampler,COMPLETE
418,0.6121382486623906,2025-04-24 21:03:17.860765,2025-04-24 21:03:18.877738,0 days 00:00:01.016973,squared_error,35,sqrt,1,6,best,TPESampler,COMPLETE
419,0.5120876615801571,2025-04-24 21:03:18.776619,2025-04-24 21:03:19.647813,0 days 00:00:00.871194,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
420,0.6674904996783185,2025-04-24 21:03:18.826787,2025-04-24 21:03:19.710372,0 days 00:00:00.883585,friedman_mse,26,log2,1,16,best,TPESampler,COMPLETE
421,0.5120876615801571,2025-04-24 21:03:19.279110,2025-04-24 21:03:20.028985,0 days 00:00:00.749875,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
422,0.6616302052487377,2025-04-24 21:03:19.904976,2025-04-24 21:03:20.859159,0 days 00:00:00.954183,absolute_error,33,sqrt,2,12,best,TPESampler,COMPLETE
423,0.6765049187574741,2025-04-24 21:03:19.975460,2025-04-24 21:03:20.662666,0 days 00:00:00.687206,squared_error,29,log2,1,10,best,TPESampler,COMPLETE
424,0.9029572497460439,2025-04-24 21:03:20.246285,2025-04-24 21:03:20.980867,0 days 00:00:00.734582,squared_error,33,log2,1,12,random,TPESampler,COMPLETE
425,0.6765049187574741,2025-04-24 21:03:20.931070,2025-04-24 21:03:21.603384,0 days 00:00:00.672314,squared_error,29,log2,1,10,best,TPESampler,COMPLETE
426,0.922426147955362,2025-04-24 21:03:21.131125,2025-04-24 21:03:22.134578,0 days 00:00:01.003453,squared_error,35,log2,4,8,random,TPESampler,COMPLETE
427,0.7975493713728398,2025-04-24 21:03:21.237112,2025-04-24 21:03:22.133106,0 days 00:00:00.895994,squared_error,31,log2,3,10,best,TPESampler,COMPLETE
428,0.6747391651080636,2025-04-24 21:03:21.803020,2025-04-24 21:03:22.475554,0 days 00:00:00.672534,squared_error,29,log2,1,8,best,TPESampler,COMPLETE
429,0.4948844885027081,2025-04-24 21:03:22.375176,2025-04-24 21:03:23.135807,0 days 00:00:00.760631,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
430,0.7975493713728398,2025-04-24 21:03:22.428480,2025-04-24 21:03:23.424612,0 days 00:00:00.996132,squared_error,30,log2,3,8,best,TPESampler,COMPLETE
431,0.4948844885027081,2025-04-24 21:03:22.679274,2025-04-24 21:03:23.423205,0 days 00:00:00.743931,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
432,0.7975493713728398,2025-04-24 21:03:23.370387,2025-04-24 21:03:23.885032,0 days 00:00:00.514645,squared_error,35,log2,2,10,best,TPESampler,COMPLETE
433,0.8894105515009568,2025-04-24 21:03:23.635535,2025-04-24 21:03:24.379786,0 days 00:00:00.744251,friedman_mse,14,sqrt,9,10,best,TPESampler,COMPLETE
434,0.8876713258154219,2025-04-24 21:03:23.687712,2025-04-24 21:03:24.532002,0 days 00:00:00.844290,friedman_mse,30,sqrt,5,3,best,TPESampler,COMPLETE
435,0.9026941259161437,2025-04-24 21:03:24.080186,2025-04-24 21:03:25.042663,0 days 00:00:00.962477,squared_error,35,log2,1,7,random,TPESampler,COMPLETE
436,0.9993409537053991,2025-04-24 21:03:24.595130,2025-04-24 21:03:25.212609,0 days 00:00:00.617479,absolute_error,29,sqrt,7,2,random,TPESampler,COMPLETE
437,0.6963110896245144,2025-04-24 21:03:24.814457,2025-04-24 21:03:25.516631,0 days 00:00:00.702174,absolute_error,35,log2,1,8,best,TPESampler,COMPLETE
438,0.48051683833886516,2025-04-24 21:03:25.264051,2025-04-24 21:03:26.244823,0 days 00:00:00.980772,squared_error,35,log2,1,8,best,TPESampler,COMPLETE
439,0.48732093497631573,2025-04-24 21:03:25.465958,2025-04-24 21:03:26.270635,0 days 00:00:00.804677,squared_error,34,log2,1,10,best,TPESampler,COMPLETE
440,1.0171174076762823,2025-04-24 21:03:25.743126,2025-04-24 21:03:26.604848,0 days 00:00:00.861722,absolute_error,2,log2,3,19,best,TPESampler,COMPLETE
441,0.4438474442892985,2025-04-24 21:03:26.456882,2025-04-24 21:03:27.181267,0 days 00:00:00.724385,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
442,0.7975493713728398,2025-04-24 21:03:26.554692,2025-04-24 21:03:27.344074,0 days 00:00:00.789382,squared_error,35,log2,3,7,best,TPESampler,COMPLETE
443,0.5082141134805584,2025-04-24 21:03:27.041842,2025-04-24 21:03:27.825236,0 days 00:00:00.783394,squared_error,34,log2,1,11,best,TPESampler,COMPLETE
444,0.4948844885027081,2025-04-24 21:03:27.438053,2025-04-24 21:03:28.306050,0 days 00:00:00.867997,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
445,0.5120876615801571,2025-04-24 21:03:27.578909,2025-04-24 21:03:28.313970,0 days 00:00:00.735061,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
446,0.5120876615801571,2025-04-24 21:03:28.057932,2025-04-24 21:03:29.085223,0 days 00:00:01.027291,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
447,0.7975493713728398,2025-04-24 21:03:28.510875,2025-04-24 21:03:29.239722,0 days 00:00:00.728847,squared_error,28,log2,2,8,best,TPESampler,COMPLETE
448,0.894550859606008,2025-04-24 21:03:28.576100,2025-04-24 21:03:29.391952,0 days 00:00:00.815852,friedman_mse,3,sqrt,8,20,best,TPESampler,COMPLETE
449,0.7975493713728398,2025-04-24 21:03:29.301483,2025-04-24 21:03:29.997168,0 days 00:00:00.695685,squared_error,29,log2,3,11,best,TPESampler,COMPLETE
450,0.7975493713728398,2025-04-24 21:03:29.517390,2025-04-24 21:03:30.353816,0 days 00:00:00.836426,squared_error,34,log2,3,11,best,TPESampler,COMPLETE
451,0.4948844885027081,2025-04-24 21:03:29.607465,2025-04-24 21:03:30.578122,0 days 00:00:00.970657,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
452,0.9763278858485838,2025-04-24 21:03:30.381094,2025-04-24 21:03:31.113843,0 days 00:00:00.732749,absolute_error,3,sqrt,5,3,random,TPESampler,COMPLETE
453,0.5436620092712224,2025-04-24 21:03:30.576750,2025-04-24 21:03:31.455629,0 days 00:00:00.878879,friedman_mse,35,log2,1,5,best,TPESampler,COMPLETE
454,0.6914253690247881,2025-04-24 21:03:30.811346,2025-04-24 21:03:31.632364,0 days 00:00:00.821018,squared_error,29,log2,1,11,best,TPESampler,COMPLETE
455,0.7975493713728398,2025-04-24 21:03:31.383398,2025-04-24 21:03:32.047661,0 days 00:00:00.664263,squared_error,35,log2,3,8,best,TPESampler,COMPLETE
456,0.922426147955362,2025-04-24 21:03:31.694152,2025-04-24 21:03:32.702836,0 days 00:00:01.008684,friedman_mse,28,log2,3,10,random,TPESampler,COMPLETE
457,0.9494322793442198,2025-04-24 21:03:31.850025,2025-04-24 21:03:32.903398,0 days 00:00:01.053373,friedman_mse,2,log2,7,11,best,TPESampler,COMPLETE
458,0.6777763019194643,2025-04-24 21:03:32.627358,2025-04-24 21:03:33.271643,0 days 00:00:00.644285,squared_error,28,log2,1,7,best,TPESampler,COMPLETE
459,0.5120876615801571,2025-04-24 21:03:32.984696,2025-04-24 21:03:33.709783,0 days 00:00:00.725087,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
460,0.9347481389709953,2025-04-24 21:03:33.228553,2025-04-24 21:03:34.008547,0 days 00:00:00.779994,friedman_mse,23,sqrt,8,19,random,TPESampler,COMPLETE
461,0.6735913168527353,2025-04-24 21:03:33.534638,2025-04-24 21:03:34.316459,0 days 00:00:00.781821,squared_error,30,log2,1,10,best,TPESampler,COMPLETE
462,0.6756408221672622,2025-04-24 21:03:33.958641,2025-04-24 21:03:34.603153,0 days 00:00:00.644512,squared_error,30,log2,1,8,best,TPESampler,COMPLETE
463,0.4438474442892985,2025-04-24 21:03:34.208216,2025-04-24 21:03:35.016274,0 days 00:00:00.808058,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
464,0.7975493713728398,2025-04-24 21:03:34.550335,2025-04-24 21:03:35.299807,0 days 00:00:00.749472,squared_error,35,log2,3,12,best,TPESampler,COMPLETE
465,0.4438474442892985,2025-04-24 21:03:34.863988,2025-04-24 21:03:35.600164,0 days 00:00:00.736176,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
466,0.6760591328143977,2025-04-24 21:03:35.298377,2025-04-24 21:03:36.007175,0 days 00:00:00.708798,squared_error,28,log2,1,15,best,TPESampler,COMPLETE
467,0.894550859606008,2025-04-24 21:03:35.546226,2025-04-24 21:03:36.323032,0 days 00:00:00.776806,squared_error,16,sqrt,8,16,best,TPESampler,COMPLETE
468,0.9255759610404857,2025-04-24 21:03:35.835081,2025-04-24 21:03:36.578093,0 days 00:00:00.743012,squared_error,11,sqrt,4,17,random,TPESampler,COMPLETE
469,0.922426147955362,2025-04-24 21:03:36.273936,2025-04-24 21:03:36.992045,0 days 00:00:00.718109,friedman_mse,3,log2,5,8,random,TPESampler,COMPLETE
470,0.889614020123195,2025-04-24 21:03:36.569413,2025-04-24 21:03:37.289272,0 days 00:00:00.719859,squared_error,19,sqrt,4,20,best,TPESampler,COMPLETE
471,0.5082141134805584,2025-04-24 21:03:36.821227,2025-04-24 21:03:37.600489,0 days 00:00:00.779262,squared_error,34,log2,1,11,best,TPESampler,COMPLETE
472,0.9116704775858039,2025-04-24 21:03:37.282941,2025-04-24 21:03:38.109802,0 days 00:00:00.826861,squared_error,35,sqrt,2,7,random,TPESampler,COMPLETE
473,0.7975493713728398,2025-04-24 21:03:37.595098,2025-04-24 21:03:38.295795,0 days 00:00:00.700697,squared_error,35,log2,2,11,best,TPESampler,COMPLETE
474,0.922426147955362,2025-04-24 21:03:37.879060,2025-04-24 21:03:38.553530,0 days 00:00:00.674470,squared_error,9,log2,5,4,random,TPESampler,COMPLETE
475,0.5848454072682857,2025-04-24 21:03:38.407079,2025-04-24 21:03:39.071243,0 days 00:00:00.664164,squared_error,35,sqrt,1,11,best,TPESampler,COMPLETE
476,0.786987845634963,2025-04-24 21:03:38.512428,2025-04-24 21:03:39.435759,0 days 00:00:00.923331,absolute_error,35,log2,2,14,best,TPESampler,COMPLETE
477,0.6545164836672983,2025-04-24 21:03:38.771405,2025-04-24 21:03:39.548689,0 days 00:00:00.777284,squared_error,29,log2,1,9,best,TPESampler,COMPLETE
478,0.49441090632956214,2025-04-24 21:03:39.360553,2025-04-24 21:03:39.986453,0 days 00:00:00.625900,squared_error,33,log2,1,11,best,TPESampler,COMPLETE
479,0.5120876615801571,2025-04-24 21:03:39.708449,2025-04-24 21:03:40.683612,0 days 00:00:00.975163,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
480,0.4948844885027081,2025-04-24 21:03:39.810387,2025-04-24 21:03:40.753996,0 days 00:00:00.943609,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
481,0.4438474442892985,2025-04-24 21:03:40.176598,2025-04-24 21:03:41.062173,0 days 00:00:00.885575,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
482,0.4948844885027081,2025-04-24 21:03:40.936367,2025-04-24 21:03:41.716070,0 days 00:00:00.779703,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
483,0.5120876615801571,2025-04-24 21:03:41.006287,2025-04-24 21:03:42.033890,0 days 00:00:01.027603,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
484,0.46385297432679357,2025-04-24 21:03:41.260872,2025-04-24 21:03:42.070376,0 days 00:00:00.809504,squared_error,35,log2,1,15,best,TPESampler,COMPLETE
485,0.6588171400945795,2025-04-24 21:03:41.978043,2025-04-24 21:03:42.618305,0 days 00:00:00.640262,absolute_error,11,log2,1,5,best,TPESampler,COMPLETE
486,0.7975493713728398,2025-04-24 21:03:42.236035,2025-04-24 21:03:42.987341,0 days 00:00:00.751306,squared_error,28,log2,2,12,best,TPESampler,COMPLETE
487,0.9026941259161437,2025-04-24 21:03:42.281297,2025-04-24 21:03:43.180159,0 days 00:00:00.898862,friedman_mse,35,log2,1,7,random,TPESampler,COMPLETE
488,0.7975493713728398,2025-04-24 21:03:42.920094,2025-04-24 21:03:43.626303,0 days 00:00:00.706209,squared_error,35,log2,3,10,best,TPESampler,COMPLETE
489,0.5120876615801571,2025-04-24 21:03:43.239988,2025-04-24 21:03:43.914683,0 days 00:00:00.674695,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
490,0.9993409537053991,2025-04-24 21:03:43.454882,2025-04-24 21:03:44.445578,0 days 00:00:00.990696,absolute_error,23,sqrt,10,10,random,TPESampler,COMPLETE
491,0.4438474442892985,2025-04-24 21:03:43.917908,2025-04-24 21:03:44.722284,0 days 00:00:00.804376,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
492,0.7975493713728398,2025-04-24 21:03:44.187740,2025-04-24 21:03:44.912546,0 days 00:00:00.724806,squared_error,35,log2,3,10,best,TPESampler,COMPLETE
493,0.7975493713728398,2025-04-24 21:03:44.667598,2025-04-24 21:03:45.314999,0 days 00:00:00.647401,friedman_mse,35,log2,3,13,best,TPESampler,COMPLETE
494,0.6736005304390017,2025-04-24 21:03:45.004126,2025-04-24 21:03:45.809063,0 days 00:00:00.804937,squared_error,27,log2,1,11,best,TPESampler,COMPLETE
495,0.889614020123195,2025-04-24 21:03:45.198545,2025-04-24 21:03:46.014379,0 days 00:00:00.815834,squared_error,34,sqrt,4,20,best,TPESampler,COMPLETE
496,0.7975493713728398,2025-04-24 21:03:45.511240,2025-04-24 21:03:46.359388,0 days 00:00:00.848148,squared_error,35,log2,2,11,best,TPESampler,COMPLETE
497,0.6791488540444215,2025-04-24 21:03:46.113529,2025-04-24 21:03:46.871183,0 days 00:00:00.757654,friedman_mse,31,log2,1,11,best,TPESampler,COMPLETE
498,0.6954878841032991,2025-04-24 21:03:46.237074,2025-04-24 21:03:47.028122,0 days 00:00:00.791048,friedman_mse,24,log2,1,10,best,TPESampler,COMPLETE
499,0.6791488540444215,2025-04-24 21:03:46.582025,2025-04-24 21:03:47.602473,0 days 00:00:01.020448,squared_error,31,log2,1,11,best,TPESampler,COMPLETE
500,0.4948844885027081,2025-04-24 21:03:47.068825,2025-04-24 21:03:47.778645,0 days 00:00:00.709820,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
501,0.48732093497631573,2025-04-24 21:03:47.363420,2025-04-24 21:03:48.098722,0 days 00:00:00.735302,squared_error,34,log2,1,10,best,TPESampler,COMPLETE
502,0.9347481389709953,2025-04-24 21:03:47.829145,2025-04-24 21:03:48.571154,0 days 00:00:00.742009,squared_error,6,sqrt,8,20,random,TPESampler,COMPLETE
503,0.5120876615801571,2025-04-24 21:03:48.103686,2025-04-24 21:03:48.854655,0 days 00:00:00.750969,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
504,0.4438474442892985,2025-04-24 21:03:48.478014,2025-04-24 21:03:49.305961,0 days 00:00:00.827947,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
505,0.5082141134805584,2025-04-24 21:03:48.851694,2025-04-24 21:03:49.669198,0 days 00:00:00.817504,squared_error,34,log2,1,11,best,TPESampler,COMPLETE
506,0.5128537554029937,2025-04-24 21:03:49.164823,2025-04-24 21:03:49.992143,0 days 00:00:00.827320,squared_error,35,log2,1,11,best,TPESampler,COMPLETE
507,0.7975493713728398,2025-04-24 21:03:49.675563,2025-04-24 21:03:50.488686,0 days 00:00:00.813123,squared_error,30,log2,3,12,best,TPESampler,COMPLETE
508,0.7975493713728398,2025-04-24 21:03:49.927325,2025-04-24 21:03:50.703357,0 days 00:00:00.776032,squared_error,31,log2,3,14,best,TPESampler,COMPLETE
509,0.6545164836672983,2025-04-24 21:03:50.223896,2025-04-24 21:03:51.012823,0 days 00:00:00.788927,squared_error,29,log2,1,9,best,TPESampler,COMPLETE
510,0.9116704775858039,2025-04-24 21:03:50.738429,2025-04-24 21:03:51.574612,0 days 00:00:00.836183,friedman_mse,16,sqrt,2,7,random,TPESampler,COMPLETE
511,0.4438474442892985,2025-04-24 21:03:51.016341,2025-04-24 21:03:51.750380,0 days 00:00:00.734039,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
512,0.48732093497631573,2025-04-24 21:03:51.338717,2025-04-24 21:03:52.084971,0 days 00:00:00.746254,squared_error,34,log2,1,10,best,TPESampler,COMPLETE
513,0.7975493713728398,2025-04-24 21:03:51.817370,2025-04-24 21:03:52.598125,0 days 00:00:00.780755,squared_error,35,log2,3,10,best,TPESampler,COMPLETE
514,0.6702958143159663,2025-04-24 21:03:52.032143,2025-04-24 21:03:52.760789,0 days 00:00:00.728646,squared_error,29,log2,1,13,best,TPESampler,COMPLETE
515,0.6735913168527353,2025-04-24 21:03:52.310625,2025-04-24 21:03:53.021362,0 days 00:00:00.710737,squared_error,30,log2,1,10,best,TPESampler,COMPLETE
516,0.5120876615801571,2025-04-24 21:03:52.877179,2025-04-24 21:03:53.889753,0 days 00:00:01.012574,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
517,0.5128537554029937,2025-04-24 21:03:52.977653,2025-04-24 21:03:53.677733,0 days 00:00:00.700080,squared_error,35,log2,1,11,best,TPESampler,COMPLETE
518,0.48444975754384645,2025-04-24 21:03:53.237598,2025-04-24 21:03:54.005753,0 days 00:00:00.768155,squared_error,35,log2,1,14,best,TPESampler,COMPLETE
519,0.7975493713728398,2025-04-24 21:03:53.959649,2025-04-24 21:03:54.797397,0 days 00:00:00.837748,squared_error,35,log2,3,12,best,TPESampler,COMPLETE
520,0.6831095431530921,2025-04-24 21:03:54.141321,2025-04-24 21:03:54.960165,0 days 00:00:00.818844,squared_error,28,log2,1,11,best,TPESampler,COMPLETE
521,0.4948844885027081,2025-04-24 21:03:54.235219,2025-04-24 21:03:55.159584,0 days 00:00:00.924365,squared_error,35,log2,1,9,best,TPESampler,COMPLETE
522,0.7975493713728398,2025-04-24 21:03:55.024527,2025-04-24 21:03:55.609860,0 days 00:00:00.585333,squared_error,35,log2,3,9,best,TPESampler,COMPLETE
523,0.9494322793442198,2025-04-24 21:03:55.217946,2025-04-24 21:03:56.069853,0 days 00:00:00.851907,friedman_mse,20,log2,6,8,best,TPESampler,COMPLETE
524,0.49233224785953744,2025-04-24 21:03:55.418422,2025-04-24 21:03:56.205674,0 days 00:00:00.787252,squared_error,33,log2,1,10,best,TPESampler,COMPLETE
525,0.4438474442892985,2025-04-24 21:03:55.871815,2025-04-24 21:03:56.544203,0 days 00:00:00.672388,friedman_mse,35,log2,1,10,best,TPESampler,COMPLETE
526,0.7975493713728398,2025-04-24 21:03:56.273059,2025-04-24 21:03:57.074390,0 days 00:00:00.801331,friedman_mse,29,log2,2,9,best,TPESampler,COMPLETE
527,0.9347481389709953,2025-04-24 21:03:56.477064,2025-04-24 21:03:57.310075,0 days 00:00:00.833011,friedman_mse,33,sqrt,6,2,random,TPESampler,COMPLETE
528,0.5128537554029937,2025-04-24 21:03:56.812468,2025-04-24 21:03:57.681658,0 days 00:00:00.869190,squared_error,35,log2,1,11,best,TPESampler,COMPLETE
529,0.4948844885027081,2025-04-24 21:03:57.318866,2025-04-24 21:03:58.163662,0 days 00:00:00.844796,friedman_mse,35,log2,1,9,best,TPESampler,COMPLETE
530,0.7975493713728398,2025-04-24 21:03:57.554862,2025-04-24 21:03:58.443537,0 days 00:00:00.888675,friedman_mse,31,log2,2,10,best,TPESampler,COMPLETE
531,0.6551051602716762,2025-04-24 21:03:57.937527,2025-04-24 21:03:58.766138,0 days 00:00:00.828611,absolute_error,34,log2,1,9,best,TPESampler,COMPLETE
532,0.4932455198969466,2025-04-24 21:03:58.378318,2025-04-24 21:03:59.127638,0 days 00:00:00.749320,friedman_mse,33,log2,1,12,best,TPESampler,COMPLETE
533,0.7975493713728398,2025-04-24 21:03:58.674564,2025-04-24 21:03:59.328278,0 days 00:00:00.653714,friedman_mse,32,log2,2,11,best,TPESampler,COMPLETE
534,0.5128537554029937,2025-04-24 21:03:59.063087,2025-04-24 21:03:59.729997,0 days 00:00:00.666910,squared_error,35,log2,1,11,best,TPESampler,COMPLETE
535,0.5214805538018283,2025-04-24 21:03:59.440597,2025-04-24 21:04:00.159110,0 days 00:00:00.718513,friedman_mse,34,log2,1,9,best,TPESampler,COMPLETE
536,0.4438474442892985,2025-04-24 21:03:59.606854,2025-04-24 21:04:00.466561,0 days 00:00:00.859707,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
537,0.6831095431530921,2025-04-24 21:03:59.970781,2025-04-24 21:04:00.761656,0 days 00:00:00.790875,squared_error,28,log2,1,11,best,TPESampler,COMPLETE
538,0.7975493713728398,2025-04-24 21:04:00.521286,2025-04-24 21:04:01.180064,0 days 00:00:00.658778,squared_error,31,log2,3,12,best,TPESampler,COMPLETE
539,0.5120876615801571,2025-04-24 21:04:00.765990,2025-04-24 21:04:01.507626,0 days 00:00:00.741636,squared_error,35,log2,1,12,best,TPESampler,COMPLETE
540,0.7975493713728398,2025-04-24 21:04:01.130183,2025-04-24 21:04:01.788391,0 days 00:00:00.658208,squared_error,35,log2,2,11,best,TPESampler,COMPLETE
541,0.48444975754384645,2025-04-24 21:04:01.421102,2025-04-24 21:04:02.215073,0 days 00:00:00.793971,friedman_mse,35,log2,1,14,best,TPESampler,COMPLETE
542,0.7975493713728398,2025-04-24 21:04:01.742441,2025-04-24 21:04:02.474432,0 days 00:00:00.731991,squared_error,35,log2,2,10,best,TPESampler,COMPLETE
543,0.6914253690247881,2025-04-24 21:04:02.008476,2025-04-24 21:04:02.788050,0 days 00:00:00.779574,squared_error,29,log2,1,11,best,TPESampler,COMPLETE
544,0.7975493713728398,2025-04-24 21:04:02.508093,2025-04-24 21:04:03.349435,0 days 00:00:00.841342,squared_error,35,log2,2,10,best,TPESampler,COMPLETE
545,0.5227766084485398,2025-04-24 21:04:02.786653,2025-04-24 21:04:03.681913,0 days 00:00:00.895260,squared_error,27,sqrt,1,11,best,TPESampler,COMPLETE
546,0.6536227573836495,2025-04-24 21:04:03.189205,2025-04-24 21:04:03.995325,0 days 00:00:00.806120,absolute_error,31,log2,1,12,best,TPESampler,COMPLETE
547,0.9347481389709953,2025-04-24 21:04:03.627933,2025-04-24 21:04:04.470479,0 days 00:00:00.842546,friedman_mse,27,sqrt,9,5,random,TPESampler,COMPLETE
548,0.4438474442892985,2025-04-24 21:04:03.945550,2025-04-24 21:04:04.633198,0 days 00:00:00.687648,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
549,0.7975493713728398,2025-04-24 21:04:04.228403,2025-04-24 21:04:04.910841,0 days 00:00:00.682438,squared_error,30,log2,3,10,best,TPESampler,COMPLETE
550,0.7975493713728398,2025-04-24 21:04:04.689612,2025-04-24 21:04:05.447179,0 days 00:00:00.757567,squared_error,35,log2,2,11,best,TPESampler,COMPLETE
551,0.922426147955362,2025-04-24 21:04:04.867674,2025-04-24 21:04:05.766166,0 days 00:00:00.898492,squared_error,34,log2,2,11,random,TPESampler,COMPLETE
552,0.6914253690247881,2025-04-24 21:04:05.324929,2025-04-24 21:04:06.083039,0 days 00:00:00.758110,squared_error,29,log2,1,11,best,TPESampler,COMPLETE
553,0.7975493713728398,2025-04-24 21:04:05.764542,2025-04-24 21:04:06.566502,0 days 00:00:00.801960,squared_error,35,log2,2,14,best,TPESampler,COMPLETE
554,0.5848454072682857,2025-04-24 21:04:06.039884,2025-04-24 21:04:06.767410,0 days 00:00:00.727526,squared_error,35,sqrt,1,11,best,TPESampler,COMPLETE
555,0.671564007425267,2025-04-24 21:04:06.283874,2025-04-24 21:04:07.155404,0 days 00:00:00.871530,squared_error,30,log2,1,13,best,TPESampler,COMPLETE
556,0.7975493713728398,2025-04-24 21:04:06.850178,2025-04-24 21:04:07.829580,0 days 00:00:00.979402,friedman_mse,35,log2,2,8,best,TPESampler,COMPLETE
557,0.894550859606008,2025-04-24 21:04:07.153374,2025-04-24 21:04:08.202976,0 days 00:00:01.049602,squared_error,27,sqrt,7,2,best,TPESampler,COMPLETE
558,0.5128537554029937,2025-04-24 21:04:07.469155,2025-04-24 21:04:08.416962,0 days 00:00:00.947807,squared_error,35,log2,1,11,best,TPESampler,COMPLETE
559,0.5128537554029937,2025-04-24 21:04:08.145951,2025-04-24 21:04:08.870567,0 days 00:00:00.724616,squared_error,35,log2,1,11,best,TPESampler,COMPLETE
560,0.9347481389709953,2025-04-24 21:04:08.447494,2025-04-24 21:04:09.192341,0 days 00:00:00.744847,friedman_mse,4,sqrt,10,18,random,TPESampler,COMPLETE
561,0.48732093497631573,2025-04-24 21:04:08.767215,2025-04-24 21:04:09.497156,0 days 00:00:00.729941,squared_error,34,log2,1,10,best,TPESampler,COMPLETE
562,0.6735913168527353,2025-04-24 21:04:09.142800,2025-04-24 21:04:09.932651,0 days 00:00:00.789851,squared_error,30,log2,1,10,best,TPESampler,COMPLETE
563,0.5128537554029937,2025-04-24 21:04:09.443606,2025-04-24 21:04:10.075358,0 days 00:00:00.631752,squared_error,35,log2,1,11,best,TPESampler,COMPLETE
564,0.6737764944140061,2025-04-24 21:04:09.693172,2025-04-24 21:04:10.526599,0 days 00:00:00.833427,squared_error,31,log2,1,10,best,TPESampler,COMPLETE
565,0.7975493713728398,2025-04-24 21:04:10.143009,2025-04-24 21:04:10.906981,0 days 00:00:00.763972,friedman_mse,35,log2,2,11,best,TPESampler,COMPLETE
566,1.0169646864906652,2025-04-24 21:04:10.333687,2025-04-24 21:04:11.135753,0 days 00:00:00.802066,absolute_error,23,sqrt,7,20,best,TPESampler,COMPLETE
567,0.4438474442892985,2025-04-24 21:04:10.824789,2025-04-24 21:04:11.682391,0 days 00:00:00.857602,squared_error,35,log2,1,10,best,TPESampler,COMPLETE
568,0.9866581246040133,2025-04-24 21:04:11.183825,2025-04-24 21:04:12.006696,0 days 00:00:00.822871,absolute_error,19,log2,1,6,random,TPESampler,COMPLETE
569,0.899047508785746,2025-04-24 21:04:11.452297,2025-04-24 21:04:12.213918,0 days 00:00:00.761621,squared_error,30,log2,1,14,random,TPESampler,COMPLETE
570,0.7975493713728398,2025-04-24 21:04:11.930395,2025-04-24 21:04:12.769606,0 days 00:00:00.839211,squared_error,35,log2,2,10,best,TPESampler,COMPLETE
571,0.9494322793442198,2025-04-24 21:04:12.292270,2025-04-24 21:04:13.043942,0 days 00:00:00.751672,friedman_mse,19,log2,10,18,best,TPESampler,COMPLETE
572,0.9026540215012453,2025-04-24 21:04:12.424866,2025-04-24 21:04:13.517497,0 days 00:00:01.092631,squared_error,33,log2,1,10,random,TPESampler,COMPLETE
573,0.7975493713728398,2025-04-24 21:04:13.045374,2025-04-24 21:04:13.684970,0 days 00:00:00.639596,squared_error,28,log2,3,11,best,TPESampler,COMPLETE
574,0.7975493713728398,2025-04-24 21:04:13.310531,2025-04-24 21:04:14.001500,0 days 00:00:00.690969,squared_error,35,log2,2,12,best,TPESampler,COMPLETE
