number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,params_kernel,system_attrs_auto:sampler,state
42,0.3006786115311979,2025-04-24 20:59:16.547258,2025-04-24 20:59:16.977910,0 days 00:00:00.430652,66.15966075842655,0.07708055595221842,0.054827915831913904,rbf,TPESampler,COMPLETE
43,0.30183653716475484,2025-04-24 20:59:16.910529,2025-04-24 20:59:17.448926,0 days 00:00:00.538397,56.52439695276593,0.01968774127132879,0.014968522176328774,rbf,TPESampler,COMPLETE
44,0.388952367725827,2025-04-24 20:59:17.139678,2025-04-24 20:59:17.653745,0 days 00:00:00.514067,0.3660647201212295,0.0031025846562111313,0.00012845227132635248,linear,TPESampler,COMPLETE
45,0.9922858233183274,2025-04-24 20:59:17.609912,2025-04-24 20:59:18.090873,0 days 00:00:00.480961,0.0030107938656284377,0.22137926057663743,0.0003017155462828727,rbf,TPESampler,COMPLETE
46,99.41603166514109,2025-04-24 20:59:17.833917,2025-04-24 20:59:18.321128,0 days 00:00:00.487211,11.418564469541863,0.014761271355231436,0.7979734708359627,sigmoid,TPESampler,COMPLETE
47,0.9997583560353345,2025-04-24 20:59:18.268649,2025-04-24 20:59:18.653781,0 days 00:00:00.385132,0.004901397536982132,0.004505065447522778,0.00010421385266025173,rbf,TPESampler,COMPLETE
48,0.3105691092441873,2025-04-24 20:59:18.518066,2025-04-24 20:59:18.981404,0 days 00:00:00.463338,91.7598316180441,0.013372459308017243,0.09104737566046428,rbf,TPESampler,COMPLETE
49,0.7026038506520865,2025-04-24 20:59:18.795903,2025-04-24 20:59:19.380388,0 days 00:00:00.584485,0.0011099173837203235,0.006257995833969504,0.0016985565454864804,linear,TPESampler,COMPLETE
50,0.29544302389000315,2025-04-24 20:59:19.202185,2025-04-24 20:59:19.868577,0 days 00:00:00.666392,5.5167166252060404,0.020345580922215802,0.13595044747279092,rbf,TPESampler,COMPLETE
51,0.9685081096981105,2025-04-24 20:59:19.549191,2025-04-24 20:59:20.087251,0 days 00:00:00.538060,0.009514338265815958,0.06299137679295083,0.004795446449639571,sigmoid,TPESampler,COMPLETE
52,0.34614159138622325,2025-04-24 20:59:20.041421,2025-04-24 20:59:20.450528,0 days 00:00:00.409107,3.227900374190679,0.026004015045530657,0.0682576818705775,rbf,TPESampler,COMPLETE
53,0.34319321888879367,2025-04-24 20:59:20.275800,2025-04-24 20:59:20.683452,0 days 00:00:00.407652,7.276426497791737,0.0178253260934607,0.2939048742450316,rbf,TPESampler,COMPLETE
54,165.7921471278105,2025-04-24 20:59:20.603652,2025-04-24 20:59:21.056893,0 days 00:00:00.453241,83.89632654293257,0.040015441028547455,0.01241296796237474,sigmoid,TPESampler,COMPLETE
55,0.31641756083337474,2025-04-24 20:59:20.880773,2025-04-24 20:59:21.297353,0 days 00:00:00.416580,9.213769508358434,0.013948846350715118,0.05071574935911528,rbf,TPESampler,COMPLETE
