number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,params_kernel,system_attrs_auto:sampler,state
123,0.26546215191761524,2025-04-24 21:34:44.365090,2025-04-24 21:34:44.956058,0 days 00:00:00.590968,4.4433168267805065,0.016760128396728958,0.09541140449184955,rbf,TPESampler,COMPLETE
124,0.26632811924008115,2025-04-24 21:34:45.126077,2025-04-24 21:34:45.675956,0 days 00:00:00.549879,4.3197703508957925,0.02738526487164759,0.06737308013263467,rbf,TPESampler,COMPLETE
125,0.3026904203003514,2025-04-24 21:34:45.840909,2025-04-24 21:34:46.388724,0 days 00:00:00.547815,7.367891682098918,0.04532690033097516,0.2073086021852756,rbf,TPESampler,COMPLETE
126,0.2696160067728734,2025-04-24 21:34:46.546250,2025-04-24 21:34:47.060501,0 days 00:00:00.514251,2.7770704151913894,0.04766672222310903,0.10475228933497532,rbf,TPESampler,COMPLETE
127,29.59243554060978,2025-04-24 21:34:47.233248,2025-04-24 21:34:47.764061,0 days 00:00:00.530813,1.3248310074117027,0.013058329355671094,0.28475884414636893,sigmoid,TPESampler,COMPLETE
128,0.26950981755970466,2025-04-24 21:34:47.929620,2025-04-24 21:34:48.522873,0 days 00:00:00.593253,7.932032373589087,0.025254900951989165,0.04708498905744044,rbf,TPESampler,COMPLETE
129,0.2645190803136499,2025-04-24 21:34:48.679588,2025-04-24 21:34:49.237398,0 days 00:00:00.557810,5.694042140048999,0.03044626438969234,0.07588185843081734,rbf,TPESampler,COMPLETE
130,0.27545923138121764,2025-04-24 21:34:49.396223,2025-04-24 21:34:49.926860,0 days 00:00:00.530637,18.88391918053195,0.07949470865211362,0.09590221995162469,rbf,TPESampler,COMPLETE
131,0.28835779513903365,2025-04-24 21:34:50.078443,2025-04-24 21:34:50.602146,0 days 00:00:00.523703,1.6081672009313737,0.01900719541686614,0.07358480682211023,rbf,TPESampler,COMPLETE
132,0.7772021415366521,2025-04-24 21:34:50.758275,2025-04-24 21:34:54.120009,0 days 00:00:03.361734,25.698779298991298,0.9026019862439624,0.013380056419255841,poly,TPESampler,COMPLETE
133,0.26879656018492776,2025-04-24 21:34:54.286257,2025-04-24 21:34:54.851891,0 days 00:00:00.565634,10.676753349761196,0.02537945036194311,0.09470810623108952,rbf,TPESampler,COMPLETE
134,0.2739052254235615,2025-04-24 21:34:55.019670,2025-04-24 21:34:55.570841,0 days 00:00:00.551171,8.682103383537445,0.04325011639789905,0.12164315442161858,rbf,TPESampler,COMPLETE
135,0.7129347011195574,2025-04-24 21:34:55.735676,2025-04-24 21:34:56.273369,0 days 00:00:00.537693,11.697965133204546,0.9750203211307303,0.24380627683368433,linear,TPESampler,COMPLETE
136,0.9465557412195812,2025-04-24 21:34:56.425950,2025-04-24 21:34:57.168975,0 days 00:00:00.743025,0.001547427927867103,0.06128844158773305,0.3327969003310157,sigmoid,TPESampler,COMPLETE
