number,value,datetime_start,datetime_complete,duration,params_depth,params_edge_hidden_dim,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_node_hidden_dim,params_rep_dropout,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
480,0.07971592992544174,2025-04-26 03:31:40.336725,2025-04-26 03:32:17.927732,0 days 00:00:37.591007,1,90,260,463.0,,,2,38,0.025947798701782914,0.00448665861488094,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_480_best_state.pt,"{'learning_rate': 0.00448665861488094, 'lr_reduce': 0.6}",TPESampler,COMPLETE
481,0.650924563407898,2025-04-26 03:31:42.544340,2025-04-26 03:31:52.012128,0 days 00:00:09.467788,4,58,192,326.0,,,2,58,0.002606457377177703,0.0018384613109467208,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_481_best_state.pt,"{'learning_rate': 0.0018384613109467208, 'lr_reduce': 0.6}",TPESampler,COMPLETE
482,0.09437981992959976,2025-04-26 03:31:45.602757,2025-04-26 03:32:06.709274,0 days 00:00:21.106517,2,78,282,404.0,,,2,68,0.1980139635186478,0.0024446189293493184,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_482_best_state.pt,"{'learning_rate': 0.0024446189293493184, 'lr_reduce': 0.6}",TPESampler,COMPLETE
483,0.09103385359048843,2025-04-26 03:31:52.188864,2025-04-26 03:32:27.268326,0 days 00:00:35.079462,1,96,173,,,,1,43,0.0899456599440095,0.0017718769400461552,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_483_best_state.pt,"{'learning_rate': 0.0017718769400461552, 'lr_reduce': 0.6}",TPESampler,COMPLETE
484,0.7980955243110657,2025-04-26 03:32:06.917956,2025-04-26 03:32:12.190061,0 days 00:00:05.272105,3,32,296,363.0,424.0,,3,60,0.034543298280310344,0.0067544891252022616,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_484_best_state.pt,"{'learning_rate': 0.0067544891252022616, 'lr_reduce': 0.6}",TPESampler,COMPLETE
485,0.47672227025032043,2025-04-26 03:32:12.368307,2025-04-26 03:32:27.322479,0 days 00:00:14.954172,4,56,142,213.0,,,2,69,0.016066382760581078,0.00044721729233543095,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_485_best_state.pt,"{'learning_rate': 0.00044721729233543095, 'lr_reduce': 0.6}",TPESampler,COMPLETE
486,0.08732442557811737,2025-04-26 03:32:18.104663,2025-04-26 03:33:01.985433,0 days 00:00:43.880770,3,32,90,,,,1,44,0.0725504761987274,0.0007880525178462282,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_486_best_state.pt,"{'learning_rate': 0.0007880525178462282, 'lr_reduce': 0.6}",TPESampler,COMPLETE
487,0.15501609444618225,2025-04-26 03:32:27.417428,2025-04-26 03:33:05.520412,0 days 00:00:38.102984,3,88,461,,,,1,108,0.19357855888744357,0.0055065147741851575,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_487_best_state.pt,"{'learning_rate': 0.0055065147741851575, 'lr_reduce': 0.6}",TPESampler,COMPLETE
488,0.2883053421974182,2025-04-26 03:32:27.463879,2025-04-26 03:32:38.620279,0 days 00:00:11.156400,1,89,502,,,,1,74,0.08776160136746107,0.009460673615806992,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_488_best_state.pt,"{'learning_rate': 0.009460673615806992, 'lr_reduce': 0.6}",TPESampler,COMPLETE
489,0.09980408102273941,2025-04-26 03:32:38.813555,2025-04-26 03:33:18.367041,0 days 00:00:39.553486,2,33,68,452.0,,,2,62,0.00977301085509557,0.0005890185191321384,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_489_best_state.pt,"{'learning_rate': 0.0005890185191321384, 'lr_reduce': 0.6}",TPESampler,COMPLETE
490,0.08551166206598282,2025-04-26 03:33:02.180671,2025-04-26 03:33:30.295472,0 days 00:00:28.114801,1,52,390,,,,1,78,0.21367122455945875,0.003094760634383408,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_490_best_state.pt,"{'learning_rate': 0.003094760634383408, 'lr_reduce': 0.6}",TPESampler,COMPLETE
491,0.5389576554298401,2025-04-26 03:33:05.697854,2025-04-26 03:33:14.274621,0 days 00:00:08.576767,4,36,332,,,,1,78,0.00660463674739807,0.0007828800506435198,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_491_best_state.pt,"{'learning_rate': 0.0007828800506435198, 'lr_reduce': 0.6}",TPESampler,COMPLETE
492,0.1523948758840561,2025-04-26 03:33:14.458555,2025-04-26 03:33:27.780651,0 days 00:00:13.322096,1,74,217,302.0,271.0,,3,50,0.03730675941760525,0.003184047199345268,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_492_best_state.pt,"{'learning_rate': 0.003184047199345268, 'lr_reduce': 0.6}",TPESampler,COMPLETE
493,0.15694451332092285,2025-04-26 03:33:18.551904,2025-04-26 03:33:36.876727,0 days 00:00:18.324823,1,68,296,404.0,,,2,50,0.05516363731730613,0.00243645983574016,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_493_best_state.pt,"{'learning_rate': 0.00243645983574016, 'lr_reduce': 0.6}",TPESampler,COMPLETE
494,0.06336427479982376,2025-04-26 03:33:27.961960,2025-04-26 03:34:07.908356,0 days 00:00:39.946396,2,42,301,,,,1,38,0.0021311594772502624,0.0008966038061821043,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_494_best_state.pt,"{'learning_rate': 0.0008966038061821043, 'lr_reduce': 0.6}",TPESampler,COMPLETE
495,0.06840843707323074,2025-04-26 03:33:30.482599,2025-04-26 03:34:13.355139,0 days 00:00:42.872540,2,32,367,352.0,,,2,72,0.0014059443771516035,0.00316199681297337,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_495_best_state.pt,"{'learning_rate': 0.00316199681297337, 'lr_reduce': 0.6}",TPESampler,COMPLETE
496,0.14725908637046814,2025-04-26 03:33:37.051308,2025-04-26 03:33:56.926814,0 days 00:00:19.875506,3,45,391,,,,1,128,0.19696721248529453,0.0002901634766677075,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_496_best_state.pt,"{'learning_rate': 0.0002901634766677075, 'lr_reduce': 0.6}",TPESampler,COMPLETE
497,0.11510294675827026,2025-04-26 03:33:57.122751,2025-04-26 03:34:17.940725,0 days 00:00:20.817974,1,66,488,,,,1,47,0.07428937570417339,0.008706125973241179,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_497_best_state.pt,"{'learning_rate': 0.008706125973241179, 'lr_reduce': 0.6}",TPESampler,COMPLETE
498,0.09680704027414322,2025-04-26 03:34:08.077165,2025-04-26 03:34:42.622581,0 days 00:00:34.545416,2,41,255,,,,1,43,0.01563393775237267,0.001892677201439231,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_498_best_state.pt,"{'learning_rate': 0.001892677201439231, 'lr_reduce': 0.6}",TPESampler,COMPLETE
499,0.1125108003616333,2025-04-26 03:34:13.550661,2025-04-26 03:34:43.138484,0 days 00:00:29.587823,1,51,444,317.0,457.0,272.0,4,49,0.08427958010676778,0.0017381686703656974,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_499_best_state.pt,"{'learning_rate': 0.0017381686703656974, 'lr_reduce': 0.6}",TPESampler,COMPLETE
500,0.4536152780056,2025-04-26 03:34:18.126079,2025-04-26 03:34:27.416804,0 days 00:00:09.290725,3,32,324,,,,1,64,0.007681979426016146,0.0006634134661993736,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_500_best_state.pt,"{'learning_rate': 0.0006634134661993736, 'lr_reduce': 0.6}",TPESampler,COMPLETE
501,0.09482191503047943,2025-04-26 03:34:27.609906,2025-04-26 03:35:07.672436,0 days 00:00:40.062530,2,61,496,376.0,512.0,488.0,4,72,1.51304959896785e-05,0.0011525505592340484,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_501_best_state.pt,"{'learning_rate': 0.0011525505592340484, 'lr_reduce': 0.6}",TPESampler,COMPLETE
502,0.09888876974582672,2025-04-26 03:34:42.814151,2025-04-26 03:35:22.933589,0 days 00:00:40.119438,1,118,155,290.0,409.0,,3,42,0.12729735767412145,0.000501575953692954,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_502_best_state.pt,"{'learning_rate': 0.000501575953692954, 'lr_reduce': 0.6}",TPESampler,COMPLETE
503,0.07559315115213394,2025-04-26 03:34:43.290029,2025-04-26 03:35:23.212772,0 days 00:00:39.922743,1,83,504,383.0,,,2,79,0.07531228048747474,0.0011645592549080345,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_503_best_state.pt,"{'learning_rate': 0.0011645592549080345, 'lr_reduce': 0.6}",TPESampler,COMPLETE
504,0.0642051100730896,2025-04-26 03:35:07.856605,2025-04-26 03:35:47.828866,0 days 00:00:39.972261,2,38,338,,,,1,50,0.015857602308712644,0.0004769993668867706,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_504_best_state.pt,"{'learning_rate': 0.0004769993668867706, 'lr_reduce': 0.6}",TPESampler,COMPLETE
505,0.06558926403522491,2025-04-26 03:35:23.141609,2025-04-26 03:36:04.491528,0 days 00:00:41.349919,3,33,475,182.0,461.0,,3,75,0.0032072531608522874,0.0020805574714687705,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_505_best_state.pt,"{'learning_rate': 0.0020805574714687705, 'lr_reduce': 0.6}",TPESampler,COMPLETE
506,0.0805598571896553,2025-04-26 03:35:23.624308,2025-04-26 03:36:12.377141,0 days 00:00:48.752833,4,38,495,342.0,360.0,,3,86,0.015358946472846418,0.00094767216935857,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_506_best_state.pt,"{'learning_rate': 0.00094767216935857, 'lr_reduce': 0.6}",TPESampler,COMPLETE
507,0.0811329185962677,2025-04-26 03:35:48.015353,2025-04-26 03:36:23.134812,0 days 00:00:35.119459,1,89,246,397.0,458.0,,3,41,0.014329184356776253,0.001238515219680124,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_507_best_state.pt,"{'learning_rate': 0.001238515219680124, 'lr_reduce': 0.6}",TPESampler,COMPLETE
508,0.6277616024017334,2025-04-26 03:36:04.675692,2025-04-26 03:36:13.042150,0 days 00:00:08.366458,3,41,165,352.0,,,2,47,0.0408370394348069,0.009325921349085482,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_508_best_state.pt,"{'learning_rate': 0.009325921349085482, 'lr_reduce': 0.6}",TPESampler,COMPLETE
509,0.1336948126554489,2025-04-26 03:36:12.585043,2025-04-26 03:36:35.713223,0 days 00:00:23.128180,1,67,507,248.0,,,2,57,0.07852569461142403,0.00524064307423226,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_509_best_state.pt,"{'learning_rate': 0.00524064307423226, 'lr_reduce': 0.6}",TPESampler,COMPLETE
510,0.07625234872102737,2025-04-26 03:36:13.226427,2025-04-26 03:36:50.790897,0 days 00:00:37.564470,3,49,328,,,,1,40,0.008465212509053112,0.0007518932457755321,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_510_best_state.pt,"{'learning_rate': 0.0007518932457755321, 'lr_reduce': 0.6}",TPESampler,COMPLETE
511,0.11654062569141388,2025-04-26 03:36:23.321700,2025-04-26 03:36:42.491147,0 days 00:00:19.169447,3,56,168,,,,1,56,0.005061069463513111,0.0029168931154586065,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_511_best_state.pt,"{'learning_rate': 0.0029168931154586065, 'lr_reduce': 0.6}",TPESampler,COMPLETE
512,0.206437349319458,2025-04-26 03:36:35.886717,2025-04-26 03:37:19.495045,0 days 00:00:43.608328,3,44,113,415.0,,,2,60,0.07532988241029014,0.0025869045179419473,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_512_best_state.pt,"{'learning_rate': 0.0025869045179419473, 'lr_reduce': 0.6}",TPESampler,COMPLETE
513,0.2501242756843567,2025-04-26 03:36:42.676776,2025-04-26 03:36:57.759437,0 days 00:00:15.082661,2,57,263,,,,1,40,0.0026551846315959835,0.0007837141188063966,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_513_best_state.pt,"{'learning_rate': 0.0007837141188063966, 'lr_reduce': 0.6}",TPESampler,COMPLETE
514,0.08698327839374542,2025-04-26 03:36:50.975294,2025-04-26 03:37:28.642960,0 days 00:00:37.667666,2,42,293,,,,1,36,0.045537894068585084,0.0014044729489304571,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_514_best_state.pt,"{'learning_rate': 0.0014044729489304571, 'lr_reduce': 0.6}",TPESampler,COMPLETE
515,0.5584807991981506,2025-04-26 03:36:57.961775,2025-04-26 03:37:05.554724,0 days 00:00:07.592949,3,36,244,402.0,,,2,64,0.03201502107703661,0.0013741573585852776,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_515_best_state.pt,"{'learning_rate': 0.0013741573585852776, 'lr_reduce': 0.6}",TPESampler,COMPLETE
516,0.07281961292028427,2025-04-26 03:37:05.874931,2025-04-26 03:37:44.421101,0 days 00:00:38.546170,2,32,202,327.0,,,2,65,0.0020775646646802705,0.00275078041654751,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_516_best_state.pt,"{'learning_rate': 0.00275078041654751, 'lr_reduce': 0.6}",TPESampler,COMPLETE
517,0.060640476644039154,2025-04-26 03:37:19.705941,2025-04-26 03:38:05.576132,0 days 00:00:45.870191,2,36,261,135.0,,,2,34,0.030727551553481287,0.0011330890396053016,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_517_best_state.pt,"{'learning_rate': 0.0011330890396053016, 'lr_reduce': 0.6}",TPESampler,COMPLETE
518,0.4218721091747284,2025-04-26 03:37:28.881020,2025-04-26 03:38:16.879573,0 days 00:00:47.998553,2,122,371,,,,1,110,0.17643099388618574,0.00011041490784083414,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_518_best_state.pt,"{'learning_rate': 0.00011041490784083414, 'lr_reduce': 0.6}",TPESampler,COMPLETE
519,0.062211550772190094,2025-04-26 03:37:44.642313,2025-04-26 03:38:27.803745,0 days 00:00:43.161432,2,34,431,367.0,469.0,69.0,4,82,0.003953661450000999,0.002522429404990274,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_519_best_state.pt,"{'learning_rate': 0.002522429404990274, 'lr_reduce': 0.6}",TPESampler,COMPLETE
520,0.0772169828414917,2025-04-26 03:38:05.913064,2025-04-26 03:38:47.677955,0 days 00:00:41.764891,1,56,512,125.0,512.0,,3,50,0.07050858957661718,0.00039144136439797476,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_520_best_state.pt,"{'learning_rate': 0.00039144136439797476, 'lr_reduce': 0.6}",TPESampler,COMPLETE
521,0.8076714873313904,2025-04-26 03:38:17.303240,2025-04-26 03:38:24.478686,0 days 00:00:07.175446,3,82,316,112.0,408.0,186.0,4,70,0.12041279414306127,0.0001520320956899279,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_521_best_state.pt,"{'learning_rate': 0.0001520320956899279, 'lr_reduce': 0.6}",TPESampler,COMPLETE
522,0.07171391695737839,2025-04-26 03:38:24.653642,2025-04-26 03:39:04.484129,0 days 00:00:39.830487,2,46,176,164.0,511.0,,3,46,0.08112418048401011,0.0009813496142821374,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_522_best_state.pt,"{'learning_rate': 0.0009813496142821374, 'lr_reduce': 0.6}",TPESampler,COMPLETE
523,0.07910753041505814,2025-04-26 03:38:28.022803,2025-04-26 03:39:08.771183,0 days 00:00:40.748380,2,38,391,329.0,459.0,88.0,4,84,0.028851052882789843,0.001047875276124503,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_523_best_state.pt,"{'learning_rate': 0.001047875276124503, 'lr_reduce': 0.6}",TPESampler,COMPLETE
524,0.6925331950187683,2025-04-26 03:38:47.876890,2025-04-26 03:38:58.060042,0 days 00:00:10.183152,3,60,352,288.0,462.0,95.0,4,92,0.02862361986342645,0.003118816565678176,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_524_best_state.pt,"{'learning_rate': 0.003118816565678176, 'lr_reduce': 0.6}",TPESampler,COMPLETE
525,0.11847575753927231,2025-04-26 03:38:58.265468,2025-04-26 03:39:32.767031,0 days 00:00:34.501563,2,50,429,348.0,452.0,80.0,4,86,0.045888638732999996,0.003553180028239358,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_525_best_state.pt,"{'learning_rate': 0.003553180028239358, 'lr_reduce': 0.6}",TPESampler,COMPLETE
526,0.7522463798522949,2025-04-26 03:39:04.675388,2025-04-26 03:39:12.817463,0 days 00:00:08.142075,3,40,368,346.0,460.0,91.0,4,84,0.017798055545357887,0.002032080663856731,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_526_best_state.pt,"{'learning_rate': 0.002032080663856731, 'lr_reduce': 0.6}",TPESampler,COMPLETE
527,0.15922431647777557,2025-04-26 03:39:08.987464,2025-04-26 03:39:48.417641,0 days 00:00:39.430177,2,33,464,361.0,411.0,69.0,4,70,0.06460670349940842,0.002780698577667262,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_527_best_state.pt,"{'learning_rate': 0.002780698577667262, 'lr_reduce': 0.6}",TPESampler,COMPLETE
528,0.06191296502947807,2025-04-26 03:39:12.986795,2025-04-26 03:39:54.199644,0 days 00:00:41.212849,2,35,376,302.0,,,2,42,0.01054279003636354,0.0008331075725356193,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_528_best_state.pt,"{'learning_rate': 0.0008331075725356193, 'lr_reduce': 0.6}",TPESampler,COMPLETE
529,0.07353970408439636,2025-04-26 03:39:32.974615,2025-04-26 03:40:04.550845,0 days 00:00:31.576230,2,44,436,358.0,462.0,,3,98,0.013169611951648362,0.0019512768309637078,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_529_best_state.pt,"{'learning_rate': 0.0019512768309637078, 'lr_reduce': 0.6}",TPESampler,COMPLETE
530,0.05665178969502449,2025-04-26 03:39:48.608627,2025-04-26 03:40:24.033515,0 days 00:00:35.424888,2,35,251,371.0,463.0,,3,45,0.05583139538522421,0.001835507610542513,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_530_best_state.pt,"{'learning_rate': 0.001835507610542513, 'lr_reduce': 0.6}",TPESampler,COMPLETE
531,0.46646028757095337,2025-04-26 03:39:54.404416,2025-04-26 03:40:11.593264,0 days 00:00:17.188848,3,93,337,246.0,,,2,124,0.09563746096194425,0.00013188332097324973,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_531_best_state.pt,"{'learning_rate': 0.00013188332097324973, 'lr_reduce': 0.6}",TPESampler,COMPLETE
532,0.4182099997997284,2025-04-26 03:40:04.768465,2025-04-26 03:40:49.872913,0 days 00:00:45.104448,2,43,376,293.0,,,2,45,0.013789277487194398,0.0007620601788516201,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_532_best_state.pt,"{'learning_rate': 0.0007620601788516201, 'lr_reduce': 0.6}",TPESampler,COMPLETE
533,0.07967425882816315,2025-04-26 03:40:11.782422,2025-04-26 03:40:45.560866,0 days 00:00:33.778444,2,42,422,66.0,512.0,66.0,4,54,0.05524182561349562,0.0006051451734676658,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_533_best_state.pt,"{'learning_rate': 0.0006051451734676658, 'lr_reduce': 0.6}",TPESampler,COMPLETE
534,0.13087692856788635,2025-04-26 03:40:24.222917,2025-04-26 03:40:37.982621,0 days 00:00:13.759704,1,41,248,303.0,453.0,,3,58,0.06106359877847902,0.001836968267654676,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_534_best_state.pt,"{'learning_rate': 0.001836968267654676, 'lr_reduce': 0.6}",TPESampler,COMPLETE
535,0.07200733572244644,2025-04-26 03:40:38.160194,2025-04-26 03:41:05.817586,0 days 00:00:27.657392,1,32,420,307.0,,,2,97,0.23444228826831828,0.0032306996098704433,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_535_best_state.pt,"{'learning_rate': 0.0032306996098704433, 'lr_reduce': 0.6}",TPESampler,COMPLETE
536,0.46680954098701477,2025-04-26 03:40:45.753340,2025-04-26 03:41:01.534478,0 days 00:00:15.781138,3,40,290,341.0,431.0,117.0,4,40,0.02576827049205376,0.0008263726599311012,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_536_best_state.pt,"{'learning_rate': 0.0008263726599311012, 'lr_reduce': 0.6}",TPESampler,COMPLETE
537,0.5244601368904114,2025-04-26 03:40:50.069358,2025-04-26 03:40:56.669594,0 days 00:00:06.600236,1,59,453,272.0,461.0,65.0,4,63,0.003613927621319025,0.005259979433825617,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_537_best_state.pt,"{'learning_rate': 0.005259979433825617, 'lr_reduce': 0.6}",TPESampler,COMPLETE
538,0.188900887966156,2025-04-26 03:40:56.856602,2025-04-26 03:41:35.407770,0 days 00:00:38.551168,4,122,116,,,,1,53,0.2465244145843573,0.004051970164783347,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_538_best_state.pt,"{'learning_rate': 0.004051970164783347, 'lr_reduce': 0.6}",TPESampler,COMPLETE
539,0.13917581737041473,2025-04-26 03:41:01.704677,2025-04-26 03:41:19.523959,0 days 00:00:17.819282,1,97,443,354.0,463.0,,3,68,0.07938664076523268,0.0036747588077186547,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_539_best_state.pt,"{'learning_rate': 0.0036747588077186547, 'lr_reduce': 0.6}",TPESampler,COMPLETE
540,0.11323647946119308,2025-04-26 03:41:05.995124,2025-04-26 03:41:39.306416,0 days 00:00:33.311292,2,33,220,320.0,404.0,,3,64,0.0420949690081343,0.0012115944208857924,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_540_best_state.pt,"{'learning_rate': 0.0012115944208857924, 'lr_reduce': 0.6}",TPESampler,COMPLETE
541,0.10229147225618362,2025-04-26 03:41:19.726607,2025-04-26 03:41:48.715689,0 days 00:00:28.989082,2,32,307,366.0,471.0,156.0,4,46,0.11243194727324368,0.0015236354234633989,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_541_best_state.pt,"{'learning_rate': 0.0015236354234633989, 'lr_reduce': 0.6}",TPESampler,COMPLETE
542,0.8074724674224854,2025-04-26 03:41:35.611325,2025-04-26 03:41:41.175013,0 days 00:00:05.563688,1,86,486,382.0,407.0,,3,88,0.09232110079667136,0.009739335535089681,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_542_best_state.pt,"{'learning_rate': 0.009739335535089681, 'lr_reduce': 0.6}",TPESampler,COMPLETE
543,0.10693000257015228,2025-04-26 03:41:39.510863,2025-04-26 03:42:15.154288,0 days 00:00:35.643425,2,34,276,313.0,,,2,35,0.06632696569211548,0.0021263489918833655,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_543_best_state.pt,"{'learning_rate': 0.0021263489918833655, 'lr_reduce': 0.6}",TPESampler,COMPLETE
544,0.10174687206745148,2025-04-26 03:41:41.374356,2025-04-26 03:42:25.070404,0 days 00:00:43.696048,3,46,67,,,,1,63,0.03638326607404671,0.001364688966717094,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_544_best_state.pt,"{'learning_rate': 0.001364688966717094, 'lr_reduce': 0.6}",TPESampler,COMPLETE
545,0.601677417755127,2025-04-26 03:41:48.890964,2025-04-26 03:41:56.024544,0 days 00:00:07.133580,2,46,429,378.0,468.0,138.0,4,85,0.010007671150770264,0.005220753321663161,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_545_best_state.pt,"{'learning_rate': 0.005220753321663161, 'lr_reduce': 0.6}",TPESampler,COMPLETE
546,0.06741280853748322,2025-04-26 03:41:56.219907,2025-04-26 03:42:31.424448,0 days 00:00:35.204541,3,55,230,,,,1,82,0.23926306767213124,0.004042636780878533,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_546_best_state.pt,"{'learning_rate': 0.004042636780878533, 'lr_reduce': 0.6}",TPESampler,COMPLETE
547,0.4791676700115204,2025-04-26 03:42:15.349088,2025-04-26 03:42:27.954979,0 days 00:00:12.605891,4,80,433,,,,1,127,0.07587893849989635,0.0007891887259812085,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_547_best_state.pt,"{'learning_rate': 0.0007891887259812085, 'lr_reduce': 0.6}",TPESampler,COMPLETE
548,0.07061767578125,2025-04-26 03:42:25.257825,2025-04-26 03:43:03.731064,0 days 00:00:38.473239,1,63,454,274.0,,,2,63,0.12918450224123676,0.004440532644768683,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_548_best_state.pt,"{'learning_rate': 0.004440532644768683, 'lr_reduce': 0.6}",TPESampler,COMPLETE
549,0.07178851962089539,2025-04-26 03:42:28.196814,2025-04-26 03:42:46.922027,0 days 00:00:18.725213,1,66,308,377.0,,,2,39,0.07414126982399993,0.009034400493805467,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_549_best_state.pt,"{'learning_rate': 0.009034400493805467, 'lr_reduce': 0.6}",TPESampler,COMPLETE
550,0.13421495258808136,2025-04-26 03:42:31.643514,2025-04-26 03:42:55.946007,0 days 00:00:24.302493,2,34,406,334.0,,,2,47,0.022502905865190416,0.0027532806968861893,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_550_best_state.pt,"{'learning_rate': 0.0027532806968861893, 'lr_reduce': 0.6}",TPESampler,COMPLETE
551,0.44939985871315,2025-04-26 03:42:47.114185,2025-04-26 03:43:29.509807,0 days 00:00:42.395622,3,59,203,393.0,507.0,,3,44,0.003242263109421275,0.0007554579492871078,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_551_best_state.pt,"{'learning_rate': 0.0007554579492871078, 'lr_reduce': 0.6}",TPESampler,COMPLETE
552,0.20713791251182556,2025-04-26 03:42:56.121780,2025-04-26 03:43:39.021217,0 days 00:00:42.899437,2,34,268,328.0,,,2,33,0.036217220049187815,0.0007444237474285094,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_552_best_state.pt,"{'learning_rate': 0.0007444237474285094, 'lr_reduce': 0.6}",TPESampler,COMPLETE
553,0.09028991311788559,2025-04-26 03:43:03.931714,2025-04-26 03:43:42.856098,0 days 00:00:38.924384,1,57,504,397.0,512.0,,3,36,0.06554363692587656,0.005711457933806354,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_553_best_state.pt,"{'learning_rate': 0.005711457933806354, 'lr_reduce': 0.6}",TPESampler,COMPLETE
554,0.060752540826797485,2025-04-26 03:43:29.865499,2025-04-26 03:44:07.738802,0 days 00:00:37.873303,2,32,94,276.0,431.0,,3,43,0.0918326716476575,0.0026672882871128976,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_554_best_state.pt,"{'learning_rate': 0.0026672882871128976, 'lr_reduce': 0.6}",TPESampler,COMPLETE
555,0.10501132905483246,2025-04-26 03:43:39.210870,2025-04-26 03:44:17.343963,0 days 00:00:38.133093,2,36,242,363.0,405.0,,3,34,0.05312597983910621,0.0029595005463893646,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_555_best_state.pt,"{'learning_rate': 0.0029595005463893646, 'lr_reduce': 0.6}",TPESampler,COMPLETE
556,0.08537332713603973,2025-04-26 03:43:43.034790,2025-04-26 03:44:23.134584,0 days 00:00:40.099794,2,33,402,403.0,469.0,138.0,4,112,0.03318225259656661,0.0030200710872179824,0.6,/work3/arnaou/checkpoints/megnet_Tc_trial_556_best_state.pt,"{'learning_rate': 0.0030200710872179824, 'lr_reduce': 0.6}",TPESampler,COMPLETE
