number,value,datetime_start,datetime_complete,duration,params_final_dropout,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
0,0.055719416588544846,2025-04-25 21:41:50.120553,2025-04-25 21:42:05.747761,0 days 00:00:15.627208,0.08038315133369903,352,288,,,2,0.000744536464440685,0.6,checkpoints/mlp_Tc_trial_0_best_state.pt,"{'learning_rate': 0.000744536464440685, 'lr_reduce': 0.6}",RandomSampler,COMPLETE
1,0.06876060366630554,2025-04-25 21:41:50.132573,2025-04-25 21:42:14.082692,0 days 00:00:23.950119,0.1455583525701167,208,304,,,2,0.00038154304262512026,0.6,checkpoints/mlp_Tc_trial_1_best_state.pt,"{'learning_rate': 0.00038154304262512026, 'lr_reduce': 0.6}",RandomSampler,COMPLETE
2,0.1077510416507721,2025-04-25 21:41:50.191643,2025-04-25 21:42:23.058170,0 days 00:00:32.866527,0.25127676474819366,80,384,,,2,0.00025103209422790845,0.6,checkpoints/mlp_Tc_trial_2_best_state.pt,"{'learning_rate': 0.00025103209422790845, 'lr_reduce': 0.6}",RandomSampler,COMPLETE
3,0.09175585210323334,2025-04-25 21:42:06.017289,2025-04-25 21:42:14.906270,0 days 00:00:08.888981,0.2391748122811754,304,64,256.0,512.0,4,0.003533782521599988,0.6,checkpoints/mlp_Tc_trial_3_best_state.pt,"{'learning_rate': 0.003533782521599988, 'lr_reduce': 0.6}",GPSampler,COMPLETE
4,0.17280642688274384,2025-04-25 21:42:14.292415,2025-04-25 21:42:33.650958,0 days 00:00:19.358543,0.28032487511105175,384,160,96.0,272.0,4,0.00025761850804052294,0.6,checkpoints/mlp_Tc_trial_4_best_state.pt,"{'learning_rate': 0.00025761850804052294, 'lr_reduce': 0.6}",GPSampler,COMPLETE
5,0.05089111998677254,2025-04-25 21:42:15.187225,2025-04-25 21:42:24.922407,0 days 00:00:09.735182,0.2369205416933204,112,432,192.0,,3,0.003846867846079381,0.6,checkpoints/mlp_Tc_trial_5_best_state.pt,"{'learning_rate': 0.003846867846079381, 'lr_reduce': 0.6}",TPESampler,COMPLETE
6,0.051078636199235916,2025-04-25 21:42:23.291797,2025-04-25 21:42:41.832470,0 days 00:00:18.540673,0.2870873144526333,432,288,,,2,0.0018097196597939246,0.6,checkpoints/mlp_Tc_trial_6_best_state.pt,"{'learning_rate': 0.0018097196597939246, 'lr_reduce': 0.6}",TPESampler,COMPLETE
7,0.0519210584461689,2025-04-25 21:42:25.157417,2025-04-25 21:42:32.415285,0 days 00:00:07.257868,0.1683422566056214,496,96,240.0,,3,0.004405997976800096,0.6,checkpoints/mlp_Tc_trial_7_best_state.pt,"{'learning_rate': 0.004405997976800096, 'lr_reduce': 0.6}",TPESampler,COMPLETE
8,0.060945361852645874,2025-04-25 21:42:33.043829,2025-04-25 21:43:07.233781,0 days 00:00:34.189952,0.1171528926110956,480,192,,,2,0.00033087932437982103,0.6,checkpoints/mlp_Tc_trial_8_best_state.pt,"{'learning_rate': 0.00033087932437982103, 'lr_reduce': 0.6}",TPESampler,COMPLETE
9,0.09291918575763702,2025-04-25 21:42:33.946520,2025-04-25 21:43:19.480737,0 days 00:00:45.534217,0.0631777661475628,272,80,384.0,192.0,4,0.000184147919475925,0.6,checkpoints/mlp_Tc_trial_9_best_state.pt,"{'learning_rate': 0.000184147919475925, 'lr_reduce': 0.6}",TPESampler,COMPLETE
10,0.12046517431735992,2025-04-25 21:42:42.122592,2025-04-25 21:42:51.429143,0 days 00:00:09.306551,0.298185067042674,32,336,368.0,48.0,4,0.007292655216548455,0.6,checkpoints/mlp_Tc_trial_10_best_state.pt,"{'learning_rate': 0.007292655216548455, 'lr_reduce': 0.6}",TPESampler,COMPLETE
11,0.10365183651447296,2025-04-25 21:42:51.697189,2025-04-25 21:43:13.139426,0 days 00:00:21.442237,0.144217568327208,336,80,224.0,368.0,4,0.0002954670317627015,0.6,checkpoints/mlp_Tc_trial_11_best_state.pt,"{'learning_rate': 0.0002954670317627015, 'lr_reduce': 0.6}",TPESampler,COMPLETE
12,0.053835462778806686,2025-04-25 21:43:07.458686,2025-04-25 21:43:19.178328,0 days 00:00:11.719642,0.17941615716617998,160,464,32.0,,3,0.003307745473583787,0.6,checkpoints/mlp_Tc_trial_12_best_state.pt,"{'learning_rate': 0.003307745473583787, 'lr_reduce': 0.6}",TPESampler,COMPLETE
13,0.05095013976097107,2025-04-25 21:43:13.388888,2025-04-25 21:43:25.101208,0 days 00:00:11.712320,0.2805525605988156,432,480,,,2,0.004681777708617879,0.6,checkpoints/mlp_Tc_trial_13_best_state.pt,"{'learning_rate': 0.004681777708617879, 'lr_reduce': 0.6}",TPESampler,COMPLETE
14,0.05438370257616043,2025-04-25 21:43:19.405026,2025-04-25 21:43:34.332261,0 days 00:00:14.927235,0.24190318934970748,352,176,,,2,0.0014412946159040963,0.6,checkpoints/mlp_Tc_trial_14_best_state.pt,"{'learning_rate': 0.0014412946159040963, 'lr_reduce': 0.6}",TPESampler,COMPLETE
15,0.06508295983076096,2025-04-25 21:43:19.757339,2025-04-25 21:43:42.046505,0 days 00:00:22.289166,0.28971903778480407,464,400,,,2,0.0005764422560859239,0.6,checkpoints/mlp_Tc_trial_15_best_state.pt,"{'learning_rate': 0.0005764422560859239, 'lr_reduce': 0.6}",TPESampler,COMPLETE
16,0.05431493744254112,2025-04-25 21:43:25.326853,2025-04-25 21:43:38.880360,0 days 00:00:13.553507,0.259344152186843,464,496,,,2,0.007836960226993936,0.6,checkpoints/mlp_Tc_trial_16_best_state.pt,"{'learning_rate': 0.007836960226993936, 'lr_reduce': 0.6}",TPESampler,COMPLETE
17,0.07687593251466751,2025-04-25 21:43:34.575349,2025-04-25 21:43:49.261984,0 days 00:00:14.686635,0.2947603609417127,272,512,496.0,,3,0.001214902500189685,0.6,checkpoints/mlp_Tc_trial_17_best_state.pt,"{'learning_rate': 0.001214902500189685, 'lr_reduce': 0.6}",TPESampler,COMPLETE
18,0.05125480517745018,2025-04-25 21:43:39.162574,2025-04-25 21:43:50.262103,0 days 00:00:11.099529,0.2804042767377747,176,432,,,2,0.005833759635195508,0.6,checkpoints/mlp_Tc_trial_18_best_state.pt,"{'learning_rate': 0.005833759635195508, 'lr_reduce': 0.6}",TPESampler,COMPLETE
19,0.05329723656177521,2025-04-25 21:43:42.260004,2025-04-25 21:43:53.914373,0 days 00:00:11.654369,0.2757543374251623,368,384,144.0,,3,0.006353556707419421,0.6,checkpoints/mlp_Tc_trial_19_best_state.pt,"{'learning_rate': 0.006353556707419421, 'lr_reduce': 0.6}",TPESampler,COMPLETE
20,0.05869293957948685,2025-04-25 21:43:49.504172,2025-04-25 21:43:59.549095,0 days 00:00:10.044923,0.14139179442304145,128,208,320.0,,3,0.0016433852738751001,0.6,checkpoints/mlp_Tc_trial_20_best_state.pt,"{'learning_rate': 0.0016433852738751001, 'lr_reduce': 0.6}",TPESampler,COMPLETE
21,0.09360244125127792,2025-04-25 21:43:50.494703,2025-04-25 21:44:02.133978,0 days 00:00:11.639275,0.13153551446719636,32,464,144.0,144.0,4,0.0006467312677402595,0.6,checkpoints/mlp_Tc_trial_21_best_state.pt,"{'learning_rate': 0.0006467312677402595, 'lr_reduce': 0.6}",TPESampler,COMPLETE
22,0.04951471835374832,2025-04-25 21:43:54.136998,2025-04-25 21:44:06.869455,0 days 00:00:12.732457,0.1032407243383337,480,464,,,2,0.0013908939569295545,0.6,checkpoints/mlp_Tc_trial_22_best_state.pt,"{'learning_rate': 0.0013908939569295545, 'lr_reduce': 0.6}",TPESampler,COMPLETE
23,0.04791974276304245,2025-04-25 21:43:59.790528,2025-04-25 21:44:13.450406,0 days 00:00:13.659878,0.29224921980812424,496,272,,,2,0.0040808522447990225,0.6,checkpoints/mlp_Tc_trial_23_best_state.pt,"{'learning_rate': 0.0040808522447990225, 'lr_reduce': 0.6}",TPESampler,COMPLETE
24,0.0464513823390007,2025-04-25 21:44:02.373381,2025-04-25 21:44:13.337756,0 days 00:00:10.964375,0.1899435362029503,352,336,,,2,0.0030798452302610185,0.6,checkpoints/mlp_Tc_trial_24_best_state.pt,"{'learning_rate': 0.0030798452302610185, 'lr_reduce': 0.6}",TPESampler,COMPLETE
25,0.04380784556269646,2025-04-25 21:44:07.108295,2025-04-25 21:44:21.776506,0 days 00:00:14.668211,0.013837098993324887,464,464,,,2,0.0016062207164205507,0.6,checkpoints/mlp_Tc_trial_25_best_state.pt,"{'learning_rate': 0.0016062207164205507, 'lr_reduce': 0.6}",TPESampler,COMPLETE
26,0.05412504822015762,2025-04-25 21:44:13.535739,2025-04-25 21:44:31.288718,0 days 00:00:17.752979,0.1573078763532712,480,496,,,2,0.0012350524637163424,0.6,checkpoints/mlp_Tc_trial_26_best_state.pt,"{'learning_rate': 0.0012350524637163424, 'lr_reduce': 0.6}",TPESampler,COMPLETE
27,0.05384039133787155,2025-04-25 21:44:13.705022,2025-04-25 21:44:29.968078,0 days 00:00:16.263056,0.15089095020627943,400,304,,,2,0.001900579921403804,0.6,checkpoints/mlp_Tc_trial_27_best_state.pt,"{'learning_rate': 0.001900579921403804, 'lr_reduce': 0.6}",TPESampler,COMPLETE
28,0.042168546468019485,2025-04-25 21:44:22.000366,2025-04-25 21:44:41.219526,0 days 00:00:19.219160,0.001853497442758716,416,512,,,2,0.000782491879942612,0.6,checkpoints/mlp_Tc_trial_28_best_state.pt,"{'learning_rate': 0.000782491879942612, 'lr_reduce': 0.6}",TPESampler,COMPLETE
29,0.04311066120862961,2025-04-25 21:44:30.239420,2025-04-25 21:44:44.060500,0 days 00:00:13.821080,0.023687407009570928,480,320,,,2,0.005250539867677769,0.6,checkpoints/mlp_Tc_trial_29_best_state.pt,"{'learning_rate': 0.005250539867677769, 'lr_reduce': 0.6}",TPESampler,COMPLETE
30,0.05324991047382355,2025-04-25 21:44:31.704100,2025-04-25 21:44:45.274936,0 days 00:00:13.570836,0.2355721255223865,512,320,,,2,0.004600274534147547,0.6,checkpoints/mlp_Tc_trial_30_best_state.pt,"{'learning_rate': 0.004600274534147547, 'lr_reduce': 0.6}",TPESampler,COMPLETE
31,0.06581556051969528,2025-04-25 21:44:41.499440,2025-04-25 21:45:01.938529,0 days 00:00:20.439089,0.024653481244932277,400,496,512.0,,3,0.0002823633863761852,0.6,checkpoints/mlp_Tc_trial_31_best_state.pt,"{'learning_rate': 0.0002823633863761852, 'lr_reduce': 0.6}",TPESampler,COMPLETE
32,0.041460782289505005,2025-04-25 21:44:44.320987,2025-04-25 21:45:02.388793,0 days 00:00:18.067806,0.014131467732807391,448,352,,,2,0.0036673138265173335,0.6,checkpoints/mlp_Tc_trial_32_best_state.pt,"{'learning_rate': 0.0036673138265173335, 'lr_reduce': 0.6}",TPESampler,COMPLETE
33,0.0503113679587841,2025-04-25 21:44:45.541061,2025-04-25 21:44:56.439280,0 days 00:00:10.898219,0.023239108512634936,304,480,,,2,0.001345265619268171,0.6,checkpoints/mlp_Tc_trial_33_best_state.pt,"{'learning_rate': 0.001345265619268171, 'lr_reduce': 0.6}",TPESampler,COMPLETE
34,0.05987819284200668,2025-04-25 21:44:56.648848,2025-04-25 21:45:09.082545,0 days 00:00:12.433697,0.013918615321656358,416,512,,,2,0.005500350474940691,0.6,checkpoints/mlp_Tc_trial_34_best_state.pt,"{'learning_rate': 0.005500350474940691, 'lr_reduce': 0.6}",TPESampler,COMPLETE
35,0.055406972765922546,2025-04-25 21:45:02.164846,2025-04-25 21:45:17.654183,0 days 00:00:15.489337,0.032883159838771964,480,288,416.0,,3,0.0035366684761999182,0.6,checkpoints/mlp_Tc_trial_35_best_state.pt,"{'learning_rate': 0.0035366684761999182, 'lr_reduce': 0.6}",TPESampler,COMPLETE
36,0.03746620565652847,2025-04-25 21:45:02.583368,2025-04-25 21:45:18.184897,0 days 00:00:15.601529,0.005222366931227348,448,352,,,2,0.0025411436099994776,0.6,checkpoints/mlp_Tc_trial_36_best_state.pt,"{'learning_rate': 0.0025411436099994776, 'lr_reduce': 0.6}",TPESampler,COMPLETE
37,0.04655793681740761,2025-04-25 21:45:09.437200,2025-04-25 21:45:26.894510,0 days 00:00:17.457310,0.01396732633881544,416,512,,,2,0.0006416906964122405,0.6,checkpoints/mlp_Tc_trial_37_best_state.pt,"{'learning_rate': 0.0006416906964122405, 'lr_reduce': 0.6}",TPESampler,COMPLETE
38,0.05982474610209465,2025-04-25 21:45:17.918725,2025-04-25 21:45:28.997723,0 days 00:00:11.078998,0.016720389039119675,512,288,,,2,0.007571789436949972,0.6,checkpoints/mlp_Tc_trial_38_best_state.pt,"{'learning_rate': 0.007571789436949972, 'lr_reduce': 0.6}",TPESampler,COMPLETE
39,0.040603283792734146,2025-04-25 21:45:18.464882,2025-04-25 21:45:28.963861,0 days 00:00:10.498979,0.036807111318684936,304,224,,,2,0.0020144985538556193,0.6,checkpoints/mlp_Tc_trial_39_best_state.pt,"{'learning_rate': 0.0020144985538556193, 'lr_reduce': 0.6}",TPESampler,COMPLETE
40,0.0531403049826622,2025-04-25 21:45:27.104565,2025-04-25 21:45:40.095040,0 days 00:00:12.990475,0.018509382016986372,352,320,,,2,0.007636186323276462,0.6,checkpoints/mlp_Tc_trial_40_best_state.pt,"{'learning_rate': 0.007636186323276462, 'lr_reduce': 0.6}",TPESampler,COMPLETE
41,0.05192496255040169,2025-04-25 21:45:29.155810,2025-04-25 21:45:41.057123,0 days 00:00:11.901313,0.04901150394591829,256,160,,,2,0.0018263065844578601,0.6,checkpoints/mlp_Tc_trial_41_best_state.pt,"{'learning_rate': 0.0018263065844578601, 'lr_reduce': 0.6}",TPESampler,COMPLETE
42,0.047976523637771606,2025-04-25 21:45:29.214570,2025-04-25 21:45:42.537400,0 days 00:00:13.322830,0.016775901895363904,224,160,,,2,0.0017168959899959918,0.6,checkpoints/mlp_Tc_trial_42_best_state.pt,"{'learning_rate': 0.0017168959899959918, 'lr_reduce': 0.6}",TPESampler,COMPLETE
43,0.05147178843617439,2025-04-25 21:45:40.334717,2025-04-25 21:45:53.653523,0 days 00:00:13.318806,0.010645141245053297,512,272,,,2,0.002408853067200134,0.6,checkpoints/mlp_Tc_trial_43_best_state.pt,"{'learning_rate': 0.002408853067200134, 'lr_reduce': 0.6}",TPESampler,COMPLETE
44,0.04766860231757164,2025-04-25 21:45:41.272619,2025-04-25 21:45:54.327544,0 days 00:00:13.054925,0.008329027106995847,416,368,,,2,0.0019456642950915395,0.6,checkpoints/mlp_Tc_trial_44_best_state.pt,"{'learning_rate': 0.0019456642950915395, 'lr_reduce': 0.6}",TPESampler,COMPLETE
45,0.054472915828228,2025-04-25 21:45:42.803406,2025-04-25 21:45:53.232074,0 days 00:00:10.428668,0.06666676001012017,400,160,,,2,0.003865840140948199,0.6,checkpoints/mlp_Tc_trial_45_best_state.pt,"{'learning_rate': 0.003865840140948199, 'lr_reduce': 0.6}",TPESampler,COMPLETE
46,0.04898037016391754,2025-04-25 21:45:53.437994,2025-04-25 21:46:13.860412,0 days 00:00:20.422418,0.023325504181666755,368,272,,,2,0.0004113543699862395,0.6,checkpoints/mlp_Tc_trial_46_best_state.pt,"{'learning_rate': 0.0004113543699862395, 'lr_reduce': 0.6}",TPESampler,COMPLETE
47,0.18964393436908722,2025-04-25 21:45:53.891104,2025-04-25 21:46:29.236439,0 days 00:00:35.345335,0.21172196092173887,128,192,64.0,400.0,4,0.00010191990347105518,0.6,checkpoints/mlp_Tc_trial_47_best_state.pt,"{'learning_rate': 0.00010191990347105518, 'lr_reduce': 0.6}",TPESampler,COMPLETE
48,0.05449850484728813,2025-04-25 21:45:54.663517,2025-04-25 21:46:09.694108,0 days 00:00:15.030591,0.04399043284887903,400,304,,,2,0.0024188729850746285,0.6,checkpoints/mlp_Tc_trial_48_best_state.pt,"{'learning_rate': 0.0024188729850746285, 'lr_reduce': 0.6}",TPESampler,COMPLETE
49,0.04838685318827629,2025-04-25 21:46:10.013524,2025-04-25 21:46:22.949280,0 days 00:00:12.935756,0.06249943151638001,384,384,320.0,,3,0.004391803425435748,0.6,checkpoints/mlp_Tc_trial_49_best_state.pt,"{'learning_rate': 0.004391803425435748, 'lr_reduce': 0.6}",TPESampler,COMPLETE
50,0.05490303784608841,2025-04-25 21:46:14.137829,2025-04-25 21:46:26.149236,0 days 00:00:12.011407,0.06502737203137794,496,368,,,2,0.004147566977575038,0.6,checkpoints/mlp_Tc_trial_50_best_state.pt,"{'learning_rate': 0.004147566977575038, 'lr_reduce': 0.6}",TPESampler,COMPLETE
51,0.08563356101512909,2025-04-25 21:46:23.199741,2025-04-25 21:47:08.038071,0 days 00:00:44.838330,0.10121436281712545,160,144,,,2,0.00032550838346949744,0.6,checkpoints/mlp_Tc_trial_51_best_state.pt,"{'learning_rate': 0.00032550838346949744, 'lr_reduce': 0.6}",TPESampler,COMPLETE
52,0.2234901636838913,2025-04-25 21:46:26.371086,2025-04-25 21:47:29.818898,0 days 00:01:03.447812,0.2601381948119145,192,128,,,2,0.00016202450648830272,0.6,checkpoints/mlp_Tc_trial_52_best_state.pt,"{'learning_rate': 0.00016202450648830272, 'lr_reduce': 0.6}",TPESampler,COMPLETE
53,0.05250241607427597,2025-04-25 21:46:29.484877,2025-04-25 21:46:49.290453,0 days 00:00:19.805576,0.011755951666550319,464,448,,,2,0.0022305861396885686,0.6,checkpoints/mlp_Tc_trial_53_best_state.pt,"{'learning_rate': 0.0022305861396885686, 'lr_reduce': 0.6}",TPESampler,COMPLETE
54,0.056848201900720596,2025-04-25 21:46:49.548030,2025-04-25 21:46:57.290487,0 days 00:00:07.742457,0.10015754877119756,112,256,,,2,0.009463030110031731,0.6,checkpoints/mlp_Tc_trial_54_best_state.pt,"{'learning_rate': 0.009463030110031731, 'lr_reduce': 0.6}",TPESampler,COMPLETE
55,0.04302744194865227,2025-04-25 21:46:57.556190,2025-04-25 21:47:15.131986,0 days 00:00:17.575796,0.008855590931849545,512,400,,,2,0.0014282258694783164,0.6,checkpoints/mlp_Tc_trial_55_best_state.pt,"{'learning_rate': 0.0014282258694783164, 'lr_reduce': 0.6}",TPESampler,COMPLETE
56,0.04978569224476814,2025-04-25 21:47:08.337240,2025-04-25 21:47:25.879438,0 days 00:00:17.542198,0.03883005049814452,432,512,432.0,,3,0.001591968187097589,0.6,checkpoints/mlp_Tc_trial_56_best_state.pt,"{'learning_rate': 0.001591968187097589, 'lr_reduce': 0.6}",TPESampler,COMPLETE
57,0.06495114415884018,2025-04-25 21:47:15.355908,2025-04-25 21:47:22.706906,0 days 00:00:07.350998,0.09181517582253419,96,32,512.0,32.0,4,0.007001575353989534,0.6,checkpoints/mlp_Tc_trial_57_best_state.pt,"{'learning_rate': 0.007001575353989534, 'lr_reduce': 0.6}",TPESampler,COMPLETE
58,0.1025899276137352,2025-04-25 21:47:22.954514,2025-04-25 21:47:41.776621,0 days 00:00:18.822107,0.21783284978707948,384,400,32.0,288.0,4,0.0004511791715138601,0.6,checkpoints/mlp_Tc_trial_58_best_state.pt,"{'learning_rate': 0.0004511791715138601, 'lr_reduce': 0.6}",TPESampler,COMPLETE
59,0.054632749408483505,2025-04-25 21:47:26.141843,2025-04-25 21:47:46.204136,0 days 00:00:20.062293,0.07166370750806109,512,384,,,2,0.00043263306278435565,0.6,checkpoints/mlp_Tc_trial_59_best_state.pt,"{'learning_rate': 0.00043263306278435565, 'lr_reduce': 0.6}",TPESampler,COMPLETE
60,0.0489899143576622,2025-04-25 21:47:30.092499,2025-04-25 21:47:39.682137,0 days 00:00:09.589638,0.0750894692045192,288,288,,,2,0.002307573720359868,0.6,checkpoints/mlp_Tc_trial_60_best_state.pt,"{'learning_rate': 0.002307573720359868, 'lr_reduce': 0.6}",TPESampler,COMPLETE
61,0.051271211355924606,2025-04-25 21:47:39.913556,2025-04-25 21:47:54.137101,0 days 00:00:14.223545,0.006782141924865884,512,336,,,2,0.0022969214363841774,0.6,checkpoints/mlp_Tc_trial_61_best_state.pt,"{'learning_rate': 0.0022969214363841774, 'lr_reduce': 0.6}",TPESampler,COMPLETE
62,0.05030391737818718,2025-04-25 21:47:42.069373,2025-04-25 21:47:56.757140,0 days 00:00:14.687767,0.005288705536925668,256,240,288.0,,3,0.0050834337392240215,0.6,checkpoints/mlp_Tc_trial_62_best_state.pt,"{'learning_rate': 0.0050834337392240215, 'lr_reduce': 0.6}",TPESampler,COMPLETE
63,0.04841793701052666,2025-04-25 21:47:46.475782,2025-04-25 21:48:05.360550,0 days 00:00:18.884768,0.04236285650862446,368,368,160.0,,3,0.0008562600576498665,0.6,checkpoints/mlp_Tc_trial_63_best_state.pt,"{'learning_rate': 0.0008562600576498665, 'lr_reduce': 0.6}",TPESampler,COMPLETE
64,0.04838315770030022,2025-04-25 21:47:54.398213,2025-04-25 21:48:11.340429,0 days 00:00:16.942216,0.0016516382523521977,400,464,,,2,0.002057392947115066,0.6,checkpoints/mlp_Tc_trial_64_best_state.pt,"{'learning_rate': 0.002057392947115066, 'lr_reduce': 0.6}",TPESampler,COMPLETE
65,0.04962494224309921,2025-04-25 21:47:57.053388,2025-04-25 21:48:12.440866,0 days 00:00:15.387478,0.018663024884541052,496,400,384.0,,3,0.001359149843526017,0.6,checkpoints/mlp_Tc_trial_65_best_state.pt,"{'learning_rate': 0.001359149843526017, 'lr_reduce': 0.6}",TPESampler,COMPLETE
66,0.04631918668746948,2025-04-25 21:48:05.585094,2025-04-25 21:48:21.206045,0 days 00:00:15.620951,0.03673463961874074,512,480,,,2,0.00131723474112561,0.6,checkpoints/mlp_Tc_trial_66_best_state.pt,"{'learning_rate': 0.00131723474112561, 'lr_reduce': 0.6}",TPESampler,COMPLETE
67,0.10118824243545532,2025-04-25 21:48:11.562339,2025-04-25 21:48:41.109632,0 days 00:00:29.547293,0.24898382267186858,448,32,272.0,,3,0.00022899467752270173,0.6,checkpoints/mlp_Tc_trial_67_best_state.pt,"{'learning_rate': 0.00022899467752270173, 'lr_reduce': 0.6}",TPESampler,COMPLETE
68,0.04580463841557503,2025-04-25 21:48:12.835728,2025-04-25 21:48:26.071462,0 days 00:00:13.235734,0.009706914351779589,464,128,160.0,512.0,4,0.0097200429312345,0.6,checkpoints/mlp_Tc_trial_68_best_state.pt,"{'learning_rate': 0.0097200429312345, 'lr_reduce': 0.6}",TPESampler,COMPLETE
69,0.04110480844974518,2025-04-25 21:48:21.457021,2025-04-25 21:48:53.620124,0 days 00:00:32.163103,5.301249339187235e-05,496,432,,,2,0.0010130327552199502,0.6,checkpoints/mlp_Tc_trial_69_best_state.pt,"{'learning_rate': 0.0010130327552199502, 'lr_reduce': 0.6}",TPESampler,COMPLETE
70,0.048499271273612976,2025-04-25 21:48:26.310872,2025-04-25 21:48:37.172481,0 days 00:00:10.861609,0.008784897322074464,384,224,,,2,0.004649397656081263,0.6,checkpoints/mlp_Tc_trial_70_best_state.pt,"{'learning_rate': 0.004649397656081263, 'lr_reduce': 0.6}",TPESampler,COMPLETE
71,0.05845499411225319,2025-04-25 21:48:37.379059,2025-04-25 21:48:49.055781,0 days 00:00:11.676722,0.05268052817367493,432,368,,,2,0.0049549750355328695,0.6,checkpoints/mlp_Tc_trial_71_best_state.pt,"{'learning_rate': 0.0049549750355328695, 'lr_reduce': 0.6}",TPESampler,COMPLETE
72,0.04016797989606857,2025-04-25 21:48:41.388048,2025-04-25 21:49:23.186629,0 days 00:00:41.798581,0.00019648760050225097,272,496,,,2,0.00031670922128426574,0.6,checkpoints/mlp_Tc_trial_72_best_state.pt,"{'learning_rate': 0.00031670922128426574, 'lr_reduce': 0.6}",TPESampler,COMPLETE
73,0.03873855248093605,2025-04-25 21:48:49.328715,2025-04-25 21:49:00.587159,0 days 00:00:11.258444,0.009936941404097654,512,80,160.0,496.0,4,0.0038099203413293056,0.6,checkpoints/mlp_Tc_trial_73_best_state.pt,"{'learning_rate': 0.0038099203413293056, 'lr_reduce': 0.6}",TPESampler,COMPLETE
74,0.06975759565830231,2025-04-25 21:48:53.846252,2025-04-25 21:49:25.510328,0 days 00:00:31.664076,0.09280725742073391,64,400,,,2,0.00024750515878639974,0.6,checkpoints/mlp_Tc_trial_74_best_state.pt,"{'learning_rate': 0.00024750515878639974, 'lr_reduce': 0.6}",TPESampler,COMPLETE
75,0.04817221686244011,2025-04-25 21:49:00.831416,2025-04-25 21:49:16.883262,0 days 00:00:16.051846,0.05769441190340914,496,48,112.0,,3,0.0017338490322305563,0.6,checkpoints/mlp_Tc_trial_75_best_state.pt,"{'learning_rate': 0.0017338490322305563, 'lr_reduce': 0.6}",TPESampler,COMPLETE
76,0.04990062490105629,2025-04-25 21:49:17.131621,2025-04-25 21:49:28.044832,0 days 00:00:10.913211,0.048368363324423354,416,80,208.0,416.0,4,0.0017861774399380238,0.6,checkpoints/mlp_Tc_trial_76_best_state.pt,"{'learning_rate': 0.0017861774399380238, 'lr_reduce': 0.6}",TPESampler,COMPLETE
77,0.06035599485039711,2025-04-25 21:49:23.399403,2025-04-25 21:49:52.636788,0 days 00:00:29.237385,0.0872852682751948,288,464,,,2,0.00024214673777630296,0.6,checkpoints/mlp_Tc_trial_77_best_state.pt,"{'learning_rate': 0.00024214673777630296, 'lr_reduce': 0.6}",TPESampler,COMPLETE
78,0.059848569333553314,2025-04-25 21:49:25.731027,2025-04-25 21:49:52.214032,0 days 00:00:26.483005,0.009396997679783758,160,512,,,2,0.000385451389425885,0.6,checkpoints/mlp_Tc_trial_78_best_state.pt,"{'learning_rate': 0.000385451389425885, 'lr_reduce': 0.6}",TPESampler,COMPLETE
79,0.05817343294620514,2025-04-25 21:49:28.261035,2025-04-25 21:50:36.822624,0 days 00:01:08.561589,0.011313409871795377,288,416,,,2,0.00013006947781815168,0.6,checkpoints/mlp_Tc_trial_79_best_state.pt,"{'learning_rate': 0.00013006947781815168, 'lr_reduce': 0.6}",TPESampler,COMPLETE
80,0.052548959851264954,2025-04-25 21:49:52.444299,2025-04-25 21:50:11.975802,0 days 00:00:19.531503,0.006232494069640912,288,384,,,2,0.0003858750446999008,0.6,checkpoints/mlp_Tc_trial_80_best_state.pt,"{'learning_rate': 0.0003858750446999008, 'lr_reduce': 0.6}",TPESampler,COMPLETE
81,0.04889015480875969,2025-04-25 21:49:52.903136,2025-04-25 21:50:12.990425,0 days 00:00:20.087289,0.014370415460379652,432,384,,,2,0.0006100298974160646,0.6,checkpoints/mlp_Tc_trial_81_best_state.pt,"{'learning_rate': 0.0006100298974160646, 'lr_reduce': 0.6}",TPESampler,COMPLETE
82,0.04306456074118614,2025-04-25 21:50:12.232183,2025-04-25 21:50:55.499746,0 days 00:00:43.267563,0.003233150301268935,320,496,,,2,0.00025044869587536087,0.6,checkpoints/mlp_Tc_trial_82_best_state.pt,"{'learning_rate': 0.00025044869587536087, 'lr_reduce': 0.6}",TPESampler,COMPLETE
83,0.04972214251756668,2025-04-25 21:50:13.276195,2025-04-25 21:50:26.413583,0 days 00:00:13.137388,0.00862226989632921,464,80,256.0,432.0,4,0.003824649807962812,0.6,checkpoints/mlp_Tc_trial_83_best_state.pt,"{'learning_rate': 0.003824649807962812, 'lr_reduce': 0.6}",TPESampler,COMPLETE
84,0.08257678896188736,2025-04-25 21:50:26.703251,2025-04-25 21:50:41.577757,0 days 00:00:14.874506,0.2990101426584667,160,112,48.0,,3,0.001444660285480085,0.6,checkpoints/mlp_Tc_trial_84_best_state.pt,"{'learning_rate': 0.001444660285480085, 'lr_reduce': 0.6}",TPESampler,COMPLETE
