number,value,datetime_start,datetime_complete,duration,params_depth,params_edge_hidden_dim,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_node_hidden_dim,params_rep_dropout,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
2231,0.16021279990673065,2025-04-26 01:37:55.043865,2025-04-26 01:38:36.347786,0 days 00:00:41.303921,2,74,244,501.0,,,2,67,0.07670779435905857,0.00245108399769645,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2231_best_state.pt,"{'learning_rate': 0.00245108399769645, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2232,0.8674312829971313,2025-04-26 01:38:08.256026,2025-04-26 01:38:14.206006,0 days 00:00:05.949980,1,51,254,507.0,,,2,102,0.026033008609595246,0.0068797579575729725,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2232_best_state.pt,"{'learning_rate': 0.0068797579575729725, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2233,0.4379657506942749,2025-04-26 01:38:11.152932,2025-04-26 01:38:19.127655,0 days 00:00:07.974723,1,35,195,493.0,,,2,84,0.05477622857067995,0.009030443631126612,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2233_best_state.pt,"{'learning_rate': 0.009030443631126612, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2234,0.7574700117111206,2025-04-26 01:38:14.525290,2025-04-26 01:38:22.265797,0 days 00:00:07.740507,2,33,276,,,,1,95,0.017329172095758464,0.008916515199718644,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2234_best_state.pt,"{'learning_rate': 0.008916515199718644, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2235,0.10812491923570633,2025-04-26 01:38:19.440508,2025-04-26 01:38:48.918028,0 days 00:00:29.477520,1,44,235,471.0,,,2,86,0.0025104585508462438,0.003558370746589413,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2235_best_state.pt,"{'learning_rate': 0.003558370746589413, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2236,0.12099865078926086,2025-04-26 01:38:22.602005,2025-04-26 01:38:52.441110,0 days 00:00:29.839105,1,59,276,463.0,,,2,84,0.06868161772155289,0.0025423569312816923,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2236_best_state.pt,"{'learning_rate': 0.0025423569312816923, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2237,0.10228767991065979,2025-04-26 01:38:36.664181,2025-04-26 01:39:12.998948,0 days 00:00:36.334767,1,34,265,481.0,,,2,66,0.03618940656245455,0.006012327656383947,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2237_best_state.pt,"{'learning_rate': 0.006012327656383947, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2238,0.1541726142168045,2025-04-26 01:38:49.240303,2025-04-26 01:39:25.018571,0 days 00:00:35.778268,1,47,272,495.0,,,2,84,0.019583144739768743,0.0064551130445602446,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2238_best_state.pt,"{'learning_rate': 0.0064551130445602446, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2239,0.09788493067026138,2025-04-26 01:38:52.737995,2025-04-26 01:39:26.505428,0 days 00:00:33.767433,1,37,337,498.0,195.0,,3,93,0.02077107291946812,0.00645215178151245,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2239_best_state.pt,"{'learning_rate': 0.00645215178151245, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2240,0.2929556369781494,2025-04-26 01:39:13.300067,2025-04-26 01:39:44.193345,0 days 00:00:30.893278,2,37,256,,,,1,81,0.07678245972974182,0.008016565790665894,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2240_best_state.pt,"{'learning_rate': 0.008016565790665894, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2241,0.6783838868141174,2025-04-26 01:39:25.340282,2025-04-26 01:39:32.048603,0 days 00:00:06.708321,1,84,376,512.0,203.0,,3,123,0.1144851708766464,0.005330092109444708,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2241_best_state.pt,"{'learning_rate': 0.005330092109444708, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2242,0.1479860246181488,2025-04-26 01:39:26.814959,2025-04-26 01:40:06.921196,0 days 00:00:40.106237,1,37,226,490.0,,,2,78,0.025164659953761992,0.007010432461956264,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2242_best_state.pt,"{'learning_rate': 0.007010432461956264, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2243,0.5011373162269592,2025-04-26 01:39:32.372960,2025-04-26 01:39:40.177738,0 days 00:00:07.804778,2,59,137,492.0,,,2,84,0.06269943936649186,0.009098737908410447,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2243_best_state.pt,"{'learning_rate': 0.009098737908410447, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2244,0.11512282490730286,2025-04-26 01:39:40.503566,2025-04-26 01:40:19.392304,0 days 00:00:38.888738,2,69,271,397.0,233.0,,3,78,0.12695250567571129,0.0021134218098250715,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2244_best_state.pt,"{'learning_rate': 0.0021134218098250715, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2245,0.8877545595169067,2025-04-26 01:39:44.475850,2025-04-26 01:39:50.613007,0 days 00:00:06.137157,2,46,282,512.0,,,2,87,0.047936950428312426,0.009306869326909238,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2245_best_state.pt,"{'learning_rate': 0.009306869326909238, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2246,0.5723758339881897,2025-04-26 01:39:50.956636,2025-04-26 01:39:57.793231,0 days 00:00:06.836595,1,58,143,,,,1,87,0.06761882783868502,0.009286477417337603,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2246_best_state.pt,"{'learning_rate': 0.009286477417337603, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2247,0.1978687196969986,2025-04-26 01:39:58.123325,2025-04-26 01:40:42.798290,0 days 00:00:44.674965,1,78,349,474.0,196.0,,3,85,0.11312109027986049,0.0006617753169125054,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2247_best_state.pt,"{'learning_rate': 0.0006617753169125054, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2248,0.8887408375740051,2025-04-26 01:40:07.223366,2025-04-26 01:40:12.172266,0 days 00:00:04.948900,1,69,354,456.0,,,2,115,0.12874215395391864,0.00824632898361984,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2248_best_state.pt,"{'learning_rate': 0.00824632898361984, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2249,0.890390932559967,2025-04-26 01:40:12.522796,2025-04-26 01:40:17.521880,0 days 00:00:04.999084,3,123,310,,,,1,80,0.009611040298893758,0.0002074810363757141,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2249_best_state.pt,"{'learning_rate': 0.0002074810363757141, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2250,0.1006903275847435,2025-04-26 01:40:17.852975,2025-04-26 01:40:50.580326,0 days 00:00:32.727351,1,37,219,505.0,,,2,103,0.041232444499529744,0.009081285203684246,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2250_best_state.pt,"{'learning_rate': 0.009081285203684246, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2251,0.12087423354387283,2025-04-26 01:40:19.765371,2025-04-26 01:40:41.459201,0 days 00:00:21.693830,1,59,144,490.0,,,2,76,0.004148986904606911,0.005283598214124351,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2251_best_state.pt,"{'learning_rate': 0.005283598214124351, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2252,0.8721408247947693,2025-04-26 01:40:41.753016,2025-04-26 01:40:49.061307,0 days 00:00:07.308291,2,90,175,497.0,241.0,202.0,4,119,0.005918572387869324,0.0017259562312125975,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2252_best_state.pt,"{'learning_rate': 0.0017259562312125975, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2253,0.590861439704895,2025-04-26 01:40:43.097510,2025-04-26 01:40:50.963823,0 days 00:00:07.866313,1,62,243,,,,1,80,0.023258086069056026,0.00718358144394895,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2253_best_state.pt,"{'learning_rate': 0.00718358144394895, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2254,0.8886999487876892,2025-04-26 01:40:49.359481,2025-04-26 01:40:54.575470,0 days 00:00:05.215989,2,56,241,,,,1,94,0.0572911524588309,0.003022268971498645,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2254_best_state.pt,"{'learning_rate': 0.003022268971498645, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2255,0.8968165516853333,2025-04-26 01:40:50.912741,2025-04-26 01:40:56.790446,0 days 00:00:05.877705,3,36,323,468.0,225.0,118.0,4,64,0.2489296829585458,0.0003723924590434725,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2255_best_state.pt,"{'learning_rate': 0.0003723924590434725, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2256,0.1532244235277176,2025-04-26 01:40:51.351340,2025-04-26 01:41:09.643291,0 days 00:00:18.291951,1,49,172,501.0,,,2,105,0.01593472013884009,0.009831780684604493,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2256_best_state.pt,"{'learning_rate': 0.009831780684604493, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2257,0.8872464895248413,2025-04-26 01:40:54.866647,2025-04-26 01:40:59.577970,0 days 00:00:04.711323,1,60,264,453.0,,,2,94,0.038191431046151456,0.00919826903383116,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2257_best_state.pt,"{'learning_rate': 0.00919826903383116, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2258,0.1364963948726654,2025-04-26 01:40:57.083620,2025-04-26 01:41:14.515610,0 days 00:00:17.431990,1,55,306,465.0,,,2,93,0.018805632581082556,0.004189911334906376,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2258_best_state.pt,"{'learning_rate': 0.004189911334906376, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2259,0.1229281947016716,2025-04-26 01:40:59.884950,2025-04-26 01:41:39.189651,0 days 00:00:39.304701,1,59,232,,,,1,86,0.14891040294207633,0.0015643278672398445,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2259_best_state.pt,"{'learning_rate': 0.0015643278672398445, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2260,0.1484450399875641,2025-04-26 01:41:09.932278,2025-04-26 01:41:35.792197,0 days 00:00:25.859919,1,58,259,505.0,,,2,89,0.021329106438068245,0.0038533963659282745,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2260_best_state.pt,"{'learning_rate': 0.0038533963659282745, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2261,0.3025750517845154,2025-04-26 01:41:14.829760,2025-04-26 01:41:30.676162,0 days 00:00:15.846402,2,49,238,475.0,,,2,67,0.06080963960999305,0.006331493197149439,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2261_best_state.pt,"{'learning_rate': 0.006331493197149439, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2262,0.12112760543823242,2025-04-26 01:41:30.980737,2025-04-26 01:42:14.005049,0 days 00:00:43.024312,1,80,332,511.0,,,2,127,0.11778026648574241,0.005659506777932916,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2262_best_state.pt,"{'learning_rate': 0.005659506777932916, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2263,0.7410153150558472,2025-04-26 01:41:36.090622,2025-04-26 01:41:42.815647,0 days 00:00:06.725025,1,53,184,511.0,,,2,91,0.05819170649453094,0.007866661357089615,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2263_best_state.pt,"{'learning_rate': 0.007866661357089615, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2264,0.12127048522233963,2025-04-26 01:41:39.534282,2025-04-26 01:42:09.350776,0 days 00:00:29.816494,1,43,305,447.0,,,2,88,0.042565104285995095,0.0041667770902796995,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2264_best_state.pt,"{'learning_rate': 0.0041667770902796995, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2265,0.5358812808990479,2025-04-26 01:41:43.098254,2025-04-26 01:41:53.851629,0 days 00:00:10.753375,1,98,373,,,,1,35,0.08218323421306296,0.00374988467765042,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2265_best_state.pt,"{'learning_rate': 0.00374988467765042, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2266,0.12867720425128937,2025-04-26 01:41:54.177462,2025-04-26 01:42:13.771966,0 days 00:00:19.594504,1,80,111,493.0,193.0,,3,119,0.10988930366484831,0.0030024003356148342,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2266_best_state.pt,"{'learning_rate': 0.0030024003356148342, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2267,0.1121230274438858,2025-04-26 01:42:09.792734,2025-04-26 01:42:34.456306,0 days 00:00:24.663572,2,52,267,512.0,,,2,73,0.01414662959738281,0.003162304514293022,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2267_best_state.pt,"{'learning_rate': 0.003162304514293022, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2268,0.8892108201980591,2025-04-26 01:42:14.020581,2025-04-26 01:42:18.574900,0 days 00:00:04.554319,1,58,135,,,,1,77,0.06816998532369764,0.00036205715835632316,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2268_best_state.pt,"{'learning_rate': 0.00036205715835632316, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2269,0.10332381725311279,2025-04-26 01:42:14.246350,2025-04-26 01:42:53.547381,0 days 00:00:39.301031,1,88,492,484.0,247.0,106.0,4,71,0.1630411107773786,0.009448401292222944,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2269_best_state.pt,"{'learning_rate': 0.009448401292222944, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2270,0.10754016041755676,2025-04-26 01:42:18.842063,2025-04-26 01:43:00.220088,0 days 00:00:41.378025,1,50,266,498.0,,,2,102,0.018837724552792073,0.0030176569434523922,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2270_best_state.pt,"{'learning_rate': 0.0030176569434523922, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2271,0.10524889081716537,2025-04-26 01:42:34.775937,2025-04-26 01:43:06.970119,0 days 00:00:32.194182,1,56,258,449.0,,,2,94,0.064164909970099,0.003588267807253029,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2271_best_state.pt,"{'learning_rate': 0.003588267807253029, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2272,0.1698281317949295,2025-04-26 01:42:53.858196,2025-04-26 01:43:23.202126,0 days 00:00:29.343930,2,66,435,455.0,,,2,85,0.0229551763698538,0.0025349886517792167,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2272_best_state.pt,"{'learning_rate': 0.0025349886517792167, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2273,0.12951906025409698,2025-04-26 01:43:00.615763,2025-04-26 01:43:37.736831,0 days 00:00:37.121068,2,53,248,431.0,,,2,107,0.0002656825816369189,0.005797333457114397,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2273_best_state.pt,"{'learning_rate': 0.005797333457114397, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2274,0.07789479941129684,2025-04-26 01:43:07.280058,2025-04-26 01:43:32.358475,0 days 00:00:25.078417,1,45,245,497.0,,,2,88,0.05998513812269154,0.005954182977654043,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2274_best_state.pt,"{'learning_rate': 0.005954182977654043, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2275,0.14363273978233337,2025-04-26 01:43:23.512355,2025-04-26 01:43:56.364057,0 days 00:00:32.851702,1,61,277,423.0,,,2,88,0.000832417577572379,0.00542794059192045,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2275_best_state.pt,"{'learning_rate': 0.00542794059192045, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2276,0.8893068432807922,2025-04-26 01:43:32.687363,2025-04-26 01:43:37.940181,0 days 00:00:05.252818,2,35,211,462.0,,,2,97,0.0982189508113338,0.006913615377191285,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2276_best_state.pt,"{'learning_rate': 0.006913615377191285, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2277,0.8885559439659119,2025-04-26 01:43:38.037835,2025-04-26 01:43:42.905142,0 days 00:00:04.867307,1,48,338,469.0,,,2,97,0.061411790062530225,0.00445258063246472,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2277_best_state.pt,"{'learning_rate': 0.00445258063246472, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2278,0.22943571209907532,2025-04-26 01:43:38.263822,2025-04-26 01:44:11.660978,0 days 00:00:33.397156,1,52,252,464.0,,,2,92,0.06372103727205802,0.006470489633197381,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2278_best_state.pt,"{'learning_rate': 0.006470489633197381, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2279,0.11460256576538086,2025-04-26 01:43:43.276373,2025-04-26 01:44:04.014373,0 days 00:00:20.738000,1,33,226,502.0,,,2,72,0.0647869879967948,0.009008621302535276,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2279_best_state.pt,"{'learning_rate': 0.009008621302535276, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2280,0.8885130882263184,2025-04-26 01:43:56.661360,2025-04-26 01:44:01.975754,0 days 00:00:05.314394,4,56,293,486.0,501.0,,3,48,0.04214060356857802,0.0033603465821423536,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2280_best_state.pt,"{'learning_rate': 0.0033603465821423536, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2281,0.12279597669839859,2025-04-26 01:44:02.276045,2025-04-26 01:44:39.613671,0 days 00:00:37.337626,1,40,261,,,,1,92,0.03250864877852497,0.005458924676799125,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2281_best_state.pt,"{'learning_rate': 0.005458924676799125, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2282,0.8160778284072876,2025-04-26 01:44:04.337640,2025-04-26 01:44:12.471239,0 days 00:00:08.133599,2,80,159,472.0,181.0,,3,98,0.11454981358887287,0.009834279424084956,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2282_best_state.pt,"{'learning_rate': 0.009834279424084956, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2283,0.888702929019928,2025-04-26 01:44:11.954881,2025-04-26 01:44:16.647850,0 days 00:00:04.692969,2,46,299,502.0,,,2,72,0.14049764619311567,0.004162495298941452,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2283_best_state.pt,"{'learning_rate': 0.004162495298941452, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2284,0.15178722143173218,2025-04-26 01:44:12.791010,2025-04-26 01:44:49.288644,0 days 00:00:36.497634,1,34,236,,,,1,66,0.07133539297656222,0.003505971815724304,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2284_best_state.pt,"{'learning_rate': 0.003505971815724304, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2285,0.12599730491638184,2025-04-26 01:44:16.963789,2025-04-26 01:44:52.853488,0 days 00:00:35.889699,1,57,239,469.0,,,2,81,0.036210622787436614,0.003284421537409494,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2285_best_state.pt,"{'learning_rate': 0.003284421537409494, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2286,0.8758084774017334,2025-04-26 01:44:39.919794,2025-04-26 01:44:45.571571,0 days 00:00:05.651777,2,50,173,470.0,,,2,70,0.00962883285892192,0.009366649054365113,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2286_best_state.pt,"{'learning_rate': 0.009366649054365113, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2287,0.10746429860591888,2025-04-26 01:44:45.848512,2025-04-26 01:45:06.103288,0 days 00:00:20.254776,1,48,201,510.0,,,2,104,0.09883947312455313,0.003222334462746575,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2287_best_state.pt,"{'learning_rate': 0.003222334462746575, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2288,0.10830847173929214,2025-04-26 01:44:49.594811,2025-04-26 01:45:15.831316,0 days 00:00:26.236505,1,46,249,458.0,226.0,,3,83,0.05842845113320856,0.002161787837507087,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2288_best_state.pt,"{'learning_rate': 0.002161787837507087, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2289,0.1167987734079361,2025-04-26 01:44:53.158787,2025-04-26 01:45:27.973723,0 days 00:00:34.814936,1,50,242,510.0,,,2,83,0.05759711027557987,0.003428580366692348,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2289_best_state.pt,"{'learning_rate': 0.003428580366692348, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2290,0.8944668173789978,2025-04-26 01:45:06.381387,2025-04-26 01:45:10.705366,0 days 00:00:04.323979,1,82,438,446.0,221.0,,3,81,0.18602511487985754,0.00037194103981288214,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2290_best_state.pt,"{'learning_rate': 0.00037194103981288214, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2291,0.12664814293384552,2025-04-26 01:45:10.973015,2025-04-26 01:45:48.363748,0 days 00:00:37.390733,1,50,268,,,,1,96,0.09108692035480546,0.008794907700227794,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2291_best_state.pt,"{'learning_rate': 0.008794907700227794, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2292,0.8948586583137512,2025-04-26 01:45:16.145331,2025-04-26 01:45:21.621935,0 days 00:00:05.476604,1,53,208,,,,1,72,0.003088609264412683,0.009617052449686593,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2292_best_state.pt,"{'learning_rate': 0.009617052449686593, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2293,0.10224304348230362,2025-04-26 01:45:21.941514,2025-04-26 01:45:48.127855,0 days 00:00:26.186341,1,45,267,476.0,,,2,84,0.09259826767278803,0.005076293509999251,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2293_best_state.pt,"{'learning_rate': 0.005076293509999251, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2294,0.11995116621255875,2025-04-26 01:45:28.299017,2025-04-26 01:46:02.627117,0 days 00:00:34.328100,1,47,115,508.0,204.0,,3,98,0.09336837962096788,0.0015374503483516274,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2294_best_state.pt,"{'learning_rate': 0.0015374503483516274, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2295,0.1096160039305687,2025-04-26 01:45:48.438587,2025-04-26 01:46:21.679314,0 days 00:00:33.240727,1,32,196,435.0,,,2,85,0.009523886549103617,0.009656769245952284,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2295_best_state.pt,"{'learning_rate': 0.009656769245952284, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2296,0.8892576694488525,2025-04-26 01:45:48.703616,2025-04-26 01:45:54.979087,0 days 00:00:06.275471,2,47,135,503.0,,,2,108,0.023557436201687137,0.008447755559822646,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2296_best_state.pt,"{'learning_rate': 0.008447755559822646, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2297,0.8881556391716003,2025-04-26 01:45:55.295317,2025-04-26 01:46:01.350290,0 days 00:00:06.054973,1,56,254,475.0,509.0,,3,94,0.10678262918353904,0.007810245641451289,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2297_best_state.pt,"{'learning_rate': 0.007810245641451289, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2298,0.8890819549560547,2025-04-26 01:46:01.675634,2025-04-26 01:46:07.066444,0 days 00:00:05.390810,1,42,318,,,,1,71,0.020816537223261437,0.008815563444845138,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2298_best_state.pt,"{'learning_rate': 0.008815563444845138, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2299,0.1240852028131485,2025-04-26 01:46:03.160381,2025-04-26 01:46:30.854874,0 days 00:00:27.694493,2,101,183,512.0,249.0,,3,121,0.045888436774048046,0.003677610863301421,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2299_best_state.pt,"{'learning_rate': 0.003677610863301421, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2300,0.11421740055084229,2025-04-26 01:46:07.318277,2025-04-26 01:46:30.260896,0 days 00:00:22.942619,1,55,104,442.0,,,2,82,0.0524240446977407,0.007305279216146763,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2300_best_state.pt,"{'learning_rate': 0.007305279216146763, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2301,0.11998889595270157,2025-04-26 01:46:21.989391,2025-04-26 01:46:41.455734,0 days 00:00:19.466343,1,33,214,,,,1,91,0.0833857027237482,0.00869203448813951,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2301_best_state.pt,"{'learning_rate': 0.00869203448813951, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2302,0.10805347561836243,2025-04-26 01:46:30.577185,2025-04-26 01:46:51.880789,0 days 00:00:21.303604,1,34,274,471.0,,,2,99,0.004340182875975369,0.0044034975111422675,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2302_best_state.pt,"{'learning_rate': 0.0044034975111422675, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2303,0.21420827507972717,2025-04-26 01:46:31.235054,2025-04-26 01:47:09.625943,0 days 00:00:38.390889,1,51,209,,,,1,84,0.05259380153343027,0.009934526651982092,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2303_best_state.pt,"{'learning_rate': 0.009934526651982092, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2304,0.15146110951900482,2025-04-26 01:46:41.731993,2025-04-26 01:47:04.552064,0 days 00:00:22.820071,1,37,392,439.0,,,2,74,0.06367109244023925,0.009653671686577228,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2304_best_state.pt,"{'learning_rate': 0.009653671686577228, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2305,0.8906105756759644,2025-04-26 01:46:52.189479,2025-04-26 01:46:57.338212,0 days 00:00:05.148733,2,45,115,467.0,,,2,75,0.07040449176206859,0.0018068844715817757,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2305_best_state.pt,"{'learning_rate': 0.0018068844715817757, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2306,0.14006178081035614,2025-04-26 01:46:57.658461,2025-04-26 01:47:14.903437,0 days 00:00:17.244976,1,47,248,436.0,200.0,,3,85,0.06868126150532414,0.004719849669625385,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2306_best_state.pt,"{'learning_rate': 0.004719849669625385, 'lr_reduce': 0.6}",TPESampler,COMPLETE
2307,0.8890900015830994,2025-04-26 01:47:04.853540,2025-04-26 01:47:09.992061,0 days 00:00:05.138521,1,60,214,504.0,,,2,82,0.097848242370549,0.009981558445894077,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_2307_best_state.pt,"{'learning_rate': 0.009981558445894077, 'lr_reduce': 0.6}",TPESampler,COMPLETE
