number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,params_kernel,system_attrs_auto:sampler,state
83,0.1551868143210564,2025-04-24 21:01:32.263083,2025-04-24 21:01:44.078465,0 days 00:00:11.815382,28.950232122753302,0.012978074698665567,0.1655419635972795,linear,TPESampler,COMPLETE
84,0.9502783187636441,2025-04-24 21:01:33.017418,2025-04-24 21:01:33.569706,0 days 00:00:00.552288,5.5889187020266045,0.05664068355282539,0.7836636174222684,rbf,TPESampler,COMPLETE
85,0.15093114584351794,2025-04-24 21:01:33.745250,2025-04-24 21:01:57.938105,0 days 00:00:24.192855,99.83328482214834,0.01831956184210898,0.0003344763072199801,linear,TPESampler,COMPLETE
86,0.1522202328697272,2025-04-24 21:01:44.325674,2025-04-24 21:02:07.599428,0 days 00:00:23.273754,95.79374356126785,0.04178022597038076,0.0471762534640395,linear,TPESampler,COMPLETE
87,0.15337210783206712,2025-04-24 21:01:58.146105,2025-04-24 21:02:11.770575,0 days 00:00:13.624470,77.42777813049229,0.04330337326472518,0.00043565738462988566,linear,TPESampler,COMPLETE
88,0.15381936372420676,2025-04-24 21:02:07.782169,2025-04-24 21:02:27.933917,0 days 00:00:20.151748,64.46167843732732,0.016114380003651577,0.0004091861150423205,linear,TPESampler,COMPLETE
89,0.15464735038723565,2025-04-24 21:02:11.953531,2025-04-24 21:02:45.617040,0 days 00:00:33.663509,78.14788792943364,0.012698502618967421,0.0013077496038309288,linear,TPESampler,COMPLETE
90,0.1507752128548056,2025-04-24 21:02:28.116882,2025-04-24 21:02:43.972402,0 days 00:00:15.855520,84.5986530450487,0.03853053935250561,0.6973418531244177,linear,TPESampler,COMPLETE
91,0.15745812768634274,2025-04-24 21:02:44.155284,2025-04-24 21:02:45.857898,0 days 00:00:01.702614,5.917552861169774,0.04391472460387637,0.5212115099166901,linear,TPESampler,COMPLETE
92,0.1499463707192775,2025-04-24 21:02:45.807170,2025-04-24 21:02:51.520693,0 days 00:00:05.713523,29.910485462821413,0.028181857012639266,0.3064995206781679,linear,TPESampler,COMPLETE
93,0.1524601695941003,2025-04-24 21:02:46.117237,2025-04-24 21:02:54.303229,0 days 00:00:08.185992,34.600947993770355,0.04235700090648549,0.034618615302724275,linear,TPESampler,COMPLETE
94,0.16545386268095155,2025-04-24 21:02:51.973218,2025-04-24 21:02:54.299681,0 days 00:00:02.326463,33.44354709430269,0.0880997816460687,0.4967139383902384,linear,TPESampler,COMPLETE
95,0.14925839995333462,2025-04-24 21:02:54.558305,2025-04-24 21:02:58.238162,0 days 00:00:03.679857,14.76795262532768,0.03463854135093643,0.7771496222452045,linear,TPESampler,COMPLETE
96,0.1507668050420814,2025-04-24 21:02:54.637194,2025-04-24 21:03:00.651720,0 days 00:00:06.014526,16.00926496658181,0.024513362434819337,0.04045659761443766,linear,TPESampler,COMPLETE
97,428.1791933156456,2025-04-24 21:02:58.426268,2025-04-24 21:02:59.267815,0 days 00:00:00.841547,19.212507654276795,0.03303848283604872,0.2881451406469628,sigmoid,TPESampler,COMPLETE
98,0.549726402371074,2025-04-24 21:02:59.503874,2025-04-24 21:04:39.414919,0 days 00:01:39.911045,55.56136346197545,0.01395790705121654,0.05132394602327312,poly,TPESampler,COMPLETE
99,0.20863707955992153,2025-04-24 21:03:00.840466,2025-04-24 21:03:01.727412,0 days 00:00:00.886946,0.7168021367521811,0.08960702064506948,0.6266462198979098,linear,TPESampler,COMPLETE
