number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_subsample,system_attrs_auto:sampler,state
1259,0.7357282445010349,2025-04-24 22:23:24.988486,2025-04-24 22:23:25.972722,0 days 00:00:00.984236,0.021766693905846797,11,log2,8,4,171,0.921979775715861,TPESampler,COMPLETE
1260,0.2754751337226175,2025-04-24 22:23:26.121041,2025-04-24 22:23:29.082151,0 days 00:00:02.961110,0.06751586291866517,11,log2,1,18,1140,0.8471547906283379,TPESampler,COMPLETE
1261,0.3894561892996752,2025-04-24 22:23:26.245680,2025-04-24 22:23:29.498821,0 days 00:00:03.253141,0.02270748085571986,4,log2,4,5,1423,0.7656375648598066,TPESampler,COMPLETE
1262,0.22006252300615736,2025-04-24 22:23:26.807994,2025-04-24 22:23:30.545062,0 days 00:00:03.737068,0.09826583168401058,11,sqrt,1,14,1476,0.899368231381458,TPESampler,COMPLETE
1263,0.2781661898273663,2025-04-24 22:23:29.280188,2025-04-24 22:23:37.436823,0 days 00:00:08.156635,0.09545415523158514,11,,1,14,1151,0.9007323159714671,TPESampler,COMPLETE
1264,0.24362664116852045,2025-04-24 22:23:29.762039,2025-04-24 22:23:32.367616,0 days 00:00:02.605577,0.07765729455622032,12,sqrt,1,16,1380,0.9594808139231588,TPESampler,COMPLETE
1265,0.33251345625860024,2025-04-24 22:23:30.753750,2025-04-24 22:23:32.315611,0 days 00:00:01.561861,0.08389005945755316,9,,6,4,250,0.6145834256758715,TPESampler,COMPLETE
1266,0.24584984988687658,2025-04-24 22:23:32.463508,2025-04-24 22:23:35.250979,0 days 00:00:02.787471,0.0959455971013452,11,sqrt,2,13,1407,0.9727259661270983,TPESampler,COMPLETE
1267,0.3950100247449838,2025-04-24 22:23:32.505655,2025-04-24 22:23:35.310684,0 days 00:00:02.805029,0.014612645822851811,11,sqrt,8,4,1411,0.8633802394407771,TPESampler,COMPLETE
1268,0.3006214063711742,2025-04-24 22:23:35.403910,2025-04-24 22:23:38.197917,0 days 00:00:02.794007,0.042134559149370004,8,,3,2,400,0.8565624859294161,TPESampler,COMPLETE
1269,0.27614561250209446,2025-04-24 22:23:35.486797,2025-04-24 22:23:37.291608,0 days 00:00:01.804811,0.09059238637274993,8,log2,1,12,1047,0.7575962559613523,TPESampler,COMPLETE
1270,0.26510451736099827,2025-04-24 22:23:37.464309,2025-04-24 22:23:40.711499,0 days 00:00:03.247190,0.09897931194822686,12,sqrt,2,17,1368,0.9300779916534014,TPESampler,COMPLETE
1271,0.2471762666108407,2025-04-24 22:23:37.643077,2025-04-24 22:23:41.043236,0 days 00:00:03.400159,0.09828805909650283,12,sqrt,1,14,1398,0.9422249785981097,TPESampler,COMPLETE
1272,0.6890336898386418,2025-04-24 22:23:38.421465,2025-04-24 22:23:39.564338,0 days 00:00:01.142873,0.029332241546343736,12,log2,10,11,260,0.6475783117095159,TPESampler,COMPLETE
1273,0.25750352732993764,2025-04-24 22:23:39.755806,2025-04-24 22:23:42.930266,0 days 00:00:03.174460,0.08527787247931802,11,sqrt,2,13,1459,0.8497526285267837,TPESampler,COMPLETE
1274,0.2507908780468824,2025-04-24 22:23:40.899977,2025-04-24 22:23:43.849973,0 days 00:00:02.949996,0.07601900665333407,12,sqrt,1,13,1493,0.8470403603083572,TPESampler,COMPLETE
1275,0.27508583163266825,2025-04-24 22:23:41.275531,2025-04-24 22:23:49.944999,0 days 00:00:08.669468,0.055180290894159385,10,,1,13,1320,0.9024109735644009,TPESampler,COMPLETE
1276,0.2473054584029183,2025-04-24 22:23:43.127401,2025-04-24 22:23:45.651396,0 days 00:00:02.523995,0.06425592118531134,10,sqrt,1,10,1382,0.9660213443720945,TPESampler,COMPLETE
1277,0.397855204271831,2025-04-24 22:23:44.045479,2025-04-24 22:23:47.350866,0 days 00:00:03.305387,0.09593251793881347,11,,10,11,679,0.6408148007486202,TPESampler,COMPLETE
1278,0.2706537885293059,2025-04-24 22:23:45.877559,2025-04-24 22:23:48.361896,0 days 00:00:02.484337,0.09806442182475855,8,sqrt,3,19,1470,0.8467351792984108,TPESampler,COMPLETE
1279,0.3742535715434154,2025-04-24 22:23:47.728257,2025-04-24 22:23:52.562191,0 days 00:00:04.833934,0.043028196957613826,8,,9,14,893,0.8157085556829602,TPESampler,COMPLETE
1280,0.29584243273470173,2025-04-24 22:23:48.556259,2025-04-24 22:23:49.946120,0 days 00:00:01.389861,0.02033426570399109,12,sqrt,1,4,577,0.8462940330591769,TPESampler,COMPLETE
1281,0.2323808520741485,2025-04-24 22:23:50.075170,2025-04-24 22:23:52.663064,0 days 00:00:02.587894,0.09306211322211844,8,sqrt,1,13,1310,0.8912838024403003,TPESampler,COMPLETE
1282,0.26387119924250874,2025-04-24 22:23:50.122082,2025-04-24 22:23:53.158820,0 days 00:00:03.036738,0.09811816799555254,9,sqrt,3,11,1451,0.9003048890266959,TPESampler,COMPLETE
1283,0.24231371571056332,2025-04-24 22:23:52.742380,2025-04-24 22:23:56.188664,0 days 00:00:03.446284,0.07726960815266619,9,sqrt,1,13,1407,0.9538122614164644,TPESampler,COMPLETE
1284,0.41076790130937174,2025-04-24 22:23:52.885017,2025-04-24 22:23:54.236917,0 days 00:00:01.351900,0.022229876050786433,12,log2,1,13,264,0.6304539686697409,TPESampler,COMPLETE
1285,0.26774646783278266,2025-04-24 22:23:53.416844,2025-04-24 22:23:56.338482,0 days 00:00:02.921638,0.055297268225930674,9,sqrt,1,19,1179,0.8867250989760981,TPESampler,COMPLETE
1286,0.3791850293685745,2025-04-24 22:23:54.426367,2025-04-24 22:23:57.501822,0 days 00:00:03.075455,0.019213674046824645,3,sqrt,5,17,1378,0.7953780851954401,TPESampler,COMPLETE
1287,0.24116525587866527,2025-04-24 22:23:56.388016,2025-04-24 22:23:59.505243,0 days 00:00:03.117227,0.08138192959342615,10,sqrt,1,16,1371,0.8591342278637791,TPESampler,COMPLETE
1288,0.23149148730151214,2025-04-24 22:23:56.561323,2025-04-24 22:23:59.951060,0 days 00:00:03.389737,0.09942084966545288,11,sqrt,1,18,1480,0.9187066274541497,TPESampler,COMPLETE
1289,0.2670529502434963,2025-04-24 22:23:57.695033,2025-04-24 22:24:06.747774,0 days 00:00:09.052741,0.04999024680975762,8,,1,16,1401,0.9843681217927928,TPESampler,COMPLETE
1290,0.3329553942899165,2025-04-24 22:23:59.683059,2025-04-24 22:24:01.313096,0 days 00:00:01.630037,0.08884887852787247,12,,6,5,163,0.8971717071777312,TPESampler,COMPLETE
1291,0.26701243425191223,2025-04-24 22:24:00.162977,2025-04-24 22:24:02.770440,0 days 00:00:02.607463,0.07907591410758291,10,sqrt,3,19,1466,0.9143153436329516,TPESampler,COMPLETE
1292,0.3394573142508317,2025-04-24 22:24:01.497956,2025-04-24 22:24:03.026406,0 days 00:00:01.528450,0.05247108817434625,3,sqrt,3,9,675,0.9238215261058303,TPESampler,COMPLETE
1293,0.2612999418597063,2025-04-24 22:24:02.978371,2025-04-24 22:24:05.563347,0 days 00:00:02.584976,0.0636594234081806,10,sqrt,2,16,1273,0.8587062327086412,TPESampler,COMPLETE
1294,0.6007540182318,2025-04-24 22:24:03.280317,2025-04-24 22:24:04.486306,0 days 00:00:01.205989,0.06307987994450182,7,log2,10,19,338,0.7175277380388074,TPESampler,COMPLETE
1295,0.2645477594863169,2025-04-24 22:24:04.677269,2025-04-24 22:24:07.733275,0 days 00:00:03.056006,0.06358417269517762,9,sqrt,2,20,1471,0.8943154472338644,TPESampler,COMPLETE
1296,0.4632385268299286,2025-04-24 22:24:05.740213,2025-04-24 22:24:06.782042,0 days 00:00:01.041829,0.023569776785358366,5,sqrt,4,15,238,0.6870188206566292,TPESampler,COMPLETE
1297,0.5357805138194334,2025-04-24 22:24:06.905185,2025-04-24 22:24:09.328162,0 days 00:00:02.422977,0.029409750818124813,3,log2,8,17,717,0.7401450144903059,TPESampler,COMPLETE
1298,0.25895576157644706,2025-04-24 22:24:06.960218,2025-04-24 22:24:10.726050,0 days 00:00:03.765832,0.06773964882985029,10,sqrt,2,14,1454,0.9419825141620275,TPESampler,COMPLETE
1299,0.2345707047972012,2025-04-24 22:24:07.978663,2025-04-24 22:24:11.309214,0 days 00:00:03.330551,0.09916880848319713,11,sqrt,1,17,1283,0.8609126780976377,TPESampler,COMPLETE
1300,0.23721280403772513,2025-04-24 22:24:09.512111,2025-04-24 22:24:13.053675,0 days 00:00:03.541564,0.09935035287180026,10,sqrt,1,11,1468,0.8829146116188972,TPESampler,COMPLETE
1301,0.31802326647144363,2025-04-24 22:24:10.922479,2025-04-24 22:24:12.982776,0 days 00:00:02.060297,0.04936821913067855,10,log2,3,8,826,0.9981539062636591,TPESampler,COMPLETE
1302,0.2325301528418627,2025-04-24 22:24:11.530905,2025-04-24 22:24:14.303085,0 days 00:00:02.772180,0.08702346062556084,11,sqrt,1,10,1099,0.8946591395978649,TPESampler,COMPLETE
1303,0.2531347010629282,2025-04-24 22:24:13.142590,2025-04-24 22:24:16.871398,0 days 00:00:03.728808,0.09454570794316342,10,sqrt,2,13,1393,0.9388218031737807,TPESampler,COMPLETE
1304,0.5870659663098765,2025-04-24 22:24:13.528071,2025-04-24 22:24:15.088168,0 days 00:00:01.560097,0.01475552534086941,8,sqrt,10,14,294,0.6737509375384862,TPESampler,COMPLETE
1305,0.23874399176447106,2025-04-24 22:24:14.588886,2025-04-24 22:24:17.567892,0 days 00:00:02.979006,0.09874646300504802,11,sqrt,1,17,1135,0.8123749864029822,TPESampler,COMPLETE
1306,0.2527180467361848,2025-04-24 22:24:15.279159,2025-04-24 22:24:18.781656,0 days 00:00:03.502497,0.06190889976352128,11,sqrt,1,17,1480,0.8239413727501588,TPESampler,COMPLETE
1307,0.24895070328535304,2025-04-24 22:24:17.067367,2025-04-24 22:24:20.589041,0 days 00:00:03.521674,0.09450697094110248,10,sqrt,1,15,1489,0.9072597404748847,TPESampler,COMPLETE
1308,0.24845904045502645,2025-04-24 22:24:17.775480,2025-04-24 22:24:20.830393,0 days 00:00:03.054913,0.09563154372248199,12,sqrt,1,12,1278,0.8522455854445325,TPESampler,COMPLETE
1309,0.2501783601940601,2025-04-24 22:24:18.973219,2025-04-24 22:24:22.181151,0 days 00:00:03.207932,0.06521997563102376,10,sqrt,1,14,1306,0.8919931854859398,TPESampler,COMPLETE
1310,0.2705154438135145,2025-04-24 22:24:20.774298,2025-04-24 22:24:24.102706,0 days 00:00:03.328408,0.09583673766931072,10,sqrt,2,17,1394,0.7832374216399088,TPESampler,COMPLETE
1311,0.23383130052285575,2025-04-24 22:24:21.048876,2025-04-24 22:24:24.699941,0 days 00:00:03.651065,0.09625633505653076,10,sqrt,1,13,1485,0.8416207685801018,TPESampler,COMPLETE
1312,0.2625696877804523,2025-04-24 22:24:22.386555,2025-04-24 22:24:25.438813,0 days 00:00:03.052258,0.08820510154165517,10,log2,1,12,1294,0.8814234549997787,TPESampler,COMPLETE
1313,0.24021804184144852,2025-04-24 22:24:24.310966,2025-04-24 22:24:27.583661,0 days 00:00:03.272695,0.05747441069719311,12,sqrt,1,12,1369,0.9340713391547422,TPESampler,COMPLETE
1314,0.23592764955610415,2025-04-24 22:24:24.931829,2025-04-24 22:24:27.356933,0 days 00:00:02.425104,0.09034556703476343,11,sqrt,1,18,942,0.8588908383691171,TPESampler,COMPLETE
1315,0.25145190755623464,2025-04-24 22:24:25.649957,2025-04-24 22:24:28.931114,0 days 00:00:03.281157,0.05894654311360474,12,sqrt,1,18,1193,0.8932525655839363,TPESampler,COMPLETE
1316,0.24430409555752836,2025-04-24 22:24:27.545862,2025-04-24 22:24:31.031070,0 days 00:00:03.485208,0.06383103284915854,11,sqrt,1,10,1326,0.8812841814323398,TPESampler,COMPLETE
1317,0.3439623909619631,2025-04-24 22:24:27.811508,2025-04-24 22:24:31.079432,0 days 00:00:03.267924,0.021873948325906178,10,log2,3,13,1487,0.6651247266857196,TPESampler,COMPLETE
1318,0.4922531655475426,2025-04-24 22:24:29.137246,2025-04-24 22:24:31.887942,0 days 00:00:02.750696,0.035093739400805284,3,log2,10,6,1228,0.8220241093556404,TPESampler,COMPLETE
1319,0.248119236048237,2025-04-24 22:24:31.200936,2025-04-24 22:24:33.997919,0 days 00:00:02.796983,0.08851789781949349,11,sqrt,1,12,1228,0.9576966927497361,TPESampler,COMPLETE
1320,0.23868207189277527,2025-04-24 22:24:31.251289,2025-04-24 22:24:34.058640,0 days 00:00:02.807351,0.09047634165547194,12,sqrt,1,14,1218,0.9944221295979796,TPESampler,COMPLETE
1321,0.282240383772042,2025-04-24 22:24:32.118396,2025-04-24 22:24:35.299728,0 days 00:00:03.181332,0.0810065949336354,11,,1,13,348,0.9653939214681821,TPESampler,COMPLETE
1322,0.30507168856113975,2025-04-24 22:24:34.152610,2025-04-24 22:24:36.753372,0 days 00:00:02.600762,0.028762509788945786,8,sqrt,4,5,1198,0.6497166079508829,TPESampler,COMPLETE
1323,0.24107358688234795,2025-04-24 22:24:34.267505,2025-04-24 22:24:37.126639,0 days 00:00:02.859134,0.09834093302457696,10,sqrt,1,18,1269,0.8399083868064027,TPESampler,COMPLETE
1324,0.3082574704688075,2025-04-24 22:24:35.521696,2025-04-24 22:24:42.002427,0 days 00:00:06.480731,0.014390044571859066,11,,5,11,1054,0.755020914171528,TPESampler,COMPLETE
1325,0.24441858629971694,2025-04-24 22:24:37.039776,2025-04-24 22:24:39.696702,0 days 00:00:02.656926,0.07155227734652037,11,sqrt,1,16,1369,0.8838949576196967,TPESampler,COMPLETE
1326,0.26956093118605706,2025-04-24 22:24:37.423447,2025-04-24 22:24:39.581322,0 days 00:00:02.157875,0.07392597950747501,12,sqrt,4,15,1064,0.8139973468561241,TPESampler,COMPLETE
1327,0.22838026467157269,2025-04-24 22:24:39.747508,2025-04-24 22:24:42.267944,0 days 00:00:02.520436,0.07936260799565706,10,sqrt,1,16,1283,0.8537261568698549,TPESampler,COMPLETE
1328,0.2583749361203306,2025-04-24 22:24:39.927064,2025-04-24 22:24:42.995733,0 days 00:00:03.068669,0.09432701641678574,10,sqrt,3,15,1373,0.8507776134691719,TPESampler,COMPLETE
1329,0.24866893026926928,2025-04-24 22:24:42.202869,2025-04-24 22:24:44.711707,0 days 00:00:02.508838,0.055484822238603015,10,sqrt,1,16,1152,0.8569666600811702,TPESampler,COMPLETE
1330,0.26246329383896794,2025-04-24 22:24:42.499915,2025-04-24 22:24:45.029544,0 days 00:00:02.529629,0.09792148122539397,10,sqrt,2,20,1098,0.8372365290052909,TPESampler,COMPLETE
1331,0.3611181518623496,2025-04-24 22:24:43.211513,2025-04-24 22:24:44.594892,0 days 00:00:01.383379,0.08430413877508285,11,,8,19,133,0.7443995239944652,TPESampler,COMPLETE
1332,0.25158394198432615,2025-04-24 22:24:44.770640,2025-04-24 22:24:47.745210,0 days 00:00:02.974570,0.06846184498644901,8,sqrt,1,18,1161,0.8692288100718484,TPESampler,COMPLETE
1333,0.3132306205583534,2025-04-24 22:24:44.926112,2025-04-24 22:24:49.960259,0 days 00:00:05.034147,0.03302405351656812,3,,4,20,1448,0.6815796641285393,TPESampler,COMPLETE
1334,0.2532319046082872,2025-04-24 22:24:45.292602,2025-04-24 22:24:47.906880,0 days 00:00:02.614278,0.09186854242674702,12,log2,1,18,1007,0.9170072776864157,TPESampler,COMPLETE
1335,0.446244509302945,2025-04-24 22:24:47.914900,2025-04-24 22:24:50.098322,0 days 00:00:02.183422,0.021778200102317385,5,sqrt,10,11,861,0.8416699812274071,TPESampler,COMPLETE
1336,0.2637808463910585,2025-04-24 22:24:48.098812,2025-04-24 22:24:51.955257,0 days 00:00:03.856445,0.09756289159390558,8,sqrt,2,15,1498,0.7390861448069835,TPESampler,COMPLETE
1337,0.24572653904673128,2025-04-24 22:24:50.158001,2025-04-24 22:24:53.792508,0 days 00:00:03.634507,0.056352562628065254,12,sqrt,1,15,1491,0.9030499156164008,TPESampler,COMPLETE
1338,0.4527281678319958,2025-04-24 22:24:50.323133,2025-04-24 22:24:52.881505,0 days 00:00:02.558372,0.01716595146703656,8,sqrt,9,20,1035,0.6290267076139068,TPESampler,COMPLETE
1339,0.28176240605173264,2025-04-24 22:24:52.164107,2025-04-24 22:24:55.734083,0 days 00:00:03.569976,0.03977478374299227,8,sqrt,2,18,1497,0.796226719896802,TPESampler,COMPLETE
1340,0.2607891517627831,2025-04-24 22:24:53.138329,2025-04-24 22:24:56.431419,0 days 00:00:03.293090,0.0965291268675498,10,sqrt,2,20,1358,0.9189056648415839,TPESampler,COMPLETE
1341,0.25070033191512797,2025-04-24 22:24:53.996881,2025-04-24 22:24:57.309116,0 days 00:00:03.312235,0.09768161201486679,9,sqrt,1,16,1225,0.8632909916692396,TPESampler,COMPLETE
1342,0.25672084122472055,2025-04-24 22:24:55.933680,2025-04-24 22:24:58.460530,0 days 00:00:02.526850,0.06747724171073585,10,sqrt,1,20,939,0.8029149492425518,TPESampler,COMPLETE
1343,0.3562515872865968,2025-04-24 22:24:56.680870,2025-04-24 22:24:59.393277,0 days 00:00:02.712407,0.01435417061244932,11,log2,2,10,1155,0.8431618181331034,TPESampler,COMPLETE
1344,0.27219740827566763,2025-04-24 22:24:57.510054,2025-04-24 22:25:00.454606,0 days 00:00:02.944552,0.07025084581766312,10,sqrt,3,15,1248,0.8706223943595421,TPESampler,COMPLETE
1345,0.2899187579213372,2025-04-24 22:24:58.661209,2025-04-24 22:25:01.687623,0 days 00:00:03.026414,0.05874584258909354,9,sqrt,4,17,1128,0.7739730755336041,TPESampler,COMPLETE
1346,0.41403136629959547,2025-04-24 22:24:59.596537,2025-04-24 22:25:02.295841,0 days 00:00:02.699304,0.08191626599336864,9,sqrt,10,18,1255,0.8027017315180837,TPESampler,COMPLETE
1347,0.2667843288307125,2025-04-24 22:25:00.887410,2025-04-24 22:25:06.641758,0 days 00:00:05.754348,0.061265727548153626,5,,1,16,1340,0.8155204686697551,TPESampler,COMPLETE
1348,0.2733596213324754,2025-04-24 22:25:01.895086,2025-04-24 22:25:04.301547,0 days 00:00:02.406461,0.09801840702416484,12,log2,2,15,1454,0.9505409926658842,TPESampler,COMPLETE
1349,0.34535266959835786,2025-04-24 22:25:02.483098,2025-04-24 22:25:06.131662,0 days 00:00:03.648564,0.08950436790426453,6,,8,5,758,0.8928325542242732,TPESampler,COMPLETE
1350,0.30185629808922326,2025-04-24 22:25:04.495343,2025-04-24 22:25:13.928764,0 days 00:00:09.433421,0.06882316975056552,10,,2,17,1448,0.9208565297157599,TPESampler,COMPLETE
1351,0.27824364973261834,2025-04-24 22:25:06.320029,2025-04-24 22:25:08.468894,0 days 00:00:02.148865,0.0653236148596739,9,sqrt,3,17,1015,0.855124372684384,TPESampler,COMPLETE
1352,0.2523653939338389,2025-04-24 22:25:06.890594,2025-04-24 22:25:09.271341,0 days 00:00:02.380747,0.0993321261401498,10,sqrt,1,16,1133,0.9167413283650397,TPESampler,COMPLETE
1353,0.27003685507420405,2025-04-24 22:25:08.677493,2025-04-24 22:25:11.187016,0 days 00:00:02.509523,0.06369493084459384,9,sqrt,2,17,1285,0.8022309384354517,TPESampler,COMPLETE
1354,0.28744323937618554,2025-04-24 22:25:09.472354,2025-04-24 22:25:11.605369,0 days 00:00:02.133015,0.05777515978911142,8,sqrt,3,20,1072,0.9486008880699697,TPESampler,COMPLETE
1355,0.24639150819652475,2025-04-24 22:25:11.391430,2025-04-24 22:25:13.930241,0 days 00:00:02.538811,0.050731487723260645,9,sqrt,1,15,1421,0.9163685653335369,TPESampler,COMPLETE
1356,0.28762615220748355,2025-04-24 22:25:11.849630,2025-04-24 22:25:14.000783,0 days 00:00:02.151153,0.09801600729401565,4,,3,11,602,0.6563913351163605,TPESampler,COMPLETE
1357,0.25365252246167186,2025-04-24 22:25:14.072498,2025-04-24 22:25:18.234356,0 days 00:00:04.161858,0.07065457271450579,9,sqrt,1,17,1340,0.8363866112289926,TPESampler,COMPLETE
1358,0.2575758062230532,2025-04-24 22:25:14.080153,2025-04-24 22:25:18.245968,0 days 00:00:04.165815,0.0863228610097318,8,sqrt,1,20,1366,0.8773740798906853,TPESampler,COMPLETE
1359,0.25916323159205507,2025-04-24 22:25:14.808436,2025-04-24 22:25:18.267707,0 days 00:00:03.459271,0.09788819523888455,9,sqrt,3,18,1118,0.9146660736377838,TPESampler,COMPLETE
1360,0.2595567612198873,2025-04-24 22:25:18.414919,2025-04-24 22:25:21.800799,0 days 00:00:03.385880,0.07490865029650505,11,sqrt,3,15,1224,0.8170097517925661,TPESampler,COMPLETE
1361,0.2544640530963751,2025-04-24 22:25:18.431224,2025-04-24 22:25:22.269017,0 days 00:00:03.837793,0.07109069083263231,9,sqrt,1,17,1298,0.8235625541071736,TPESampler,COMPLETE
1362,0.22765708849357733,2025-04-24 22:25:18.424818,2025-04-24 22:25:22.149334,0 days 00:00:03.724516,0.09773239892570718,11,sqrt,1,16,1295,0.8385244299216355,TPESampler,COMPLETE
1363,0.25265094431915414,2025-04-24 22:25:22.006953,2025-04-24 22:25:25.389631,0 days 00:00:03.382678,0.08907403169394212,12,log2,1,17,1358,0.8444856113611173,TPESampler,COMPLETE
1364,0.3547888857888134,2025-04-24 22:25:22.375426,2025-04-24 22:25:25.983192,0 days 00:00:03.607766,0.02430489284975818,7,log2,4,20,1485,0.7888616309118401,TPESampler,COMPLETE
1365,0.25463111143303546,2025-04-24 22:25:22.514016,2025-04-24 22:25:26.276738,0 days 00:00:03.762722,0.0889845343713306,10,log2,1,18,1476,0.7615040269464204,TPESampler,COMPLETE
1366,0.2704078577922268,2025-04-24 22:25:25.593481,2025-04-24 22:25:28.604707,0 days 00:00:03.011226,0.06592849120776137,11,sqrt,3,20,1232,0.874273041233465,TPESampler,COMPLETE
1367,0.27242014263387265,2025-04-24 22:25:26.214923,2025-04-24 22:25:29.216125,0 days 00:00:03.001202,0.09252904866515886,9,sqrt,2,14,1268,0.7863475064417847,TPESampler,COMPLETE
1368,0.2402813841258515,2025-04-24 22:25:26.602200,2025-04-24 22:25:30.289742,0 days 00:00:03.687542,0.0997738512764174,12,sqrt,1,17,1409,0.7643301375841474,TPESampler,COMPLETE
1369,0.27904401400550677,2025-04-24 22:25:28.818192,2025-04-24 22:25:31.922796,0 days 00:00:03.104604,0.09648764588350067,5,sqrt,2,11,1394,0.9354264418765361,TPESampler,COMPLETE
1370,0.23487771839480662,2025-04-24 22:25:29.415454,2025-04-24 22:25:32.289733,0 days 00:00:02.874279,0.07145834853901098,11,sqrt,1,14,1266,0.812072451074541,TPESampler,COMPLETE
1371,0.29453438742936144,2025-04-24 22:25:30.495061,2025-04-24 22:25:37.883810,0 days 00:00:07.388749,0.031032561724263177,8,,2,3,1288,0.8149487689960744,TPESampler,COMPLETE
1372,0.3227520278979474,2025-04-24 22:25:32.122091,2025-04-24 22:25:34.639297,0 days 00:00:02.517206,0.010582812252172056,10,sqrt,3,20,1152,0.6617373505329297,TPESampler,COMPLETE
1373,0.5661656912445546,2025-04-24 22:25:32.533461,2025-04-24 22:25:34.892200,0 days 00:00:02.358739,0.012247338071334227,12,log2,10,11,1354,0.8862106747828238,TPESampler,COMPLETE
1374,0.24700927045288615,2025-04-24 22:25:34.847265,2025-04-24 22:25:37.115497,0 days 00:00:02.268232,0.062294578636866604,10,sqrt,1,17,1204,0.783272369291108,TPESampler,COMPLETE
1375,0.33524339723561863,2025-04-24 22:25:35.170702,2025-04-24 22:25:39.068084,0 days 00:00:03.897382,0.015475554133493375,9,,5,3,582,0.9194968828547161,TPESampler,COMPLETE
1376,0.26002613783986567,2025-04-24 22:25:37.298945,2025-04-24 22:25:45.733415,0 days 00:00:08.434470,0.06571955540962357,8,,1,17,1475,0.8824016520981843,TPESampler,COMPLETE
1377,0.24018098207377556,2025-04-24 22:25:38.091768,2025-04-24 22:25:40.591357,0 days 00:00:02.499589,0.08945937722932358,12,sqrt,1,17,1282,0.8455622388679548,TPESampler,COMPLETE
1378,0.26560384374817475,2025-04-24 22:25:39.277331,2025-04-24 22:25:41.466733,0 days 00:00:02.189402,0.09624239591384631,12,sqrt,3,15,1026,0.7748582578659331,TPESampler,COMPLETE
1379,0.2493874286195873,2025-04-24 22:25:40.800760,2025-04-24 22:25:43.397995,0 days 00:00:02.597235,0.09351397351947568,10,sqrt,1,13,1314,0.8217737633804476,TPESampler,COMPLETE
1380,0.25367492983072576,2025-04-24 22:25:41.662139,2025-04-24 22:25:44.053285,0 days 00:00:02.391146,0.09868129520600434,12,sqrt,1,14,1131,0.8075161738557415,TPESampler,COMPLETE
1381,0.25968948535626896,2025-04-24 22:25:43.588951,2025-04-24 22:25:46.982624,0 days 00:00:03.393673,0.09768869670714266,9,log2,1,15,1412,0.8969634721334464,TPESampler,COMPLETE
1382,0.34592302648049766,2025-04-24 22:25:44.773152,2025-04-24 22:25:47.717819,0 days 00:00:02.944667,0.012139960498944457,6,sqrt,2,20,1262,0.8722560719164334,TPESampler,COMPLETE
1383,0.24173183575958304,2025-04-24 22:25:45.940235,2025-04-24 22:25:49.180968,0 days 00:00:03.240733,0.06152330868376904,9,sqrt,1,12,1482,0.8124206014903567,TPESampler,COMPLETE
1384,0.2505441590327833,2025-04-24 22:25:47.197463,2025-04-24 22:25:50.291068,0 days 00:00:03.093605,0.08664198356403335,10,sqrt,1,15,1110,0.7854677890194237,TPESampler,COMPLETE
1385,0.2559327846881275,2025-04-24 22:25:48.190448,2025-04-24 22:25:51.103090,0 days 00:00:02.912642,0.09155134985786202,12,sqrt,2,15,1069,0.8818101107975732,TPESampler,COMPLETE
1386,0.26312623597148516,2025-04-24 22:25:49.371035,2025-04-24 22:25:52.922418,0 days 00:00:03.551383,0.07283020667379855,9,sqrt,1,15,1473,0.7540260523434458,TPESampler,COMPLETE
1387,0.24431850846190964,2025-04-24 22:25:50.499227,2025-04-24 22:25:53.635967,0 days 00:00:03.136740,0.07618307452062634,9,sqrt,1,19,1169,0.8403594332366527,TPESampler,COMPLETE
1388,0.24860663189868087,2025-04-24 22:25:51.358439,2025-04-24 22:25:54.404669,0 days 00:00:03.046230,0.08784164639403652,10,sqrt,1,14,1206,0.8317799311166417,TPESampler,COMPLETE
1389,0.2677000645586951,2025-04-24 22:25:53.123629,2025-04-24 22:25:56.012156,0 days 00:00:02.888527,0.09962642129943518,10,sqrt,3,16,1245,0.8426549412907991,TPESampler,COMPLETE
1390,0.23689439744260576,2025-04-24 22:25:53.857957,2025-04-24 22:25:56.568638,0 days 00:00:02.710681,0.06054567173582507,10,sqrt,1,18,1163,0.8636286586805336,TPESampler,COMPLETE
1391,0.3307575341920535,2025-04-24 22:25:54.605477,2025-04-24 22:25:59.326357,0 days 00:00:04.720880,0.07966589060487712,9,,6,15,897,0.6680105139358024,TPESampler,COMPLETE
1392,0.2536627184376559,2025-04-24 22:25:56.199413,2025-04-24 22:25:58.589634,0 days 00:00:02.390221,0.06955553743769068,9,sqrt,1,14,1113,0.8793533080846678,TPESampler,COMPLETE
1393,0.2359659919072909,2025-04-24 22:25:56.764324,2025-04-24 22:25:59.599990,0 days 00:00:02.835666,0.09996744050081656,11,sqrt,1,13,1350,0.8586441648934274,TPESampler,COMPLETE
1394,0.26817170170458215,2025-04-24 22:25:58.784874,2025-04-24 22:26:01.260742,0 days 00:00:02.475868,0.06694089070073408,11,sqrt,3,20,1026,0.8282695723026376,TPESampler,COMPLETE
1395,0.2618557333464943,2025-04-24 22:25:59.556746,2025-04-24 22:26:02.139557,0 days 00:00:02.582811,0.06040742192485114,11,sqrt,3,16,1255,0.740247629323579,TPESampler,COMPLETE
