number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_subsample,system_attrs_auto:sampler,state
726,0.5405295705188486,2025-04-24 22:13:46.013664,2025-04-24 22:13:47.647241,0 days 00:00:01.633577,0.031152273292608595,7,log2,9,20,573,0.8143723244641976,TPESampler,COMPLETE
727,0.2555159326943358,2025-04-24 22:13:47.271727,2025-04-24 22:13:50.217934,0 days 00:00:02.946207,0.05718827597667711,9,sqrt,1,16,1163,0.8474563542438512,TPESampler,COMPLETE
728,0.2587667514763468,2025-04-24 22:13:47.847186,2025-04-24 22:13:51.397715,0 days 00:00:03.550529,0.09865791409889565,12,sqrt,3,16,1491,0.7146084710962096,TPESampler,COMPLETE
729,0.24392878947743868,2025-04-24 22:13:48.850750,2025-04-24 22:13:52.431895,0 days 00:00:03.581145,0.05861445747963256,10,sqrt,1,19,1483,0.8618526845748058,TPESampler,COMPLETE
730,0.26344461354589677,2025-04-24 22:13:50.401871,2025-04-24 22:13:53.133321,0 days 00:00:02.731450,0.09321988712827654,10,sqrt,3,18,1098,0.8568430375549312,TPESampler,COMPLETE
731,0.3073133746287113,2025-04-24 22:13:51.619523,2025-04-24 22:13:54.743698,0 days 00:00:03.124175,0.059384821138875624,12,log2,4,20,1462,0.8457718444060769,TPESampler,COMPLETE
732,0.24827006653090464,2025-04-24 22:13:52.615394,2025-04-24 22:13:55.557629,0 days 00:00:02.942235,0.09877703428728832,10,sqrt,1,14,1078,0.76545210595215,TPESampler,COMPLETE
733,0.3145018375945391,2025-04-24 22:13:53.351917,2025-04-24 22:13:55.623103,0 days 00:00:02.271186,0.06450185940240012,8,log2,1,16,852,0.735203528453866,TPESampler,COMPLETE
734,0.34803304560487,2025-04-24 22:13:54.931958,2025-04-24 22:13:59.550477,0 days 00:00:04.618519,0.037925148301224516,4,,6,11,1080,0.8683812478916451,TPESampler,COMPLETE
735,0.2771538999485531,2025-04-24 22:13:55.710610,2025-04-24 22:13:58.354634,0 days 00:00:02.644024,0.07823588342281183,7,sqrt,4,14,1240,0.7916350992113391,TPESampler,COMPLETE
736,0.25604201414921723,2025-04-24 22:13:55.781691,2025-04-24 22:13:58.473013,0 days 00:00:02.691322,0.09910669512187396,11,sqrt,2,17,1191,0.9199255811276531,TPESampler,COMPLETE
737,0.31322996883808923,2025-04-24 22:13:58.523300,2025-04-24 22:14:05.902443,0 days 00:00:07.379143,0.09528806951499186,10,,2,15,1167,0.8782678491992415,TPESampler,COMPLETE
738,0.535325166509524,2025-04-24 22:13:58.718602,2025-04-24 22:13:59.792625,0 days 00:00:01.074023,0.020186867114719953,10,log2,5,16,384,0.9713055019142425,TPESampler,COMPLETE
739,0.2443145232717846,2025-04-24 22:13:59.738991,2025-04-24 22:14:02.473681,0 days 00:00:02.734690,0.07129553360221902,9,sqrt,1,15,1487,0.8518995426231362,TPESampler,COMPLETE
740,0.2452696491876613,2025-04-24 22:14:00.055847,2025-04-24 22:14:02.396565,0 days 00:00:02.340718,0.09755916438954548,10,sqrt,1,17,1131,0.9099341867467414,TPESampler,COMPLETE
741,0.27749764004889554,2025-04-24 22:14:02.533120,2025-04-24 22:14:09.717862,0 days 00:00:07.184742,0.05415213034902558,9,,1,14,1387,0.6952839567129164,TPESampler,COMPLETE
742,0.26828737338253983,2025-04-24 22:14:02.594663,2025-04-24 22:14:05.013909,0 days 00:00:02.419246,0.08367578311119193,10,sqrt,3,20,1407,0.849349694869713,TPESampler,COMPLETE
743,0.23400279977752078,2025-04-24 22:14:05.187560,2025-04-24 22:14:07.948602,0 days 00:00:02.761042,0.09952499494665229,10,sqrt,1,20,1378,0.8060154368464011,TPESampler,COMPLETE
744,0.2574841759029805,2025-04-24 22:14:06.104407,2025-04-24 22:14:08.981084,0 days 00:00:02.876677,0.0856220220399352,11,sqrt,2,14,1441,0.7772411361185124,TPESampler,COMPLETE
745,0.2748467123409177,2025-04-24 22:14:08.135232,2025-04-24 22:14:10.671972,0 days 00:00:02.536740,0.05642939549439075,9,sqrt,3,11,1239,0.9592432260278272,TPESampler,COMPLETE
746,0.25825396318786226,2025-04-24 22:14:09.203806,2025-04-24 22:14:12.664946,0 days 00:00:03.461140,0.09726004399863923,12,sqrt,1,17,1459,0.8353933700898469,TPESampler,COMPLETE
747,0.2683897359451965,2025-04-24 22:14:09.972765,2025-04-24 22:14:12.884566,0 days 00:00:02.911801,0.08824621545231141,10,sqrt,3,20,1163,0.88887491694749,TPESampler,COMPLETE
748,0.23904833762169683,2025-04-24 22:14:10.868118,2025-04-24 22:14:14.305037,0 days 00:00:03.436919,0.08613440161756904,10,sqrt,1,15,1497,0.8327561861269466,TPESampler,COMPLETE
749,0.2751594304232607,2025-04-24 22:14:12.882998,2025-04-24 22:14:16.346111,0 days 00:00:03.463113,0.0999994689465867,7,sqrt,3,12,1379,0.8634805495606838,TPESampler,COMPLETE
750,0.22583518476414427,2025-04-24 22:14:13.294796,2025-04-24 22:14:16.528066,0 days 00:00:03.233270,0.094844963010227,10,sqrt,1,14,1331,0.9100049910310687,TPESampler,COMPLETE
751,0.2730183537147797,2025-04-24 22:14:14.502858,2025-04-24 22:14:17.396181,0 days 00:00:02.893323,0.057474499237213234,12,log2,1,14,1193,0.9526183815108228,TPESampler,COMPLETE
752,0.2448252787569059,2025-04-24 22:14:16.526736,2025-04-24 22:14:19.781924,0 days 00:00:03.255188,0.05381307848754593,11,sqrt,1,12,1376,0.8942695471274901,TPESampler,COMPLETE
753,0.2805285368870954,2025-04-24 22:14:16.736352,2025-04-24 22:14:19.515501,0 days 00:00:02.779149,0.07132072685386641,7,sqrt,3,14,1090,0.9117479312679214,TPESampler,COMPLETE
754,0.2571331860101001,2025-04-24 22:14:17.596043,2025-04-24 22:14:20.038351,0 days 00:00:02.442308,0.04695449784316579,12,sqrt,1,20,829,0.8186221968445794,TPESampler,COMPLETE
755,0.3088431861247691,2025-04-24 22:14:19.716048,2025-04-24 22:14:28.216222,0 days 00:00:08.500174,0.0616758851919142,10,,2,11,1401,0.8724089444052915,TPESampler,COMPLETE
756,0.236329936908761,2025-04-24 22:14:20.172457,2025-04-24 22:14:22.851018,0 days 00:00:02.678561,0.07094992175887857,10,sqrt,1,14,1464,0.9265310696845945,TPESampler,COMPLETE
757,0.30839505158254465,2025-04-24 22:14:20.334054,2025-04-24 22:14:25.988039,0 days 00:00:05.653985,0.011659559768938704,8,,2,6,1091,0.8002075656033026,TPESampler,COMPLETE
758,0.3435148120776892,2025-04-24 22:14:23.026999,2025-04-24 22:14:24.012399,0 days 00:00:00.985400,0.04096803402054657,11,,3,20,102,0.6521728061380281,TPESampler,COMPLETE
759,0.3018023785661014,2025-04-24 22:14:24.192779,2025-04-24 22:14:30.917838,0 days 00:00:06.725059,0.07498495392230803,9,,3,8,1333,0.737697568341569,TPESampler,COMPLETE
760,0.25090217118522595,2025-04-24 22:14:26.166025,2025-04-24 22:14:28.187060,0 days 00:00:02.021035,0.09656942663921324,10,sqrt,1,9,1119,0.9485816415343694,TPESampler,COMPLETE
761,0.5890910022962751,2025-04-24 22:14:28.343789,2025-04-24 22:14:30.685378,0 days 00:00:02.341589,0.01198276420892677,7,log2,9,13,1009,0.8779503797157068,TPESampler,COMPLETE
762,0.3558307946572525,2025-04-24 22:14:28.399028,2025-04-24 22:14:30.386420,0 days 00:00:01.987392,0.02069587033794853,10,sqrt,5,16,553,0.826627204460102,TPESampler,COMPLETE
763,0.3339056808748291,2025-04-24 22:14:30.568936,2025-04-24 22:14:32.014355,0 days 00:00:01.445419,0.0770969823622247,7,,4,11,154,0.9729767412658292,TPESampler,COMPLETE
764,0.25260453006139855,2025-04-24 22:14:30.890022,2025-04-24 22:14:33.816032,0 days 00:00:02.926010,0.09913843245814008,10,sqrt,1,13,1226,0.9185196858300879,TPESampler,COMPLETE
765,0.2494258040337389,2025-04-24 22:14:31.164370,2025-04-24 22:14:34.060852,0 days 00:00:02.896482,0.08323379338873069,10,sqrt,1,13,1241,0.9040192184804745,TPESampler,COMPLETE
766,0.27337507994983457,2025-04-24 22:14:32.212237,2025-04-24 22:14:35.265742,0 days 00:00:03.053505,0.09170173547008485,8,sqrt,3,11,1297,0.9492102268542228,TPESampler,COMPLETE
767,0.37427630602779,2025-04-24 22:14:34.006352,2025-04-24 22:14:35.018732,0 days 00:00:01.012380,0.07015822257820374,5,sqrt,4,9,202,0.763609886145711,TPESampler,COMPLETE
768,0.2734702338675848,2025-04-24 22:14:34.314323,2025-04-24 22:14:37.504885,0 days 00:00:03.190562,0.06081338210484588,9,sqrt,3,15,1304,0.8524857761413146,TPESampler,COMPLETE
769,0.25975024978519523,2025-04-24 22:14:35.219814,2025-04-24 22:14:37.216910,0 days 00:00:01.997096,0.0739844308393361,9,sqrt,1,12,714,0.8897340265928717,TPESampler,COMPLETE
770,0.28287726550542114,2025-04-24 22:14:35.502077,2025-04-24 22:14:37.827718,0 days 00:00:02.325641,0.0788702974736478,8,sqrt,2,15,835,0.870102463410007,TPESampler,COMPLETE
771,0.24964067424792385,2025-04-24 22:14:37.429030,2025-04-24 22:14:40.300438,0 days 00:00:02.871408,0.05484342989489956,9,sqrt,1,12,1125,0.9628343272464172,TPESampler,COMPLETE
772,0.25688584352041566,2025-04-24 22:14:37.740584,2025-04-24 22:14:40.749748,0 days 00:00:03.009164,0.09510065952282389,8,sqrt,1,17,1194,0.9080448426758096,TPESampler,COMPLETE
773,0.23833071039066245,2025-04-24 22:14:38.204501,2025-04-24 22:14:41.646069,0 days 00:00:03.441568,0.07069220309257226,12,sqrt,1,14,1421,0.7263971898659277,TPESampler,COMPLETE
774,0.2444862313608801,2025-04-24 22:14:40.484874,2025-04-24 22:14:43.850181,0 days 00:00:03.365307,0.07916454289376709,9,sqrt,1,10,1408,0.9234495573472977,TPESampler,COMPLETE
775,0.26230949019763616,2025-04-24 22:14:40.970421,2025-04-24 22:14:44.368206,0 days 00:00:03.397785,0.07739913377866266,10,sqrt,3,16,1409,0.9390111826130704,TPESampler,COMPLETE
776,0.25040227910941054,2025-04-24 22:14:41.831644,2025-04-24 22:14:44.638319,0 days 00:00:02.806675,0.06558016487132508,10,sqrt,1,17,1123,0.7874741806520081,TPESampler,COMPLETE
777,0.27483181439622373,2025-04-24 22:14:44.046793,2025-04-24 22:14:47.078587,0 days 00:00:03.031794,0.06282130347720274,9,sqrt,3,16,1351,0.9100231005544037,TPESampler,COMPLETE
778,0.26759731655577906,2025-04-24 22:14:44.554563,2025-04-24 22:14:47.086488,0 days 00:00:02.531925,0.06804126796249427,12,sqrt,3,14,1086,0.8689013940233968,TPESampler,COMPLETE
779,0.4003832616348416,2025-04-24 22:14:44.902880,2025-04-24 22:14:46.585452,0 days 00:00:01.682572,0.03344285188103688,3,,5,9,319,0.9559443076617451,TPESampler,COMPLETE
780,0.25123623513784593,2025-04-24 22:14:46.783196,2025-04-24 22:14:49.793430,0 days 00:00:03.010234,0.05652014453339197,10,sqrt,1,17,1215,0.8966767213498057,TPESampler,COMPLETE
781,0.23804705256362643,2025-04-24 22:14:47.317531,2025-04-24 22:14:50.562296,0 days 00:00:03.244765,0.09155058548237228,11,sqrt,1,15,1272,0.8614285904941184,TPESampler,COMPLETE
782,0.2804496034911573,2025-04-24 22:14:47.369648,2025-04-24 22:14:51.108430,0 days 00:00:03.738782,0.07115594024279832,8,sqrt,3,16,1482,0.7903515892486457,TPESampler,COMPLETE
783,0.23561179587276795,2025-04-24 22:14:49.992380,2025-04-24 22:14:53.296396,0 days 00:00:03.304016,0.09493651625833548,11,sqrt,1,15,1359,0.7575650906211218,TPESampler,COMPLETE
784,0.2586456993157094,2025-04-24 22:14:50.770129,2025-04-24 22:14:54.181908,0 days 00:00:03.411779,0.08926678821576849,9,sqrt,2,12,1426,0.920703847181093,TPESampler,COMPLETE
785,0.2384948681709795,2025-04-24 22:14:51.293911,2025-04-24 22:14:54.257583,0 days 00:00:02.963672,0.06981146131128746,11,sqrt,1,12,1155,0.807842211036554,TPESampler,COMPLETE
786,0.24764621452078941,2025-04-24 22:14:53.510279,2025-04-24 22:14:56.331648,0 days 00:00:02.821369,0.09719513025670407,12,sqrt,1,14,1019,0.9085400303924492,TPESampler,COMPLETE
787,0.42301799183326544,2025-04-24 22:14:54.351791,2025-04-24 22:14:56.826971,0 days 00:00:02.475180,0.03869497390086,12,sqrt,10,18,953,0.8502248451887939,TPESampler,COMPLETE
788,0.25527024385247976,2025-04-24 22:14:54.428967,2025-04-24 22:14:57.026736,0 days 00:00:02.597769,0.05858811086261718,12,sqrt,1,18,890,0.9489964031530794,TPESampler,COMPLETE
789,0.4297354228975903,2025-04-24 22:14:56.526137,2025-04-24 22:14:58.753765,0 days 00:00:02.227628,0.02943952497966861,3,,10,12,504,0.8479178061661067,TPESampler,COMPLETE
790,0.23727543834775602,2025-04-24 22:14:57.040627,2025-04-24 22:14:59.856231,0 days 00:00:02.815604,0.05800506429975314,11,sqrt,1,13,1239,0.933980164271003,TPESampler,COMPLETE
791,0.23503273123834678,2025-04-24 22:14:57.257984,2025-04-24 22:14:59.908369,0 days 00:00:02.650385,0.09323410342208027,9,sqrt,1,11,1124,0.8604113328543652,TPESampler,COMPLETE
792,0.2606702616355845,2025-04-24 22:14:58.955746,2025-04-24 22:15:01.777300,0 days 00:00:02.821554,0.09672205202773948,10,sqrt,3,15,1302,0.847820249264172,TPESampler,COMPLETE
793,0.26906307859368095,2025-04-24 22:15:00.015467,2025-04-24 22:15:01.655733,0 days 00:00:01.640266,0.05492831127210639,12,sqrt,1,8,561,0.9352063222077979,TPESampler,COMPLETE
794,0.26224631582631175,2025-04-24 22:15:00.098021,2025-04-24 22:15:06.484725,0 days 00:00:06.386704,0.059954799145931,10,,1,20,975,0.8168025353607399,TPESampler,COMPLETE
795,0.24143024442699462,2025-04-24 22:15:01.827192,2025-04-24 22:15:04.377129,0 days 00:00:02.549937,0.09674193682861056,10,sqrt,1,16,1468,0.7732958673339434,TPESampler,COMPLETE
796,0.36099311870336903,2025-04-24 22:15:01.949631,2025-04-24 22:15:04.378349,0 days 00:00:02.428718,0.04474815811230485,3,,6,3,694,0.7746894663007581,TPESampler,COMPLETE
797,0.37368363952181094,2025-04-24 22:15:04.519073,2025-04-24 22:15:07.459063,0 days 00:00:02.939990,0.014250047430030105,8,log2,4,5,1500,0.9438876756028102,TPESampler,COMPLETE
798,0.23369233067816295,2025-04-24 22:15:04.577032,2025-04-24 22:15:07.700175,0 days 00:00:03.123143,0.09949254269955515,10,sqrt,1,16,1316,0.9845792276620577,TPESampler,COMPLETE
799,0.41445298347915166,2025-04-24 22:15:06.699955,2025-04-24 22:15:08.710802,0 days 00:00:02.010847,0.06229050992572223,4,log2,6,4,875,0.6360349766068302,TPESampler,COMPLETE
800,0.2750753894342327,2025-04-24 22:15:07.656325,2025-04-24 22:15:10.616173,0 days 00:00:02.959848,0.09603381644061322,10,sqrt,3,20,1369,0.7755091931119524,TPESampler,COMPLETE
801,0.23048331016269458,2025-04-24 22:15:07.905625,2025-04-24 22:15:10.611356,0 days 00:00:02.705731,0.09942592864569604,9,sqrt,1,15,1204,0.8329132167125637,TPESampler,COMPLETE
802,0.3308152457052655,2025-04-24 22:15:08.975412,2025-04-24 22:15:17.033815,0 days 00:00:08.058403,0.0967343648925737,11,,2,14,1335,0.7848772180329837,TPESampler,COMPLETE
803,0.40433115651648854,2025-04-24 22:15:10.760988,2025-04-24 22:15:12.510999,0 days 00:00:01.750011,0.023726537825985945,3,sqrt,3,10,607,0.7386794124711625,TPESampler,COMPLETE
804,0.26507871147202466,2025-04-24 22:15:10.810994,2025-04-24 22:15:13.487432,0 days 00:00:02.676438,0.0988013188013954,7,sqrt,2,11,1113,0.8327013137140186,TPESampler,COMPLETE
805,0.2654391331310243,2025-04-24 22:15:12.694567,2025-04-24 22:15:21.488674,0 days 00:00:08.794107,0.0937188571866776,12,,1,17,1069,0.9938726774526767,TPESampler,COMPLETE
806,0.2833235510476195,2025-04-24 22:15:13.800107,2025-04-24 22:15:15.525378,0 days 00:00:01.725271,0.059619357230109186,8,sqrt,3,15,1033,0.8090892481698229,TPESampler,COMPLETE
807,0.27462327166993405,2025-04-24 22:15:15.705328,2025-04-24 22:15:17.795544,0 days 00:00:02.090216,0.05882083558497308,9,sqrt,2,17,1197,0.7939904632455826,TPESampler,COMPLETE
808,0.2524774443749233,2025-04-24 22:15:17.215607,2025-04-24 22:15:19.717784,0 days 00:00:02.502177,0.09427378243333734,8,sqrt,1,15,1232,0.850371776968494,TPESampler,COMPLETE
809,0.24943886488346398,2025-04-24 22:15:17.978650,2025-04-24 22:15:20.405662,0 days 00:00:02.427012,0.06408507779998199,10,sqrt,1,16,1085,0.8685116908295123,TPESampler,COMPLETE
810,0.6932166569106574,2025-04-24 22:15:19.895624,2025-04-24 22:15:20.882527,0 days 00:00:00.986903,0.011629835909272595,10,sqrt,10,8,148,0.8038796152791469,TPESampler,COMPLETE
811,0.2893474261242539,2025-04-24 22:15:20.581362,2025-04-24 22:15:22.465013,0 days 00:00:01.883651,0.07592888371603734,9,sqrt,2,20,644,0.8803355997381117,TPESampler,COMPLETE
812,0.4911013979913212,2025-04-24 22:15:21.090234,2025-04-24 22:15:22.508988,0 days 00:00:01.418754,0.029421650579269588,4,log2,5,17,500,0.8339142225921766,TPESampler,COMPLETE
813,0.3434979680174077,2025-04-24 22:15:21.686717,2025-04-24 22:15:25.225665,0 days 00:00:03.538948,0.04392234274464125,10,,7,12,631,0.6194005329547392,TPESampler,COMPLETE
814,0.5198498023882174,2025-04-24 22:15:22.603050,2025-04-24 22:15:24.066275,0 days 00:00:01.463225,0.011510219893785947,5,log2,1,16,537,0.853255148523133,TPESampler,COMPLETE
815,0.24006112138563646,2025-04-24 22:15:22.672100,2025-04-24 22:15:25.877306,0 days 00:00:03.205206,0.09762545892319502,9,sqrt,1,17,1428,0.9181036813322229,TPESampler,COMPLETE
816,0.25905043733919597,2025-04-24 22:15:24.252883,2025-04-24 22:15:26.693748,0 days 00:00:02.440865,0.08652654287152699,8,sqrt,1,19,1035,0.8578444139476107,TPESampler,COMPLETE
817,0.36553860373284225,2025-04-24 22:15:25.473505,2025-04-24 22:15:28.168685,0 days 00:00:02.695180,0.015569804539408826,8,log2,1,19,987,0.9489920458635875,TPESampler,COMPLETE
818,0.39389042768076665,2025-04-24 22:15:26.062756,2025-04-24 22:15:28.999949,0 days 00:00:02.937193,0.05271235877569343,12,log2,7,14,1262,0.8588133206920346,TPESampler,COMPLETE
819,0.25599228870619206,2025-04-24 22:15:26.926070,2025-04-24 22:15:29.927572,0 days 00:00:03.001502,0.06302283034922868,9,sqrt,1,20,1260,0.7814440234504884,TPESampler,COMPLETE
820,0.6054519708107338,2025-04-24 22:15:28.359610,2025-04-24 22:15:29.612196,0 days 00:00:01.252586,0.01367881314567403,3,sqrt,2,5,226,0.6391519709590124,TPESampler,COMPLETE
821,0.49792092946340594,2025-04-24 22:15:29.217793,2025-04-24 22:15:30.579764,0 days 00:00:01.361971,0.09724150909255092,8,log2,8,14,317,0.7582429129712298,TPESampler,COMPLETE
822,0.28336973251259984,2025-04-24 22:15:29.977593,2025-04-24 22:15:40.402254,0 days 00:00:10.424661,0.09377261017418,10,,1,13,1454,0.9759484964813238,TPESampler,COMPLETE
823,0.25690394625634216,2025-04-24 22:15:30.158868,2025-04-24 22:15:32.855935,0 days 00:00:02.697067,0.09574671760865684,10,sqrt,2,16,1274,0.8342006169082359,TPESampler,COMPLETE
824,0.24097997155823,2025-04-24 22:15:30.779292,2025-04-24 22:15:33.118490,0 days 00:00:02.339198,0.09997966187754115,12,sqrt,1,19,1085,0.992392831315194,TPESampler,COMPLETE
825,0.25781881852514504,2025-04-24 22:15:33.040421,2025-04-24 22:15:35.362534,0 days 00:00:02.322113,0.0749686080114075,8,sqrt,1,14,1182,0.762800702153443,TPESampler,COMPLETE
826,0.27120881969308785,2025-04-24 22:15:33.348463,2025-04-24 22:15:35.550621,0 days 00:00:02.202158,0.07486403842931363,5,sqrt,1,6,1022,0.9772055446250802,TPESampler,COMPLETE
827,0.3235652195732048,2025-04-24 22:15:35.705422,2025-04-24 22:15:38.074779,0 days 00:00:02.369357,0.02868875363371453,4,sqrt,1,18,1189,0.9812291007864402,TPESampler,COMPLETE
828,0.454418567149911,2025-04-24 22:15:35.756860,2025-04-24 22:15:38.600581,0 days 00:00:02.843721,0.010838182013062263,11,sqrt,10,19,1463,0.737606780327931,TPESampler,COMPLETE
829,0.2578437353126974,2025-04-24 22:15:38.251956,2025-04-24 22:15:40.377119,0 days 00:00:02.125163,0.09313719411572334,8,log2,1,13,1417,0.6599438766819142,TPESampler,COMPLETE
830,0.41474005224666394,2025-04-24 22:15:38.797310,2025-04-24 22:15:40.280300,0 days 00:00:01.482990,0.020457195952012678,5,,7,4,221,0.9870118400371158,TPESampler,COMPLETE
831,0.2580822818278678,2025-04-24 22:15:40.449848,2025-04-24 22:15:42.864325,0 days 00:00:02.414477,0.09788405049067674,10,sqrt,1,17,859,0.8376901038848681,TPESampler,COMPLETE
832,0.2514778369647398,2025-04-24 22:15:40.518957,2025-04-24 22:15:44.178369,0 days 00:00:03.659412,0.0750278645796793,7,sqrt,1,11,1362,0.72205042826126,TPESampler,COMPLETE
833,0.2525152974183104,2025-04-24 22:15:40.603088,2025-04-24 22:15:43.946777,0 days 00:00:03.343689,0.0915535996689104,9,sqrt,1,14,1196,0.8168540473610093,TPESampler,COMPLETE
834,0.2555630528090617,2025-04-24 22:15:43.049553,2025-04-24 22:15:45.811971,0 days 00:00:02.762418,0.08966643072573928,10,sqrt,2,16,1179,0.8793065789281311,TPESampler,COMPLETE
835,0.31701256974772096,2025-04-24 22:15:44.136942,2025-04-24 22:15:47.027753,0 days 00:00:02.890811,0.011112426973473116,10,sqrt,4,15,1320,0.931760480460827,TPESampler,COMPLETE
836,0.28358249977183597,2025-04-24 22:15:44.479676,2025-04-24 22:15:51.376644,0 days 00:00:06.896968,0.05654721128627599,8,,2,20,1341,0.7292721561705946,TPESampler,COMPLETE
837,0.2505979037632499,2025-04-24 22:15:46.000916,2025-04-24 22:15:48.288639,0 days 00:00:02.287723,0.0847021367145288,9,sqrt,1,20,1129,0.8255565476649415,TPESampler,COMPLETE
838,0.4950743856450775,2025-04-24 22:15:47.226554,2025-04-24 22:15:48.202296,0 days 00:00:00.975742,0.01766956331602044,10,sqrt,7,15,200,0.9274849338229968,TPESampler,COMPLETE
839,0.25116242519893434,2025-04-24 22:15:48.360136,2025-04-24 22:15:50.884609,0 days 00:00:02.524473,0.0659168190283379,10,sqrt,1,18,1179,0.8574842661353386,TPESampler,COMPLETE
840,0.23958471940145568,2025-04-24 22:15:48.430889,2025-04-24 22:15:51.013471,0 days 00:00:02.582582,0.08247514135348365,11,sqrt,1,14,1197,0.8311727955809708,TPESampler,COMPLETE
841,0.242050602108069,2025-04-24 22:15:51.068746,2025-04-24 22:15:54.205565,0 days 00:00:03.136819,0.07452922473009309,10,sqrt,1,17,1110,0.7961813864315941,TPESampler,COMPLETE
842,0.2777381475563815,2025-04-24 22:15:51.251687,2025-04-24 22:15:54.796015,0 days 00:00:03.544328,0.09055382866321483,9,log2,1,16,1264,0.8216140208655281,TPESampler,COMPLETE
843,0.2774938903972342,2025-04-24 22:15:51.828661,2025-04-24 22:15:55.047942,0 days 00:00:03.219281,0.05215299818362837,7,sqrt,2,5,1271,0.9334485920132121,TPESampler,COMPLETE
844,0.25728558760835774,2025-04-24 22:15:54.400717,2025-04-24 22:15:57.182938,0 days 00:00:02.782221,0.05796046701589976,12,sqrt,2,19,1072,0.9009304205537019,TPESampler,COMPLETE
845,0.24437292238523453,2025-04-24 22:15:55.000470,2025-04-24 22:15:58.056646,0 days 00:00:03.056176,0.07786339960697797,11,sqrt,1,14,1256,0.9260668727727013,TPESampler,COMPLETE
846,0.26579727134026426,2025-04-24 22:15:55.260365,2025-04-24 22:15:58.723408,0 days 00:00:03.463043,0.056188713712368374,11,sqrt,3,20,1399,0.8014120577508388,TPESampler,COMPLETE
847,0.267279904035106,2025-04-24 22:15:57.373882,2025-04-24 22:16:00.339732,0 days 00:00:02.965850,0.09860928426471258,11,sqrt,4,19,1228,0.846366421546064,TPESampler,COMPLETE
848,0.24542010990073262,2025-04-24 22:15:58.244700,2025-04-24 22:16:01.077532,0 days 00:00:02.832832,0.09980740901620071,11,sqrt,1,15,1088,0.8727808600926834,TPESampler,COMPLETE
849,0.2614307437020964,2025-04-24 22:15:58.961719,2025-04-24 22:16:01.854626,0 days 00:00:02.892907,0.07491412072272173,10,sqrt,3,15,1192,0.9427212281447424,TPESampler,COMPLETE
850,0.25944423086403584,2025-04-24 22:16:00.524957,2025-04-24 22:16:03.788930,0 days 00:00:03.263973,0.0895783584866173,12,sqrt,3,13,1304,0.9261911468083054,TPESampler,COMPLETE
851,0.3403264405155429,2025-04-24 22:16:01.268215,2025-04-24 22:16:03.021764,0 days 00:00:01.753549,0.0898963385803665,5,log2,4,16,626,0.8964095704015618,TPESampler,COMPLETE
852,0.26045979038051786,2025-04-24 22:16:02.068674,2025-04-24 22:16:05.217591,0 days 00:00:03.148917,0.0754039951530494,9,sqrt,2,20,1216,0.8399916893450305,TPESampler,COMPLETE
853,0.25122038895370136,2025-04-24 22:16:03.200702,2025-04-24 22:16:06.619503,0 days 00:00:03.418801,0.09691647540276291,10,sqrt,1,19,1402,0.77728739685474,TPESampler,COMPLETE
854,0.3762694159116712,2025-04-24 22:16:04.020991,2025-04-24 22:16:05.974368,0 days 00:00:01.953377,0.012619044725433388,11,sqrt,6,10,643,0.9366760374270671,TPESampler,COMPLETE
855,0.2785658072733457,2025-04-24 22:16:05.403944,2025-04-24 22:16:08.808262,0 days 00:00:03.404318,0.09637232919011418,11,log2,1,19,1347,0.9103928691328431,TPESampler,COMPLETE
856,0.23591283528499477,2025-04-24 22:16:06.196840,2025-04-24 22:16:09.871909,0 days 00:00:03.675069,0.08632990437680438,10,sqrt,1,15,1494,0.8256279506457468,TPESampler,COMPLETE
857,0.23429266501995022,2025-04-24 22:16:06.832979,2025-04-24 22:16:09.976489,0 days 00:00:03.143510,0.09715160907644574,10,sqrt,1,18,1282,0.872628780528856,TPESampler,COMPLETE
858,0.24457691813321522,2025-04-24 22:16:08.999333,2025-04-24 22:16:11.832836,0 days 00:00:02.833503,0.09734006835294585,10,sqrt,1,18,1158,0.8912188625783984,TPESampler,COMPLETE
859,0.25035177295141237,2025-04-24 22:16:10.082528,2025-04-24 22:16:13.767415,0 days 00:00:03.684887,0.09119824229054607,10,sqrt,1,12,1458,0.9086518261229436,TPESampler,COMPLETE
860,0.2382756250966027,2025-04-24 22:16:10.182232,2025-04-24 22:16:13.508478,0 days 00:00:03.326246,0.09710742062581566,10,sqrt,1,17,1198,0.8385569446193476,TPESampler,COMPLETE
861,0.2545315899641612,2025-04-24 22:16:12.014616,2025-04-24 22:16:15.336119,0 days 00:00:03.321503,0.06074035628805781,7,sqrt,1,20,1391,0.8486834595457049,TPESampler,COMPLETE
862,0.31074604708132086,2025-04-24 22:16:13.709178,2025-04-24 22:16:17.053325,0 days 00:00:03.344147,0.014555697754003907,9,sqrt,2,2,1209,0.8551861961665368,TPESampler,COMPLETE
863,0.233713962408602,2025-04-24 22:16:14.394032,2025-04-24 22:16:18.050347,0 days 00:00:03.656315,0.04593255983574189,12,sqrt,1,17,1497,0.7841682809738441,TPESampler,COMPLETE
864,0.27338345763125904,2025-04-24 22:16:15.565626,2025-04-24 22:16:18.981595,0 days 00:00:03.415969,0.09298029235213107,10,sqrt,4,11,1463,0.8340948069927089,TPESampler,COMPLETE
