number,value,datetime_start,datetime_complete,duration,params_L1_dropout,params_L1_hidden_dim,params_L1_layers_atom,params_L1_layers_mol,params_L1_out_dim,params_L2_dropout,params_L2_hidden_dim,params_L2_layers_atom,params_L2_layers_mol,params_L2_out_dim,params_L3_dropout,params_L3_hidden_dim,params_L3_layers_atom,params_L3_layers_mol,params_L3_out_dim,params_final_dropout,params_mlp_dim_0,params_mlp_dim_1,params_mlp_dim_2,params_n_mlp_layers,params_num_heads,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
667,0.10091026872396469,2025-04-25 05:54:26.869329,2025-04-25 05:55:40.538592,0 days 00:01:13.669263,0.2902397407411197,224,4,1,80,0.10172768966525576,160,1,1,112,0.12888274796846017,64,4,1,48,0.2758138331718837,216,,,1,1,0.006174193113713289,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_667_best_state.pt,"{'learning_rate': 0.006174193113713289, 'lr_reduce': 0.6}",TPESampler,COMPLETE
668,0.045086149126291275,2025-04-25 05:54:27.949295,2025-04-25 05:55:42.791457,0 days 00:01:14.842162,0.26767731805915296,128,1,4,32,0.26659748681411133,128,4,1,128,0.11736006302935832,112,2,4,64,0.14383863602436703,288,240.0,,2,1,0.005542771622540077,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_668_best_state.pt,"{'learning_rate': 0.005542771622540077, 'lr_reduce': 0.6}",TPESampler,COMPLETE
669,0.04521685093641281,2025-04-25 05:55:06.252017,2025-04-25 05:56:30.874437,0 days 00:01:24.622420,0.27728918899231986,96,2,4,32,0.2100941827322587,192,4,2,112,0.15764590052430932,96,4,4,128,0.04821119214006557,424,160.0,384.0,3,1,0.0014002385598060319,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_669_best_state.pt,"{'learning_rate': 0.0014002385598060319, 'lr_reduce': 0.6}",TPESampler,COMPLETE
670,0.054254233837127686,2025-04-25 05:55:40.757308,2025-04-25 05:57:56.964644,0 days 00:02:16.207336,0.288149589942027,240,2,2,64,0.02939833583205359,128,3,2,80,0.13356383928393373,96,2,1,64,0.2796299285109006,48,,,1,1,0.009477817836304976,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_670_best_state.pt,"{'learning_rate': 0.009477817836304976, 'lr_reduce': 0.6}",TPESampler,COMPLETE
671,0.04558565840125084,2025-04-25 05:55:43.072490,2025-04-25 05:57:20.994133,0 days 00:01:37.921643,0.2595667778073693,64,1,3,32,0.2662545473254541,96,4,2,128,0.04549448169759387,112,3,4,112,0.21872793178736422,328,256.0,464.0,3,2,0.0027726113761135608,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_671_best_state.pt,"{'learning_rate': 0.0027726113761135608, 'lr_reduce': 0.6}",TPESampler,COMPLETE
672,0.04415013641119003,2025-04-25 05:56:31.089411,2025-04-25 05:57:32.710189,0 days 00:01:01.620778,0.29168824684217354,160,3,1,32,0.11797199852828512,128,3,2,112,0.20109806158911003,112,3,1,64,0.2821412647360065,128,504.0,,2,1,0.0031940406803549273,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_672_best_state.pt,"{'learning_rate': 0.0031940406803549273, 'lr_reduce': 0.6}",TPESampler,COMPLETE
673,0.04485922306776047,2025-04-25 05:57:21.222388,2025-04-25 05:58:22.402759,0 days 00:01:01.180371,0.04836202165801251,128,3,2,64,0.11812380156365943,160,4,2,112,0.0852451042311104,128,3,1,96,0.23964545682730648,208,424.0,376.0,3,1,0.0048532396491698685,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_673_best_state.pt,"{'learning_rate': 0.0048532396491698685, 'lr_reduce': 0.6}",TPESampler,COMPLETE
674,0.05139833688735962,2025-04-25 05:57:33.021268,2025-04-25 05:59:19.389067,0 days 00:01:46.367799,0.29667685759033097,96,1,3,48,0.16811804988081216,144,4,1,80,0.14422229586008053,80,4,3,128,0.15599071272097048,440,192.0,472.0,3,2,0.004559081253183395,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_674_best_state.pt,"{'learning_rate': 0.004559081253183395, 'lr_reduce': 0.6}",TPESampler,COMPLETE
675,0.050376199185848236,2025-04-25 05:57:57.219357,2025-04-25 05:59:11.873356,0 days 00:01:14.653999,0.2976825651153407,224,2,2,80,0.14039474529304324,80,3,1,96,0.19368271323152558,128,3,1,64,0.20436953216345885,112,280.0,,2,2,0.0020939753025974272,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_675_best_state.pt,"{'learning_rate': 0.0020939753025974272, 'lr_reduce': 0.6}",TPESampler,COMPLETE
676,0.05626693367958069,2025-04-25 05:58:22.555110,2025-04-25 06:00:01.493895,0 days 00:01:38.938785,0.21073685474939946,80,2,3,80,0.14729034694307563,80,3,4,64,0.2647502133727882,128,3,4,48,0.23058737266631107,432,144.0,416.0,3,2,0.008137120751513566,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_676_best_state.pt,"{'learning_rate': 0.008137120751513566, 'lr_reduce': 0.6}",TPESampler,COMPLETE
677,0.044992320239543915,2025-04-25 05:59:12.036174,2025-04-25 06:00:23.687109,0 days 00:01:11.650935,0.27295428206867156,176,1,4,32,0.23079786397111343,128,4,1,112,0.04886978898127933,112,3,3,96,0.06721709636811174,208,240.0,,2,2,0.004554373788325189,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_677_best_state.pt,"{'learning_rate': 0.004554373788325189, 'lr_reduce': 0.6}",TPESampler,COMPLETE
678,0.043792035430669785,2025-04-25 05:59:19.564647,2025-04-25 06:00:17.641256,0 days 00:00:58.076609,0.14247730514334483,64,2,4,80,0.17858617116822192,64,4,3,128,0.1317445574771164,64,1,4,64,0.28679440498025577,320,288.0,352.0,3,1,0.004772673896821511,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_678_best_state.pt,"{'learning_rate': 0.004772673896821511, 'lr_reduce': 0.6}",TPESampler,COMPLETE
679,0.04491428658366203,2025-04-25 06:00:01.798055,2025-04-25 06:01:43.874632,0 days 00:01:42.076577,0.10311819527605767,80,3,3,64,0.2487388618363297,80,3,4,80,0.2941447477264219,96,3,4,80,0.12351216555069058,368,424.0,240.0,3,2,0.005450215079490043,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_679_best_state.pt,"{'learning_rate': 0.005450215079490043, 'lr_reduce': 0.6}",TPESampler,COMPLETE
680,0.05158546194434166,2025-04-25 06:00:17.889425,2025-04-25 06:01:51.918979,0 days 00:01:34.029554,0.2024860060442488,64,1,4,48,0.26577362638591184,176,4,3,64,0.12252490285198331,96,3,4,128,0.17934535272951288,432,192.0,464.0,3,2,0.004168084848649467,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_680_best_state.pt,"{'learning_rate': 0.004168084848649467, 'lr_reduce': 0.6}",TPESampler,COMPLETE
681,0.9435223340988159,2025-04-25 06:00:23.863002,2025-04-25 06:00:44.228395,0 days 00:00:20.365393,0.17552675732835987,80,2,4,64,0.14573687663493806,224,3,2,80,0.15021896134162183,128,2,3,128,0.03290160940873184,304,264.0,512.0,3,2,0.00042639364484511666,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_681_best_state.pt,"{'learning_rate': 0.00042639364484511666, 'lr_reduce': 0.6}",TPESampler,COMPLETE
682,0.06630457192659378,2025-04-25 06:00:44.401700,2025-04-25 06:02:16.140089,0 days 00:01:31.738389,0.08474186066855434,256,3,4,112,0.18076710020417672,176,3,2,96,0.2969657702763541,64,4,2,48,0.08956223453656201,88,136.0,376.0,3,1,0.005949093201803224,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_682_best_state.pt,"{'learning_rate': 0.005949093201803224, 'lr_reduce': 0.6}",TPESampler,COMPLETE
683,0.049862347543239594,2025-04-25 06:01:44.142457,2025-04-25 06:03:14.624749,0 days 00:01:30.482292,0.1717566874924227,64,4,3,112,0.10163859275493012,64,4,4,96,0.2561798572710597,80,2,3,64,0.19798743170237795,256,304.0,256.0,3,1,0.005180133477062655,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_683_best_state.pt,"{'learning_rate': 0.005180133477062655, 'lr_reduce': 0.6}",TPESampler,COMPLETE
684,0.05197758972644806,2025-04-25 06:01:52.162286,2025-04-25 06:03:09.384258,0 days 00:01:17.221972,0.04874196071925352,128,2,3,128,0.10636292100510775,192,3,4,80,0.2717224280124542,112,1,4,80,0.20385918577223455,360,408.0,424.0,3,2,0.0014989533928943845,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_684_best_state.pt,"{'learning_rate': 0.0014989533928943845, 'lr_reduce': 0.6}",TPESampler,COMPLETE
685,0.07871698588132858,2025-04-25 06:02:16.329295,2025-04-25 06:03:28.369520,0 days 00:01:12.040225,0.23910118607580666,64,1,3,96,0.21315439817217766,192,4,3,64,0.2366086826036013,96,3,3,80,0.26371678751934796,352,,,1,1,0.0035375835315025117,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_685_best_state.pt,"{'learning_rate': 0.0035375835315025117, 'lr_reduce': 0.6}",TPESampler,COMPLETE
686,0.05044497922062874,2025-04-25 06:03:09.707033,2025-04-25 06:04:52.964947,0 days 00:01:43.257914,0.24005667972199202,64,1,3,112,0.17605741478960668,128,4,3,48,0.2342249611618869,128,3,3,80,0.26097829711075066,192,232.0,,2,2,0.005938727592719878,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_686_best_state.pt,"{'learning_rate': 0.005938727592719878, 'lr_reduce': 0.6}",TPESampler,COMPLETE
687,0.05891461670398712,2025-04-25 06:03:14.901881,2025-04-25 06:04:43.130013,0 days 00:01:28.228132,0.1519649163751168,160,2,2,128,0.23608647568755373,112,4,3,80,0.22995947941886355,80,2,4,80,0.26972215376206604,176,296.0,352.0,3,2,0.0012312286035700793,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_687_best_state.pt,"{'learning_rate': 0.0012312286035700793, 'lr_reduce': 0.6}",TPESampler,COMPLETE
688,0.04079826921224594,2025-04-25 06:03:28.610257,2025-04-25 06:04:35.151410,0 days 00:01:06.541153,0.07394960624390705,64,1,4,48,0.1548145242587162,112,4,3,96,0.1981794994863475,128,4,4,80,0.03852508250645968,408,176.0,,2,1,0.0033795959604544547,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_688_best_state.pt,"{'learning_rate': 0.0033795959604544547, 'lr_reduce': 0.6}",TPESampler,COMPLETE
689,0.05236060544848442,2025-04-25 06:04:35.517972,2025-04-25 06:06:09.061949,0 days 00:01:33.543977,0.15573024016654996,64,1,4,64,0.14608254322543987,80,4,4,80,0.26561276053579536,128,3,4,64,0.05445494813446232,264,384.0,,2,1,0.00751568212967409,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_689_best_state.pt,"{'learning_rate': 0.00751568212967409, 'lr_reduce': 0.6}",TPESampler,COMPLETE
690,0.05223260819911957,2025-04-25 06:04:43.420673,2025-04-25 06:05:56.085723,0 days 00:01:12.665050,0.13651455227246692,80,2,2,80,0.1826532745813559,80,3,3,128,0.1813930686632345,64,2,4,80,0.23949890753521327,296,224.0,432.0,3,1,0.0028140117075436894,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_690_best_state.pt,"{'learning_rate': 0.0028140117075436894, 'lr_reduce': 0.6}",TPESampler,COMPLETE
691,0.04965948313474655,2025-04-25 06:04:53.184244,2025-04-25 06:06:30.418486,0 days 00:01:37.234242,0.10091659583787609,160,1,2,128,0.12866814203240934,160,3,4,80,0.2983846640773838,112,1,4,96,0.25575447950800473,104,320.0,216.0,3,2,0.0013411490638536327,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_691_best_state.pt,"{'learning_rate': 0.0013411490638536327, 'lr_reduce': 0.6}",TPESampler,COMPLETE
692,0.11404404789209366,2025-04-25 06:05:56.357809,2025-04-25 06:06:32.019622,0 days 00:00:35.661813,0.1272803357228242,192,2,4,80,0.2162303563800697,80,4,2,80,0.1714935331608209,64,3,4,32,0.08473373937453238,416,136.0,296.0,3,1,0.001727345362653429,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_692_best_state.pt,"{'learning_rate': 0.001727345362653429, 'lr_reduce': 0.6}",TPESampler,COMPLETE
693,0.05032875016331673,2025-04-25 06:06:09.221368,2025-04-25 06:07:32.347750,0 days 00:01:23.126382,0.2110040335410848,64,2,1,128,0.28453025927364217,128,4,3,64,0.2509348734778485,128,4,1,80,0.2949380179753775,136,272.0,,2,2,0.0035236265455582598,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_693_best_state.pt,"{'learning_rate': 0.0035236265455582598, 'lr_reduce': 0.6}",TPESampler,COMPLETE
694,0.04976573958992958,2025-04-25 06:06:30.636600,2025-04-25 06:07:58.542718,0 days 00:01:27.906118,0.13897191153816973,96,3,2,128,0.12779236533693558,80,3,4,128,0.19736341271748103,112,3,2,112,0.17921755113664956,200,440.0,472.0,3,2,0.005424827515979608,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_694_best_state.pt,"{'learning_rate': 0.005424827515979608, 'lr_reduce': 0.6}",TPESampler,COMPLETE
695,0.08106686174869537,2025-04-25 06:06:32.261132,2025-04-25 06:07:50.692552,0 days 00:01:18.431420,0.004437479512090656,192,4,4,96,0.27170763621706095,192,2,2,112,0.18592728912886955,80,3,4,32,0.09781037993840548,424,336.0,368.0,3,1,0.007839064231399026,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_695_best_state.pt,"{'learning_rate': 0.007839064231399026, 'lr_reduce': 0.6}",TPESampler,COMPLETE
696,0.9215594530105591,2025-04-25 06:07:32.539129,2025-04-25 06:07:51.312959,0 days 00:00:18.773830,0.150533817565126,80,4,4,64,0.14998580922116433,64,2,4,96,0.2956234729242387,112,2,4,48,0.08072196822990943,480,192.0,512.0,3,1,0.0011519020130756983,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_696_best_state.pt,"{'learning_rate': 0.0011519020130756983, 'lr_reduce': 0.6}",TPESampler,COMPLETE
697,0.044517502188682556,2025-04-25 06:07:50.919229,2025-04-25 06:08:53.118288,0 days 00:01:02.199059,0.1981461215166186,144,2,2,48,0.25042217746615103,112,4,4,64,0.26878661784183155,128,3,3,112,0.27326165952374964,176,376.0,424.0,3,1,0.003073595867625688,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_697_best_state.pt,"{'learning_rate': 0.003073595867625688, 'lr_reduce': 0.6}",TPESampler,COMPLETE
698,0.5730624794960022,2025-04-25 06:07:51.493292,2025-04-25 06:08:13.894619,0 days 00:00:22.401327,0.2784339652557528,240,2,2,64,0.09847126304522008,64,2,1,96,0.17246269277920914,112,2,1,96,0.24565411358705402,96,280.0,,2,1,0.0023005331207631204,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_698_best_state.pt,"{'learning_rate': 0.0023005331207631204, 'lr_reduce': 0.6}",TPESampler,COMPLETE
699,0.04566243290901184,2025-04-25 06:07:58.813493,2025-04-25 06:09:15.488025,0 days 00:01:16.674532,0.1736526713362237,160,1,4,96,0.07796884304764065,144,4,4,96,0.29279904952526403,96,2,4,96,0.2708270953812417,256,512.0,,2,1,0.0023214976742085528,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_699_best_state.pt,"{'learning_rate': 0.0023214976742085528, 'lr_reduce': 0.6}",TPESampler,COMPLETE
700,0.05881070718169212,2025-04-25 06:08:14.113358,2025-04-25 06:09:48.913115,0 days 00:01:34.799757,0.1807707992541734,64,4,4,80,0.2592342242685379,112,3,3,112,0.2450907382443425,112,4,4,64,0.15218921293114496,440,136.0,304.0,3,2,0.006823128792327799,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_700_best_state.pt,"{'learning_rate': 0.006823128792327799, 'lr_reduce': 0.6}",TPESampler,COMPLETE
701,0.9159764051437378,2025-04-25 06:08:53.354356,2025-04-25 06:09:10.956719,0 days 00:00:17.602363,0.09876123156101664,64,2,4,64,0.045261552092085794,112,3,3,64,0.26241712193009753,128,4,4,48,0.03817984859763221,448,224.0,160.0,3,1,0.0017137770730529316,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_701_best_state.pt,"{'learning_rate': 0.0017137770730529316, 'lr_reduce': 0.6}",TPESampler,COMPLETE
702,0.047950245440006256,2025-04-25 06:09:11.178551,2025-04-25 06:10:34.292913,0 days 00:01:23.114362,0.20992360742208066,192,2,4,112,0.1758688547152994,160,3,2,96,0.28522525565087997,80,4,3,32,0.17022713587531843,328,424.0,240.0,3,2,0.004358871519794003,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_702_best_state.pt,"{'learning_rate': 0.004358871519794003, 'lr_reduce': 0.6}",TPESampler,COMPLETE
703,0.051528409123420715,2025-04-25 06:09:15.704220,2025-04-25 06:10:40.594445,0 days 00:01:24.890225,0.21415131400846746,176,3,2,80,0.08111542820379075,160,3,2,128,0.05445125194320759,112,3,1,112,0.2639089617625952,160,320.0,360.0,3,1,0.009629422607002093,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_703_best_state.pt,"{'learning_rate': 0.009629422607002093, 'lr_reduce': 0.6}",TPESampler,COMPLETE
704,0.19100981950759888,2025-04-25 06:09:49.399553,2025-04-25 06:10:39.733611,0 days 00:00:50.334058,0.17607680961537903,160,2,4,128,0.15366245043567672,80,4,3,96,0.21586457554242422,64,4,4,32,0.15014196027528479,312,264.0,464.0,3,2,0.0015187842369151138,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_704_best_state.pt,"{'learning_rate': 0.0015187842369151138, 'lr_reduce': 0.6}",TPESampler,COMPLETE
705,0.057112764567136765,2025-04-25 06:10:34.512826,2025-04-25 06:12:04.716210,0 days 00:01:30.203384,0.1979617906119484,96,2,2,128,0.18738658486564538,112,3,3,128,0.1896121870021369,80,2,4,80,0.2846506190440544,160,360.0,408.0,3,2,0.009250001531783448,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_705_best_state.pt,"{'learning_rate': 0.009250001531783448, 'lr_reduce': 0.6}",TPESampler,COMPLETE
706,0.33378949761390686,2025-04-25 06:10:39.918367,2025-04-25 06:11:15.038650,0 days 00:00:35.120283,0.10340685627010324,192,1,4,96,0.15305602165607246,96,4,3,128,0.26192128279425275,32,2,4,64,0.22017700127989936,320,128.0,288.0,3,1,0.0012235394216630752,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_706_best_state.pt,"{'learning_rate': 0.0012235394216630752, 'lr_reduce': 0.6}",TPESampler,COMPLETE
707,0.0394543819129467,2025-04-25 06:10:40.768806,2025-04-25 06:11:38.322792,0 days 00:00:57.553986,0.19948113630128464,144,1,4,96,0.10237620132589753,96,4,4,128,0.1763974677906139,80,1,3,96,0.26481780215361295,176,176.0,464.0,3,1,0.0032080107115686476,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_707_best_state.pt,"{'learning_rate': 0.0032080107115686476, 'lr_reduce': 0.6}",TPESampler,COMPLETE
708,0.04861323535442352,2025-04-25 06:11:15.200032,2025-04-25 06:12:41.252759,0 days 00:01:26.052727,0.045046215452458446,192,4,4,64,0.23363775010651372,192,4,1,112,0.2663400322507884,80,4,4,32,0.13901008852920296,400,448.0,512.0,3,1,0.006184290336565467,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_708_best_state.pt,"{'learning_rate': 0.006184290336565467, 'lr_reduce': 0.6}",TPESampler,COMPLETE
709,0.0390462651848793,2025-04-25 06:11:38.499797,2025-04-25 06:12:51.738383,0 days 00:01:13.238586,0.15600095147401596,80,2,3,80,0.19504115657952326,96,1,4,80,0.2814067857656336,112,2,4,96,0.2316831737730244,480,152.0,464.0,3,2,0.0034870543075635604,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_709_best_state.pt,"{'learning_rate': 0.0034870543075635604, 'lr_reduce': 0.6}",TPESampler,COMPLETE
710,0.04157555103302002,2025-04-25 06:12:04.979151,2025-04-25 06:12:57.832777,0 days 00:00:52.853626,0.16560715961211936,80,1,2,128,0.21828687212105125,80,3,2,96,0.2474620927358079,80,1,4,96,0.25422946136898467,184,168.0,,2,2,0.002473356404770408,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_710_best_state.pt,"{'learning_rate': 0.002473356404770408, 'lr_reduce': 0.6}",TPESampler,COMPLETE
711,0.05542927607893944,2025-04-25 06:12:41.488964,2025-04-25 06:13:44.392654,0 days 00:01:02.903690,0.13256106140894747,64,4,4,64,0.22266771187686513,112,4,4,32,0.23584807654729292,128,2,4,128,0.26299815973715474,264,136.0,464.0,3,1,0.003894760894942468,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_711_best_state.pt,"{'learning_rate': 0.003894760894942468, 'lr_reduce': 0.6}",TPESampler,COMPLETE
712,0.05715515464544296,2025-04-25 06:12:52.005390,2025-04-25 06:13:56.105425,0 days 00:01:04.100035,0.07399094334994638,224,4,4,96,0.23036133987829166,208,3,2,128,0.2126875614987459,64,4,4,32,0.283451587889553,392,128.0,472.0,3,1,0.006634667036968541,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_712_best_state.pt,"{'learning_rate': 0.006634667036968541, 'lr_reduce': 0.6}",TPESampler,COMPLETE
713,0.040557943284511566,2025-04-25 06:12:58.079056,2025-04-25 06:14:20.951912,0 days 00:01:22.872856,0.011851529129222549,208,3,4,128,0.1183556372583358,224,3,1,128,0.2679285657555859,112,4,3,48,0.13295344918323893,312,152.0,472.0,3,1,0.004203149483210107,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_713_best_state.pt,"{'learning_rate': 0.004203149483210107, 'lr_reduce': 0.6}",TPESampler,COMPLETE
714,0.061053771525621414,2025-04-25 06:13:44.692491,2025-04-25 06:15:11.745340,0 days 00:01:27.052849,0.20549050450788603,144,2,3,80,0.16405487745505962,64,1,4,80,0.23849685842610255,128,3,4,112,0.1510073239249365,472,144.0,472.0,3,2,0.001496415178854131,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_714_best_state.pt,"{'learning_rate': 0.001496415178854131, 'lr_reduce': 0.6}",TPESampler,COMPLETE
715,0.05983349308371544,2025-04-25 06:13:56.269237,2025-04-25 06:14:58.856502,0 days 00:01:02.587265,0.22266102014521708,256,4,1,48,0.024143114490556034,112,2,2,96,0.23498500373334774,80,2,1,48,0.27994457006415807,176,144.0,,2,1,0.004695424337323799,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_715_best_state.pt,"{'learning_rate': 0.004695424337323799, 'lr_reduce': 0.6}",TPESampler,COMPLETE
716,0.047857195138931274,2025-04-25 06:14:21.188023,2025-04-25 06:16:13.171044,0 days 00:01:51.983021,0.18770712071497175,64,1,3,96,0.2367559233951738,80,1,4,80,0.19036454789397408,96,3,2,112,0.1712217743966758,440,120.0,512.0,3,2,0.009459144920838347,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_716_best_state.pt,"{'learning_rate': 0.009459144920838347, 'lr_reduce': 0.6}",TPESampler,COMPLETE
717,0.06169836223125458,2025-04-25 06:14:59.068920,2025-04-25 06:16:58.056157,0 days 00:01:58.987237,0.03690056759876509,192,3,4,112,0.10756616865036187,240,4,1,112,0.22583695306992507,96,4,3,48,0.18511190807210082,248,160.0,472.0,3,1,0.006706031141030895,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_717_best_state.pt,"{'learning_rate': 0.006706031141030895, 'lr_reduce': 0.6}",TPESampler,COMPLETE
718,0.04456415772438049,2025-04-25 06:15:12.061516,2025-04-25 06:16:51.268897,0 days 00:01:39.207381,0.05725552614135536,256,3,4,128,0.0565770388669892,160,3,1,96,0.2690728954404705,128,3,3,64,0.06528014792892227,456,128.0,488.0,3,1,0.005502556774021141,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_718_best_state.pt,"{'learning_rate': 0.005502556774021141, 'lr_reduce': 0.6}",TPESampler,COMPLETE
719,0.05785534903407097,2025-04-25 06:16:13.384444,2025-04-25 06:17:13.709703,0 days 00:01:00.325259,0.29683197785935583,160,2,3,96,0.13254658115557172,64,4,4,128,0.19767897358603945,112,1,4,112,0.19443561218584032,200,168.0,512.0,3,1,0.005992149439023507,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_719_best_state.pt,"{'learning_rate': 0.005992149439023507, 'lr_reduce': 0.6}",TPESampler,COMPLETE
720,0.056232742965221405,2025-04-25 06:16:51.455802,2025-04-25 06:17:50.313646,0 days 00:00:58.857844,0.014846263113964678,208,3,4,128,0.06528228285085713,192,2,2,128,0.188672992909023,128,4,3,48,0.09503104051245395,248,120.0,,2,1,0.007663876020685101,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_720_best_state.pt,"{'learning_rate': 0.007663876020685101, 'lr_reduce': 0.6}",TPESampler,COMPLETE
721,0.04736822471022606,2025-04-25 06:16:58.317721,2025-04-25 06:18:25.279987,0 days 00:01:26.962266,0.1309923429190863,128,3,3,96,0.18184058348779125,96,1,4,80,0.28527422642569594,96,1,4,112,0.23239080277590088,400,152.0,,2,2,0.005436878407712647,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_721_best_state.pt,"{'learning_rate': 0.005436878407712647, 'lr_reduce': 0.6}",TPESampler,COMPLETE
722,0.05289185419678688,2025-04-25 06:17:14.067127,2025-04-25 06:18:18.417997,0 days 00:01:04.350870,0.03904019651845855,176,4,4,128,0.126666373128585,240,3,1,128,0.2666662254248234,128,3,3,48,0.04145286162610487,272,168.0,472.0,3,1,0.0034695730298807586,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_722_best_state.pt,"{'learning_rate': 0.0034695730298807586, 'lr_reduce': 0.6}",TPESampler,COMPLETE
723,0.046159569174051285,2025-04-25 06:17:50.603196,2025-04-25 06:18:59.528631,0 days 00:01:08.925435,0.14626487951839282,80,2,2,128,0.1644647044512514,192,3,4,96,0.23862499955034946,64,1,4,112,0.2374025214163705,248,112.0,464.0,3,2,0.004395607937710315,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_723_best_state.pt,"{'learning_rate': 0.004395607937710315, 'lr_reduce': 0.6}",TPESampler,COMPLETE
724,0.0581539161503315,2025-04-25 06:18:18.662029,2025-04-25 06:19:44.004693,0 days 00:01:25.342664,0.2282379843528297,128,1,4,112,0.12088183221162656,96,4,3,128,0.25952303155877204,80,1,2,80,0.25224475442940075,256,168.0,472.0,3,1,0.006226005495694069,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_724_best_state.pt,"{'learning_rate': 0.006226005495694069, 'lr_reduce': 0.6}",TPESampler,COMPLETE
725,0.04873717948794365,2025-04-25 06:18:25.455083,2025-04-25 06:19:19.286132,0 days 00:00:53.831049,0.019528386704995467,256,3,2,112,0.20969796975268715,240,3,1,128,0.2534538193126259,112,4,2,96,0.02402689894213933,256,120.0,464.0,3,1,0.0028323726673376505,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_725_best_state.pt,"{'learning_rate': 0.0028323726673376505, 'lr_reduce': 0.6}",TPESampler,COMPLETE
726,0.041539330035448074,2025-04-25 06:18:59.800915,2025-04-25 06:19:58.098633,0 days 00:00:58.297718,0.21963727423789647,128,1,4,64,0.13809150540583548,144,4,4,128,0.1267098773985324,80,1,2,80,0.14586815640931658,192,168.0,472.0,3,1,0.0030099488647354388,0.6,/work3/arnaou/checkpoints/groupgat_Pc_trial_726_best_state.pt,"{'learning_rate': 0.0030099488647354388, 'lr_reduce': 0.6}",TPESampler,COMPLETE
