number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_subsample,system_attrs_auto:sampler,state
68,0.26781883764712683,2025-04-24 21:36:09.499645,2025-04-24 21:36:12.649827,0 days 00:00:03.150182,0.08221849586815974,5,sqrt,1,14,1492,0.7640632339207238,TPESampler,COMPLETE
69,0.3016971159491635,2025-04-24 21:36:12.450848,2025-04-24 21:36:15.458356,0 days 00:00:03.007508,0.09782920899862933,4,sqrt,2,18,1454,0.7265534594322811,TPESampler,COMPLETE
70,0.2784129562168398,2025-04-24 21:36:12.869456,2025-04-24 21:36:17.259457,0 days 00:00:04.390001,0.07101375360539497,6,,1,18,1026,0.688767669093801,TPESampler,COMPLETE
71,0.3611488284436107,2025-04-24 21:36:13.474659,2025-04-24 21:36:15.677042,0 days 00:00:02.202383,0.08585974326118231,12,sqrt,5,18,848,0.9341978915751257,TPESampler,COMPLETE
72,0.27720280762977656,2025-04-24 21:36:15.638609,2025-04-24 21:36:18.684488,0 days 00:00:03.045879,0.08044772407439162,3,sqrt,2,11,1416,0.878868741930735,TPESampler,COMPLETE
73,0.2736665462418152,2025-04-24 21:36:15.891390,2025-04-24 21:36:19.248239,0 days 00:00:03.356849,0.09330605617133478,8,sqrt,1,10,1267,0.6852992719609511,TPESampler,COMPLETE
74,0.28764738211234114,2025-04-24 21:36:17.466958,2025-04-24 21:36:20.734104,0 days 00:00:03.267146,0.05260285224465209,6,sqrt,1,12,1441,0.8310191359871103,TPESampler,COMPLETE
75,0.262418222857827,2025-04-24 21:36:18.886823,2025-04-24 21:36:22.859275,0 days 00:00:03.972452,0.07406807560706122,4,sqrt,1,8,1472,0.7849539142764369,TPESampler,COMPLETE
76,0.2746877405720603,2025-04-24 21:36:19.668931,2025-04-24 21:36:23.152151,0 days 00:00:03.483220,0.07027150290677267,4,sqrt,1,15,1345,0.8022163664886328,TPESampler,COMPLETE
77,0.41142881570392836,2025-04-24 21:36:20.907338,2025-04-24 21:36:23.109858,0 days 00:00:02.202520,0.015804543667724796,11,sqrt,5,4,580,0.976417945104011,TPESampler,COMPLETE
78,0.3402733180278724,2025-04-24 21:36:23.061594,2025-04-24 21:36:28.544430,0 days 00:00:05.482836,0.07052305217260871,5,,1,7,1277,0.7744959471831255,TPESampler,COMPLETE
