number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_auto:sampler,state
101,1.3448755815603475,2025-04-24 21:37:55.262810,2025-04-24 21:37:56.401561,0 days 00:00:01.138751,False,squared_error,22,log2,15,23,660,TPESampler,COMPLETE
102,1.403188696530632,2025-04-24 21:37:56.588315,2025-04-24 21:37:58.559888,0 days 00:00:01.971573,True,absolute_error,26,log2,13,3,588,TPESampler,COMPLETE
103,0.40226933609690013,2025-04-24 21:37:57.459554,2025-04-24 21:38:03.444997,0 days 00:00:05.985443,True,squared_error,46,,2,2,952,TPESampler,COMPLETE
104,1.3789731285639515,2025-04-24 21:37:58.337471,2025-04-24 21:38:00.102413,0 days 00:00:01.764942,False,absolute_error,9,log2,6,10,491,TPESampler,COMPLETE
105,0.43969894267763593,2025-04-24 21:37:58.753483,2025-04-24 21:38:03.675069,0 days 00:00:04.921586,True,squared_error,39,,4,2,994,TPESampler,COMPLETE
106,0.9726759755721076,2025-04-24 21:38:00.267499,2025-04-24 21:38:01.789912,0 days 00:00:01.522413,True,squared_error,13,sqrt,1,49,604,TPESampler,COMPLETE
107,0.40220373140675525,2025-04-24 21:38:01.960391,2025-04-24 21:38:07.339903,0 days 00:00:05.379512,True,squared_error,44,,2,4,980,TPESampler,COMPLETE
108,0.40239747526318437,2025-04-24 21:38:03.614384,2025-04-24 21:38:09.080654,0 days 00:00:05.466270,True,squared_error,46,,2,2,941,TPESampler,COMPLETE
109,0.626669702940924,2025-04-24 21:38:03.863861,2025-04-24 21:38:07.236700,0 days 00:00:03.372839,True,squared_error,45,log2,1,2,993,TPESampler,COMPLETE
110,1.159699035631995,2025-04-24 21:38:07.403154,2025-04-24 21:38:08.883357,0 days 00:00:01.480203,False,squared_error,46,log2,2,29,523,TPESampler,COMPLETE
111,1.0008699243547792,2025-04-24 21:38:07.501380,2025-04-24 21:38:10.509652,0 days 00:00:03.008272,False,squared_error,16,log2,1,2,989,TPESampler,COMPLETE
