number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_auto:sampler,state
996,0.331599018880528,2025-04-24 22:21:31.435623,2025-04-24 22:21:58.668134,0 days 00:00:27.232511,False,absolute_error,43,sqrt,1,4,748,TPESampler,COMPLETE
997,0.336191816989561,2025-04-24 22:21:40.057542,2025-04-24 22:22:08.567659,0 days 00:00:28.510117,False,absolute_error,50,sqrt,1,7,777,TPESampler,COMPLETE
998,0.3318783853278529,2025-04-24 22:21:44.491283,2025-04-24 22:22:08.949523,0 days 00:00:24.458240,False,absolute_error,43,sqrt,1,4,664,TPESampler,COMPLETE
999,0.3265614229183384,2025-04-24 22:21:47.478837,2025-04-24 22:22:15.482684,0 days 00:00:28.003847,False,absolute_error,50,sqrt,1,4,604,TPESampler,COMPLETE
1000,0.34388522600703636,2025-04-24 22:21:58.845998,2025-04-24 22:22:34.971523,0 days 00:00:36.125525,False,absolute_error,50,sqrt,1,2,926,TPESampler,COMPLETE
1001,0.4191625801044522,2025-04-24 22:22:00.103885,2025-04-24 22:22:16.372638,0 days 00:00:16.268753,False,absolute_error,43,sqrt,2,4,666,TPESampler,COMPLETE
1002,0.32675834125177877,2025-04-24 22:22:08.980326,2025-04-24 22:22:31.085625,0 days 00:00:22.105299,False,absolute_error,50,sqrt,1,4,572,TPESampler,COMPLETE
1003,0.34092364863424696,2025-04-24 22:22:09.165804,2025-04-24 22:22:31.525847,0 days 00:00:22.360043,False,absolute_error,50,sqrt,1,8,595,TPESampler,COMPLETE
1004,0.3319966566679774,2025-04-24 22:22:15.665736,2025-04-24 22:22:45.882558,0 days 00:00:30.216822,False,absolute_error,50,sqrt,1,6,711,TPESampler,COMPLETE
1005,0.33953864785933285,2025-04-24 22:22:16.570670,2025-04-24 22:22:36.977450,0 days 00:00:20.406780,False,absolute_error,40,sqrt,1,3,535,TPESampler,COMPLETE
1006,0.4125258812743033,2025-04-24 22:22:21.069635,2025-04-24 22:22:29.248225,0 days 00:00:08.178590,False,absolute_error,49,sqrt,2,2,311,TPESampler,COMPLETE
1007,0.3314927907311156,2025-04-24 22:22:29.488528,2025-04-24 22:22:58.265430,0 days 00:00:28.776902,False,absolute_error,50,sqrt,1,6,637,TPESampler,COMPLETE
1008,0.5346806540807796,2025-04-24 22:22:31.255628,2025-04-24 22:23:25.812007,0 days 00:00:54.556379,False,absolute_error,5,,5,24,870,TPESampler,COMPLETE
1009,0.4175100020732065,2025-04-24 22:22:31.909352,2025-04-24 22:22:50.927767,0 days 00:00:19.018415,False,absolute_error,41,log2,1,8,698,TPESampler,COMPLETE
1010,0.8649355571182774,2025-04-24 22:22:35.152550,2025-04-24 22:22:36.733026,0 days 00:00:01.580476,True,squared_error,16,log2,9,43,989,TPESampler,COMPLETE
1011,0.454850286268831,2025-04-24 22:22:36.929777,2025-04-24 22:22:52.072055,0 days 00:00:15.142278,True,absolute_error,49,sqrt,2,5,929,TPESampler,COMPLETE
1012,0.33317136823907556,2025-04-24 22:22:37.253609,2025-04-24 22:23:11.565436,0 days 00:00:34.311827,False,absolute_error,50,sqrt,1,3,807,TPESampler,COMPLETE
1013,0.346252030298891,2025-04-24 22:22:46.371087,2025-04-24 22:23:04.677195,0 days 00:00:18.306108,False,absolute_error,41,sqrt,1,7,484,TPESampler,COMPLETE
1014,0.34408388902253334,2025-04-24 22:22:51.624010,2025-04-24 22:22:54.780593,0 days 00:00:03.156583,False,squared_error,47,sqrt,1,2,450,TPESampler,COMPLETE
1015,0.4164312852182569,2025-04-24 22:22:52.501640,2025-04-24 22:23:03.563839,0 days 00:00:11.062199,False,absolute_error,50,sqrt,2,3,424,TPESampler,COMPLETE
1016,0.3325769207286572,2025-04-24 22:22:55.032555,2025-04-24 22:23:19.907571,0 days 00:00:24.875016,False,absolute_error,42,sqrt,1,5,682,TPESampler,COMPLETE
1017,0.4222647669683838,2025-04-24 22:22:58.481005,2025-04-24 22:23:20.425302,0 days 00:00:21.944297,False,absolute_error,42,sqrt,2,5,902,TPESampler,COMPLETE
1018,0.39155151805646826,2025-04-24 22:23:03.759947,2025-04-24 22:23:06.400777,0 days 00:00:02.640830,True,squared_error,27,sqrt,1,3,966,TPESampler,COMPLETE
1019,0.4204314221345412,2025-04-24 22:23:04.863829,2025-04-24 22:23:07.688044,0 days 00:00:02.824215,False,squared_error,20,sqrt,1,2,911,TPESampler,COMPLETE
1020,0.3251578666034773,2025-04-24 22:23:06.578421,2025-04-24 22:23:21.067302,0 days 00:00:14.488881,False,absolute_error,50,sqrt,1,5,381,TPESampler,COMPLETE
1021,0.4242356214504233,2025-04-24 22:23:07.927360,2025-04-24 22:23:26.655914,0 days 00:00:18.728554,False,absolute_error,50,sqrt,2,8,754,TPESampler,COMPLETE
1022,0.3444138556616915,2025-04-24 22:23:11.753319,2025-04-24 22:23:39.421217,0 days 00:00:27.667898,False,absolute_error,50,sqrt,1,2,703,TPESampler,COMPLETE
1023,0.4563223414302383,2025-04-24 22:23:20.093734,2025-04-24 22:23:28.859926,0 days 00:00:08.766192,True,absolute_error,49,sqrt,2,6,682,TPESampler,COMPLETE
1024,0.4734484720035011,2025-04-24 22:23:20.663616,2025-04-24 22:23:21.855509,0 days 00:00:01.191893,False,squared_error,36,log2,1,47,430,TPESampler,COMPLETE
1025,0.3274011858760996,2025-04-24 22:23:21.315665,2025-04-24 22:23:30.609936,0 days 00:00:09.294271,False,absolute_error,49,sqrt,1,5,231,TPESampler,COMPLETE
1026,0.34211037783122006,2025-04-24 22:23:22.167729,2025-04-24 22:23:40.494301,0 days 00:00:18.326572,False,absolute_error,38,sqrt,1,5,503,TPESampler,COMPLETE
1027,0.3286543060300366,2025-04-24 22:23:25.981812,2025-04-24 22:23:38.581118,0 days 00:00:12.599306,False,absolute_error,45,sqrt,1,4,326,TPESampler,COMPLETE
1028,0.7036041714543863,2025-04-24 22:23:26.851677,2025-04-24 22:23:28.256232,0 days 00:00:01.404555,False,squared_error,47,sqrt,9,43,913,TPESampler,COMPLETE
1029,0.3275982879409156,2025-04-24 22:23:28.429394,2025-04-24 22:23:47.011642,0 days 00:00:18.582248,False,absolute_error,48,sqrt,1,4,481,TPESampler,COMPLETE
1030,0.3412958907867763,2025-04-24 22:23:29.098613,2025-04-24 22:23:38.364460,0 days 00:00:09.265847,False,absolute_error,48,sqrt,1,8,242,TPESampler,COMPLETE
1031,0.3443650480935025,2025-04-24 22:23:30.814446,2025-04-24 22:23:45.672032,0 days 00:00:14.857586,False,absolute_error,42,sqrt,1,7,380,TPESampler,COMPLETE
1032,0.4585415812739778,2025-04-24 22:23:38.550511,2025-04-24 22:23:39.652688,0 days 00:00:01.102177,False,squared_error,41,sqrt,3,13,336,TPESampler,COMPLETE
1033,0.4188719280539997,2025-04-24 22:23:38.778543,2025-04-24 22:23:46.553665,0 days 00:00:07.775122,False,absolute_error,45,sqrt,2,6,293,TPESampler,COMPLETE
1034,0.3341830132387023,2025-04-24 22:23:39.605800,2025-04-24 22:23:54.210140,0 days 00:00:14.604340,False,absolute_error,44,sqrt,1,5,394,TPESampler,COMPLETE
1035,0.33334916592873975,2025-04-24 22:23:39.886296,2025-04-24 22:23:54.702348,0 days 00:00:14.816052,False,absolute_error,49,sqrt,1,6,358,TPESampler,COMPLETE
1036,0.3326729858280782,2025-04-24 22:23:40.700967,2025-04-24 22:23:43.631924,0 days 00:00:02.930957,False,squared_error,50,sqrt,1,5,925,TPESampler,COMPLETE
1037,0.8738425210977917,2025-04-24 22:23:43.822850,2025-04-24 22:23:44.662147,0 days 00:00:00.839297,True,absolute_error,35,log2,11,44,129,TPESampler,COMPLETE
1038,0.520644397063156,2025-04-24 22:23:44.921227,2025-04-24 22:23:47.013173,0 days 00:00:02.091946,True,absolute_error,44,sqrt,3,2,149,TPESampler,COMPLETE
1039,0.32593165206223235,2025-04-24 22:23:45.889298,2025-04-24 22:24:04.054135,0 days 00:00:18.164837,False,absolute_error,50,sqrt,1,5,477,TPESampler,COMPLETE
1040,0.694920636682649,2025-04-24 22:23:46.767686,2025-04-24 22:23:50.221519,0 days 00:00:03.453833,True,absolute_error,40,log2,2,23,403,TPESampler,COMPLETE
1041,0.3363109896851754,2025-04-24 22:23:47.306078,2025-04-24 22:24:07.316528,0 days 00:00:20.010450,False,absolute_error,44,sqrt,1,3,445,TPESampler,COMPLETE
1042,0.7824540663549924,2025-04-24 22:23:47.361832,2025-04-24 22:23:49.292050,0 days 00:00:01.930218,True,absolute_error,5,log2,1,5,162,TPESampler,COMPLETE
1043,0.4160829099120186,2025-04-24 22:23:49.470657,2025-04-24 22:24:04.410106,0 days 00:00:14.939449,False,absolute_error,46,sqrt,2,4,499,TPESampler,COMPLETE
1044,0.35803266636310865,2025-04-24 22:23:50.406930,2025-04-24 22:24:06.023180,0 days 00:00:15.616250,True,absolute_error,40,sqrt,1,3,580,TPESampler,COMPLETE
1045,0.3326894344263978,2025-04-24 22:23:54.399259,2025-04-24 22:24:17.608635,0 days 00:00:23.209376,False,absolute_error,42,sqrt,1,4,582,TPESampler,COMPLETE
1046,0.39687830272252606,2025-04-24 22:23:54.878872,2025-04-24 22:23:56.759128,0 days 00:00:01.880256,False,squared_error,41,log2,1,5,609,TPESampler,COMPLETE
1047,0.4237859226236854,2025-04-24 22:23:56.940040,2025-04-24 22:24:10.663177,0 days 00:00:13.723137,False,absolute_error,48,sqrt,2,8,555,TPESampler,COMPLETE
1048,0.6969786924139469,2025-04-24 22:24:04.236677,2025-04-24 22:24:05.594091,0 days 00:00:01.357414,False,squared_error,49,log2,3,36,879,TPESampler,COMPLETE
1049,0.41068628115197753,2025-04-24 22:24:04.626869,2025-04-24 22:24:09.437580,0 days 00:00:04.810711,False,squared_error,19,,2,26,691,TPESampler,COMPLETE
1050,0.7526303181407886,2025-04-24 22:24:05.763591,2025-04-24 22:24:06.872310,0 days 00:00:01.108719,False,squared_error,50,log2,4,2,571,TPESampler,COMPLETE
1051,0.33915232490917735,2025-04-24 22:24:06.244673,2025-04-24 22:24:24.063500,0 days 00:00:17.818827,False,absolute_error,49,sqrt,1,7,454,TPESampler,COMPLETE
1052,0.4163134715051161,2025-04-24 22:24:07.074833,2025-04-24 22:24:21.727000,0 days 00:00:14.652167,False,absolute_error,49,sqrt,2,2,595,TPESampler,COMPLETE
1053,0.41408142702287115,2025-04-24 22:24:07.522634,2025-04-24 22:24:08.435070,0 days 00:00:00.912436,False,squared_error,49,sqrt,2,7,160,TPESampler,COMPLETE
1054,0.3349752784845065,2025-04-24 22:24:08.616059,2025-04-24 22:24:32.150407,0 days 00:00:23.534348,False,absolute_error,50,sqrt,1,7,579,TPESampler,COMPLETE
1055,0.4173215202733611,2025-04-24 22:24:09.613971,2025-04-24 22:24:11.075766,0 days 00:00:01.461795,False,squared_error,50,sqrt,2,4,522,TPESampler,COMPLETE
1056,0.32554113381118865,2025-04-24 22:24:10.848752,2025-04-24 22:24:34.645199,0 days 00:00:23.796447,False,absolute_error,50,sqrt,1,5,562,TPESampler,COMPLETE
1057,0.3743941576682358,2025-04-24 22:24:11.294971,2025-04-24 22:24:12.645309,0 days 00:00:01.350338,False,squared_error,36,,2,9,103,TPESampler,COMPLETE
1058,0.3346622637902121,2025-04-24 22:24:12.827212,2025-04-24 22:24:28.497477,0 days 00:00:15.670265,False,absolute_error,48,sqrt,1,3,378,TPESampler,COMPLETE
1059,0.33861656668081747,2025-04-24 22:24:17.885403,2025-04-24 22:24:45.291771,0 days 00:00:27.406368,False,absolute_error,43,sqrt,1,3,719,TPESampler,COMPLETE
1060,0.4180514561647056,2025-04-24 22:24:21.942080,2025-04-24 22:24:40.582350,0 days 00:00:18.640270,False,absolute_error,50,sqrt,2,3,769,TPESampler,COMPLETE
1061,0.3319160189230278,2025-04-24 22:24:24.268412,2025-04-24 22:24:49.658743,0 days 00:00:25.390331,False,absolute_error,50,sqrt,1,3,641,TPESampler,COMPLETE
1062,0.33175358807357325,2025-04-24 22:24:28.685238,2025-04-24 22:24:51.397156,0 days 00:00:22.711918,False,absolute_error,50,sqrt,1,3,589,TPESampler,COMPLETE
1063,0.5312628039827739,2025-04-24 22:24:32.334651,2025-04-24 22:24:33.080859,0 days 00:00:00.746208,False,squared_error,14,sqrt,3,2,124,TPESampler,COMPLETE
1064,0.48370444500395415,2025-04-24 22:24:33.269821,2025-04-24 22:24:34.531145,0 days 00:00:01.261324,True,squared_error,17,,8,38,219,TPESampler,COMPLETE
1065,0.3263577681482962,2025-04-24 22:24:34.746249,2025-04-24 22:24:58.735810,0 days 00:00:23.989561,False,absolute_error,50,sqrt,1,4,631,TPESampler,COMPLETE
1066,0.34128814545188,2025-04-24 22:24:34.868612,2025-04-24 22:24:44.679003,0 days 00:00:09.810391,False,absolute_error,49,sqrt,1,2,236,TPESampler,COMPLETE
1067,0.3388622575962056,2025-04-24 22:24:40.804731,2025-04-24 22:24:41.936751,0 days 00:00:01.132020,False,squared_error,42,sqrt,1,4,213,TPESampler,COMPLETE
1068,0.4421138873073443,2025-04-24 22:24:42.130591,2025-04-24 22:26:07.831117,0 days 00:01:25.700526,False,absolute_error,42,,1,8,377,TPESampler,COMPLETE
1069,0.38899962480553696,2025-04-24 22:24:44.870288,2025-04-24 22:25:30.638177,0 days 00:00:45.767889,True,absolute_error,48,,3,2,690,TPESampler,COMPLETE
1070,0.6752323801054108,2025-04-24 22:24:45.901531,2025-04-24 22:24:46.947367,0 days 00:00:01.045836,True,squared_error,6,sqrt,1,36,342,TPESampler,COMPLETE
1071,0.34424039491249636,2025-04-24 22:24:47.134479,2025-04-24 22:25:03.415292,0 days 00:00:16.280813,False,absolute_error,50,sqrt,1,2,410,TPESampler,COMPLETE
1072,0.6743528567004698,2025-04-24 22:24:49.867418,2025-04-24 22:24:50.815737,0 days 00:00:00.948319,False,squared_error,11,log2,1,42,373,TPESampler,COMPLETE
1073,0.3263298433032942,2025-04-24 22:24:51.003021,2025-04-24 22:25:05.531184,0 days 00:00:14.528163,False,absolute_error,50,sqrt,1,4,376,TPESampler,COMPLETE
1074,0.4209705233715692,2025-04-24 22:24:51.579135,2025-04-24 22:25:07.152174,0 days 00:00:15.573039,False,absolute_error,50,sqrt,2,6,626,TPESampler,COMPLETE
1075,0.33208118650909,2025-04-24 22:24:59.139229,2025-04-24 22:25:17.347832,0 days 00:00:18.208603,False,absolute_error,50,sqrt,1,6,476,TPESampler,COMPLETE
1076,0.7759524150870885,2025-04-24 22:25:03.600079,2025-04-24 22:25:04.692604,0 days 00:00:01.092525,True,squared_error,6,sqrt,9,23,399,TPESampler,COMPLETE
1077,0.8171506966258565,2025-04-24 22:25:04.872546,2025-04-24 22:25:05.625479,0 days 00:00:00.752933,False,squared_error,6,log2,5,16,221,TPESampler,COMPLETE
1078,0.3420532780186021,2025-04-24 22:25:05.724319,2025-04-24 22:25:30.885432,0 days 00:00:25.161113,False,absolute_error,43,sqrt,1,7,679,TPESampler,COMPLETE
1079,0.4891598128693748,2025-04-24 22:25:05.815592,2025-04-24 22:25:07.944634,0 days 00:00:02.129042,False,squared_error,32,log2,1,39,994,TPESampler,COMPLETE
1080,0.557428700918995,2025-04-24 22:25:07.625910,2025-04-24 22:25:09.622122,0 days 00:00:01.996212,False,squared_error,39,sqrt,5,4,997,TPESampler,COMPLETE
1081,0.33624167888087125,2025-04-24 22:25:08.137573,2025-04-24 22:25:48.694743,0 days 00:00:40.557170,False,absolute_error,50,sqrt,1,7,881,TPESampler,COMPLETE
1082,0.8402318225708728,2025-04-24 22:25:09.807394,2025-04-24 22:25:10.824101,0 days 00:00:01.016707,True,squared_error,40,log2,5,2,418,TPESampler,COMPLETE
1083,0.4184153444050248,2025-04-24 22:25:11.010483,2025-04-24 22:25:24.903006,0 days 00:00:13.892523,False,absolute_error,42,sqrt,2,4,564,TPESampler,COMPLETE
1084,0.48600485124729037,2025-04-24 22:25:17.549490,2025-04-24 22:25:23.772325,0 days 00:00:06.222835,True,absolute_error,33,,8,50,268,TPESampler,COMPLETE
1085,0.335296832106632,2025-04-24 22:25:23.972360,2025-04-24 22:25:44.947643,0 days 00:00:20.975283,False,absolute_error,41,sqrt,1,5,580,TPESampler,COMPLETE
1086,0.32552373849721006,2025-04-24 22:25:25.088889,2025-04-24 22:25:51.006291,0 days 00:00:25.917402,False,absolute_error,50,sqrt,1,5,688,TPESampler,COMPLETE
1087,0.32706298628852126,2025-04-24 22:25:30.834127,2025-04-24 22:25:47.397406,0 days 00:00:16.563279,False,absolute_error,50,sqrt,1,4,429,TPESampler,COMPLETE
1088,0.32776184800026964,2025-04-24 22:25:31.084180,2025-04-24 22:25:52.044550,0 days 00:00:20.960370,False,absolute_error,50,sqrt,1,4,550,TPESampler,COMPLETE
1089,0.32684718740123725,2025-04-24 22:25:45.154179,2025-04-24 22:26:17.193551,0 days 00:00:32.039372,False,absolute_error,50,sqrt,1,4,820,TPESampler,COMPLETE
1090,0.41977212311228634,2025-04-24 22:25:47.602277,2025-04-24 22:25:57.071495,0 days 00:00:09.469218,False,absolute_error,45,sqrt,2,5,376,TPESampler,COMPLETE
1091,0.39511153508087127,2025-04-24 22:25:48.899356,2025-04-24 22:27:16.166037,0 days 00:01:27.266681,False,absolute_error,40,,2,10,632,TPESampler,COMPLETE
1092,0.5635711986187542,2025-04-24 22:25:51.223353,2025-04-24 22:25:59.481935,0 days 00:00:08.258582,False,absolute_error,27,sqrt,5,3,722,TPESampler,COMPLETE
1093,0.38383063451366145,2025-04-24 22:25:52.232335,2025-04-24 22:26:21.023739,0 days 00:00:28.791404,False,absolute_error,49,log2,1,6,997,TPESampler,COMPLETE
1094,0.33807255458380564,2025-04-24 22:25:57.286188,2025-04-24 22:26:30.303939,0 days 00:00:33.017751,False,absolute_error,43,sqrt,1,3,898,TPESampler,COMPLETE
1095,0.8512005417357084,2025-04-24 22:25:59.684341,2025-04-24 22:26:01.120904,0 days 00:00:01.436563,True,absolute_error,15,log2,6,4,472,TPESampler,COMPLETE
1096,0.46465592674192857,2025-04-24 22:26:01.309181,2025-04-24 22:27:24.713836,0 days 00:01:23.404655,False,absolute_error,38,,1,2,366,TPESampler,COMPLETE
1097,0.41850487494934874,2025-04-24 22:26:08.038097,2025-04-24 22:26:32.684747,0 days 00:00:24.646650,False,absolute_error,46,sqrt,2,3,954,TPESampler,COMPLETE
1098,0.33896463993995013,2025-04-24 22:26:17.390047,2025-04-24 22:26:38.862273,0 days 00:00:21.472226,False,absolute_error,42,sqrt,1,3,581,TPESampler,COMPLETE
1099,0.33718101453807164,2025-04-24 22:26:21.220668,2025-04-24 22:26:45.957393,0 days 00:00:24.736725,False,absolute_error,41,sqrt,1,5,682,TPESampler,COMPLETE
1100,0.3467125719402455,2025-04-24 22:26:30.501995,2025-04-24 22:26:54.983970,0 days 00:00:24.481975,False,absolute_error,43,sqrt,1,2,640,TPESampler,COMPLETE
1101,0.4188803584103298,2025-04-24 22:26:32.870067,2025-04-24 22:26:43.291251,0 days 00:00:10.421184,False,absolute_error,50,sqrt,2,5,417,TPESampler,COMPLETE
1102,0.3473612293594024,2025-04-24 22:26:39.042230,2025-04-24 22:29:02.418076,0 days 00:02:23.375846,True,absolute_error,41,,1,4,993,TPESampler,COMPLETE
1103,0.35492421002650665,2025-04-24 22:26:43.486084,2025-04-24 22:27:18.276982,0 days 00:00:34.790898,False,absolute_error,42,sqrt,1,9,983,TPESampler,COMPLETE
1104,0.41404460299177404,2025-04-24 22:26:46.136740,2025-04-24 22:27:07.124488,0 days 00:00:20.987748,False,absolute_error,35,log2,1,2,681,TPESampler,COMPLETE
1105,0.40915014009862133,2025-04-24 22:26:55.175979,2025-04-24 22:28:07.288991,0 days 00:01:12.113012,False,absolute_error,45,,2,5,506,TPESampler,COMPLETE
1106,0.41762558466853866,2025-04-24 22:27:07.318687,2025-04-24 22:27:27.787234,0 days 00:00:20.468547,False,absolute_error,50,sqrt,2,4,643,TPESampler,COMPLETE
1107,0.36305072475072764,2025-04-24 22:27:16.460858,2025-04-24 22:27:36.879013,0 days 00:00:20.418155,False,absolute_error,42,sqrt,1,12,576,TPESampler,COMPLETE
1108,0.3317352065936253,2025-04-24 22:27:18.458673,2025-04-24 22:27:46.448983,0 days 00:00:27.990310,False,absolute_error,43,sqrt,1,4,769,TPESampler,COMPLETE
1109,0.5133564133172498,2025-04-24 22:27:24.892270,2025-04-24 22:27:29.339986,0 days 00:00:04.447716,True,absolute_error,24,,11,2,220,TPESampler,COMPLETE
1110,0.34113906230763197,2025-04-24 22:27:27.967612,2025-04-24 22:27:54.360754,0 days 00:00:26.393142,False,absolute_error,50,sqrt,1,8,718,TPESampler,COMPLETE
1111,0.32493742332201253,2025-04-24 22:27:29.645068,2025-04-24 22:27:56.650863,0 days 00:00:27.005795,False,absolute_error,49,sqrt,1,4,588,TPESampler,COMPLETE
1112,0.5632847689202654,2025-04-24 22:27:37.063171,2025-04-24 22:27:38.021038,0 days 00:00:00.957867,True,squared_error,20,log2,1,12,276,TPESampler,COMPLETE
1113,0.3311486279074186,2025-04-24 22:27:38.204877,2025-04-24 22:28:04.782092,0 days 00:00:26.577215,False,absolute_error,50,sqrt,1,6,628,TPESampler,COMPLETE
1114,0.40834907854996283,2025-04-24 22:27:46.827285,2025-04-24 22:28:01.157069,0 days 00:00:14.329784,True,absolute_error,15,,1,16,127,TPESampler,COMPLETE
1115,0.40592412227961805,2025-04-24 22:27:54.786508,2025-04-24 22:28:01.234011,0 days 00:00:06.447503,False,squared_error,50,,1,21,836,TPESampler,COMPLETE
1116,0.4787575335573048,2025-04-24 22:27:56.869754,2025-04-24 22:28:00.150786,0 days 00:00:03.281032,False,absolute_error,28,sqrt,3,30,142,TPESampler,COMPLETE
1117,0.3316259064312525,2025-04-24 22:28:00.335203,2025-04-24 22:28:22.618612,0 days 00:00:22.283409,False,absolute_error,50,sqrt,1,3,586,TPESampler,COMPLETE
1118,0.7638453390607246,2025-04-24 22:28:01.375036,2025-04-24 22:28:02.796678,0 days 00:00:01.421642,False,absolute_error,10,log2,3,5,126,TPESampler,COMPLETE
1119,0.33320383209654364,2025-04-24 22:28:01.441968,2025-04-24 22:28:20.378044,0 days 00:00:18.936076,False,absolute_error,43,sqrt,1,5,515,TPESampler,COMPLETE
1120,0.34677360312995414,2025-04-24 22:28:02.988802,2025-04-24 22:28:18.630727,0 days 00:00:15.641925,False,absolute_error,37,sqrt,1,3,423,TPESampler,COMPLETE
1121,0.5832643714417265,2025-04-24 22:28:04.959427,2025-04-24 22:28:07.839207,0 days 00:00:02.879780,False,absolute_error,10,sqrt,1,40,123,TPESampler,COMPLETE
1122,0.6404123751853695,2025-04-24 22:28:07.475411,2025-04-24 22:28:09.743564,0 days 00:00:02.268153,False,absolute_error,43,log2,2,3,145,TPESampler,COMPLETE
1123,0.3900093630777961,2025-04-24 22:28:08.083935,2025-04-24 22:28:09.434685,0 days 00:00:01.350750,False,squared_error,42,log2,1,2,218,TPESampler,COMPLETE
1124,0.33168644584237794,2025-04-24 22:28:09.618556,2025-04-24 22:28:29.954359,0 days 00:00:20.335803,False,absolute_error,50,sqrt,1,6,545,TPESampler,COMPLETE
1125,0.33228859268145,2025-04-24 22:28:09.947081,2025-04-24 22:28:33.994186,0 days 00:00:24.047105,False,absolute_error,43,sqrt,1,5,627,TPESampler,COMPLETE
1126,0.7849367550064532,2025-04-24 22:28:18.824663,2025-04-24 22:28:23.035103,0 days 00:00:04.210440,False,absolute_error,7,log2,4,18,859,TPESampler,COMPLETE
1127,0.6217568190028785,2025-04-24 22:28:20.571271,2025-04-24 22:28:28.875849,0 days 00:00:08.304578,False,absolute_error,50,log2,2,3,651,TPESampler,COMPLETE
1128,0.33512860810768647,2025-04-24 22:28:22.805465,2025-04-24 22:28:42.552917,0 days 00:00:19.747452,False,absolute_error,44,sqrt,1,5,507,TPESampler,COMPLETE
1129,0.6633371094631098,2025-04-24 22:28:23.291624,2025-04-24 22:28:24.149581,0 days 00:00:00.857957,True,squared_error,20,sqrt,5,2,169,TPESampler,COMPLETE
1130,0.41758554637208023,2025-04-24 22:28:24.331734,2025-04-24 22:28:37.215460,0 days 00:00:12.883726,False,absolute_error,40,sqrt,2,4,483,TPESampler,COMPLETE
1131,0.41843885654082064,2025-04-24 22:28:29.070793,2025-04-24 22:28:47.813127,0 days 00:00:18.742334,False,absolute_error,42,sqrt,2,3,577,TPESampler,COMPLETE
1132,0.3325701321678808,2025-04-24 22:28:30.148348,2025-04-24 22:28:49.163504,0 days 00:00:19.015156,False,absolute_error,43,sqrt,1,4,513,TPESampler,COMPLETE
1133,0.42512149234417207,2025-04-24 22:28:34.192196,2025-04-24 22:28:45.702263,0 days 00:00:11.510067,False,absolute_error,50,sqrt,2,9,462,TPESampler,COMPLETE
1134,0.42468063089600583,2025-04-24 22:28:37.413468,2025-04-24 22:28:52.371725,0 days 00:00:14.958257,False,absolute_error,41,sqrt,2,7,607,TPESampler,COMPLETE
1135,0.330615071233619,2025-04-24 22:28:42.734983,2025-04-24 22:28:56.332185,0 days 00:00:13.597202,False,absolute_error,50,sqrt,1,6,355,TPESampler,COMPLETE
1136,0.3318456548561608,2025-04-24 22:28:45.905541,2025-04-24 22:29:09.441172,0 days 00:00:23.535631,False,absolute_error,50,sqrt,1,3,609,TPESampler,COMPLETE
1137,0.7552390190639144,2025-04-24 22:28:48.064974,2025-04-24 22:28:55.189401,0 days 00:00:07.124427,False,absolute_error,49,log2,4,9,968,TPESampler,COMPLETE
1138,0.3265413651234418,2025-04-24 22:28:49.359918,2025-04-24 22:29:13.669848,0 days 00:00:24.309930,False,absolute_error,50,sqrt,1,4,579,TPESampler,COMPLETE
1139,0.5038307518570941,2025-04-24 22:28:52.805917,2025-04-24 22:29:26.347546,0 days 00:00:33.541629,False,absolute_error,11,,12,3,785,TPESampler,COMPLETE
1140,0.41549504684619604,2025-04-24 22:28:55.385393,2025-04-24 22:29:40.669999,0 days 00:00:45.284606,True,absolute_error,21,,4,2,999,TPESampler,COMPLETE
1141,0.3540150744336317,2025-04-24 22:28:56.506210,2025-04-24 22:28:59.212770,0 days 00:00:02.706560,True,squared_error,50,sqrt,1,2,623,TPESampler,COMPLETE
1142,0.33116421605452234,2025-04-24 22:28:59.399454,2025-04-24 22:29:21.913472,0 days 00:00:22.514018,False,absolute_error,50,sqrt,1,6,599,TPESampler,COMPLETE
1143,0.3459737772086253,2025-04-24 22:29:02.608582,2025-04-24 22:29:25.038164,0 days 00:00:22.429582,False,absolute_error,50,sqrt,1,2,513,TPESampler,COMPLETE
1144,0.331146094038693,2025-04-24 22:29:09.669728,2025-04-24 22:29:31.565656,0 days 00:00:21.895928,False,absolute_error,50,sqrt,1,6,557,TPESampler,COMPLETE
1145,0.6282126967318662,2025-04-24 22:29:13.862988,2025-04-24 22:29:15.247279,0 days 00:00:01.384291,False,squared_error,50,sqrt,7,19,619,TPESampler,COMPLETE
1146,0.41843806169152975,2025-04-24 22:29:15.431013,2025-04-24 22:29:34.581980,0 days 00:00:19.150967,False,absolute_error,47,sqrt,2,3,699,TPESampler,COMPLETE
1147,0.6932126265172562,2025-04-24 22:29:22.156546,2025-04-24 22:29:27.578777,0 days 00:00:05.422231,True,absolute_error,50,log2,2,2,773,TPESampler,COMPLETE
1148,0.36949050735942046,2025-04-24 22:29:25.238674,2025-04-24 22:29:31.496961,0 days 00:00:06.258287,True,squared_error,29,,1,2,739,TPESampler,COMPLETE
1149,0.4673775286863471,2025-04-24 22:29:26.535305,2025-04-24 22:31:46.831894,0 days 00:02:20.296589,False,absolute_error,46,,1,3,585,TPESampler,COMPLETE
