number,value,datetime_start,datetime_complete,duration,params_constant_value,params_kernel_type,params_length_scale,params_noise_level,params_nu,system_attrs_auto:sampler,state
89,0.17261862329303965,2025-04-24 21:00:37.146619,2025-04-24 21:00:41.271635,0 days 00:00:04.125016,9.842646018481478,Matern,1.2138101867971514,0.5158534486230111,1.5,TPESampler,COMPLETE
90,1.330751854098601,2025-04-24 21:00:39.634375,2025-04-24 21:00:43.656313,0 days 00:00:04.021938,23.485983344882037,Matern,5876.737587107464,0.007161159829963456,1.5,TPESampler,COMPLETE
91,0.17261860114064007,2025-04-24 21:00:41.380531,2025-04-24 21:00:45.301868,0 days 00:00:03.921337,3195.0593194884973,Matern,1355.2105832548323,0.039303158231552636,1.5,TPESampler,COMPLETE
92,1.3307518540988459,2025-04-24 21:00:41.462807,2025-04-24 21:00:47.398983,0 days 00:00:05.936176,410.6538422610723,Matern,66603.68994453188,0.047189424560104734,1.5,TPESampler,COMPLETE
93,1.3307518540987284,2025-04-24 21:00:43.913980,2025-04-24 21:00:49.702479,0 days 00:00:05.788499,77.58931020503917,RBF,36292.09903905425,0.0003424380343690152,1.5,TPESampler,COMPLETE
94,0.17261927319424203,2025-04-24 21:00:45.548758,2025-04-24 21:00:49.318976,0 days 00:00:03.770218,52085.2935274919,Matern,63309.06555502696,0.15037672192139334,1.5,TPESampler,COMPLETE
95,0.17261855322610084,2025-04-24 21:00:47.638493,2025-04-24 21:00:50.995583,0 days 00:00:03.357090,2167.8174889445872,Matern,27.35862574404496,5.751812926076131e-09,1.5,TPESampler,COMPLETE
96,0.17261898942796702,2025-04-24 21:00:49.538170,2025-04-24 21:00:53.249702,0 days 00:00:03.711532,2.686988980620362,Matern,1208.4167798289793,0.1643396869276383,1.5,TPESampler,COMPLETE
97,0.2106446629022252,2025-04-24 21:00:49.899076,2025-04-24 21:00:52.775939,0 days 00:00:02.876863,1.1421356374217964,RBF,121.44855386705484,0.25968953239412057,1.5,TPESampler,COMPLETE
98,1.330751854099078,2025-04-24 21:00:51.220583,2025-04-24 21:00:55.386713,0 days 00:00:04.166130,220.83345189221714,RBF,74.58994839992853,2.4901056858843684e-08,2.5,TPESampler,COMPLETE
99,0.2741900921934717,2025-04-24 21:00:52.990166,2025-04-24 21:00:56.456010,0 days 00:00:03.465844,0.3564978361630576,Matern,3.946008861938514,0.03728689043238589,0.5,TPESampler,COMPLETE
100,0.17261820129401753,2025-04-24 21:00:53.481221,2025-04-24 21:00:57.221863,0 days 00:00:03.740642,204.75297936305742,Matern,78.17604723269886,0.5017333686661182,1.5,TPESampler,COMPLETE
101,1.33075185409622,2025-04-24 21:00:55.611648,2025-04-24 21:01:00.358093,0 days 00:00:04.746445,5954.100635903667,Matern,35751.741025511285,2.5902665930731322e-09,1.5,TPESampler,COMPLETE
102,1.330751854098744,2025-04-24 21:00:56.678197,2025-04-24 21:00:59.876685,0 days 00:00:03.198488,266.702538898921,Matern,0.048701934793917885,2.3542983188979167e-10,1.5,TPESampler,COMPLETE
103,0.1726185208996421,2025-04-24 21:00:57.477035,2025-04-24 21:01:01.086119,0 days 00:00:03.609084,1082.063893476393,Matern,752.4339873429765,0.3067633849288202,1.5,TPESampler,COMPLETE
104,0.1726175026125931,2025-04-24 21:01:00.119102,2025-04-24 21:01:04.903663,0 days 00:00:04.784561,64.83026214652597,Matern,88.66449942627897,0.8786153928187106,1.5,TPESampler,COMPLETE
105,0.17261920726403712,2025-04-24 21:01:00.584889,2025-04-24 21:01:06.278877,0 days 00:00:05.693988,90.98285538748603,Matern,115.0993110716385,0.006765610854257837,1.5,TPESampler,COMPLETE
106,0.17261854577832594,2025-04-24 21:01:01.347848,2025-04-24 21:01:08.805112,0 days 00:00:07.457264,12271.170105978472,Matern,35.48998594677566,0.377706403446112,1.5,TPESampler,COMPLETE
107,0.2221145921446187,2025-04-24 21:01:05.134398,2025-04-24 21:01:08.801555,0 days 00:00:03.667157,37259.35351234366,Matern,858.2926258494147,0.7872261357503622,2.5,TPESampler,COMPLETE
108,1.3307518540983283,2025-04-24 21:01:06.525524,2025-04-24 21:01:11.294141,0 days 00:00:04.768617,1.1250863431749901e-05,Matern,0.06548539797839545,5.667332877887223e-09,2.5,TPESampler,COMPLETE
109,1.3307518540987526,2025-04-24 21:01:08.970187,2025-04-24 21:01:12.789303,0 days 00:00:03.819116,0.005011844261513347,RBF,0.023321224997924182,7.960604649253154e-10,1.5,TPESampler,COMPLETE
110,0.1726185316371347,2025-04-24 21:01:09.043858,2025-04-24 21:01:13.127944,0 days 00:00:04.084086,286.63470749895833,Matern,2159.9234266382955,0.8584457177474939,1.5,TPESampler,COMPLETE
111,0.2741901056753173,2025-04-24 21:01:11.509465,2025-04-24 21:01:14.650456,0 days 00:00:03.140991,521.7996096581197,Matern,7.019078119620595,0.5887458487119782,0.5,TPESampler,COMPLETE
112,0.17261855249367486,2025-04-24 21:01:13.027979,2025-04-24 21:01:16.392026,0 days 00:00:03.364047,484.7327663153114,Matern,79.00716761870373,0.4105232099317246,1.5,TPESampler,COMPLETE
113,0.1726186707047154,2025-04-24 21:01:13.387429,2025-04-24 21:01:16.717113,0 days 00:00:03.329684,6.944048567201728,Matern,59.73049414670765,0.3663732857829088,1.5,TPESampler,COMPLETE
114,1.367744472986394,2025-04-24 21:01:14.935532,2025-04-24 21:01:17.923173,0 days 00:00:02.987641,2.7545038714983516e-06,RBF,0.00010081589614349493,0.017354774656904586,1.5,TPESampler,COMPLETE
115,1.3307518540982197,2025-04-24 21:01:16.635961,2025-04-24 21:01:20.704108,0 days 00:00:04.068147,0.304212822883128,Matern,2115.9018253069853,0.0006206708371935078,0.5,TPESampler,COMPLETE
116,0.1726185477724718,2025-04-24 21:01:16.931812,2025-04-24 21:01:20.639504,0 days 00:00:03.707692,13143.201853440216,Matern,14.359474867741008,1.195032089465066e-10,1.5,TPESampler,COMPLETE
117,1.3307518540989547,2025-04-24 21:01:18.163239,2025-04-24 21:01:22.206232,0 days 00:00:04.042993,1314.170337400217,Matern,6721.361397682965,0.000128593789848311,1.5,TPESampler,COMPLETE
118,0.1726185390177048,2025-04-24 21:01:20.813712,2025-04-24 21:01:24.731832,0 days 00:00:03.918120,25.9473444873642,Matern,124.64873226668264,0.8198680737763747,1.5,TPESampler,COMPLETE
119,0.1726184814920221,2025-04-24 21:01:20.904026,2025-04-24 21:01:25.700790,0 days 00:00:04.796764,51.339571309484086,Matern,19.754639575803076,0.9217620470691164,1.5,TPESampler,COMPLETE
120,0.2741901062985384,2025-04-24 21:01:22.429578,2025-04-24 21:01:26.300781,0 days 00:00:03.871203,408.51234161563855,Matern,57573.67592867749,0.06858539133927403,0.5,TPESampler,COMPLETE
121,1.3307518540997518,2025-04-24 21:01:24.955656,2025-04-24 21:01:30.424727,0 days 00:00:05.469071,3.8855830791115475e-05,RBF,32.097139189691205,3.937811959141873e-08,0.5,TPESampler,COMPLETE
122,0.2221146864347163,2025-04-24 21:01:25.958034,2025-04-24 21:01:32.728689,0 days 00:00:06.770655,2.5111530131403654,Matern,6.85898949484224,0.04947791472966193,2.5,TPESampler,COMPLETE
123,0.17261853113929304,2025-04-24 21:01:26.500195,2025-04-24 21:01:34.593818,0 days 00:00:08.093623,1689.5394843362678,Matern,30373.968920269952,0.9931778412979565,1.5,TPESampler,COMPLETE
124,0.17261835003092832,2025-04-24 21:01:30.647283,2025-04-24 21:01:40.509100,0 days 00:00:09.861817,119.18109734650135,Matern,0.14093047436669331,0.8013625239328643,1.5,TPESampler,COMPLETE
125,1.3307518541000294,2025-04-24 21:01:32.972851,2025-04-24 21:01:36.344586,0 days 00:00:03.371735,8752.2208511828,Matern,6.222421064859646e-05,0.0017445552120547996,0.5,TPESampler,COMPLETE
126,0.17261821702170418,2025-04-24 21:01:34.837911,2025-04-24 21:01:41.920576,0 days 00:00:07.082665,0.0013232290936822765,Matern,43.56990406884173,0.3071435566297936,1.5,TPESampler,COMPLETE
127,0.2106446985970543,2025-04-24 21:01:36.604439,2025-04-24 21:01:40.369633,0 days 00:00:03.765194,40725.20849390102,RBF,233.68747240877292,0.04561523078701399,1.5,TPESampler,COMPLETE
