number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_subsample,system_attrs_auto:sampler,state
504,0.32208411745789434,2025-04-24 21:49:34.923255,2025-04-24 21:49:40.214346,0 days 00:00:05.291091,0.036905446205006076,11,,3,19,1044,0.7805247714746613,TPESampler,COMPLETE
505,0.2995870274441475,2025-04-24 21:49:35.059564,2025-04-24 21:49:43.063182,0 days 00:00:08.003618,0.025563993324651587,12,,2,20,1299,0.9477355423567777,TPESampler,COMPLETE
506,0.348565708701392,2025-04-24 21:49:36.695475,2025-04-24 21:49:38.677158,0 days 00:00:01.981683,0.05299142744354215,8,sqrt,2,6,1260,0.9781736742201255,TPESampler,COMPLETE
507,0.37135300973979807,2025-04-24 21:49:38.848258,2025-04-24 21:49:45.399479,0 days 00:00:06.551221,0.020343434323536136,12,,5,20,1154,0.9721645149604942,TPESampler,COMPLETE
508,0.32662286113347866,2025-04-24 21:49:40.401467,2025-04-24 21:49:46.452126,0 days 00:00:06.050659,0.01807771253792319,11,,1,18,1057,0.9222739361012005,TPESampler,COMPLETE
509,0.29626084722286594,2025-04-24 21:49:43.243337,2025-04-24 21:49:50.722131,0 days 00:00:07.478794,0.022160656987890527,12,,2,20,1281,0.917630199910105,TPESampler,COMPLETE
510,0.4384081182638742,2025-04-24 21:49:45.583602,2025-04-24 21:49:47.101910,0 days 00:00:01.518308,0.0304510839496998,6,log2,2,13,898,0.9938585882373557,TPESampler,COMPLETE
511,0.3162449029062007,2025-04-24 21:49:46.631309,2025-04-24 21:49:53.855337,0 days 00:00:07.224028,0.025494586330268958,12,,1,20,1127,0.9773982618640892,TPESampler,COMPLETE
512,0.3026874607681715,2025-04-24 21:49:47.309838,2025-04-24 21:49:53.309454,0 days 00:00:05.999616,0.026925394919558417,12,,2,20,1114,0.8447321608065499,TPESampler,COMPLETE
513,0.3322034951632038,2025-04-24 21:49:50.899391,2025-04-24 21:49:57.500395,0 days 00:00:06.601004,0.027040332248222793,10,,3,17,1209,0.9284264049906126,TPESampler,COMPLETE
514,0.33541810009427475,2025-04-24 21:49:53.491422,2025-04-24 21:50:00.041134,0 days 00:00:06.549712,0.016352595089299073,12,,4,20,1152,0.8960666892358153,TPESampler,COMPLETE
515,0.3956838323653018,2025-04-24 21:49:54.065100,2025-04-24 21:49:55.992581,0 days 00:00:01.927481,0.024321263053873898,12,log2,1,19,1329,0.875078854181175,TPESampler,COMPLETE
516,0.3764032192478436,2025-04-24 21:49:56.177684,2025-04-24 21:49:57.746658,0 days 00:00:01.568974,0.029117829558274366,12,log2,3,20,1037,0.9315461535553098,TPESampler,COMPLETE
517,0.32269772627491367,2025-04-24 21:49:57.699991,2025-04-24 21:50:03.516955,0 days 00:00:05.816964,0.024509944091370327,12,,1,19,1024,0.8608982065519634,TPESampler,COMPLETE
518,0.32521788417361913,2025-04-24 21:49:57.991268,2025-04-24 21:50:04.209445,0 days 00:00:06.218177,0.018935195658626953,12,,1,19,1166,0.7956414233866373,TPESampler,COMPLETE
519,0.33957046072470976,2025-04-24 21:50:00.245112,2025-04-24 21:50:06.019237,0 days 00:00:05.774125,0.06647093636229859,9,,1,14,1343,0.7452228684531538,TPESampler,COMPLETE
520,0.32398811630167346,2025-04-24 21:50:03.834091,2025-04-24 21:50:10.111897,0 days 00:00:06.277806,0.022997808026640847,12,,3,20,1027,0.8465805086198286,TPESampler,COMPLETE
521,0.44281873032418434,2025-04-24 21:50:04.630774,2025-04-24 21:50:06.014520,0 days 00:00:01.383746,0.01412134255032247,8,,4,8,173,0.6232852733894133,TPESampler,COMPLETE
522,0.3013026883170937,2025-04-24 21:50:06.312766,2025-04-24 21:50:13.201100,0 days 00:00:06.888334,0.027609427075666926,11,,2,20,1202,0.8998503700116209,TPESampler,COMPLETE
523,0.6059452650868484,2025-04-24 21:50:06.364233,2025-04-24 21:50:07.820910,0 days 00:00:01.456677,0.03656463307590241,3,log2,10,4,848,0.9300635801658277,TPESampler,COMPLETE
524,0.4293723941482291,2025-04-24 21:50:08.003833,2025-04-24 21:50:09.574231,0 days 00:00:01.570398,0.038961083172597166,4,log2,6,4,1189,0.856556196934109,TPESampler,COMPLETE
525,0.3076308874131203,2025-04-24 21:50:09.745132,2025-04-24 21:50:16.438288,0 days 00:00:06.693156,0.03170356813828662,11,,2,20,1233,0.8732471983345532,TPESampler,COMPLETE
526,0.2943754510756075,2025-04-24 21:50:10.293295,2025-04-24 21:50:17.885757,0 days 00:00:07.592462,0.02871019416728244,12,,2,20,1286,0.9230019016416131,TPESampler,COMPLETE
527,0.413169819154926,2025-04-24 21:50:13.387284,2025-04-24 21:50:14.611932,0 days 00:00:01.224648,0.045998820121429196,7,log2,4,3,765,0.68059010115472,TPESampler,COMPLETE
528,0.30294649177771815,2025-04-24 21:50:14.791062,2025-04-24 21:50:21.972848,0 days 00:00:07.181786,0.021978969960697,12,,2,20,1257,0.9155189608964933,TPESampler,COMPLETE
529,0.32321745039391614,2025-04-24 21:50:16.620692,2025-04-24 21:50:23.860834,0 days 00:00:07.240142,0.026396571505731478,12,,3,20,1291,0.9062458482707656,TPESampler,COMPLETE
530,0.3402405304686902,2025-04-24 21:50:18.063193,2025-04-24 21:50:23.496217,0 days 00:00:05.433024,0.0465171504029095,11,,4,20,950,0.9787722979809237,TPESampler,COMPLETE
531,0.32746231033058953,2025-04-24 21:50:22.141900,2025-04-24 21:50:28.713068,0 days 00:00:06.571168,0.03378134015138275,11,,3,20,1216,0.8403105293022347,TPESampler,COMPLETE
532,0.6792863157991954,2025-04-24 21:50:23.672006,2025-04-24 21:50:24.979299,0 days 00:00:01.307293,0.010411468283580543,5,log2,3,15,720,0.7051613895165059,TPESampler,COMPLETE
533,0.4351106590085387,2025-04-24 21:50:24.075747,2025-04-24 21:50:25.507166,0 days 00:00:01.431419,0.06838133016964099,9,,10,16,173,0.7990341401391057,TPESampler,COMPLETE
534,0.3114955683509631,2025-04-24 21:50:25.152170,2025-04-24 21:50:31.649666,0 days 00:00:06.497496,0.01776863192097161,12,,2,20,1174,0.8563976748992017,TPESampler,COMPLETE
535,0.4346230170016672,2025-04-24 21:50:25.708028,2025-04-24 21:50:27.250954,0 days 00:00:01.542926,0.032176572190944955,6,,7,5,408,0.6070297219400633,TPESampler,COMPLETE
536,0.4465994631245926,2025-04-24 21:50:27.422427,2025-04-24 21:50:28.968913,0 days 00:00:01.546486,0.05921380309554308,5,,8,20,373,0.7721421351126836,TPESampler,COMPLETE
537,0.304910026863041,2025-04-24 21:50:28.940094,2025-04-24 21:50:36.805291,0 days 00:00:07.865197,0.05070391409026101,11,,2,14,1433,0.8904564916668932,TPESampler,COMPLETE
538,0.3055843648692369,2025-04-24 21:50:29.146889,2025-04-24 21:50:35.949432,0 days 00:00:06.802543,0.020332645779473833,12,,2,20,1214,0.8746627274225539,TPESampler,COMPLETE
539,0.47198434071046086,2025-04-24 21:50:31.831177,2025-04-24 21:50:33.034241,0 days 00:00:01.203064,0.09182201613891655,3,log2,10,15,797,0.9168521283688482,TPESampler,COMPLETE
540,0.3244982223479568,2025-04-24 21:50:33.204006,2025-04-24 21:50:40.538025,0 days 00:00:07.334019,0.02836363988975533,12,,3,20,1337,0.8678774941109882,TPESampler,COMPLETE
541,0.4124824376494808,2025-04-24 21:50:36.121758,2025-04-24 21:50:37.263263,0 days 00:00:01.141505,0.04245284894903903,12,log2,1,7,442,0.743204160813758,TPESampler,COMPLETE
542,0.31315800310072195,2025-04-24 21:50:36.986787,2025-04-24 21:50:45.377075,0 days 00:00:08.390288,0.03972013134624816,12,,1,20,1391,0.8846178221614591,TPESampler,COMPLETE
543,0.3405701043790375,2025-04-24 21:50:37.433208,2025-04-24 21:50:38.885688,0 days 00:00:01.452480,0.05241092169795847,10,sqrt,4,9,692,0.9741191760375931,TPESampler,COMPLETE
544,0.40953998327392155,2025-04-24 21:50:39.059647,2025-04-24 21:50:42.528655,0 days 00:00:03.469008,0.021733027748189256,3,,7,13,1372,0.79663567518757,TPESampler,COMPLETE
545,0.32637617468430524,2025-04-24 21:50:40.723420,2025-04-24 21:50:47.087195,0 days 00:00:06.363775,0.031751308944881367,10,,1,20,1141,0.9109086123668316,TPESampler,COMPLETE
546,0.331661393397328,2025-04-24 21:50:42.705512,2025-04-24 21:50:50.402745,0 days 00:00:07.697233,0.03871427258088889,12,,3,20,1270,0.9698922299936044,TPESampler,COMPLETE
547,0.3309067620757032,2025-04-24 21:50:45.558962,2025-04-24 21:50:52.586943,0 days 00:00:07.027981,0.031135448797941372,10,,3,18,1375,0.9013846903121603,TPESampler,COMPLETE
548,0.3252060653809313,2025-04-24 21:50:47.260058,2025-04-24 21:50:54.408405,0 days 00:00:07.148347,0.02527998762113586,12,,1,19,1203,0.9069350969963266,TPESampler,COMPLETE
549,0.5152988526256689,2025-04-24 21:50:50.579239,2025-04-24 21:50:51.270482,0 days 00:00:00.691243,0.055938454263077295,10,log2,2,13,130,0.8129388972062674,TPESampler,COMPLETE
550,0.3368665275787011,2025-04-24 21:50:51.462695,2025-04-24 21:50:58.774509,0 days 00:00:07.311814,0.018877184334536883,12,,4,20,1277,0.9174600204404036,TPESampler,COMPLETE
551,0.346677461034264,2025-04-24 21:50:52.764423,2025-04-24 21:50:55.358271,0 days 00:00:02.593848,0.03617555345369503,8,,1,9,457,0.9486487128316659,TPESampler,COMPLETE
552,0.34590504365293406,2025-04-24 21:50:54.586760,2025-04-24 21:50:59.308723,0 days 00:00:04.721963,0.02508966584602103,9,,4,20,865,0.977352703917836,TPESampler,COMPLETE
553,0.3423452431146938,2025-04-24 21:50:55.533784,2025-04-24 21:50:57.284228,0 days 00:00:01.750444,0.02519496684996624,12,sqrt,4,20,1047,0.9560251180765472,TPESampler,COMPLETE
554,0.29713153711958445,2025-04-24 21:50:57.468039,2025-04-24 21:51:05.104244,0 days 00:00:07.636205,0.09539717792439542,12,,2,10,1194,0.9969560968273686,TPESampler,COMPLETE
555,0.3062217052389665,2025-04-24 21:50:58.973835,2025-04-24 21:51:05.314657,0 days 00:00:06.340822,0.023488420755881634,11,,2,20,1178,0.9000272072922998,TPESampler,COMPLETE
556,0.327092690246611,2025-04-24 21:50:59.481868,2025-04-24 21:51:07.930951,0 days 00:00:08.449083,0.02484113059938462,12,,3,19,1451,0.9311328034842064,TPESampler,COMPLETE
557,0.386388919801744,2025-04-24 21:51:05.282508,2025-04-24 21:51:07.197749,0 days 00:00:01.915241,0.06378102663325749,4,sqrt,5,6,997,0.7018557357251948,TPESampler,COMPLETE
558,0.33657581284145494,2025-04-24 21:51:05.521069,2025-04-24 21:51:07.770196,0 days 00:00:02.249127,0.02263142046514197,11,sqrt,3,20,1012,0.8426325837814419,TPESampler,COMPLETE
559,0.41593159593366125,2025-04-24 21:51:07.381804,2025-04-24 21:51:14.187401,0 days 00:00:06.805597,0.08009469275861358,12,,5,8,1131,0.9878539238666688,TPESampler,COMPLETE
560,0.3216028566281238,2025-04-24 21:51:07.979867,2025-04-24 21:51:15.010333,0 days 00:00:07.030466,0.02333793844826678,12,,1,20,1209,0.9067581029096569,TPESampler,COMPLETE
561,0.2984164452837912,2025-04-24 21:51:08.198917,2025-04-24 21:51:15.647576,0 days 00:00:07.448659,0.024750511813665464,12,,2,20,1268,0.9387706526389462,TPESampler,COMPLETE
562,0.31709550041005297,2025-04-24 21:51:14.391633,2025-04-24 21:51:21.325517,0 days 00:00:06.933884,0.030710726458173757,10,,2,15,1450,0.8105622522241878,TPESampler,COMPLETE
563,0.2965315797782332,2025-04-24 21:51:15.238121,2025-04-24 21:51:24.346325,0 days 00:00:09.108204,0.07042755884397485,12,,2,10,1464,0.9819471069478818,TPESampler,COMPLETE
564,0.3297698610776945,2025-04-24 21:51:15.826637,2025-04-24 21:51:22.311080,0 days 00:00:06.484443,0.019124167315653397,12,,3,20,1166,0.9086465385493465,TPESampler,COMPLETE
565,0.3651748491336353,2025-04-24 21:51:21.509303,2025-04-24 21:51:27.437531,0 days 00:00:05.928228,0.04692504686816941,11,,6,20,1470,0.7092278530448521,TPESampler,COMPLETE
566,0.3276995996820951,2025-04-24 21:51:22.505636,2025-04-24 21:51:27.845168,0 days 00:00:05.339532,0.020071773498646934,9,,2,18,1091,0.8941311248324068,TPESampler,COMPLETE
567,0.35005973681008984,2025-04-24 21:51:24.534064,2025-04-24 21:51:33.299023,0 days 00:00:08.764959,0.060635591690070254,12,,3,12,1478,0.9423277668157707,TPESampler,COMPLETE
568,0.32085938473220466,2025-04-24 21:51:27.633272,2025-04-24 21:51:35.423843,0 days 00:00:07.790571,0.06980822313787086,9,,2,14,1442,0.9932106289945568,TPESampler,COMPLETE
569,0.43539735483405967,2025-04-24 21:51:28.053850,2025-04-24 21:51:30.202473,0 days 00:00:02.148623,0.026845676371806355,9,,9,8,408,0.8213822870203301,TPESampler,COMPLETE
570,0.41224150222526046,2025-04-24 21:51:30.373996,2025-04-24 21:51:32.121149,0 days 00:00:01.747153,0.04244107232957773,8,log2,2,17,1300,0.9695723675571151,TPESampler,COMPLETE
571,0.32777851616562315,2025-04-24 21:51:32.313826,2025-04-24 21:51:38.536157,0 days 00:00:06.222331,0.06795021308168869,12,,1,14,1039,0.8964738993483714,TPESampler,COMPLETE
572,0.38009389242937175,2025-04-24 21:51:33.509598,2025-04-24 21:51:39.945307,0 days 00:00:06.435709,0.05931987741690461,11,,7,15,1310,0.8753400293733644,TPESampler,COMPLETE
573,0.3410538948399184,2025-04-24 21:51:35.608907,2025-04-24 21:51:44.071600,0 days 00:00:08.462693,0.08265241626292787,10,,1,7,1450,0.985463593887851,TPESampler,COMPLETE
574,0.39600987598159904,2025-04-24 21:51:38.735770,2025-04-24 21:51:40.699674,0 days 00:00:01.963904,0.09468005410042361,3,log2,4,11,1481,0.7194346485387106,TPESampler,COMPLETE
575,0.3890749033920982,2025-04-24 21:51:40.128126,2025-04-24 21:51:48.818339,0 days 00:00:08.690213,0.06606880951676021,11,,4,7,1448,0.9924160974175488,TPESampler,COMPLETE
576,0.30190881449440216,2025-04-24 21:51:40.890655,2025-04-24 21:51:45.889046,0 days 00:00:04.998391,0.09878794787512733,12,,2,10,749,0.9810178373818517,TPESampler,COMPLETE
577,0.6560144157905821,2025-04-24 21:51:44.280360,2025-04-24 21:51:44.982438,0 days 00:00:00.702078,0.021823493507298817,6,sqrt,6,10,131,0.7953371389873981,TPESampler,COMPLETE
578,0.34434108816252884,2025-04-24 21:51:45.173169,2025-04-24 21:51:47.497794,0 days 00:00:02.324625,0.078588462427026,11,sqrt,2,15,1401,0.9472638670352299,TPESampler,COMPLETE
579,0.32493989601706114,2025-04-24 21:51:46.077265,2025-04-24 21:51:51.132927,0 days 00:00:05.055662,0.06494381386767473,12,,1,7,800,0.8942725421835627,TPESampler,COMPLETE
580,0.3782858923061629,2025-04-24 21:51:47.680371,2025-04-24 21:51:52.769149,0 days 00:00:05.088778,0.0984284276208011,12,,3,7,784,0.9867312223926733,TPESampler,COMPLETE
581,0.30590918041611675,2025-04-24 21:51:49.008760,2025-04-24 21:51:55.592888,0 days 00:00:06.584128,0.08676186132670932,11,,2,12,1082,0.9976949670064866,TPESampler,COMPLETE
582,0.37721072543799866,2025-04-24 21:51:51.341582,2025-04-24 21:51:59.803806,0 days 00:00:08.462224,0.09807934546499422,12,,3,9,1480,0.9354724593697652,TPESampler,COMPLETE
583,0.33341984405599034,2025-04-24 21:51:52.948736,2025-04-24 21:51:57.229439,0 days 00:00:04.280703,0.07384876209416333,12,,1,11,665,0.9357947769488261,TPESampler,COMPLETE
584,0.4939408435752011,2025-04-24 21:51:55.767590,2025-04-24 21:51:57.157171,0 days 00:00:01.389581,0.010412053911326023,7,,9,2,320,0.6508213047853403,TPESampler,COMPLETE
585,0.45775883992981153,2025-04-24 21:51:57.297409,2025-04-24 21:52:00.061294,0 days 00:00:02.763885,0.012231147644042335,7,,10,11,674,0.766120529871317,TPESampler,COMPLETE
586,0.43139834681068623,2025-04-24 21:51:57.376115,2025-04-24 21:52:02.282560,0 days 00:00:04.906445,0.019767228216379266,5,,8,18,1310,0.9923104094621061,TPESampler,COMPLETE
587,0.33397671379297583,2025-04-24 21:51:59.984072,2025-04-24 21:52:03.087904,0 days 00:00:03.103832,0.09396939031898055,12,,1,9,414,0.9951761186040924,TPESampler,COMPLETE
588,0.3151507497643958,2025-04-24 21:52:00.267708,2025-04-24 21:52:04.704734,0 days 00:00:04.437026,0.09505374005530556,11,,2,12,704,0.9548686059779345,TPESampler,COMPLETE
589,0.3809008139658123,2025-04-24 21:52:02.465911,2025-04-24 21:52:06.234184,0 days 00:00:03.768273,0.02156017681811197,3,,1,20,1345,0.9157499819876839,TPESampler,COMPLETE
590,0.3172041804983568,2025-04-24 21:52:03.264285,2025-04-24 21:52:10.282980,0 days 00:00:07.018695,0.01933227902279103,12,,1,15,1202,0.8892217681816965,TPESampler,COMPLETE
591,0.32644074335234846,2025-04-24 21:52:04.906582,2025-04-24 21:52:13.352283,0 days 00:00:08.445701,0.08651711778026101,12,,1,12,1335,0.9786640673694098,TPESampler,COMPLETE
592,0.2973574592686928,2025-04-24 21:52:06.407696,2025-04-24 21:52:11.531229,0 days 00:00:05.123533,0.09808147245856622,12,,2,9,805,0.9622384727406618,TPESampler,COMPLETE
593,0.32123239100944906,2025-04-24 21:52:10.620607,2025-04-24 21:52:18.873449,0 days 00:00:08.252842,0.04318767383348506,12,,1,17,1319,0.9517808023281369,TPESampler,COMPLETE
594,0.3085637577520867,2025-04-24 21:52:11.735004,2025-04-24 21:52:16.369844,0 days 00:00:04.634840,0.07976396727437218,12,,2,11,650,0.981231875409864,TPESampler,COMPLETE
595,0.31820492308254916,2025-04-24 21:52:13.537854,2025-04-24 21:52:21.216556,0 days 00:00:07.678702,0.0910650145312175,12,,1,6,1119,0.974764274839601,TPESampler,COMPLETE
596,0.3716582357125785,2025-04-24 21:52:16.539384,2025-04-24 21:52:20.398623,0 days 00:00:03.859239,0.0961479462155388,11,,3,5,877,0.6579226288777892,TPESampler,COMPLETE
597,0.3536032013443667,2025-04-24 21:52:19.051733,2025-04-24 21:52:23.228077,0 days 00:00:04.176344,0.07281657288410417,12,,4,10,680,0.909832910922795,TPESampler,COMPLETE
598,0.3049400468794503,2025-04-24 21:52:20.641784,2025-04-24 21:52:26.035672,0 days 00:00:05.393888,0.07508056546166812,11,,2,10,873,0.9581885093115423,TPESampler,COMPLETE
599,0.3527720692251819,2025-04-24 21:52:21.439465,2025-04-24 21:52:27.079764,0 days 00:00:05.640299,0.0907494221959805,12,,3,14,1005,0.8909595603792541,TPESampler,COMPLETE
600,0.3586687648932106,2025-04-24 21:52:23.419227,2025-04-24 21:52:31.310434,0 days 00:00:07.891207,0.04769298144692152,12,,3,11,1271,0.9774805736162498,TPESampler,COMPLETE
601,0.6454602105613326,2025-04-24 21:52:26.211723,2025-04-24 21:52:26.946637,0 days 00:00:00.734914,0.017142519790775173,7,sqrt,3,18,150,0.7640308406731553,TPESampler,COMPLETE
602,0.3396143091001322,2025-04-24 21:52:27.097516,2025-04-24 21:52:29.054251,0 days 00:00:01.956735,0.033124777263713275,12,sqrt,2,18,1170,0.8963478544796969,TPESampler,COMPLETE
603,0.3064330802224072,2025-04-24 21:52:27.257394,2025-04-24 21:52:33.205688,0 days 00:00:05.948294,0.04371414125143187,12,,2,13,903,0.9844380237696119,TPESampler,COMPLETE
604,0.35682952699935777,2025-04-24 21:52:29.230267,2025-04-24 21:52:34.196572,0 days 00:00:04.966305,0.08743985382848742,11,,3,14,804,0.9933474791869311,TPESampler,COMPLETE
605,0.35792795424297197,2025-04-24 21:52:31.494185,2025-04-24 21:52:38.627752,0 days 00:00:07.133567,0.06734511055227349,12,,3,11,1154,0.9601717975413985,TPESampler,COMPLETE
606,0.35273189235406194,2025-04-24 21:52:33.418350,2025-04-24 21:52:36.371553,0 days 00:00:02.953203,0.019680675759691655,8,,1,17,753,0.6076159800771518,TPESampler,COMPLETE
607,0.314453242675045,2025-04-24 21:52:34.375669,2025-04-24 21:52:40.587193,0 days 00:00:06.211524,0.029083695748277974,10,,2,19,1116,0.9703515262283592,TPESampler,COMPLETE
608,0.31545365394831115,2025-04-24 21:52:36.541588,2025-04-24 21:52:42.466449,0 days 00:00:05.924861,0.06797582170814487,12,,2,8,850,0.9891830538595282,TPESampler,COMPLETE
609,0.4058893583446094,2025-04-24 21:52:38.792950,2025-04-24 21:52:40.679544,0 days 00:00:01.886594,0.011021444263338627,8,sqrt,7,14,1355,0.9914454662257333,TPESampler,COMPLETE
610,0.46564322585067286,2025-04-24 21:52:40.747674,2025-04-24 21:52:42.508852,0 days 00:00:01.761178,0.011405329139851999,5,sqrt,9,3,1190,0.9202023135854619,TPESampler,COMPLETE
611,0.3312859630183644,2025-04-24 21:52:40.833104,2025-04-24 21:52:47.610305,0 days 00:00:06.777201,0.08905393177110144,11,,1,10,1065,0.9363249314221183,TPESampler,COMPLETE
612,0.3222409293616009,2025-04-24 21:52:42.635167,2025-04-24 21:52:51.258563,0 days 00:00:08.623396,0.03851206394131991,10,,1,20,1464,0.8830183764408422,TPESampler,COMPLETE
613,0.43116438505856247,2025-04-24 21:52:42.734610,2025-04-24 21:52:45.571679,0 days 00:00:02.837069,0.015305383859182283,10,log2,2,2,1020,0.7770732803564662,TPESampler,COMPLETE
614,0.6372108011078385,2025-04-24 21:52:46.052610,2025-04-24 21:52:47.785624,0 days 00:00:01.733014,0.011007379952870941,12,sqrt,8,8,464,0.6208627172459777,TPESampler,COMPLETE
615,0.4920463525805098,2025-04-24 21:52:47.843191,2025-04-24 21:52:50.480960,0 days 00:00:02.637769,0.08016444465834277,8,log2,10,17,1339,0.6244058085812654,TPESampler,COMPLETE
616,0.35286847587405845,2025-04-24 21:52:48.254432,2025-04-24 21:52:50.479457,0 days 00:00:02.225025,0.06190754100730126,6,,3,13,297,0.6060400471153431,TPESampler,COMPLETE
617,0.3312698132392402,2025-04-24 21:52:50.749337,2025-04-24 21:52:55.618425,0 days 00:00:04.869088,0.09070933181512532,10,,1,6,666,0.9121623327748417,TPESampler,COMPLETE
618,0.29984078567128725,2025-04-24 21:52:50.861337,2025-04-24 21:53:00.522826,0 days 00:00:09.661489,0.0627576816729196,12,,2,12,1370,0.9876299946264666,TPESampler,COMPLETE
619,0.2985434800770852,2025-04-24 21:52:51.809751,2025-04-24 21:52:58.906647,0 days 00:00:07.096896,0.03827229897584492,12,,2,18,1130,0.9150383360165504,TPESampler,COMPLETE
620,0.3279770659331789,2025-04-24 21:52:55.975082,2025-04-24 21:53:02.996659,0 days 00:00:07.021577,0.020519972871839907,11,,3,20,1259,0.9513962479825717,TPESampler,COMPLETE
621,0.3300861243357907,2025-04-24 21:52:59.090325,2025-04-24 21:53:06.936114,0 days 00:00:07.845789,0.03914496396464844,10,,1,10,1446,0.8939174331113529,TPESampler,COMPLETE
622,0.29462897987386605,2025-04-24 21:53:00.709476,2025-04-24 21:53:09.612958,0 days 00:00:08.903482,0.04359327519152486,11,,2,9,1460,0.9972966697748,TPESampler,COMPLETE
623,0.42299832019694494,2025-04-24 21:53:03.178196,2025-04-24 21:53:05.177682,0 days 00:00:01.999486,0.08240027878326345,12,sqrt,9,19,1490,0.9836262173828725,TPESampler,COMPLETE
624,0.3322845674097613,2025-04-24 21:53:05.358970,2025-04-24 21:53:11.344379,0 days 00:00:05.985409,0.03902205778452056,10,,3,18,1107,0.9506816777153778,TPESampler,COMPLETE
625,0.33319496333242593,2025-04-24 21:53:07.117956,2025-04-24 21:53:13.743819,0 days 00:00:06.625863,0.0418745529049008,12,,3,19,1157,0.8963057817385701,TPESampler,COMPLETE
626,0.33623944368795433,2025-04-24 21:53:09.796321,2025-04-24 21:53:17.668090,0 days 00:00:07.871769,0.04721621065730631,12,,3,16,1308,0.93562883164812,TPESampler,COMPLETE
627,0.4832346027053627,2025-04-24 21:53:11.525620,2025-04-24 21:53:13.689206,0 days 00:00:02.163586,0.020640275604054875,10,sqrt,10,11,1196,0.6028290231463969,TPESampler,COMPLETE
628,0.5132698770911402,2025-04-24 21:53:13.828561,2025-04-24 21:53:15.125934,0 days 00:00:01.297373,0.05935107758489538,3,log2,6,20,720,0.7883572503667802,TPESampler,COMPLETE
629,0.3060500638943584,2025-04-24 21:53:13.891612,2025-04-24 21:53:22.329821,0 days 00:00:08.438209,0.03973711252522344,11,,2,11,1406,0.9789701398216292,TPESampler,COMPLETE
630,0.2957920917900052,2025-04-24 21:53:15.298145,2025-04-24 21:53:22.817446,0 days 00:00:07.519301,0.058470108248013436,12,,2,11,1246,0.9580069368801839,TPESampler,COMPLETE
631,0.347816928308909,2025-04-24 21:53:17.853810,2025-04-24 21:53:24.776209,0 days 00:00:06.922399,0.0364721663485229,9,,3,9,1345,0.9826846091328082,TPESampler,COMPLETE
632,0.32703527996966086,2025-04-24 21:53:22.532657,2025-04-24 21:53:31.075615,0 days 00:00:08.542958,0.0666037420722282,12,,1,15,1363,0.9896544030977503,TPESampler,COMPLETE
633,0.32676447802718456,2025-04-24 21:53:23.000995,2025-04-24 21:53:30.998992,0 days 00:00:07.997997,0.05517499993789973,12,,1,10,1268,0.9898031949594537,TPESampler,COMPLETE
634,0.32656364765885204,2025-04-24 21:53:24.958074,2025-04-24 21:53:33.177003,0 days 00:00:08.218929,0.03008096521778955,12,,1,12,1308,0.9844235310509628,TPESampler,COMPLETE
635,0.43820894900964846,2025-04-24 21:53:31.148516,2025-04-24 21:53:34.513506,0 days 00:00:03.364990,0.08578462925849535,4,,8,15,967,0.9706103640415416,TPESampler,COMPLETE
636,0.359998727919329,2025-04-24 21:53:31.219066,2025-04-24 21:53:39.751068,0 days 00:00:08.532002,0.0540256794662943,12,,3,6,1419,0.9345161354925232,TPESampler,COMPLETE
637,0.3157538192629633,2025-04-24 21:53:33.358893,2025-04-24 21:53:41.117091,0 days 00:00:07.758198,0.050791162338653016,11,,2,15,1326,0.9721272212847725,TPESampler,COMPLETE
638,0.5444432875143359,2025-04-24 21:53:34.702001,2025-04-24 21:53:36.166817,0 days 00:00:01.464816,0.012166617833314903,9,log2,3,2,1075,0.6039274332959392,TPESampler,COMPLETE
639,0.36879280236070394,2025-04-24 21:53:36.349122,2025-04-24 21:53:44.469006,0 days 00:00:08.119884,0.07889623940369771,10,,3,9,1427,0.9932349838638368,TPESampler,COMPLETE
640,0.3793517694539051,2025-04-24 21:53:39.928131,2025-04-24 21:53:45.031345,0 days 00:00:05.103214,0.023777925894182234,10,,7,6,1235,0.6994171942790774,TPESampler,COMPLETE
641,0.3382054440323146,2025-04-24 21:53:41.301691,2025-04-24 21:53:43.456291,0 days 00:00:02.154600,0.03143403870525581,11,sqrt,2,6,1268,0.9722711027903468,TPESampler,COMPLETE
642,0.32125284271502186,2025-04-24 21:53:43.634244,2025-04-24 21:53:52.746629,0 days 00:00:09.112385,0.06948671004539453,12,,1,8,1420,0.9450395798849714,TPESampler,COMPLETE
643,0.438649542623723,2025-04-24 21:53:44.653485,2025-04-24 21:53:46.228020,0 days 00:00:01.574535,0.015153176874397425,9,log2,1,4,675,0.9766907828806957,TPESampler,COMPLETE
644,0.3010423363882071,2025-04-24 21:53:45.220136,2025-04-24 21:53:51.789134,0 days 00:00:06.568998,0.043112807252198154,12,,2,14,1192,0.8312845725392339,TPESampler,COMPLETE
645,0.3653847618487167,2025-04-24 21:53:46.409221,2025-04-24 21:53:54.734619,0 days 00:00:08.325398,0.09261365601587572,12,,3,12,1435,0.9728549680530514,TPESampler,COMPLETE
646,0.31953020888345124,2025-04-24 21:53:52.071342,2025-04-24 21:54:00.346481,0 days 00:00:08.275139,0.0541117417399775,12,,1,12,1373,0.9394304947110127,TPESampler,COMPLETE
